relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Fachlicher Testmanager (m/w/d) für unsere Abteilung Produktdesign und IT-Partnermanagement,XING Employer,Germany/Remote,Remote,Full-time,,R,German,Test Manager,,Recent,https://www.xing.com/jobs/muenchen-fachlicher-testmanager-abteilung-produktdesign-it-partnermanagement-157180310,2026-08-24T11:25:47.540901+00:00
0,Python Test | Germany,xing,Entwickler Testautomatisierung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/landsberg-lech-entwickler-testautomatisierung-157399899,2026-08-24T11:31:39.496695+00:00
0,Python Test | Germany,xing,Testingenieur:in (m/w/d) - Automation & Manual Testing,XING Employer,Germany/Remote,Remote,Full-time,,Manual Testing,English,,,Recent,https://www.xing.com/jobs/berlin-testingenieur-automation-manual-testing-154989831,2026-08-24T11:31:39.496748+00:00
0,Python Test | Germany,xing,Software tester with focus on billing systems (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wien-software-tester-focus-billing-systems-156775403,2026-08-24T11:31:39.496871+00:00
0,Python Test | Germany,xing,Testautomation Engineer (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/worms-testautomation-engineer-j24300-156758242,2026-08-24T11:31:39.496925+00:00
0,Python Test | Germany,xing,Softwaretester C++ & Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,"C, C++, Python",,English,,,Recent,https://www.xing.com/jobs/erlangen-softwaretester-python-156962229,2026-08-24T11:31:39.496974+00:00
0,Python Test | Germany,xing,Test Automation Engineer / Software Test Automation Engineer (m/w/d) – Python,XING Employer,Germany/Remote,Remote,Full-time,"Python, Test Automation",,English,,,Recent,https://www.xing.com/jobs/memmingen-test-automation-engineer-software-test-automation-engineer-python-157146088,2026-08-24T11:31:39.497024+00:00
0,Firmware Engineer | Germany,xing,Firmwareentwickler (m/w/d) Funktionale Sicherheit,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/verl-firmwareentwickler-funktionale-sicherheit-156171716,2026-08-24T11:32:38.142171+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/limburg-lahn-embedded-software-engineer-156865685,2026-08-24T11:32:38.142244+00:00
0,Firmware Engineer | Germany,xing,Softwareingenieur (m/w/d) für Embedded-Vision-Systeme,XING Employer,Germany/Remote,Remote,Full-time,,R,English,,,Recent,https://www.xing.com/jobs/verl-softwareingenieur-embedded-vision-systeme-157148907,2026-08-24T11:32:38.142300+00:00
0,Firmware Engineer | Germany,xing,Entwickler Hardware (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/fuerstenfeldbruck-entwickler-hardware-156967620,2026-08-24T11:32:38.142350+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/saarbruecken-firmware-entwickler-156133744,2026-08-24T11:32:38.142399+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/garching-bei-muenchen-firmware-engineer-156193423,2026-08-24T11:32:38.142500+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d) - Schwerpunkt Produktionssoftware & Testsysteme,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/ravensburg-firmware-entwickler-schwerpunkt-produktionssoftware-testsysteme-155699938,2026-08-24T11:32:38.142552+00:00
0,Firmware Engineer | Germany,xing,Softwareingenieur für Embedded Software (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,R,English,,,Recent,https://www.xing.com/jobs/taufkirchen-softwareingenieur-embedded-software-157323132,2026-08-24T11:32:38.142600+00:00
0,Firmware Engineer | Germany,xing,Embedded Hardware Engineer m/w/d,HAWE Hydraulik SE,Aschheim,Remote,Full-time,"Embedded Systems, Hil","R, Iso 26262, Fpga",German,,,Recent,https://www.xing.com/jobs/aschheim-embedded-hardware-engineer-156306068,2026-08-24T11:32:38.142648+00:00
