relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Senior Test Manager (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,"Senior, Test Manager",,Recent,https://www.xing.com/jobs/hannover-senior-test-manager-155410504,2026-07-23T12:41:32.297154+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/wien-test-automation-engineer-152320689,2026-07-23T12:45:27.779757+00:00
0,Test Automation | Germany,xing,Test Automation Spezialist:in (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/baden-test-automation-spezialist-156571805,2026-07-23T12:45:27.779867+00:00
0,Test Automation | Germany,xing,Testautomatisierer in der Schnittstellenentwicklung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/hagen-testautomatisierer-schnittstellenentwicklung-156134851,2026-07-23T12:45:27.779987+00:00
0,Test Automation | Germany,xing,Tes­t­au­to­ma­ti­on En­gi­neer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dortmund-tes-to-ma-ti-on-gi-neer-156501337,2026-07-23T12:45:27.780049+00:00
0,Python Developer | Germany,xing,Fachinformatiker mit Schwerpunkt Programmierung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/hamburg-fachinformatiker-schwerpunkt-programmierung-156130156,2026-07-23T12:46:25.444395+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/herne-python-entwickler-156135106,2026-07-23T12:46:25.444480+00:00
0,Python Developer | Germany,xing,Python-Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-python-entwickler-154251369,2026-07-23T12:46:25.444642+00:00
0,Python Developer | Germany,xing,Intermediate Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-intermediate-python-entwickler-156347206,2026-07-23T12:46:25.444705+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) Python & Linux // REMOTE,XING Employer,Germany/Remote,Remote,Full-time,Python,Linux,English,,,Recent,https://www.xing.com/jobs/duesseldorf-software-developer-python-linux-remote-151957732,2026-07-23T12:46:25.444771+00:00
0,Python Developer | Germany,xing,Python/Django (Bootstrap) Entwickler (m/w/d) nach Lindau Bodensee,XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/lindau-python-django-bootstrap-entwickler-lindau-bodensee-146731824,2026-07-23T12:46:25.444832+00:00
0,Python Developer | Germany,xing,Software Developer Python (all genders),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/karlsruhe-software-developer-python-all-genders-156430808,2026-07-23T12:46:25.444891+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) - Python/Django,XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/kulmbach-softwareentwickler-python-django-146649194,2026-07-23T12:46:25.444953+00:00
0,Python Developer | Germany,xing,PYTHON DEVELOPER – FOKUS AUF DATENANALYSE (M/W/D),XING Employer,Germany/Remote,Remote,Full-time,Python,,German,,,Recent,https://www.xing.com/jobs/klagenfurt-woerthersee-python-developer-fokus-datenanalyse-155723256,2026-07-23T12:46:25.445015+00:00
0,Python Developer | Remote,xing,Software-Entwickler Full-Stack,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bonn-software-entwickler-full-stack-147735258,2026-07-23T12:47:07.850576+00:00
0,Python Test | Germany,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-07-23T12:47:22.001328+00:00
0,Python Test | Germany,xing,Software Test Engineer (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/heidelberg-software-test-engineer-j24300-156625602,2026-07-23T12:47:22.001425+00:00
0,Python Test | Germany,xing,Software Entwickler Python (m/w/d) - für das Test Engineering,XING Employer,Germany/Remote,Remote,Full-time,Python,R,German,,,Recent,https://www.xing.com/jobs/reichenberg-software-entwickler-python-test-engineering-151929809,2026-07-23T12:47:22.001542+00:00
0,Python Test | Germany,xing,Software Quality Engineer (Testautomatisierung) (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/darmstadt-software-quality-engineer-testautomatisierung-j24300-156303812,2026-07-23T12:47:22.001641+00:00
0,Python Test | Germany,xing,Software Test Engineer System Testing (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,System Testing,,English,,,Recent,https://www.xing.com/jobs/worms-software-test-engineer-system-testing-j24300-155769474,2026-07-23T12:47:22.001734+00:00
0,Python Test | Germany,xing,Software Test Engineer Automation Projects (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/worms-software-test-engineer-automation-projects-j24300-156168170,2026-07-23T12:47:22.001821+00:00
0,Python Test | Germany,xing,Test Automation Engineer Software Systems (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/worms-test-automation-engineer-software-systems-j24300-156230421,2026-07-23T12:47:22.001909+00:00
0,Python Test | Germany,xing,Software Test Engineer für Testautomatisierung und Systemqualität (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,R,German,,,Recent,https://www.xing.com/jobs/worms-software-test-engineer-fuer-testautomatisierung-und-systemqualitaet-j24300-156370422,2026-07-23T12:47:22.001993+00:00
0,Firmware Engineer | Germany,xing,Firmwareentwickler (m/w/d) Funktionale Sicherheit,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/verl-firmwareentwickler-funktionale-sicherheit-156171716,2026-07-23T12:48:19.745256+00:00
0,Firmware Engineer | Germany,xing,Entwicklungsingenieur Elektronik und FPGA (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Fpga,German,,,Recent,https://www.xing.com/jobs/dresden-entwicklungsingenieur-elektronik-fpga-155685250,2026-07-23T12:48:19.745327+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/saarbruecken-firmware-entwickler-156133744,2026-07-23T12:48:19.745391+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/garching-bei-muenchen-firmware-engineer-156193423,2026-07-23T12:48:19.745456+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer m/w/d,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/aschheim-embedded-software-engineer-156306061,2026-07-23T12:48:19.745538+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d) - Schwerpunkt Produktionssoftware & Testsysteme,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/ravensburg-firmware-entwickler-schwerpunkt-produktionssoftware-testsysteme-155699938,2026-07-23T12:48:19.745610+00:00
0,Firmware Engineer | Germany,xing,Embedded Hardware Engineer m/w/d,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/aschheim-embedded-hardware-engineer-156306068,2026-07-23T12:48:19.745673+00:00
0,Firmware Engineer | Germany,xing,Elektronikentwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/lauda-koenigshofen-elektronikentwickler-156158220,2026-07-23T12:48:19.745734+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d) - J23328,Exclusive Associates,Lörrach,Remote,Full-time,"C, C++, Can, Embedded Systems, Firmware, Rtos","Junior, R",German,,,Recent,https://www.xing.com/jobs/loerrach-embedded-firmware-engineer-j23328-156370253,2026-07-23T12:48:19.745797+00:00
