relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,ferchau,Senior Softwaretester C# (m/w/d),FERCHAU,Linz Öster­reich,Hybrid,Full-time,C,"C#, Senior",English,Senior,,Recent,https://touch.ferchau.com/de/de/job/501784/senior-softwaretester-c,2026-08-06T12:51:58.135207+00:00
0,Test Engineer | Germany,ferchau,Testingenieur - Software / Hardware (m/w/d),FERCHAU,München Deut­sch­land,Remote,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/484144/testingenieur-software-hardware,2026-08-06T12:52:17.098273+00:00
0,Test Engineer | Germany,ferchau,Softwaretester / Software Test Engineer (m/w/d),FERCHAU,Frei­burg im Breisgau Deut­sch­land,Vor Ort,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/133507/softwaretester-software-test-engineer,2026-08-06T12:52:17.103112+00:00
0,Test Engineer | Germany,ferchau,Engineer Agentische KI Services & Plattformbetrieb (m/w/d) in Direktvermittlung,FERCHAU,Dresden Deut­sch­land,Remote,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/506041/engineer-agentische-ki-services-plattformbetrieb-in-direktvermittlung,2026-08-06T12:52:17.104861+00:00
0,Test Engineer | Germany,ferchau,Support- und Operations-Engineer Polarion (m/w/d),FERCHAU,Lang­kampfen Öster­reich,Remote,Full-time,,R,German,,,Recent,https://touch.ferchau.com/de/de/job/513328/support-und-operations-engineer-polarion,2026-08-06T12:52:17.106519+00:00
0,Test Engineer | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Lübeck Deut­sch­land,Remote,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/486202/softwaretester,2026-08-06T12:52:17.108165+00:00
0,Testingenieur | Germany,ferchau,Software Testingenieur Python (m/w/d),FERCHAU,Ulm Deut­sch­land,Remote,Full-time,"Ci/Cd, Jenkins, Pytest, Python","Gitlab Ci, Docker, Gitlab, R",German,,,Recent,https://touch.ferchau.com/de/de/job/502096/software-testingenieur-python,2026-08-06T12:52:27.250502+00:00
0,Testingenieur | Germany,ferchau,Testingenieur für Schnittstellen (m/w/d),FERCHAU,Markto­ber­dorf Deut­sch­land,Remote,Full-time,"Can, Python","Canoe, R",German,,,Recent,https://touch.ferchau.com/de/de/job/499852/testingenieur-fuer-schnittstellen,2026-08-06T12:52:27.252290+00:00
0,Testingenieur | Germany,ferchau,Testingenieur Embedded Systems (m/w/d),FERCHAU,Erfurt Deut­sch­land,Vor Ort,Full-time,Embedded Systems,,English,,,Recent,https://touch.ferchau.com/de/de/job/349426/testingenieur-embedded-systems,2026-08-06T12:52:27.253547+00:00
0,Testingenieur | Germany,ferchau,Testingenieur Elektronik (m/w/d),FERCHAU,Hamburg Deut­sch­land,Remote,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/349012/testingenieur-elektronik,2026-08-06T12:52:27.254531+00:00
0,Testingenieur | Germany,ferchau,Testingenieur Luftfahrt (m/w/d),FERCHAU,Wedel Deut­sch­land,Vor Ort,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/514666/testingenieur-luftfahrt,2026-08-06T12:52:27.258052+00:00
0,Testingenieur | Germany,ferchau,Testingenieur (m/w/d) Embedded-Systeme,FERCHAU,Fried­richs­hafen Deut­sch­land,Hybrid,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/250895/testingenieur-embedded-systeme,2026-08-06T12:52:27.258781+00:00
0,Testingenieur | Germany,ferchau,Testingenieur Leistungselektronik (m/w/d),FERCHAU,Fried­richs­hafen Deut­sch­land,Hybrid,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/351898/testingenieur-leistungselektronik,2026-08-06T12:52:27.259453+00:00
0,Test Automation | Germany,ferchau,Techniker (m/w/d) Gebäudeautomation,FERCHAU,Schwaz Öster­reich,Vor Ort,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/495199/techniker-gebaeudeautomation,2026-08-06T12:52:36.445992+00:00
0,Test Automation | Germany,ferchau,Programmierer Gebäudeautomation (m/w/d),FERCHAU,Kulm­bach Deut­sch­land,Hybrid,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/513895/programmierer-gebaeudeautomation,2026-08-06T12:52:36.448025+00:00
0,Test Automation | Germany,ferchau,Testingenieur Prüfsysteme & Testsystemintegration (m/w/d),FERCHAU,Lipp­stadt Deut­sch­land,Hybrid,Full-time,,R,German,,,Recent,https://touch.ferchau.com/de/de/job/511378/testingenieur-pruefsysteme-testsystemintegration,2026-08-06T12:52:36.450046+00:00
0,Test Automation | Germany,ferchau,Automation Engineer (m/f/d),FERCHAU,Radlin Poland,On-Site,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/480679/automation-engineer,2026-08-06T12:52:36.450785+00:00
0,Test Automation | Germany,ferchau,MSR-Techniker Gebäudeautomation (m/w/d),FERCHAU,Darm­stadt Deut­sch­land,Vor Ort,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/489106/msr-techniker-gebaeudeautomation,2026-08-06T12:52:36.452444+00:00
0,Python Developer | Germany,ferchau,SAP Backend Developer mit Beratungsfunktion (m/w/d),FERCHAU,Schwaz Öster­reich,Remote,Full-time,,,German,,,Recent,https://touch.ferchau.com/de/de/job/479590/sap-backend-developer-mit-beratungsfunktion,2026-08-06T12:52:46.202821+00:00
0,Python Developer | Germany,ferchau,Full Stack Developer (m/w/d),FERCHAU,Leipzig Deut­sch­land,Remote,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/486520/full-stack-developer,2026-08-06T12:52:46.205113+00:00
0,Python Developer | Germany,ferchau,Full Stack Developer (m/w/d),FERCHAU,Inns­bruck Öster­reich,Hybrid,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/453814/full-stack-developer,2026-08-06T12:52:46.205775+00:00
0,Python Developer | Germany,ferchau,Software Developer Python (m/w/d),FERCHAU,Stutt­gart Deut­sch­land,Hybrid,Full-time,Python,"Sql, Nosql, Kanban, Linux, Agile, Scrum, R",German,,,Recent,https://touch.ferchau.com/de/de/job/281409/software-developer-python,2026-08-06T12:52:46.206365+00:00
0,Python Developer | Germany,ferchau,Junior Application Developer (m/f/d),FERCHAU,Gdańsk Poland,Hybrid,Full-time,,Junior,English,,,Recent,https://touch.ferchau.com/de/de/job/515746/junior-application-developer,2026-08-06T12:52:46.207576+00:00
0,Python Developer | Germany,ferchau,Data Engineer & Reporting (m/w/d),FERCHAU,Wiehl Deut­sch­land,Hybrid,Teilzeit,,,English,,,Recent,https://touch.ferchau.com/de/de/job/510580/data-engineer-reporting,2026-08-06T12:52:46.208895+00:00
0,Python Developer | Germany,ferchau,Software Developer (m/w/d),FERCHAU,Inns­bruck Öster­reich,Remote,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/397756/software-developer,2026-08-06T12:52:46.209601+00:00
0,Python Test | Germany,ferchau,Softwaretest-Manager IT (m/w/d),FERCHAU,Erlangen Deut­sch­land,Vor Ort,Full-time,"C, C++, Python","Linux, R",German,,,Recent,https://touch.ferchau.com/de/de/job/515104/softwaretest-manager-it,2026-08-06T12:52:56.695896+00:00
0,Firmware Engineer | Germany,ferchau,Embedded Software Entwickler Heiztechnik (m/w/d),FERCHAU,Remscheid Deut­sch­land,Vor Ort,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/510934/embedded-software-entwickler-heiztechnik,2026-08-06T12:53:06.585200+00:00
0,Firmware Engineer | Germany,ferchau,Hardware Engineer Elektrotechnik (m/w/d),FERCHAU,Hannover Deut­sch­land,Vor Ort,Full-time,"C, C++",R,German,,,Recent,https://touch.ferchau.com/de/de/job/486970/hardware-engineer-elektrotechnik,2026-08-06T12:53:06.585911+00:00
0,Firmware Engineer | Germany,ferchau,Entwickler Firmware Niederspannung (m/w/d),FERCHAU,Nürn­berg Deut­sch­land,Vor Ort,Full-time,Firmware,,English,,,Recent,https://touch.ferchau.com/de/de/job/493621/entwickler-firmware-niederspannung,2026-08-06T12:53:06.587635+00:00
0,Firmware Engineer | Germany,ferchau,Embedded Software Entwickler Smart Metering (m/w/d),FERCHAU,Hamburg Deut­sch­land,Remote,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/515695/embedded-software-entwickler-smart-metering,2026-08-06T12:53:06.588496+00:00
0,Firmware Engineer | Germany,ferchau,Elektroingenieur (m/w/d),FERCHAU,Rostock Deut­sch­land,Remote,Full-time,"C, Can, Spi, Uart",R,German,,,Recent,https://touch.ferchau.com/de/de/job/491920/elektroingenieur,2026-08-06T12:53:06.589308+00:00
0,Firmware Engineer | Germany,ferchau,Embedded Hardware-/Softwareentwickler (m/w/d),FERCHAU,Ilmenau Deut­sch­land,Vor Ort,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/503977/embedded-hardware-softwareentwickler,2026-08-06T12:53:06.590129+00:00
0,Firmware Engineer | Germany,ferchau,(Junior) Entwickler Technische Informatik (m/w/d),FERCHAU,Gießen Deut­sch­land,Remote,Full-time,"C, C++, Embedded Systems, Python","C#, Junior, R",German,,,Recent,https://touch.ferchau.com/de/de/job/309310/junior-entwickler-technische-informatik,2026-08-06T12:53:06.590736+00:00
