relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,AI Integration Consultant (m/w/d),Hays Client,Bundesland Wien,On-site,Contract,"Claude, Github Copilot","Git, Jira, Consultant, Github, Confluence",German,Consultant,,29.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ai-integration-consultant-bundesland-wien-879176/1,2026-06-11T14:09:01.149148+00:00
0,Tester | Germany,hays,Softwareentwickler für Testautomatisierung  (m/w/d),Hays Client,Chemnitz,On-site,Contract,Test Automation,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-fuer-testautomatisierung--chemnitz-877306/1,2026-06-11T14:09:01.150593+00:00
0,Tester | Germany,hays,Softwaretester für Steuergerätesoftware (m/w/d),Hays Client,Erlangen,On-site,Contract,Sil,R,German,,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwaretester-fuer-steuergeraetesoftware-erlangen-873778/1,2026-06-11T14:09:01.150805+00:00
0,Tester | Germany,hays,Software Test Engineer  (m/w/d),Hays Client,Gilching,On-site,Contract,,R,German,,,10.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer--gilching-860927/1,2026-06-11T14:09:01.151469+00:00
0,Tester | Germany,hays,Systemingenieur (m/w/d),Hays Client,Großraum Bonn,On-site,Contract,,,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemingenieur-grossraum-bonn-867591/1,2026-06-11T14:09:01.151688+00:00
0,Tester | Germany,hays,Multifunktionsoperator/Chemielaborant (m/w/d),Hays Client,Rotkreuz,On-site,Contract,,,German,,,24.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-multifunktionsoperator-chemielaborant-rotkreuz-867437/1,2026-06-11T14:09:01.151909+00:00
0,Tester | Germany,hays,BTV Getriebe eBike Systems  (m/w/d),Hays Client,Reutlingen,On-site,Contract,,R,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-btv-getriebe-ebike-systems--reutlingen-865651/1,2026-06-11T14:09:01.152138+00:00
0,QA Engineer | Germany,hays,Softwareentwickler C++ (m/w/d),Hays Client,Jena,On-site,Contract,"C, C++, Pytest","Junior, Scrum",German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-c-jena-880455/1,2026-06-11T14:09:23.118751+00:00
0,QA Engineer | Germany,hays,Sotwareentwickler Fertigungssoftware (m/w/d),Hays Client,Jena,On-site,Contract,"C, C++, Ci/Cd","Scrum, R, Agile",German,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sotwareentwickler-fertigungssoftware-jena-880479/1,2026-06-11T14:09:23.119013+00:00
0,QA Engineer | Germany,hays,MSAT Engineer Process Management (m/f/d),Hays Client,Zug,On-site,Contract,C,,English,,,28.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-msat-engineer-process-management-zug-878730/1,2026-06-11T14:09:23.119248+00:00
0,QA Engineer | Germany,hays,Project Engineer (m/w/d),Hays Client,Singen,On-site,Contract,C,,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-singen-872232/1,2026-06-11T14:09:23.120141+00:00
0,QA Engineer | Germany,hays,Product Quality Engineer QC (m/w/d),Hays Client,Zug,On-site,Contract,,R,German,,,13.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-quality-engineer-qc-zug-869844/1,2026-06-11T14:09:23.120364+00:00
0,QA Engineer | Germany,hays,Devops Engineer (m/w/d),Hays Client,Kreis Unna,On-site,Contract,Java,"Devops, Git, Spring Boot, Angular, Docker, Intern",German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-kreis-unna-861212/1,2026-06-11T14:09:23.120796+00:00
0,Test Engineer | Germany,hays,Product Cyber Security Engineer  (m/w/d),Hays Client,Ulm,On-site,Contract,Embedded Systems,R,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-cyber-security-engineer--ulm-878001/1,2026-06-11T14:09:50.126090+00:00
0,Test Engineer | Germany,hays,E&I Commissioning Engineer (m/w/d),Hays Client,Gronau,On-site,Contract,,,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-e-i-commissioning-engineer-gronau-880599/1,2026-06-11T14:09:50.126356+00:00
0,Test Engineer | Germany,hays,Ingenieur für Anlagenplanung/ Plant Layout Engineer  (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-fuer-anlagenplanung--plant-layout-engineer--berlin-880432/1,2026-06-11T14:09:50.126588+00:00
0,Test Engineer | Germany,hays,Functional Test Engineer - Fahrzeugelektronik (m/w/d),Hays Client,Speyer,Remote,Contract,Embedded Systems,"Aspice, R",German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-functional-test-engineer-fahrzeugelektronik-speyer-880198/1,2026-06-11T14:09:50.127053+00:00
0,Test Engineer | Germany,hays,Supplier Quality Engineer - Fluid Systems (m/w/d),Hays Client,Erlangen,On-site,Contract,,,German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-quality-engineer-fluid-systems-erlangen-879822/1,2026-06-11T14:09:50.127272+00:00
0,Test Engineer | Germany,hays,Systems Engineer  (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systems-engineer--schleswig-holstein-872533/1,2026-06-11T14:09:50.127493+00:00
0,Test Engineer | Germany,hays,Manufacturing Engineer (m/w/d),Hays Client,Raum Frankfurt am Main,On-site,Contract,,R,German,,,29.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manufacturing-engineer-raum-frankfurt-am-main-879192/1,2026-06-11T14:09:50.127711+00:00
0,Test Engineer | Germany,hays,Cyber Security Engineer ASM SIEM (m/w/d),Hays Client,Frankfurt,On-site,Contract,,"Asm, R",German,,,18.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cyber-security-engineer-asm-siem-frankfurt-877659/1,2026-06-11T14:09:50.128374+00:00
0,Test Engineer | Germany,hays,Mechanical Design Engineer (m/w/d),Hays Client,Weilheim in Oberbayern,On-site,Contract,,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mechanical-design-engineer-weilheim-in-oberbayern-877322/1,2026-06-11T14:09:50.128582+00:00
0,Test Engineer | Germany,hays,Microsoft 365 Security Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,06.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-microsoft-365-security-engineer-muenchen-869732/1,2026-06-11T14:09:50.128795+00:00
0,Test Engineer | Germany,hays,Test Engineer Bremssysteme (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-bremssysteme-erlangen-863233/1,2026-06-11T14:09:50.129017+00:00
0,Test Engineer | Germany,hays,Validation Test Engineer (m/w/d),Hays Client,Raunheim,On-site,Contract,,,German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validation-test-engineer-raunheim-871596/1,2026-06-11T14:09:50.129234+00:00
0,Test Engineer | Germany,hays,Security Engineer Web (m/w/d),Hays Client,Bayern,On-site,Contract,,,German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-engineer-web-bayern-861381/1,2026-06-11T14:09:50.129443+00:00
0,Test Engineer | Germany,hays,Network & Security Engineer  (m/w/d),Hays Client,Bayern,Remote,Contract,,R,German,,,20.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-network-security-engineer--bayern-870850/1,2026-06-11T14:09:50.129662+00:00
0,Test Engineer | Germany,hays,DevOps Platform Engineer (m/w/d),Hays Client,Wiesbaden,On-site,Contract,,"Devops, R",German,,,10.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-platform-engineer-wiesbaden-867509/1,2026-06-11T14:09:50.129877+00:00
0,Test Engineer | Germany,hays,Software Engineer (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,31.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-schleswig-holstein-868562/1,2026-06-11T14:09:50.130383+00:00
0,Test Engineer | Switzerland,hays,BESS Strategy & Advisory Electrical Engineer  (m/w/d),Hays Client,Raum Köln,On-site,Contract,,,German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-bess-strategy-advisory-electrical-engineer--raum-koeln-879614/1,2026-06-11T14:10:03.285763+00:00
0,Testingenieur | Germany,hays,Testingenieur (m/w/d),Hays Client,Stuttgart,On-site,Contract,,R,German,,,03.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-stuttgart-878717/1,2026-06-11T14:10:17.652218+00:00
0,Test Automation | Germany,hays,Technischer Projektleiter Vakuumexpertise (m/w/d),Hays Client,Erfurt,On-site,Contract,,"Project Manager, R",German,,,29.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technischer-projektleiter-vakuumexpertise-erfurt-873595/1,2026-06-11T14:10:39.086067+00:00
0,Test Automation | Germany,hays,High Voltage Engineering Specialist (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,29.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-high-voltage-engineering-specialist-koeln-879015/1,2026-06-11T14:10:39.086346+00:00
0,Test Automation | Germany,hays,Finance Manager  (m/w/d),Hays Client,Wittmund,On-site,Contract,,,German,,,22.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-finance-manager--wittmund-877692/1,2026-06-11T14:10:39.086572+00:00
0,Test Automation | Germany,hays,Credit Assessment Analyst / Kreditsachbearbeiter (m/w/d),Hays Client,Köln,On-site,Contract,,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-assessment-analyst-kreditsachbearbeiter-koeln-877198/1,2026-06-11T14:10:39.087686+00:00
0,Test Automation | Germany,hays,Abteilungsleiter Steuern (m/w/d),Hays Client,Hannover,On-site,Contract,,Head Of,German,,,12.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-abteilungsleiter-steuern-hannover-825018/1,2026-06-11T14:10:39.088142+00:00
0,Test Automation | Germany,hays,Technical Documentation Reviewer (m/w/d),Hays Client,Singen,On-site,Contract,,,German,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technical-documentation-reviewer-singen-872597/1,2026-06-11T14:10:39.088366+00:00
0,Test Automation | Germany,hays,Automatisierungstechniker  (m/w/d),Hays Client,Mannheim,On-site,Contract,,,German,,,17.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automatisierungstechniker--mannheim-862607/1,2026-06-11T14:10:39.088799+00:00
0,Test Automation | Germany,hays,Embedded Software Developer (m/w/d),Hays Client,Poing,On-site,Contract,,R,German,,,16.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-developer-poing-870349/1,2026-06-11T14:10:39.089021+00:00
0,Test Automation | Germany,hays,IT Security Specialist – Regulatory & Technical Security  (m/w/d),Hays Client,München,On-site,Contract,,,German,,,26.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-security-specialist--regulatory-technical-security--muenchen-867614/1,2026-06-11T14:10:39.089671+00:00
0,Test Automation | Germany,hays,Ingenieur Energietechnik Sekundärtechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-energietechnik-sekundaertechnik-erlangen-830588/1,2026-06-11T14:10:39.089889+00:00
0,Test Automation | Germany,hays,Ingenieur Leittechnik Schaltanlagen (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-leittechnik-schaltanlagen-erlangen-852227/1,2026-06-11T14:10:39.090122+00:00
0,Test Automation | Switzerland,hays,Controller Group Controlling (m/w/d),Hays Client,Monheim,On-site,Contract,,R,German,,,08.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-controller-group-controlling-monheim-880254/1,2026-06-11T14:10:49.451503+00:00
0,Test Automation | Switzerland,hays,Elektriker für Automatisierungstechnik (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,18.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektriker-fuer-automatisierungstechnik-mannheim-826448/1,2026-06-11T14:10:49.455365+00:00
0,Python Developer | Germany,hays,Fullstack Software Developer (m/f/d),Hays Client,Poing,On-site,Contract,,,English,,,01.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-software-developer-poing-878692/1,2026-06-11T14:11:05.058656+00:00
0,Python Developer | Germany,hays,Cloud Developer ADAS  (m/w/d),Hays Client,Ulm,On-site,Contract,"Ci/Cd, Python","Kubernetes, Gitlab, Argocd, R, Microservices, Terraform",German,,,28.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cloud-developer-adas--ulm-879111/1,2026-06-11T14:11:05.058902+00:00
0,Python Developer | Germany,hays,DevOps Engineer (m/w/d),Hays Client,Wien,On-site,Contract,,Devops,German,,,27.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-wien-878851/1,2026-06-11T14:11:05.059143+00:00
0,Python Developer | Germany,hays,Fullstack Developer  (m/w/d),Hays Client,Wolfsburg,On-site,Contract,,,German,,,06.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer--wolfsburg-873421/1,2026-06-11T14:11:05.059360+00:00
0,Python Developer | Germany,hays,UI Prototyping Developer (m/w/d),Hays Client,Affalterbach,On-site,Contract,,R,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ui-prototyping-developer-affalterbach-865539/1,2026-06-11T14:11:05.059793+00:00
0,Python Test | Germany,hays,Software-Ingenieur - Verifikation und Dokumentation sicherheitskritischer Embedded Software (m/w/d),Hays Client,Sachsen,On-site,Contract,,R,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-ingenieur-verifikation-und-dokumentation-sicherheitskritischer-embedded-software-sachsen-880663/1,2026-06-11T14:11:28.993517+00:00
0,Python Test | Germany,hays,Data Product Engineer – Microsoft Fabric & OneLake Security (m/w/d),Hays Client,Remote,Remote,Contract,Python,R,German,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-product-engineer--microsoft-fabric-onelake-security-remote-880488/1,2026-06-11T14:11:28.993969+00:00
0,Python Test | Germany,hays,Prozessentwicklungsingenieur (m/w/d),Hays Client,Prüm,On-site,Contract,,R,German,,,03.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prozessentwicklungsingenieur-pruem-879595/1,2026-06-11T14:11:28.994219+00:00
0,Python Test | Germany,hays,Embedded Softwaretester  (m/w/d),Hays Client,Dresden,On-site,Contract,"C, C++, Can, Python, Spi",R,English,,,19.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwaretester--dresden-877631/1,2026-06-11T14:11:28.994662+00:00
0,Python Test | Germany,hays,Embedded Software / Board Controller FW (m/w/d),Hays Client,Dresden,On-site,Contract,Firmware,"Zephyr, R, Linux",German,,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-board-controller-fw-dresden-873829/1,2026-06-11T14:11:28.995562+00:00
0,Python Test | Germany,hays,Scrum Master (m/w/d),Hays Client,Nürnberg,On-site,Contract,,"Scrum Master, Scrum, R",German,,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-scrum-master-nuernberg-873717/1,2026-06-11T14:11:28.996026+00:00
0,Python Test | Germany,hays,Test Ingenieur (m/w/d),Hays Client,Bayern,Remote,Contract,Python,R,German,,,04.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-ingenieur-bayern-872752/1,2026-06-11T14:11:28.996251+00:00
0,Python Test | Germany,hays,ICT Administration & Application Manager (m/w/d),Hays Client,Magdeburg,On-site,Contract,"Ci/Cd, Python","Gitlab Ci, Kubernetes, Golang, Gitlab, Argocd, R, Openshift",German,,,22.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ict-administration-application-manager-magdeburg-871371/1,2026-06-11T14:11:28.996475+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-06-11T14:11:28.996901+00:00
0,Firmware Engineer | Germany,hays,Hardware Product Owner & Development Engineer (m/f/d),Hays Client,Zug,On-site,Contract,Integration Testing,"Product Owner, Kanban, Safe, Scrum",English,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-product-owner-development-engineer-zug-880759/1,2026-06-11T14:11:55.991091+00:00
0,Firmware Engineer | Germany,hays,Electronics Engineer (m/f/d),Hays Client,Zug,On-site,Contract,Integration Testing,,English,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-electronics-engineer-zug-880650/1,2026-06-11T14:11:55.991338+00:00
0,Firmware Engineer | Germany,hays,Managed Services Engineer  (m/w/d),Hays Client,Eschborn/remote,Remote,Contract,Firmware,,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-managed-services-engineer--eschborn-remote-879323/1,2026-06-11T14:11:55.991566+00:00
