relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,ferchau,Senior Softwaretester C# (m/w/d),FERCHAU,Linz Öster­reich,Hybrid,Full-time,C,"C#, Senior",English,Senior,,Recent,https://touch.ferchau.com/de/de/job/501784/senior-softwaretester-c,2026-04-27T13:01:06.570860+00:00
0,Test Automation | Germany,ferchau,HiL Test Engineer (m/w/d),FERCHAU,Remscheid Deut­sch­land,Remote,Full-time,"Hil, Python","Jira, Scrum, R",German,,,Recent,https://touch.ferchau.com/de/de/job/499210/hil-test-engineer,2026-04-27T13:01:42.328557+00:00
0,Test Automation | Germany,ferchau,Techniker (m/w/d) Gebäudeautomation,FERCHAU,Schwaz Öster­reich,Vor Ort,Full-time,,R,German,,,Recent,https://touch.ferchau.com/de/de/job/495199/techniker-gebaeudeautomation,2026-04-27T13:01:42.332819+00:00
0,Test Automation | Germany,ferchau,MSR-Techniker Gebäudeautomation (m/w/d),FERCHAU,Darm­stadt Deut­sch­land,Vor Ort,Full-time,,R,German,,,Recent,https://touch.ferchau.com/de/de/job/489106/msr-techniker-gebaeudeautomation,2026-04-27T13:01:42.333847+00:00
0,Python Developer | Germany,ferchau,Software Developer Python (m/w/d),FERCHAU,Stutt­gart Deut­sch­land,Hybrid,Full-time,Python,"Sql, Agile, Scrum, Nosql, Kanban, R, Linux",German,,,Recent,https://touch.ferchau.com/de/de/job/281409/software-developer-python,2026-04-27T13:01:51.686182+00:00
0,Python Developer | Germany,ferchau,Full Stack Developer (m/w/d),FERCHAU,Leipzig Deut­sch­land,Remote,Full-time,"Ci/Cd, Java, Python","Sql, Git, Angular, Agile, Nosql, React, Vue.Js, R, Node.Js",German,,,Recent,https://touch.ferchau.com/de/de/job/486520/full-stack-developer,2026-04-27T13:01:51.688223+00:00
0,Python Developer | Germany,ferchau,Full Stack Developer (m/w/d),FERCHAU,Inns­bruck Öster­reich,Hybrid,Full-time,"C, C++, Java, Python","C#, Graphql, React, Vue.Js, R, Angular",German,,,Recent,https://touch.ferchau.com/de/de/job/453814/full-stack-developer,2026-04-27T13:01:51.689145+00:00
0,Python Developer | Germany,ferchau,SAP Backend Developer mit Beratungsfunktion (m/w/d),FERCHAU,Schwaz Öster­reich,Remote,Full-time,,,German,,,Recent,https://touch.ferchau.com/de/de/job/479590/sap-backend-developer-mit-beratungsfunktion,2026-04-27T13:01:51.690100+00:00
0,Firmware Engineer | Germany,ferchau,Embedded Firmware & FPGA Engineer (m/w/d),FERCHAU,Raaba-Gram­bach Öster­reich,Hybrid,Full-time,"C, C++, Firmware","Fpga, Git, Scrum, Kanban, R, Vhdl",German,,,Recent,https://touch.ferchau.com/de/de/job/499696/embedded-firmware-fpga-engineer,2026-04-27T13:02:09.899773+00:00
0,Firmware Engineer | Germany,ferchau,Hardware Engineer Elektrotechnik (m/w/d),FERCHAU,Hannover Deut­sch­land,Vor Ort,Full-time,"C, C++",R,German,,,Recent,https://touch.ferchau.com/de/de/job/486970/hardware-engineer-elektrotechnik,2026-04-27T13:02:09.900726+00:00
0,Firmware Engineer | Germany,ferchau,Software Engineer (m/f/d) C++,FERCHAU,Munich Germany,On-Site,Full-time,"C, C++",,English,,,Recent,https://touch.ferchau.com/de/de/job/482779/software-engineer-c,2026-04-27T13:02:09.901489+00:00
0,Firmware Engineer | Germany,ferchau,Entwickler Firmware Niederspannung (m/w/d),FERCHAU,Nürn­berg Deut­sch­land,Vor Ort,Full-time,"C, C++, Firmware","Git, R, Github",German,,,Recent,https://touch.ferchau.com/de/de/job/493621/entwickler-firmware-niederspannung,2026-04-27T13:02:09.903669+00:00
0,Firmware Engineer | Germany,ferchau,Embedded Software Entwickler (m/w/d),FERCHAU,Berlin Deut­sch­land,Hybrid,Full-time,"C, C++, Python","Git, R, Linux",German,,,Recent,https://touch.ferchau.com/de/de/job/479902/embedded-software-entwickler,2026-04-27T13:02:09.906414+00:00
0,Firmware Engineer | Germany,ferchau,(Junior) Entwickler Technische Informatik (m/w/d),FERCHAU,Gießen Deut­sch­land,Remote,Full-time,,Junior,English,,,Recent,https://touch.ferchau.com/de/de/job/309310/junior-entwickler-technische-informatik,2026-04-27T13:02:09.907300+00:00
