relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Senior Business Test Consultant - Lebensversicherung / E2E (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,"Consultant, Senior",English,"Consultant, Senior",,Recent,https://www.xing.com/jobs/montabaur-senior-business-test-consultant-lebensversicherung-e2e-151945000,2026-04-02T11:39:10.949097+00:00
0,Tester | Germany,xing,"Projekt Future VCS Teilprojektleiter ""Test und Transition"" (d/m/w)",XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/langen-projekt-future-vcs-teilprojektleiter-test-transition-152140049,2026-04-02T11:39:10.949175+00:00
0,Tester | Germany,xing,Prüftechniker Elektrotechnik - Normen / Tests / Doku (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/halver-prueftechniker-elektrotechnik-normen-tests-doku-152340906,2026-04-02T11:39:10.949269+00:00
0,Tester | Germany,xing,End of Line-Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/lindau-end-of-line-tester-152505614,2026-04-02T11:39:10.949337+00:00
0,Tester | Germany,xing,Tester für Software- und Systemtests (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,R,German,,,Recent,https://www.xing.com/jobs/hamburg-tester-software-systemtests-152707044,2026-04-02T11:39:10.949411+00:00
0,Tester | Germany,xing,INTERIM Tester IAM/ IDM (gn),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/duesseldorf-interim-tester-iam-idm-gn-152485587,2026-04-02T11:39:10.949476+00:00
0,Tester | Germany,xing,Software Tester Fokus Testautomatisierung remote (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/berlin-software-tester-fokus-testautomatisierung-remote-152651779,2026-04-02T11:39:10.949539+00:00
0,Tester | Germany,xing,Software Tester / Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/muenchen-software-tester-test-engineer-152599000,2026-04-02T11:39:10.949605+00:00
0,Tester | Remote,xing,Software Tester (all genders),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/sankt-ingbert-software-tester-all-genders-148460968,2026-04-02T11:39:54.624397+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-152814424,2026-04-02T11:40:09.274286+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/zug-qa-engineer-149012111,2026-04-02T11:40:09.274375+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-150638307,2026-04-02T11:40:09.274440+00:00
0,QA Engineer | Germany,xing,WL-1 QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-wl-1-qa-engineer-152814436,2026-04-02T11:40:09.274570+00:00
0,QA Engineer | Germany,xing,FREELANCE // QA Engineer (m/w/d) // 100% Remote // Grüne Wiese // Spannendes Projekt,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-freelance-qa-engineer-100-remote-gruene-wiese-spannendes-projekt-152571625,2026-04-02T11:40:09.274703+00:00
0,QA Engineer | Germany,xing,WL QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-wl-qa-engineer-152814435,2026-04-02T11:40:09.274771+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/oberkotzau-qa-engineer-151928651,2026-04-02T11:40:09.274979+00:00
0,Test Engineer | Germany,xing,Junior Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,Junior,English,,,Recent,https://www.xing.com/jobs/berlin-junior-test-automation-engineer-152017821,2026-04-02T11:41:06.127046+00:00
0,Test Engineer | Germany,xing,Test Engineer (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dresden-test-engineer-152407080,2026-04-02T11:41:06.127129+00:00
0,Test Engineer | Germany,xing,TEST ENGINEER (M/W/D),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/schweinfurt-test-engineer-152581444,2026-04-02T11:41:06.127265+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dresden-test-engineer-150141846,2026-04-02T11:41:06.127332+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bremen-test-engineer-151007778,2026-04-02T11:41:06.127408+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d) - Dresden,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dresden-test-engineer-dresden-150441800,2026-04-02T11:41:06.127472+00:00
0,Test Engineer | Germany,xing,Test-Engineer - Systemtest,XING Employer,Germany/Remote,Remote,Full-time,System Testing,,English,,,Recent,https://www.xing.com/jobs/zuerich-test-engineer-systemtest-150877142,2026-04-02T11:41:06.127542+00:00
0,Test Engineer | Germany,xing,Software Test Engineer / QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/unterhaching-software-test-engineer-qa-engineer-145277738,2026-04-02T11:41:06.127646+00:00
0,Testingenieur | Germany,xing,Prüftechniker / Prüfingenieur (m⁠/⁠w⁠/⁠d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/neumuenster-prueftechniker-pruefingenieur-151696615,2026-04-02T11:42:02.333068+00:00
0,Testingenieur | Germany,xing,Testingenieur / Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/friedrichshafen-testingenieur-test-engineer-147370768,2026-04-02T11:42:02.333364+00:00
0,Testingenieur | Germany,xing,(Junior) Testingenieur / Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Junior,English,,,Recent,https://www.xing.com/jobs/muenchen-junior-testingenieur-test-engineer-151881812,2026-04-02T11:42:02.333425+00:00
0,Testingenieur | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/renens-test-engineer-147371778,2026-04-02T11:42:02.333489+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/paderborn-testingenieur-152002366,2026-04-02T11:42:02.333588+00:00
0,Test Automation | Germany,xing,Software Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/bern-software-test-automation-engineer-152687497,2026-04-02T11:43:00.392486+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/muenchen-test-automation-engineer-146718967,2026-04-02T11:43:00.392691+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d) - Duisburg [Kziff.OK6968],XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/duisburg-test-automation-engineer-duisburg-kziff-ok6968-137435602,2026-04-02T11:43:00.392880+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/nuernberg-test-automation-engineer-145847390,2026-04-02T11:43:00.392940+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/duesseldorf-test-automation-engineer-152340173,2026-04-02T11:43:00.392999+00:00
0,Test Automation | Remote,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/dresden-test-automation-engineer-151099508,2026-04-02T11:43:42.510873+00:00
0,Python Developer | Germany,xing,Python - Entwickler:in,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/berlin-python-entwickler-148891004,2026-04-02T11:43:58.036153+00:00
0,Python Developer | Germany,xing,Softwaredeveloper Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-softwaredeveloper-python-152340591,2026-04-02T11:43:58.036250+00:00
0,Python Developer | Germany,xing,Softwareentwickler Python (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-softwareentwickler-python-148391528,2026-04-02T11:43:58.036322+00:00
0,Python Developer | Germany,xing,Software Developer Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-software-developer-python-152567035,2026-04-02T11:43:58.036385+00:00
0,Python Developer | Germany,xing,Softwareentwickler Python (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/leipzig-softwareentwickler-python-148391481,2026-04-02T11:43:58.036445+00:00
0,Python Developer | Germany,xing,Python Developer (all genders) 32-35h/Woche,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/berlin-python-developer-all-genders-32-35h-woche-152731752,2026-04-02T11:43:58.036507+00:00
0,Python Developer | Germany,xing,B126-C02 Junior Python-Entwickler (m/w/d) – Direktvermittlung in Festanstellung,XING Employer,Germany/Remote,Remote,Full-time,Python,Junior,English,,,Recent,https://www.xing.com/jobs/berlin-b126-c02-junior-python-entwickler-direktvermittlung-festanstellung-152818047,2026-04-02T11:43:58.036614+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/eschborn-python-entwickler-152675531,2026-04-02T11:43:58.036741+00:00
0,Python Test | Germany,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-04-02T11:44:55.309108+00:00
0,Python Test | Germany,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-embedded-python-tester-149660806,2026-04-02T11:44:55.309175+00:00
0,Python Test | Germany,xing,Python Tester* Embedded Devices (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-python-tester-embedded-devices-150667917,2026-04-02T11:44:55.309267+00:00
0,Python Test | Germany,xing,Python Tester* Embedded Devices,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-python-tester-embedded-devices-147022468,2026-04-02T11:44:55.309332+00:00
0,Python Test | Germany,xing,"Embedded Python Tester (m/w/d) – Munich, Germany – EU/NATO Nationals - Fluent German",XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/berlin-embedded-python-tester-munich-germany-eu-nato-nationals-fluent-german-150952038,2026-04-02T11:44:55.309395+00:00
0,Python Test | Germany,xing,Programmierer Python Test-Framework (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-programmierer-python-test-framework-151825360,2026-04-02T11:44:55.309459+00:00
0,Python Test | Germany,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-embedded-python-tester-151825311,2026-04-02T11:44:55.309520+00:00
0,Python Test | Germany,xing,Softwaretester Embedded (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/tettnang-softwaretester-embedded-147370986,2026-04-02T11:44:55.309579+00:00
0,Python Test | Austria,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-embedded-python-tester-152005269,2026-04-02T11:45:10.243615+00:00
0,Firmware Engineer | Germany,xing,Junior Entwickler - Firmware/Hardware (m/w/d,XING Employer,Germany/Remote,Remote,Full-time,Firmware,Junior,English,,,Recent,https://www.xing.com/jobs/aachen-junior-entwickler-firmware-hardware-151406341,2026-04-02T11:45:53.207947+00:00
0,Firmware Engineer | Germany,xing,"Firmware Engineer Embedded C Wearable Devices (Full Time) Munich, Germany",XING Employer,Germany/Remote,Remote,Full-time,"C, Firmware",,English,,,Recent,https://www.xing.com/jobs/munich-firmware-engineer-embedded-wearable-devices-full-time-munich-germany-151410964,2026-04-02T11:45:53.208080+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/muenchen-firmware-engineer-150666670,2026-04-02T11:45:53.208145+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer for Device Systems (m/w/d) - J24781,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/duesseldorf-embedded-firmware-engineer-device-systems-j24781-152616488,2026-04-02T11:45:53.208231+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d) - J35543,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/rottweil-embedded-firmware-engineer-j35543-151983591,2026-04-02T11:45:53.208299+00:00
0,Firmware Engineer | Germany,xing,Firmware-Entwickler (all gender),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/bremen-firmware-entwickler-all-gender-149577949,2026-04-02T11:45:53.208360+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer (m/w/d) - J35543,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/offenburg-embedded-software-engineer-j35543-152616428,2026-04-02T11:45:53.208419+00:00
0,Firmware Engineer | Germany,xing,Entwicklungsingenieur Firmware (m/w/d) 80 - 100 %,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/aesch-bl-entwicklungsingenieur-firmware-80-100-147370944,2026-04-02T11:45:53.208480+00:00
0,Firmware Engineer | Germany,xing,Motion Firmware Ingenieur:in 80-100%,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/baar-motion-firmware-ingenieur-80-100-150938662,2026-04-02T11:45:53.208543+00:00
