relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Lead Test Connection Energy Data Management (m/f/d),GULP Client,"Location: Remote, Stuttgart/Karlsruhe",Remote,Freelance,,Lead,English,Lead,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/716956cc0cc111f196d7a2d1b5394681,2026-03-07T10:58:12.023373+00:00
0,QA Engineer | Germany,gulp,Construction supervisor for natural gas pipeline construction DN1000 (m/f/d),GULP Client,"Location: D6, Heidelberg",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/a1d788ba195511f189e08e417b6a1e17,2026-03-07T10:59:04.375341+00:00
0,QA Engineer | Germany,gulp,Construction supervisor for high-voltage cables and fiber optics for SOL (m/f/d),GULP Client,Location: Könnern,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01250494,2026-03-07T10:59:04.375788+00:00
0,QA Engineer | Germany,gulp,Construction supervisor for high-voltage cables and fiber optics for SOL (m/f/d),GULP Client,"Location: Eisenberg, Thüringen",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01250478,2026-03-07T10:59:04.376257+00:00
0,Test Automation | Germany,gulp,iOS Developer (m/f/d),GULP Client,"Location: Essen, Ruhr",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01247523,2026-03-07T11:01:33.317624+00:00
0,Test Automation | Germany,gulp,GIS Developer (m/f/d),GULP Client,Location: Hanover,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01236517,2026-03-07T11:01:33.319090+00:00
0,Python Developer | Germany,gulp,SAP SuccessFactors / SAP HCM Integration Specialist (m/f/d) Parttime 25% Remote,GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69aaf518268721d3fdea4d0a,2026-03-07T11:02:24.285273+00:00
0,Python Developer | Germany,gulp,Technical Product Owner (m/f/d),GULP Client,Location: Hamburg,Remote,Freelance,,Product Owner,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01250626,2026-03-07T11:02:24.287179+00:00
0,Python Developer | Germany,gulp,C#/.NETDeveloper- Database Migration (m/f/d),GULP Client,Location: Remote,Remote,Freelance,C,C#,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/9454c5ae195511f189e08e417b6a1e17,2026-03-07T11:02:24.288187+00:00
0,Python Developer | Germany,gulp,(Project-based permanent position!) Frontend or FullstackDeveloperAngular JS/TS in the banking sector,GULP Client,"Location: Münster, Westfalen",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69aabddc268721d3fdea1c4a,2026-03-07T11:02:24.288741+00:00
0,Python Test | Germany,gulp,"Data Scientist (m/f/d) (AI Agents, LangChain/LangGraph &Python)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,"Ai Agents, Langchain, Python",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01248973,2026-03-07T11:03:14.494547+00:00
0,Python Test | Germany,gulp,IT Project Manager in the Insurance Sector (m/f/d),GULP Client,Location: München,Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69aaa3b7058cee16a93178c7,2026-03-07T11:03:14.496007+00:00
0,Python Test | Germany,gulp,Construction supervisor for civil engineering (m/f/d),GULP Client,Location: D9,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/6a4acbb4193c11f189e08e417b6a1e17,2026-03-07T11:03:14.496457+00:00
0,Python Test | Germany,gulp,Software Developer (m/f/d),GULP Client,Location: Frankfurt am Main,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01250187,2026-03-07T11:03:14.496916+00:00
0,Python Test | Germany,gulp,Commissioning engineer / technician with experience in synchronous machines/synchronous generators/turbines (m/f/d),GULP Client,"Location: D2, Kiel",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/609ad276193c11f189e08e417b6a1e17,2026-03-07T11:03:14.497354+00:00
0,Python Test | Germany,gulp,OpenBao / Vault Operations IAM Engineer (m/f/d) - Remote & Berlin/Frankfurt,GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69aa8b2e058cee16a931483a,2026-03-07T11:03:14.497916+00:00
0,Python Test | Germany,gulp,System Engineer (m/f/d),GULP Client,"Location: Augsburg, Bayern",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01250225,2026-03-07T11:03:14.498360+00:00
0,Python Test | Germany,gulp,Area Product Management - Remote,GULP Client,Location: Munich,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01250185,2026-03-07T11:03:14.498797+00:00
