relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Senior Business Test Consultant - Lebensversicherung / E2E (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,"Senior, Consultant",English,"Consultant, Senior",,Recent,https://www.xing.com/jobs/montabaur-senior-business-test-consultant-lebensversicherung-e2e-151945000,2026-04-23T12:03:49.610554+00:00
0,QA Engineer | Germany,xing,QA Engineer (alle Geschlechter),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/muenchen-qa-engineer-geschlechter-153001401,2026-04-23T12:04:44.697754+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-152973869,2026-04-23T12:04:44.697801+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/hamburg-qa-engineer-153002269,2026-04-23T12:04:44.697843+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-150638307,2026-04-23T12:04:44.697881+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-153150084,2026-04-23T12:04:44.697917+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/zug-qa-engineer-149012111,2026-04-23T12:04:44.697956+00:00
0,QA Engineer | Germany,xing,WL-1 QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-wl-1-qa-engineer-153572778,2026-04-23T12:04:44.697998+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/muenchen-qa-engineer-153566760,2026-04-23T12:04:44.698039+00:00
0,QA Engineer | Switzerland,xing,QA Engineer (Praktikum oder Junior) (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,"Internship, Junior",English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-praktikum-junior-152996461,2026-04-23T12:05:11.492289+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bremen-test-engineer-151007778,2026-04-23T12:05:38.734061+00:00
0,Test Engineer | Germany,xing,Test Engineer (a) 60 – 100%,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/kriessern-test-engineer-60-100-153294407,2026-04-23T12:05:38.734127+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/hamburg-test-engineer-152973349,2026-04-23T12:05:38.734172+00:00
0,Test Engineer | Germany,xing,Software Test Engineer / QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/unterhaching-software-test-engineer-qa-engineer-145277738,2026-04-23T12:05:38.734257+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d) - Corporate Banking,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/koeln-test-engineer-corporate-banking-152988306,2026-04-23T12:05:38.734377+00:00
0,Test Engineer | Germany,xing,Testingenieur (w/m/d) Software / Systeme,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/ueberlingen-testingenieur-software-systeme-150668185,2026-04-23T12:05:38.734417+00:00
0,Test Engineer | Germany,xing,Software Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/stuttgart-software-test-engineer-153011693,2026-04-23T12:05:38.734460+00:00
0,Test Engineer | Switzerland,xing,Testingenieur / Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/friedrichshafen-testingenieur-test-engineer-147370768,2026-04-23T12:06:06.072911+00:00
0,Testingenieur | Germany,xing,Prüftechniker / Prüfingenieur (m⁠/⁠w⁠/⁠d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/neumuenster-prueftechniker-pruefingenieur-151696615,2026-04-23T12:06:33.543908+00:00
0,Testingenieur | Germany,xing,Test Engineer (Focus ETE) (m/w/x),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/neubrandenburg-test-engineer-focus-ete-150667245,2026-04-23T12:06:33.544077+00:00
0,Testingenieur | Germany,xing,(Junior) Testingenieur / Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Junior,English,,,Recent,https://www.xing.com/jobs/muenchen-junior-testingenieur-test-engineer-151881812,2026-04-23T12:06:33.544233+00:00
0,Testingenieur | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/renens-test-engineer-147371778,2026-04-23T12:06:33.544290+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/paderborn-testingenieur-152002366,2026-04-23T12:06:33.544401+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/muenchen-test-automation-engineer-146718967,2026-04-23T12:07:29.850578+00:00
0,Test Automation | Germany,xing,Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/olten-automation-engineer-153581915,2026-04-23T12:07:29.850689+00:00
0,Test Automation | Germany,xing,Testautomation Engineer (m/w/d) - J32913,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/reutlingen-testautomation-engineer-j32913-153124770,2026-04-23T12:07:29.850730+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d) - Teilzeit (20 h/Woche),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/poing-test-automation-engineer-teilzeit-20-woche-153430247,2026-04-23T12:07:29.850769+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-test-automation-engineer-152989242,2026-04-23T12:07:29.850809+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d) - Duisburg [Kziff.OK6968],XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/duisburg-test-automation-engineer-duisburg-kziff-ok6968-137435602,2026-04-23T12:07:29.850844+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/dresden-test-automation-engineer-151099508,2026-04-23T12:07:29.850879+00:00
0,Test Automation | Germany,xing,Testautomatisierer(m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/nuernberg-testautomatisierer-153473378,2026-04-23T12:07:29.850913+00:00
0,Python Developer | Germany,xing,Python - Entwickler:in,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/berlin-python-entwickler-148891004,2026-04-23T12:08:26.114930+00:00
0,Python Developer | Germany,xing,Softwareentwickler Python (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-softwareentwickler-python-148391528,2026-04-23T12:08:26.114975+00:00
0,Python Developer | Germany,xing,Software Developer Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-software-developer-python-152567035,2026-04-23T12:08:26.115016+00:00
0,Python Developer | Germany,xing,Softwareentwickler Python (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/leipzig-softwareentwickler-python-148391481,2026-04-23T12:08:26.115054+00:00
0,Python Developer | Germany,xing,Python Entwickler mit Kenntnissen in FastAPI oder Django (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,"Django, Fastapi",German,,,Recent,https://www.xing.com/jobs/muenchen-python-entwickler-kenntnissen-fastapi-django-153433879,2026-04-23T12:08:26.115092+00:00
0,Python Developer | Germany,xing,Python Developer / Data Scientist (m/w/d) – Von Rohdaten zu echten Lösungen,XING Employer,Germany/Remote,Remote,Full-time,Python,,German,,,Recent,https://www.xing.com/jobs/konstanz-python-developer-data-scientist-rohdaten-echten-loesungen-152952833,2026-04-23T12:08:26.115128+00:00
0,Python Developer | Germany,xing,Python Developer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/berlin-python-developer-152973265,2026-04-23T12:08:26.115167+00:00
0,Python Test | Germany,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-04-23T12:09:21.334521+00:00
0,Python Test | Germany,xing,Python Tester für Embedded Devices,XING Employer,Germany/Remote,Remote,Full-time,Python,R,English,,,Recent,https://www.xing.com/jobs/ludwigshafen-rhein-python-tester-embedded-devices-153003445,2026-04-23T12:09:21.334592+00:00
0,Python Test | Germany,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-embedded-python-tester-149660806,2026-04-23T12:09:21.334637+00:00
0,Python Test | Germany,xing,Python Tester* Embedded Devices (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-python-tester-embedded-devices-150667917,2026-04-23T12:09:21.334677+00:00
0,Python Test | Germany,xing,Softwaretester Embedded (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/tettnang-softwaretester-embedded-147370986,2026-04-23T12:09:21.334777+00:00
0,Python Test | Germany,xing,Embedded Python Tester (m/w/d) - Standort München,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-embedded-python-tester-standort-muenchen-149828929,2026-04-23T12:09:21.334817+00:00
0,Python Test | Germany,xing,Software-Tester (m/w/d) Digital Solutions,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/ehingen-donau-software-tester-digital-solutions-147371822,2026-04-23T12:09:21.334855+00:00
0,Python Test | Germany,xing,Software Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/koeln-software-test-engineer-152981864,2026-04-23T12:09:21.334894+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer für Geräteplattformen (m/w/d) - J35543,XING Employer,Germany/Remote,Remote,Full-time,Firmware,R,English,,,Recent,https://www.xing.com/jobs/rottweil-firmware-engineer-fuer-geraeteplattformen-j35543-153566257,2026-04-23T12:10:16.064067+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer (m/w/d) - J35543,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/villingen-schwenningen-firmware-engineer-j35543-153124965,2026-04-23T12:10:16.064132+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/munich-firmware-engineer-153279685,2026-04-23T12:10:16.064176+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d) - J35543,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/rottweil-embedded-firmware-engineer-j35543-152871015,2026-04-23T12:10:16.064230+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d) - J24781,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/duesseldorf-embedded-firmware-engineer-j24781-153566276,2026-04-23T12:10:16.064268+00:00
0,Firmware Engineer | Germany,xing,"Firmware Engineer Embedded C Wearable Devices (Full Time) Munich, Germany",XING Employer,Germany/Remote,Remote,Full-time,"C, Firmware",,English,,,Recent,https://www.xing.com/jobs/muenchen-firmware-engineer-embedded-wearable-devices-full-time-munich-germany-153396434,2026-04-23T12:10:16.064307+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer Embedded C für tragbare Geräte (Vollzeit),XING Employer,Germany/Remote,Remote,Full-time,"C, Firmware",R,English,,,Recent,https://www.xing.com/jobs/muenchen-firmware-engineer-embedded-tragbare-geraete-vollzeit-153002026,2026-04-23T12:10:16.064347+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Developer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/berlin-embedded-firmware-developer-152986475,2026-04-23T12:10:16.064385+00:00
0,Firmware Engineer | Austria,xing,Embedded Firmware Engineer for Device Systems (m/w/d) - J24781,Exclusive Associates,Düsseldorf,Remote,Full-time,"C, C++, Embedded Systems, Firmware, I2C, Microcontroller, Spi, Uart","R, Stm32, Git, Esp32",German,,,Recent,https://www.xing.com/jobs/duesseldorf-embedded-firmware-engineer-device-systems-j24781-152616488,2026-04-23T12:10:29.174316+00:00
