relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Czech Republic,linkedin,Senior Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-4367912659,2026-02-23T10:51:42.925793+00:00
29,Firmware Engineer | USA,linkedin,Software Engineer - VE,Apple,"Cupertino, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-ve-at-apple-4366451379,2026-02-23T10:51:47.932624+00:00
14,Tester | Germany,linkedin,Test Engineer,avacone Switzerland,"Mannheim, Baden-Württemberg, Germany",On-site,Contract,,"Lead, Agile, Safe, Scrum",English,Lead,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-avacone-switzerland-4374941490,2026-02-23T10:48:57.950596+00:00
14,Tester | Germany,linkedin,Game QA Tester,welevel,"Munich, Bavaria, Germany",On-site,Internship,,"Lead, Regression Testing, Senior",English,"Lead, Senior",,Recent,https://de.linkedin.com/jobs/view/game-qa-tester-at-welevel-4371993029,2026-02-23T10:48:57.950776+00:00
14,Tester | Germany,linkedin,Software Test Engineer (all genders),WhyHireWrong?,"Nuremberg, Bavaria, Germany",Remote,Contract,"C, Can, Javascript, Test Automation, Unit Testing","Agile, Regression Testing, Scrum, C#, Senior",English,Senior,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-all-genders-at-whyhirewrong%3F-4374312624,2026-02-23T10:48:57.951399+00:00
14,Tester | Germany,linkedin,Senior Tester (w/m/d),inasys,"Sankt Augustin, North Rhine-Westphalia, Germany",Remote,Contract,"Jenkins, Selenium, Test Automation","Postman, R, Jira, Junior, Senior",German,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-tester-w-m-d-at-inasys-4360942637,2026-02-23T10:48:57.951549+00:00
14,Tester | Austria,linkedin,Software Tester/Test Engineer (m/w/d),SPAR ICS - Information & Communication Services,"Vienna, Vienna, Austria",Remote,Internship,"Ci/Cd, Playwright, Test Automation","R, Devops, Junior, Scrum, Senior",German,Senior,,Recent,https://at.linkedin.com/jobs/view/software-tester-test-engineer-m-w-d-at-spar-ics-information-communication-services-4373378049,2026-02-23T10:49:00.311898+00:00
14,Tester | Austria,linkedin,Software Tester/Test Engineer (m/w/d),SPAR ICS - Information & Communication Services,"Salzburg, Salzburg, Austria",Remote,Internship,"Ci/Cd, Playwright, Test Automation","R, Devops, Junior, Scrum, Senior",German,Senior,,Recent,https://at.linkedin.com/jobs/view/software-tester-test-engineer-m-w-d-at-spar-ics-information-communication-services-4373379029,2026-02-23T10:49:00.312179+00:00
14,Tester | Austria,linkedin,Test Automation Engineer (m/w/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Full-time,"Python, Selenium, Test Automation","Postman, R, Jira, Devops, Scrum, Senior",German,Senior,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-deutsche-telekom-4367998687,2026-02-23T10:49:00.312448+00:00
14,Tester | Austria,linkedin,Quality Assurance Specialist (Software Tester) (m/f/d) - Freelancer,Roche,"Vienna, Vienna, Austria",Remote,Contract,Can,"Agile, Freelancer",English,Freelancer,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-specialist-software-tester-m-f-d-freelancer-at-roche-4375047176,2026-02-23T10:49:00.312752+00:00
14,Tester | Switzerland,linkedin,Senior Test Engineer,H55,"Sion, Valais, Switzerland",Hybrid,Contract,"Can, System Testing","Safe, Assembly, Head Of, Senior",English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-test-engineer-at-h55-4375428762,2026-02-23T10:49:02.648552+00:00
14,Tester | Switzerland,linkedin,Test Automation Engineer,Coopers Group AG,"Risch-Rotkreuz, Zug, Switzerland",On-site,Internship,"Ci/Cd, Rust, Selenium, Test Automation","Bdd, Expert, Devops, Azure, Appium, Github, Cucumber",English,Expert,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-coopers-group-ag-4357724439,2026-02-23T10:49:02.649141+00:00
14,Tester | Remote,linkedin,Senior Test Engineer,Axelera AI,Germany,Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-test-engineer-at-axelera-ai-4375817110,2026-02-23T10:49:05.002707+00:00
14,Tester | Slovakia,linkedin,Senior Quality Assurance Tester,Avenga,"Bratislava, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-quality-assurance-tester-at-avenga-4359843321,2026-02-23T10:49:07.347815+00:00
14,Tester | Czech Republic,linkedin,Senior Industrialization Test Engineer,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-industrialization-test-engineer-at-eaton-4356700885,2026-02-23T10:49:09.711831+00:00
14,Tester | Czech Republic,linkedin,Senior QA Engineer - ServiceNow (Test Automation) - Finance,Truelogic Software,Dominican Republic,On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-qa-engineer-servicenow-test-automation-finance-at-truelogic-software-4371242203,2026-02-23T10:49:09.711969+00:00
14,Tester | Poland,linkedin,Senior Manual QA Engineer (VoIP / Voice / Real-Time Communications),MMDSmart,Poland,On-site,Full-time,,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-manual-qa-engineer-voip-voice-real-time-communications-at-mmdsmart-4376508003,2026-02-23T10:49:12.105893+00:00
14,Tester | United Kingdom,linkedin,Senior Data Manual Tester,Solirius Reply,"London, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-data-manual-tester-at-solirius-reply-4368654186,2026-02-23T10:49:17.098958+00:00
14,QA Engineer | Germany,linkedin,Senior Quality Assurance Engineer,SGI,"Berlin, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-sgi-4363260868,2026-02-23T10:49:19.462364+00:00
14,QA Engineer | Switzerland,linkedin,Senior Quality Assurance Engineer m/f/d,Aristo Group,"Neuchâtel, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-quality-assurance-engineer-m-f-d-at-aristo-group-4373652997,2026-02-23T10:49:24.223957+00:00
14,QA Engineer | Remote,linkedin,(Senior) QA Engineer (all genders)(EN),Contabo,Germany,Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-qa-engineer-all-genders-en-at-contabo-4374067298,2026-02-23T10:49:26.612263+00:00
14,QA Engineer | Remote,linkedin,(Senior) QA Engineer (all genders),Contabo,Germany,Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-qa-engineer-all-genders-at-contabo-4374032939,2026-02-23T10:49:26.612404+00:00
14,QA Engineer | Slovakia,linkedin,Senior QA Engineer,NATEK,"Bratislava, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-qa-engineer-at-natek-4361805031,2026-02-23T10:49:28.962960+00:00
14,QA Engineer | Slovakia,linkedin,Expert Quality Assurance (QA) Engineer,Qualco Group,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Expert,English,Expert,,Recent,https://sk.linkedin.com/jobs/view/expert-quality-assurance-qa-engineer-at-qualco-group-4368493997,2026-02-23T10:49:28.963098+00:00
14,QA Engineer | Slovakia,linkedin,Senior Quality Assurance Engineer,NATEK,"Bratislava, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-natek-4361075753,2026-02-23T10:49:28.963237+00:00
14,QA Engineer | Slovakia,linkedin,Senior QA Automation Engineer,Deutsche Telekom IT Solutions Slovakia,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-deutsche-telekom-it-solutions-slovakia-4366155984,2026-02-23T10:49:28.963674+00:00
14,QA Engineer | Poland,linkedin,Team Lead QA Engineer,Valetax,Poland,On-site,Full-time,,"Lead, Team Lead",English,Lead,,Recent,https://pl.linkedin.com/jobs/view/team-lead-qa-engineer-at-valetax-4373682031,2026-02-23T10:49:33.700719+00:00
14,Testingenieur | Germany,linkedin,(Senior-)Testingenieur (m/w/d) - ADAS,Applus+ IDIADA,"Ingolstadt, Bavaria, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-testingenieur-m-w-d-adas-at-applus%2B-idiada-4366382153,2026-02-23T10:50:03.064935+00:00
14,Testingenieur | Austria,linkedin,Testmanager:in mit Erfahrung in Testautomatisierung (w/m/d),Flughafen Wien - Vienna Airport,"Schwechat, Lower Austria, Austria",On-site,Full-time,Test Automation,,German,Test Manager,,Recent,https://at.linkedin.com/jobs/view/testmanager-in-mit-erfahrung-in-testautomatisierung-w-m-d-at-flughafen-wien-vienna-airport-4373326709,2026-02-23T10:50:05.424145+00:00
14,Testingenieur | Slovakia,linkedin,Application Engineer ( Junior - Senior),Optotune,"Trnava, Trnava Region, Slovakia",On-site,Full-time,,"Junior, Senior",English,Senior,,Recent,https://sk.linkedin.com/jobs/view/application-engineer-junior-senior-at-optotune-4361781454,2026-02-23T10:50:12.611775+00:00
14,Testingenieur | United Kingdom,linkedin,Test Engineer,Rheinmetall,"Newport, England, United Kingdom",On-site,Internship,"C, C++, Python","Expert, Staff, Mil",English,"Expert, Staff",,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-rheinmetall-4364734450,2026-02-23T10:50:22.413037+00:00
14,Testingenieur | United Kingdom,linkedin,Manufacturing Engineer - Engine Assembly & Test,Autocraft Solutions Group,"Wellingborough, England, United Kingdom",On-site,Contract,,"Lead, Director, Assembly",English,Lead,,Recent,https://uk.linkedin.com/jobs/view/manufacturing-engineer-engine-assembly-test-at-autocraft-solutions-group-4373335620,2026-02-23T10:50:22.413592+00:00
14,Testingenieur | United Kingdom,linkedin,Test Engineer - PPE,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Contract,Can,"Expert, Senior",English,"Expert, Senior",,Recent,https://uk.linkedin.com/jobs/view/test-engineer-ppe-at-bsi-4372575424,2026-02-23T10:50:22.413730+00:00
14,Test Automation | Germany,linkedin,Senior QA & Test Automation Lead (m/f/d),Nagarro,Germany,Remote,Contract,"C, Can, Chatgpt, Ci/Cd, Github Copilot, Java, Javascript, Jenkins, Playwright, Python, Selenium, Test Automation, Typescript","Lead, Bdd, Gitlab Ci, Docker, Postman, Appium, Github, Agile, Cucumber, Senior",English,"Architect, Lead, Senior",,Recent,https://de.linkedin.com/jobs/view/senior-qa-test-automation-lead-m-f-d-at-nagarro-4367528203,2026-02-23T10:50:24.838408+00:00
14,Test Automation | Germany,linkedin,Test Join,DENPAFLUX,"Munich, Bavaria, Germany",On-site,Full-time,"Ci/Cd, Firmware","Lead, Prometheus, Kubernetes, Terraform, Devops, Aws, Grafana, Junior, Docker, Datadog",English,"Architect, Lead",,Recent,https://de.linkedin.com/jobs/view/test-join-at-denpaflux-4371172636,2026-02-23T10:50:24.838734+00:00
14,Test Automation | Germany,linkedin,Senior QA Automation Engineer,1GLOBAL,"Berlin, Berlin, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-qa-automation-engineer-at-1global-4370672251,2026-02-23T10:50:24.838868+00:00
14,Test Automation | Germany,linkedin,Senior QA Automation Engineer (f/m/x) – Research Technology,Deutsche Bank,"Berlin, Berlin, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-qa-automation-engineer-f-m-x-%E2%80%93-research-technology-at-deutsche-bank-4375413369,2026-02-23T10:50:24.839586+00:00
14,Test Automation | Austria,linkedin,Senior QA & Test Automation Lead (all genders),Nagarro,Austria,On-site,Full-time,Test Automation,"Lead, Senior",English,"Lead, Senior",,Recent,https://at.linkedin.com/jobs/view/senior-qa-test-automation-lead-all-genders-at-nagarro-4374319944,2026-02-23T10:50:27.230602+00:00
14,Test Automation | Austria,linkedin,Senior Software Tester*in (m/w/d),Value Dimensions Management Services GmbH,"Vienna, Vienna, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-software-tester-in-m-w-d-at-value-dimensions-management-services-gmbh-4365708643,2026-02-23T10:50:27.231465+00:00
14,Test Automation | Austria,linkedin,Senior Test Engineer,Axelera AI,Austria,On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-test-engineer-at-axelera-ai-4375809418,2026-02-23T10:50:27.231609+00:00
14,Test Automation | Austria,linkedin,Testmanager:in,APC Business Services GmbH,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,Test Manager,,Recent,https://at.linkedin.com/jobs/view/testmanager-in-at-apc-business-services-gmbh-4371827764,2026-02-23T10:50:27.231744+00:00
14,Test Automation | Switzerland,linkedin,Senior Test Automation Engineer / QA Lead (m/w/d),PEAX AG,"Lucerne, Lucerne, Switzerland",On-site,Full-time,Test Automation,"Lead, Senior",English,"Lead, QA Lead, Senior",,Recent,https://ch.linkedin.com/jobs/view/senior-test-automation-engineer-qa-lead-m-w-d-at-peax-ag-4372369646,2026-02-23T10:50:29.648893+00:00
14,Test Automation | Switzerland,linkedin,Test Manager,TechFirm Information Systems,"Geneva, Switzerland",On-site,Full-time,,,English,Test Manager,,Recent,https://ch.linkedin.com/jobs/view/test-manager-at-techfirm-information-systems-4361110838,2026-02-23T10:50:29.649578+00:00
14,Test Automation | Switzerland,linkedin,Senior Test automation Engineer,SGI,"Zurich, Zurich, Switzerland",On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-test-automation-engineer-at-sgi-4369374892,2026-02-23T10:50:29.649712+00:00
14,Test Automation | Switzerland,linkedin,Senior Quality Analyst,RBW Consulting,"Lachen, Schwyz, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-quality-analyst-at-rbw-consulting-4353430000,2026-02-23T10:50:29.649846+00:00
14,Test Automation | Slovakia,linkedin,Supply Quality Manager - Senior,Kanadevia Inova,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/supply-quality-manager-senior-at-kanadevia-inova-4371448286,2026-02-23T10:50:34.466034+00:00
14,Test Automation | Slovakia,linkedin,Senior Test Engineer,Axelera AI,Slovakia,On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-test-engineer-at-axelera-ai-4375809416,2026-02-23T10:50:34.466301+00:00
14,Test Automation | Poland,linkedin,Senior/Lead QA Automation Engineer,MLabs,Poland,On-site,Full-time,,"Lead, Senior",English,"Lead, Senior",,Recent,https://pl.linkedin.com/jobs/view/senior-lead-qa-automation-engineer-at-mlabs-4372720984,2026-02-23T10:50:39.302529+00:00
14,Test Automation | United Kingdom,linkedin,Lead Test Automation Engineer,Inspiretec,"Cardiff, Wales, United Kingdom",On-site,Full-time,Test Automation,Lead,English,Lead,,Recent,https://uk.linkedin.com/jobs/view/lead-test-automation-engineer-at-inspiretec-4375616141,2026-02-23T10:50:44.441053+00:00
14,Test Automation | United Kingdom,linkedin,Senior QA Automation Engineer,shangang Keji Industrial CO LTD,"Leicester, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-shangang-keji-industrial-co-ltd-4368800526,2026-02-23T10:50:44.442033+00:00
14,Python Developer | Austria,linkedin,Senior Python Engineer - Functional Testing Project via Mindrift,Mindrift,Austria,On-site,Contract,Python,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-python-engineer-functional-testing-project-via-mindrift-at-mindrift-4373586281,2026-02-23T10:50:49.261343+00:00
14,Python Developer | Switzerland,linkedin,Senior Back-End Engineer (Python),ZYTLYN Technologies,"Geneva, Geneva, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-back-end-engineer-python-at-zytlyn-technologies-4373925817,2026-02-23T10:50:51.723278+00:00
14,Python Developer | Switzerland,linkedin,(Senior) Python Software Engineer (M/W/D),s-peers AG,"Tägerwilen, Thurgau, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-python-software-engineer-m-w-d-at-s-peers-ag-4365253961,2026-02-23T10:50:51.723419+00:00
14,Python Developer | Switzerland,linkedin,Senior Backend Developer (Python),Cordys Switzerland AG,"Zurich, Zurich, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-backend-developer-python-at-cordys-switzerland-ag-4375828285,2026-02-23T10:50:51.723756+00:00
14,Python Developer | Switzerland,linkedin,(Senior) Python Software Engineer (M/W/D),s-peers AG,"Tägerwilen, Thurgau, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-python-software-engineer-m-w-d-at-s-peers-ag-4370953201,2026-02-23T10:50:51.724046+00:00
14,Python Developer | Slovakia,linkedin,Senior Python Engineer,AIApply,Bratislava Metropolitan Area,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-python-engineer-at-aiapply-4368804402,2026-02-23T10:50:56.506455+00:00
14,Python Developer | Slovakia,linkedin,Python Senior Developer,Deutsche Telekom IT Solutions Slovakia,"Kosice, Slovakia",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/python-senior-developer-at-deutsche-telekom-it-solutions-slovakia-4365943329,2026-02-23T10:50:56.506610+00:00
14,Python Developer | Slovakia,linkedin,Senior Python-Entwickler (m/w/d),Deutsche Telekom,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-python-entwickler-m-w-d-at-deutsche-telekom-4367990847,2026-02-23T10:50:56.507154+00:00
14,Python Developer | Czech Republic,linkedin,Senior Full Stack Developer (React / Python) - Software,Truelogic Software,Dominican Republic,On-site,Full-time,Python,"React, Senior",English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-full-stack-developer-react-python-software-at-truelogic-software-4366161531,2026-02-23T10:50:58.885140+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Software Engineer - London,Validus Risk Management,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-software-engineer-london-at-validus-risk-management-4370554341,2026-02-23T10:51:06.360980+00:00
14,Python Test | Remote,linkedin,Senior Python Engineer - Functional Testing Project via Mindrift,Mindrift,Germany,Remote,Contract,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-functional-testing-project-via-mindrift-at-mindrift-4373580358,2026-02-23T10:51:16.069375+00:00
14,Python Test | Remote,linkedin,"Senior Python Engineer - AI Testing Project (Freelance, Mindrift)",Mindrift,"Hamburg, Hamburg, Germany",Remote,Contract,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-ai-testing-project-freelance-mindrift-at-mindrift-4376541569,2026-02-23T10:51:16.069520+00:00
14,Python Test | Remote,linkedin,"Senior Python Engineer - AI Testing Project (Freelance, Mindrift)",Mindrift,"Cologne, North Rhine-Westphalia, Germany",Remote,Contract,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-ai-testing-project-freelance-mindrift-at-mindrift-4376540586,2026-02-23T10:51:16.069659+00:00
14,Python Test | Remote,linkedin,"Senior Python Engineer - AI Testing Project (Freelance, Mindrift)",Mindrift,Germany,Remote,Contract,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-ai-testing-project-freelance-mindrift-at-mindrift-4376554064,2026-02-23T10:51:16.069794+00:00
14,Python Test | Slovakia,linkedin,Senior QA Automation Engineer (m/w/d),Deutsche Telekom,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-qa-automation-engineer-m-w-d-at-deutsche-telekom-4368106041,2026-02-23T10:51:18.447665+00:00
14,Python Test | Slovakia,linkedin,Senior Automation QA Engineer / SDET (Python),Binance,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-automation-qa-engineer-sdet-python-at-binance-4251138358,2026-02-23T10:51:18.448087+00:00
14,Python Test | Slovakia,linkedin,Senior QA Automation Engineer (m/w/d) (E2E Test Automation Engineer),Deutsche Telekom,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-qa-automation-engineer-m-w-d-e2e-test-automation-engineer-at-deutsche-telekom-4368105133,2026-02-23T10:51:18.448365+00:00
14,Python Test | United Kingdom,linkedin,Senior QA Automation Engineer,OpenBet,"Chiswick, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-openbet-4369936392,2026-02-23T10:51:28.503444+00:00
14,Python Test | United Kingdom,linkedin,Senior Test Engineer,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-test-engineer-at-bsi-4372583237,2026-02-23T10:51:28.504013+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Geneva, Geneva, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367114772,2026-02-23T10:51:35.761981+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Bern, Berne, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367111860,2026-02-23T10:51:35.762252+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Marin-Epagnier, Neuchâtel, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367116698,2026-02-23T10:51:35.762387+00:00
14,Firmware Engineer | Remote,linkedin,Senior Embedded BMS Engineer (m/f/x) - FREELANCE,requisimus,Germany,Remote,Contract,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior%C2%A0embedded-bms-engineer-m-f-x-freelance-at-requisimus-4367870910,2026-02-23T10:51:38.132378+00:00
14,Firmware Engineer | Remote,linkedin,Senior Embedded Software Engineer,XpertDirect,"Stuttgart, Baden-Württemberg, Germany",Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-software-engineer-at-xpertdirect-4371968031,2026-02-23T10:51:38.132702+00:00
14,Firmware Engineer | Remote,linkedin,Senior Embedded Engineer (m/w/d),QAVION GROUP,Germany,Remote,Full-time,"Arm, C, C++, Can, I2C, Rtos, Spi, Uart","R, Stm32, Zephyr, Qnx, Linux, Fpga, Freertos, Senior",German,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-embedded-engineer-m-w-d-at-qavion-group-4364577288,2026-02-23T10:51:38.132976+00:00
