relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,Testmanager  (m/w/d),Hays Client,Augsburg,On-site,Contract,,R,German,Test Manager,,03.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testmanager--augsburg-864472/1,2026-03-26T11:03:35.217093+00:00
14,Python Test | Germany,hays,Senior Python Entwickler (m/w/d),Hays Client,München,On-site,Contract,Python,"Fastapi, R, Senior",German,Senior,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-python-entwickler-muenchen-865759/1,2026-03-26T11:06:00.112668+00:00
0,Tester | Germany,hays,Systemintegration Ingenieur (m/w/d),Hays Client,Zug,On-site,Contract,,,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemintegration-ingenieur-zug-867455/1,2026-03-26T11:03:35.213849+00:00
0,Tester | Germany,hays,Systemingenieur (m/w/d),Hays Client,Großraum Bonn,On-site,Contract,,,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemingenieur-grossraum-bonn-867591/1,2026-03-26T11:03:35.214112+00:00
0,Tester | Germany,hays,Softwareingenieur  (m/w/d),Hays Client,Marburg,On-site,Contract,,R,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareingenieur--marburg-867599/1,2026-03-26T11:03:35.214346+00:00
0,Tester | Germany,hays,Test- und Fehler-Manager UI/UX und Telematik (m/w/d),Hays Client,Affalterbach,On-site,Contract,Test Automation,R,German,,,24.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test--und-fehler-manager-ui-ux-und-telematik-affalterbach-867526/1,2026-03-26T11:03:35.214604+00:00
0,Tester | Germany,hays,Multifunktionsoperator/Chemielaborant (m/w/d),Hays Client,Rotkreuz,On-site,Contract,,,German,,,24.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-multifunktionsoperator-chemielaborant-rotkreuz-867437/1,2026-03-26T11:03:35.214883+00:00
0,Tester | Germany,hays,Projekt Manager SAP VIM (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,20.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-projekt-manager-sap-vim-berlin-867139/1,2026-03-26T11:03:35.215099+00:00
0,Tester | Germany,hays,Software Tester (m/w/d),Hays Client,Bremen,On-site,Contract,,"Gitlab, R",German,,,20.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-tester-bremen-866167/1,2026-03-26T11:03:35.215319+00:00
0,Tester | Germany,hays,OBD Systemvalidierung (m/w/d),Hays Client,Affalterbach,On-site,Contract,Hil,R,German,,,19.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-obd-systemvalidierung-affalterbach-859849/1,2026-03-26T11:03:35.215548+00:00
0,Tester | Germany,hays,Digital Business Solution Professional (m/w/d),Hays Client,Herzogenaurach,On-site,Contract,,,German,,,17.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-digital-business-solution-professional-herzogenaurach-860968/1,2026-03-26T11:03:35.215775+00:00
0,Tester | Germany,hays,Elektroniker/Tester (m/w/d),Hays Client,Bayern,On-site,Contract,,,German,,,16.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektroniker-tester-bayern-866330/1,2026-03-26T11:03:35.215991+00:00
0,Tester | Germany,hays,BTV Getriebe eBike Systems  (m/w/d),Hays Client,Reutlingen,On-site,Contract,,R,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-btv-getriebe-ebike-systems--reutlingen-865651/1,2026-03-26T11:03:35.216214+00:00
0,Tester | Germany,hays,Bauteilverantwortlicher (m/w/d),Hays Client,Reutlingen,On-site,Contract,,R,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-bauteilverantwortlicher-reutlingen-865633/1,2026-03-26T11:03:35.216425+00:00
0,Tester | Germany,hays,Testspezialist (m/w/d),Hays Client,Berlin,On-site,Contract,Java,R,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testspezialist-berlin-865551/1,2026-03-26T11:03:35.216655+00:00
0,Tester | Germany,hays,Software Tester (m/w/d),Hays Client,Kassel,On-site,Contract,,,German,,,05.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-tester-kassel-864835/1,2026-03-26T11:03:35.216871+00:00
0,Tester | Germany,hays,Entwicklungsingenieur ADAS / AD System Validation (m/w/d),Hays Client,Wolfsburg,On-site,Contract,"Hil, Sil",Mil,German,,,02.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-adas-ad-system-validation-wolfsburg-841316/1,2026-03-26T11:03:35.217307+00:00
0,QA Engineer | Germany,hays,"Project Engineer, OCS Installation – Rail (m/f/d)",Hays Client,Ägypten & Remote,Remote,Contract,,,English,,,17.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-ocs-installation--rail-aegypten-remote-866273/1,2026-03-26T11:03:59.256912+00:00
0,QA Engineer | Germany,hays,Devops Engineer (m/w/d),Hays Client,Kreis Unna,On-site,Contract,Java,"Git, Intern, Docker, Angular, Devops, Spring Boot",German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-kreis-unna-861212/1,2026-03-26T11:03:59.257164+00:00
0,Test Engineer | Germany,hays,Validation Engineer (m/w/d),Hays Client,Laupheim,On-site,Contract,,,German,,,20.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validation-engineer-laupheim-867233/1,2026-03-26T11:04:29.303112+00:00
0,Test Engineer | Germany,hays,Manufacturing Product Industrialization Engineer (m/w/d),Hays Client,im Raum Böblingen,On-site,Contract,,,German,,,18.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manufacturing-product-industrialization-engineer-im-raum-boeblingen-866458/1,2026-03-26T11:04:29.303619+00:00
0,Test Engineer | Germany,hays,Auxiliary Engineer (m/w/d),Hays Client,Görlitz,On-site,Contract,,R,German,,,16.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-auxiliary-engineer-goerlitz-866258/1,2026-03-26T11:04:29.303848+00:00
0,Test Engineer | Germany,hays,KI - Engineer / AI - Engineer (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,"Python, Rag",R,German,,,13.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ki-engineer-ai-engineer-frankfurt-am-main-866190/1,2026-03-26T11:04:29.304072+00:00
0,Test Engineer | Germany,hays,B&R Automation Engineer (m/w/d),Hays Client,Baden-Württemberg,On-site,Contract,,R,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-b-r-automation-engineer-baden-wuerttemberg-862947/1,2026-03-26T11:04:29.304294+00:00
0,Test Engineer | Germany,hays,Automation Engineer (m/w/d),Hays Client,Sachsen-Anhalt,On-site,Contract,,,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automation-engineer-sachsen-anhalt-865390/1,2026-03-26T11:04:29.304525+00:00
0,Test Engineer | Germany,hays,AI-Governance Engineer (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,04.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ai-governance-engineer-duesseldorf-844512/1,2026-03-26T11:04:29.304748+00:00
0,Test Engineer | Germany,hays,Trim-Engineer (m/w/d),Hays Client,Stuttgart,On-site,Contract,,Intern,German,,,02.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-trim-engineer-stuttgart-864178/1,2026-03-26T11:04:29.305197+00:00
0,Test Engineer | Germany,hays,Software Engineer Cobol (m/w/d),Hays Client,Köln,On-site,Contract,,R,German,,,02.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-cobol-koeln-850318/1,2026-03-26T11:04:29.305413+00:00
0,Test Engineer | Germany,hays,SOC Engineer  (m/w/d),Hays Client,Essen,On-site,Contract,,"Linux, Soc, R",German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-soc-engineer--essen-863817/1,2026-03-26T11:04:29.305654+00:00
0,Test Engineer | Germany,hays,Embedded Software Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,25.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-engineer-muenchen-862756/1,2026-03-26T11:04:29.305871+00:00
0,Test Engineer | Germany,hays,Power Electronics Hardware Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,25.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-power-electronics-hardware-engineer-muenchen-862757/1,2026-03-26T11:04:29.306091+00:00
0,Test Engineer | Germany,hays,Test Engineer Bremssysteme (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,24.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-bremssysteme-erlangen-863233/1,2026-03-26T11:04:29.306309+00:00
0,Test Engineer | Germany,hays,SAP Basis Engineer - Schwerpunkt Berechtigung (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-basis-engineer-schwerpunkt-berechtigung-berlin-849198/1,2026-03-26T11:04:29.306764+00:00
0,Test Engineer | Germany,hays,Software Engineer (Fokus: Input Management) (m/w/d),Hays Client,"Nürnberg, Hamburg oder Köln",On-site,Contract,C,C#,German,,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-fokus--input-management-nuernberg-hamburg-oder-koeln-859399/1,2026-03-26T11:04:29.306980+00:00
0,Test Engineer | Germany,hays,Hardware Engineer (m/w/d),Hays Client,Lippstadt,On-site,Contract,,R,German,,,25.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-engineer-lippstadt-827402/1,2026-03-26T11:04:29.307427+00:00
0,Testingenieur | Germany,hays,Testingenieur - Inbetriebnehmer  (m/w/d),Hays Client,Guxhagen,On-site,Contract,,"Project Manager, R",German,,,03.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-inbetriebnehmer--guxhagen-864290/1,2026-03-26T11:04:53.025083+00:00
0,Testingenieur | Germany,hays,Prüfer Elektrotechnik (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-pruefer-elektrotechnik-frankfurt-am-main-858287/1,2026-03-26T11:04:53.025320+00:00
0,Test Automation | Germany,hays,Manager Informationssicherheit & Compliance (m/w/d),Hays Client,Hamburg,On-site,Contract,,R,German,,,20.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manager-informationssicherheit-compliance-hamburg-862836/1,2026-03-26T11:05:14.249781+00:00
0,Test Automation | Germany,hays,Softwareentwickler für Maschinensteuerungen (m/w/d),Hays Client,Chemnitz,On-site,Contract,,R,German,,,16.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-fuer-maschinensteuerungen-chemnitz-861923/1,2026-03-26T11:05:14.250252+00:00
0,Test Automation | Germany,hays,GitHub Enterprise Spezialist (m/w/d),Hays Client,Hannover,On-site,Contract,"Ci/Cd, Github Actions, Java, Python","Kubernetes, Github, R",German,,,12.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-github-enterprise-spezialist-hannover-840643/1,2026-03-26T11:05:14.250728+00:00
0,Test Automation | Germany,hays,Steuerberater (m/w/d),Hays Client,Helmstedt,On-site,Contract,,,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-steuerberater-helmstedt-865767/1,2026-03-26T11:05:14.250947+00:00
0,Test Automation | Germany,hays,Paid Digital Marketing Specialist (m/w/d),Hays Client,Remote,Remote,Contract,,,German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-paid-digital-marketing-specialist-remote-865383/1,2026-03-26T11:05:14.251675+00:00
0,Test Automation | Germany,hays,IT-Projektmanager  (m/w/d),Hays Client,Jettingen-Scheppach,On-site,Contract,,,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-projektmanager--jettingen-scheppach-851307/1,2026-03-26T11:05:14.252110+00:00
0,Test Automation | Germany,hays,Ingenieur Energietechnik Sekundärtechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-energietechnik-sekundaertechnik-erlangen-830588/1,2026-03-26T11:05:14.252329+00:00
0,Test Automation | Germany,hays,Ingenieur Leittechnik Schaltanlagen (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-leittechnik-schaltanlagen-erlangen-852227/1,2026-03-26T11:05:14.252561+00:00
0,Test Automation | Germany,hays,Versuchsingenieur (m/w/d),Hays Client,Aschaffenburg,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versuchsingenieur-aschaffenburg-863728/1,2026-03-26T11:05:14.253448+00:00
0,Test Automation | Germany,hays,Technischer Angebotsmanager (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technischer-angebotsmanager-berlin-857493/1,2026-03-26T11:05:14.253667+00:00
0,Test Automation | Germany,hays,Credit Analyst  (m/w/d),Hays Client,Bad Homburg,On-site,Contract,,R,German,,,18.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-analyst--bad-homburg-862311/1,2026-03-26T11:05:14.253884+00:00
0,Test Automation | Germany,hays,Elektriker für Automatisierungstechnik (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,18.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektriker-fuer-automatisierungstechnik-mannheim-826448/1,2026-03-26T11:05:14.254097+00:00
0,Python Developer | Germany,hays,Python/React Developer (m/w/d),Hays Client,WIen und Remote,Remote,Contract,"Ci/Cd, Python, Rag","React, Kubernetes, Docker, Fastapi, R, Databricks",German,,,23.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-python-react-developer-wien-und-remote-867264/1,2026-03-26T11:05:38.101655+00:00
0,Python Developer | Germany,hays,UI Prototyping Developer (m/w/d),Hays Client,Affalterbach,On-site,Contract,,R,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ui-prototyping-developer-affalterbach-865539/1,2026-03-26T11:05:38.102107+00:00
0,Python Developer | Germany,hays,Fullstack Developer (m/w/d),Hays Client,Dresden,On-site,Contract,,"Product Owner, R",German,,,02.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer-dresden-854294/1,2026-03-26T11:05:38.102328+00:00
0,Python Developer | Germany,hays,Backend Python Developer  (m/f/d),Hays Client,Basel Stadt,On-site,Contract,Python,Agile,English,,,24.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-backend-python-developer--basel-stadt-863129/1,2026-03-26T11:05:38.102769+00:00
0,Python Test | Germany,hays,Elektroniker Nachrichtentechnik (m/w/d),Hays Client,Stuttgart,On-site,Contract,,,German,,,23.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektroniker-nachrichtentechnik-stuttgart-865069/1,2026-03-26T11:06:00.110651+00:00
0,Python Test | Germany,hays,Component Verification (m/f/d),Hays Client,Villach,On-site,Contract,,,English,,,20.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-component-verification-villach-867120/1,2026-03-26T11:06:00.111114+00:00
0,Python Test | Germany,hays,System Engineer (m/f/d),Hays Client,Zurich,On-site,Contract,,Matlab,English,,,19.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-engineer-zurich-866914/1,2026-03-26T11:06:00.111570+00:00
0,Python Test | Germany,hays,DevSecOps Engineer 60% (m/w/d),Hays Client,Bern,On-site,Contract,Python,"Ansible, Gitlab",German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devsecops-engineer-60-bern-865769/1,2026-03-26T11:06:00.112453+00:00
0,Python Test | Germany,hays,Development Engineer Manufacturing Processes (m/f/d),Hays Client,Rotkreuz,On-site,Contract,,R,English,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-development-engineer-manufacturing-processes-rotkreuz-865639/1,2026-03-26T11:06:00.112888+00:00
0,Python Test | Germany,hays,Versicherungsmathematiker/in Leben (m/w/d),Hays Client,München,On-site,Contract,,R,German,,,26.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versicherungsmathematiker-in-leben-muenchen-856545/1,2026-03-26T11:06:00.113772+00:00
