relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
33,QA Engineer | Germany,hays,Senior Quality Assurance Engineer(m/f/d),Hays Client,Düsseldorf,On-site,Contract,,"Senior, Lead",,"Senior, Lead",,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-quality-assurance-engineer-duesseldorf-860017/1,2026-02-07T16:16:33.768763+00:00
20,Python Developer | Germany,hays,Senior Software Developer(m/w/d),Hays Client,Rheine,On-site,Contract,Python,"Junior, Senior, R",,Senior,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-software-developer-rheine-852449/1,2026-02-07T16:17:43.463796+00:00
20,Python Developer | Germany,hays,"Senior Fullstack Engineer (Golang, C++, Python)(m/w/d)",Hays Client,Wien,On-site,Contract,"Python, C++, C","Senior, Golang",,Senior,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-fullstack-engineer-golang-c-python-wien-859612/1,2026-02-07T16:17:43.464025+00:00
20,Python Developer | Germany,hays,(Senior) C++ Developer for Audio Domain for a premium automotive company(m/f/d),Hays Client,Berlin,On-site,Contract,"Python, Ci/Cd, C++, C","Scrum, Git, Gitlab, Docker, Senior, Agile",,Senior,,24.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-c-developer-for-audio-domain-for-a-premium-automotive-company-berlin-813356/1,2026-02-07T16:17:43.465531+00:00
20,Python Test | Germany,hays,Expert Integration & Test von Röntgendetektoren(m/w/d),Hays Client,Forchheim,On-site,Contract,,"R, Expert",,Expert,,02.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-expert-integration-test-von-roentgendetektoren-forchheim-855469/1,2026-02-07T16:17:59.825988+00:00
20,Python Test | Germany,hays,CI/CD/CT Expert Automotive(m/w/d),Hays Client,Chemnitz,On-site,Contract,"Hil, Jenkins, Ci/Cd","R, Canoe, Iso 26262, Gitlab, Gitlab Ci, Devops, Azure, Autosar, Expert",,Expert,,04.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ci-cd-ct-expert-automotive-chemnitz-847500/1,2026-02-07T16:17:59.827488+00:00
20,Python Test | Germany,hays,Senior Python Entwickler(m/w/d),Hays Client,München,On-site,Contract,Python,Senior,,Senior,,18.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-python-entwickler-muenchen-833642/1,2026-02-07T16:17:59.828602+00:00
20,Firmware Engineer | Germany,hays,Senior Firmware Engineer(m/w/d),Hays Client,Wien,On-site,Contract,Firmware,Senior,,Senior,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-firmware-engineer-wien-857249/1,2026-02-07T16:18:17.479383+00:00
0,Tester | Germany,hays,Tester Einführung TAP(m/w/d),Hays Client,remote,Remote,Contract,,,,,,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-tester-einfuehrung-tap-remote-859990/1,2026-02-07T16:16:15.642420+00:00
0,Tester | Germany,hays,Inbetriebnehmer(m/w/d),Hays Client,Guxhagen,On-site,Contract,,,,,,03.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-inbetriebnehmer-guxhagen-859882/1,2026-02-07T16:16:15.642658+00:00
0,Tester | Germany,hays,OBD Systemvalidierung(m/w/d),Hays Client,Affalterbach,On-site,Contract,Hil,R,,,,03.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-obd-systemvalidierung-affalterbach-859849/1,2026-02-07T16:16:15.642902+00:00
0,Tester | Germany,hays,Entwicklungsingenieur(m/w/d),Hays Client,Großraum Stuttgart,On-site,Contract,,,,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-grossraum-stuttgart-859323/1,2026-02-07T16:16:15.643106+00:00
0,Tester | Germany,hays,Softwareentwickler/ eBike System-Tests(m/w/d),Hays Client,Reutlingen,On-site,Contract,,R,,,,29.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler--ebike-system-tests--reutlingen-857277/1,2026-02-07T16:16:15.643309+00:00
0,Tester | Germany,hays,Embedded Python Tester(m/w/d),Hays Client,München/Stuttgart,On-site,Contract,Python,,,,,28.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-python-tester-muenchen-stuttgart-859116/1,2026-02-07T16:16:15.643499+00:00
0,Tester | Germany,hays,Test Engineer/Operator Dynamic Safety Testing(m/w/d),Hays Client,Oberding,On-site,Contract,,R,,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-operator-dynamic-safety-testing-oberding-856344/1,2026-02-07T16:16:15.643900+00:00
0,Tester | Germany,hays,Software Developer/Tester C++(m/w/d),Hays Client,Wedel,On-site,Contract,"C++, C",,,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-tester-c-wedel-856479/1,2026-02-07T16:16:15.644086+00:00
0,Tester | Germany,hays,Elektroingenieur für Fahrzeugtechnik für Premium-Automobilhersteller(m/w/d),Hays Client,Ludwigsfelde,Remote,Contract,Hil,R,,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektroingenieur-fuer-fahrzeugtechnik-fuer-premium-automobilhersteller-ludwigsfelde-855681/1,2026-02-07T16:16:15.644275+00:00
0,Tester | Germany,hays,SAP Test- und Prozessingenieur(m/w/d),Hays Client,Markkleeberg/Halle (Saale)/Chemnitz,On-site,Contract,,"R, Confluence",,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-test--und-prozessingenieur-markkleeberg-halle-saale-chemnitz-851305/1,2026-02-07T16:16:15.644471+00:00
0,Tester | Germany,hays,Softwaretester für Steuergerätesoftware(m/w/d),Hays Client,Erlangen,On-site,Contract,Sil,R,,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwaretester-fuer-steuergeraetesoftware-erlangen-854576/1,2026-02-07T16:16:15.644659+00:00
0,Tester | Germany,hays,Softwaretester(m/w/d),Hays Client,Bundesland Wien,On-site,Contract,Java,,,,,09.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwaretester--bundesland-wien-852800/1,2026-02-07T16:16:15.644869+00:00
0,Tester | Germany,hays,Field Application Engineer - WIFI Specialist(m/w/d),Hays Client,Darmstadt,On-site,Contract,,Specialist,,,,04.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-field-application-engineer-wifi-specialist--darmstadt-849795/1,2026-02-07T16:16:15.645258+00:00
0,Tester | Germany,hays,Entwicklungsingenieur ADAS / AD System Validation(m/w/d),Hays Client,Wolfsburg,On-site,Contract,"Sil, Hil",Mil,,,,21.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-adas-ad-system-validation-wolfsburg-841316/1,2026-02-07T16:16:15.645461+00:00
0,Tester | Germany,hays,Bauüberwacher Tief- und Hochbau(m/w/d),Hays Client,Köln,On-site,Contract,,,,,,10.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-bauueberwacher-tief--und-hochbau-koeln-843837/1,2026-02-07T16:16:15.645649+00:00
0,Tester | Germany,hays,IT-Lager- und Asset Management Spezialist(m/w/d),Hays Client,Berlin,On-site,Contract,,R,,,,24.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-lager--und-asset-management-spezialist-berlin-837799/1,2026-02-07T16:16:15.645852+00:00
0,Tester | Germany,hays,Entwicklungsingenieur ADAS / AD System Validation(m/w/d),Hays Client,Chemnitz,On-site,Contract,"Sil, Hil",Mil,,,,29.08.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-adas-ad-system-validation-chemnitz-837859/1,2026-02-07T16:16:15.646039+00:00
0,Tester | Germany,hays,Sachbearbeiter in der Wertpapierbesteuerung(m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,R,,,,15.08.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sachbearbeiter-in-der-wertpapierbesteuerung-frankfurt-am-main-835583/1,2026-02-07T16:16:15.646222+00:00
0,QA Engineer | Germany,hays,Product Quality Engineer QC(m/w/d),Hays Client,Zug,On-site,Contract,,R,,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-quality-engineer-qc-zug-856384/1,2026-02-07T16:16:33.769205+00:00
0,QA Engineer | Germany,hays,KI-Machbarkeits- & Prompt Engineer – Generative Bild & Video(m/w/d),Hays Client,Remote,Remote,Contract,Go,R,,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ki-machbarkeits--prompt-engineer--generative-bild-video-remote-855004/1,2026-02-07T16:16:33.769401+00:00
0,QA Engineer | Germany,hays,Chief Chemical Engineer / Manager(m/f/d),Hays Client,Denmark,On-site,Contract,,,,,,19.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-chief-chemical-engineer-manager-denmark-855248/1,2026-02-07T16:16:33.769605+00:00
0,QA Engineer | Germany,hays,Qualitätssicherung / QS(m/w/d),Hays Client,Hochtaunuskreis,On-site,Contract,,,,,,18.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-qualitaetssicherung-qs-hochtaunuskreis-836345/1,2026-02-07T16:16:33.770405+00:00
0,Test Engineer | Germany,hays,IT System Engineer(m/w/d),Hays Client,Siesdorf,On-site,Contract,,,,,,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-system-engineer--siesdorf-859011/1,2026-02-07T16:16:50.179447+00:00
0,Test Engineer | Germany,hays,Test Engineer(m/w/d),Hays Client,"Hennigsdorf, Salzgitter",On-site,Contract,,R,,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-hennigsdorf-salzgitter-859796/1,2026-02-07T16:16:50.179667+00:00
0,Test Engineer | Germany,hays,Supplier Quality Engineer(m/w/d),Hays Client,Berlin,On-site,Contract,,,,,,19.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-quality-engineer-berlin-855096/1,2026-02-07T16:16:50.180287+00:00
0,Test Engineer | Germany,hays,IT Engineer(m/w/d),Hays Client,Nürnberg,On-site,Contract,,"Ansible, Kubernetes",,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-engineer-nuernberg-854391/1,2026-02-07T16:16:50.180484+00:00
0,Test Engineer | Germany,hays,IT Engineer(m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,"Ansible, Kubernetes",,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-engineer-frankfurt-am-main-854031/1,2026-02-07T16:16:50.180671+00:00
0,Test Engineer | Germany,hays,Industrial Engineer(m/w/d),Hays Client,Stuttgart,On-site,Contract,,,,,,11.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-industrial-engineer-stuttgart-852431/1,2026-02-07T16:16:50.180867+00:00
0,Test Engineer | Germany,hays,Test Automation Engineer(m/w/d),Hays Client,Dresden,On-site,Contract,"Test Automation, Ci/Cd",R,,,,04.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-automation-engineer-dresden-852634/1,2026-02-07T16:16:50.181428+00:00
0,Test Engineer | Germany,hays,Security Engineer in Kiel(m/w/d),Hays Client,Security Engineer,On-site,Contract,,R,,,,28.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-engineer-in-kiel--security-engineer-846610/1,2026-02-07T16:16:50.181797+00:00
0,Test Engineer | Germany,hays,Supplier Development Engineer(m/w/d),Hays Client,Kirchheim/Teck-Nabern,On-site,Contract,,,,,,13.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-development-engineer-kirchheim-teck-nabern-833175/1,2026-02-07T16:16:50.182001+00:00
0,Test Engineer | Germany,hays,Quality Engineer(m/w/d),Hays Client,Ludwigshafen,On-site,Contract,,R,,,,24.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-quality-engineer-ludwigshafen-845961/1,2026-02-07T16:16:50.182183+00:00
0,Test Engineer | Germany,hays,System Engineer Mainframe(m/w/d),Hays Client,"Karlsruhe, München, Münster oder Remote",Remote,Contract,,R,,,,01.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-engineer-mainframe-karlsruhe-muenchen-muenster-oder-remote-835149/1,2026-02-07T16:16:50.182728+00:00
0,Test Engineer | Germany,hays,Software Test Engineer(m/w/d),Hays Client,Bremen,On-site,Contract,,,,,,16.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer-bremen-821066/1,2026-02-07T16:16:50.182933+00:00
0,Test Engineer | Germany,hays,Test & Commissing Engineer(m/w/d),Hays Client,Berlin,On-site,Contract,,R,,,,08.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-commissing-engineer-berlin-838993/1,2026-02-07T16:16:50.183118+00:00
0,Testingenieur | Germany,hays,Prüfer Elektrotechnik(m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,,,,,23.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-pruefer-elektrotechnik-frankfurt-am-main-858287/1,2026-02-07T16:17:08.762223+00:00
0,Testingenieur | Germany,hays,EMV Testingineur(m/w/d),Hays Client,im Backnang,On-site,Contract,,"R, Mil",,,,21.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-emv-testingineur-im-backnang-856941/1,2026-02-07T16:17:08.762420+00:00
0,Testingenieur | Germany,hays,Ingenieur Testing(m/w/d),Hays Client,Laupheim,On-site,Contract,,,,,,14.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-testing-laupheim-856784/1,2026-02-07T16:17:08.762607+00:00
0,Testingenieur | Germany,hays,Entwicklungsingenieur(m/w/d),Hays Client,Ulm,On-site,Contract,,,,,,21.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-ulm-849555/1,2026-02-07T16:17:08.762995+00:00
0,Testingenieur | Germany,hays,Hardware-Testingenieur Elektronik – Inhouse und Lieferantenqualifikation(m/w/d),Hays Client,München,On-site,Contract,,R,,,,03.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-testingenieur-elektronik--inhouse-und-lieferantenqualifikation-muenchen-834852/1,2026-02-07T16:17:08.763378+00:00
0,Test Automation | Germany,hays,Software and Automation Engineer(m/w/d),Hays Client,Neubiberg // remote,Remote,Contract,"Python, Ci/Cd",R,,,,06.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-and-automation-engineer-neubiberg----remote-860528/1,2026-02-07T16:17:25.077666+00:00
0,Test Automation | Germany,hays,Projektleiter Entwicklung Automatisierungstechnik(m/w/d),Hays Client,Worms,On-site,Contract,,,,,,26.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-projektleiter-entwicklung-automatisierungstechnik-worms-858530/1,2026-02-07T16:17:25.078301+00:00
0,Test Automation | Germany,hays,Entwicklungsingenieur Automatisierungstechnik(m/w/d),Hays Client,Worms,On-site,Contract,,,,,,16.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-automatisierungstechnik-worms-857216/1,2026-02-07T16:17:25.078493+00:00
0,Test Automation | Germany,hays,Automation Engineer(m/w/d),Hays Client,Großraum Mainz,On-site,Contract,,R,,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automation-engineer--grossraum-mainz-855783/1,2026-02-07T16:17:25.078687+00:00
0,Test Automation | Germany,hays,Software-Entwickler für Software im Computer Design Umfeld(m/w/d),Hays Client,Erlangen,On-site,Contract,,R,,,,12.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-entwickler-fuer-software-im-computer-design-umfeld-erlangen-853858/1,2026-02-07T16:17:25.079463+00:00
0,Test Automation | Germany,hays,Entwicklungsingenieur(m/w/d),Hays Client,Duisburg,On-site,Contract,Python,"Matlab, R",,,,26.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-asic-charakterisierung-duisburg-851288/1,2026-02-07T16:17:25.080050+00:00
0,Test Automation | Germany,hays,IT Service Operations Manager(m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,"R, Intern",,,,17.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-service-operations-manager-frankfurt-am-main-840199/1,2026-02-07T16:17:25.080802+00:00
0,Test Automation | Germany,hays,Energieanlagenelektroniker/ Elektroniker für Betriebstechnik(m/w/d),Hays Client,Krefeld,On-site,Contract,,R,,,,08.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energieanlagenelektroniker--elektroniker-fuer-betriebstechnik-krefeld-835007/1,2026-02-07T16:17:25.081016+00:00
0,Test Automation | Germany,hays,IT-Architekt(m/w/d),Hays Client,Hamburg,On-site,Contract,,,,,,14.07.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-architekt--hamburg-830234/1,2026-02-07T16:17:25.081207+00:00
0,Test Automation | Germany,hays,IT Architekt für IT-Lösungsdesign(m/w/d),Hays Client,Hamburg,On-site,Contract,,R,,,,21.05.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-architekt-fuer-it-loesungsdesign-hamburg-821502/1,2026-02-07T16:17:25.081397+00:00
0,Python Developer | Germany,hays,Python Developer(m/w/d),Hays Client,Wien,On-site,Contract,Python,,,,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-python-developer-wien-859526/1,2026-02-07T16:17:43.464213+00:00
0,Python Developer | Germany,hays,Frontend Entwickler(m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-frontend-entwickler--duesseldorf-854809/1,2026-02-07T16:17:43.464400+00:00
0,Python Developer | Germany,hays,Softwareentwickler(m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-duesseldorf-851846/1,2026-02-07T16:17:43.464585+00:00
0,Python Developer | Germany,hays,Fullstack Developer(m/w/d),Hays Client,Dresden,On-site,Contract,,"R, Product Owner",,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer-dresden-854294/1,2026-02-07T16:17:43.464771+00:00
0,Python Developer | Germany,hays,Energie Trading Developer (Nearshore)(m/f/d),Hays Client,remote,Remote,Contract,Can,,,,,20.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energie-trading-developer-nearshore-remote-850232/1,2026-02-07T16:17:43.465155+00:00
0,Python Developer | Germany,hays,Software Developer Java(m/w/d),Hays Client,Niedersachsen,On-site,Contract,Java,R,,,,22.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-java-niedersachsen-844951/1,2026-02-07T16:17:43.465343+00:00
0,Python Test | Germany,hays,Software Ingenieur für das Labor (LabVIEW)(m/w/d),Hays Client,Raum Köln,On-site,Contract,Can,R,,,,26.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-ingenieur-fuer-das-labor-labview-raum-koeln-858587/1,2026-02-07T16:17:59.825391+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Hochvolt-Batterien Validierung Module(m/w/d),Hays Client,Nürnberg,On-site,Contract,,,German,,,08.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-hochvolt-batterien-validierung-module-nuernberg-855868/1,2026-02-07T16:17:59.825590+00:00
0,Python Test | Germany,hays,Prüffeldingenieur - ePropulsion(m/w/d),Hays Client,Nürnberg,On-site,Contract,,R,,,,08.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prueffeldingenieur-epropulsion-nuernberg-855886/1,2026-02-07T16:17:59.825787+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Gesamtfahrzeugperformance Motorsport(m/w/d),Hays Client,Weissach,On-site,Contract,C,Data Science,,,,22.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-gesamtfahrzeugperformance-motorsport-weissach-828561/1,2026-02-07T16:17:59.826183+00:00
0,Python Test | Germany,hays,Credit Risk Specialist(m/w/d),Hays Client,Stuttgart,On-site,Contract,,"R, Specialist",,,,17.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-risk-specialist-stuttgart-849578/1,2026-02-07T16:17:59.827307+00:00
0,Python Test | Germany,hays,Softwareentwickler Interface(m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,,,,31.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-interface-schleswig-holstein-846864/1,2026-02-07T16:17:59.827871+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung(m/w/d),Hays Client,Hessen,On-site,Contract,,R,,,,29.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-02-07T16:17:59.828055+00:00
0,Python Test | Germany,hays,Datenbankadministrator(m/w/d),Hays Client,Kirchdorf,On-site,Contract,"Python, Java, C","Golang, C#, Sql, Mysql, Postgresql",,,,24.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-datenbankadministrator-kirchdorf-840171/1,2026-02-07T16:17:59.828240+00:00
0,Python Test | Germany,hays,Energy Trader(m/w/d),Hays Client,Bremerhaven,On-site,Contract,,,,,,22.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energy-trader--bremerhaven-840947/1,2026-02-07T16:17:59.828423+00:00
0,Firmware Engineer | Germany,hays,Hardware Design Engineer(m/w/d),Hays Client,Nürnberg,On-site,Contract,Firmware,R,,,,04.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-design-engineer-nuernberg-859548/1,2026-02-07T16:18:17.479161+00:00
