relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,(Senior) QA Automation Engineer (m/w/d)  (m/w/d),Hays Client,Raum Düsseldorf,On-site,Contract,"Ci/Cd, Javascript, Playwright","Azure, Devops, R, Senior",German,Senior,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-qa-automation-engineer--raum-duesseldorf-889898/1,2026-09-10T14:15:55.096505+00:00
14,Testingenieur | Germany,hays,Verification Engineer / Testingenieur (m/w/d),Hays Client,Großröhrsdorf,On-site,Contract,,"R, Lead",German,Lead,,25.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-verification-engineer-testingenieur-grossroehrsdorf-891495/1,2026-09-10T14:17:39.679436+00:00
14,Test Automation | Germany,hays,IT Consultant - QA Manager & Agile PO Support ServiceNow (m/w/d),Hays Client,Neckarsulm,On-site,Contract,,"Consultant, Agile, R, Kanban, Scrum",German,Consultant,,17.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-consultant-qa-manager-agile-po-support-servicenow-neckarsulm-890376/1,2026-09-10T14:18:04.558044+00:00
14,Test Automation | Germany,hays,Lead Automation Development Engineer (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,"R, Lead",German,Lead,,03.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-lead-automation-development-engineer-duesseldorf-888510/1,2026-09-10T14:18:04.558717+00:00
14,Test Automation | Germany,hays,Lead Architect / Teamleiter IP/MPLS Design (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,"R, Team Lead, Lead, Architect",German,"Architect, Lead",,17.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-lead-architect-teamleiter-ip-mpls-design-duesseldorf-886301/1,2026-09-10T14:18:04.559259+00:00
14,Test Automation | Germany,hays,Bauleiter Elektro (Schiffbau) (m/w/d),Hays Client,Norddeutschland,On-site,Contract,,"R, Freelancer",German,Freelancer,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-bauleiter-elektro-schiffbau-norddeutschland-883209/1,2026-09-10T14:18:04.559589+00:00
14,Python Developer | Germany,hays,Senior PLC Developer (m/f/d),Hays Client,Ludwigsburg,On-site,Contract,"C, Ci/Cd, Python","Scrum Master, C#, Junior, R, Git, Senior, Scrum",English,Senior,,24.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-plc-developer-ludwigsburg-890432/1,2026-09-10T14:18:34.622552+00:00
14,Python Developer | Germany,hays,Software Developer IC-Design methodology (m/f/d),Hays Client,Villach,On-site,Contract,"Ci/Cd, Python","Lead, Architect",English,"Architect, Lead",,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-ic-design-methodology-villach-887094/1,2026-09-10T14:18:34.622724+00:00
14,Python Test | Germany,hays,Senior Credit Risk Manager (m/w/d),Hays Client,Baden-Württemberg,On-site,Contract,,"Data Science, Senior",English,Senior,,07.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-credit-risk-manager-baden-wuerttemberg-893171/1,2026-09-10T14:19:04.638251+00:00
14,Python Test | Germany,hays,Senior Data Analyst / Technical Analyst  (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,Senior,German,Senior,,18.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-data-analyst-technical-analyst--duesseldorf-890568/1,2026-09-10T14:19:04.639179+00:00
14,Firmware Engineer | Germany,hays,Senior OT System Engineer (m/w/d),Hays Client,Basel Land,On-site,Contract,Firmware,"R, Senior",German,Senior,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-ot-system-engineer-basel-land-890035/1,2026-09-10T14:19:37.177312+00:00
0,Tester | Germany,hays,Systems Engineering & Verification Engineer (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,04.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systems-engineering-verification-engineer-berlin-893158/1,2026-09-10T14:15:55.095178+00:00
0,Tester | Germany,hays,Entwicklungsingenieur Konstruktion & Simulation (m/w/d),Hays Client,Hainburg,On-site,Contract,,R,German,,,04.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-konstruktion-simulation-hainburg-892911/1,2026-09-10T14:15:55.095397+00:00
0,Tester | Germany,hays,V & V  Tester (m/w/d),Hays Client,Pforzheim,On-site,Contract,Test Automation,,German,,,03.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-v-v--tester-pforzheim-892474/1,2026-09-10T14:15:55.095574+00:00
0,Tester | Germany,hays,Business Analyst und UX/UI Tester  (m/w/d),Hays Client,Hamburg,On-site,Contract,,,German,,,31.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-business-analyst-und-ux-ui-tester--hamburg-892042/1,2026-09-10T14:15:55.095755+00:00
0,Tester | Germany,hays,Mechatroniker im Testzentrum (m/w/d),Hays Client,Steinhagen,On-site,Contract,,,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mechatroniker-im-testzentrum-steinhagen-891574/1,2026-09-10T14:15:55.095956+00:00
0,Tester | Germany,hays,Solution Designer (m/w/d),Hays Client,Düssseldorf,On-site,Contract,,,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-solution-designer-duessseldorf-891246/1,2026-09-10T14:15:55.096134+00:00
0,Tester | Germany,hays,Entwicklungsingenieur Embedded Softwar (m/w/d),Hays Client,Köln,On-site,Contract,"C, C++","R, Matlab",German,,,18.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-embedded-softwar-koeln-890580/1,2026-09-10T14:15:55.096330+00:00
0,Tester | Germany,hays,Embedded Softwaretester (m/w/d),Hays Client,Erlangen,On-site,Contract,,,German,,,05.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwaretester-erlangen-888813/1,2026-09-10T14:15:55.096853+00:00
0,Tester | Germany,hays,Entwicklungstechniker (m/w/d),Hays Client,Braunschweig,On-site,Contract,Hil,"R, Canoe",German,,,31.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungstechniker-braunschweig-888343/1,2026-09-10T14:15:55.097024+00:00
0,Tester | Germany,hays,Software Test Engineer  (m/w/d),Hays Client,Gilching,On-site,Contract,,,German,,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer--gilching-887957/1,2026-09-10T14:15:55.097193+00:00
0,Tester | Germany,hays,Test Evangelist (w/m/d) (m/w/d),Hays Client,Düsseldorf,On-site,Contract,Test Automation,R,German,,,22.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-evangelist-w-m-d-duesseldorf-887074/1,2026-09-10T14:15:55.097379+00:00
0,Tester | Germany,hays,Testingeniuer ADAS (m/w/d),Hays Client,Weyhausen,On-site,Contract,,,German,,,10.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingeniuer-adas-weyhausen-885325/1,2026-09-10T14:15:55.097545+00:00
0,Tester | Germany,hays,CPE Tester (m/w/d),Hays Client,Remote,Remote,Contract,Firmware,R,German,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cpe-tester-remote-884484/1,2026-09-10T14:15:55.097712+00:00
0,Tester | Germany,hays,Security Tester / Pentester (m/w/d),Hays Client,München -Garching,On-site,Contract,Test Automation,,German,,,02.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-tester-pentester-muenchen--garching-883849/1,2026-09-10T14:15:55.097875+00:00
0,Tester | Germany,hays,Software Tester (m/w/d),Hays Client,Kassel,On-site,Contract,,,German,,,22.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-tester-kassel-882001/1,2026-09-10T14:15:55.098220+00:00
0,Tester | Germany,hays,Systemingenieur (m/w/d),Hays Client,Großraum Bonn,On-site,Contract,,,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemingenieur-grossraum-bonn-867591/1,2026-09-10T14:15:55.098578+00:00
0,Tester | Austria,hays,Elektroniker für Geräte und Systeme (m/w/d),Hays Client,Dortmund,On-site,Contract,,R,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektroniker-fuer-geraete-und-systeme-dortmund-891231/1,2026-09-10T14:15:59.714979+00:00
0,Tester | Austria,hays,Homologation Engineer / ADAS Test & Validation Specialist  (m/w/d),Hays Client,Gifhorn,On-site,Contract,,R,German,,,12.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-homologation-engineer-adas-test-validation-specialist--gifhorn-889858/1,2026-09-10T14:15:59.715681+00:00
0,Tester | Austria,hays,Techniker / Ingenieur Elektrotechnik mit Schwerpunkt Leistungselektronik (m/w/d),Hays Client,Soest,Remote,Contract,Hil,R,German,,,06.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-techniker-ingenieur-elektrotechnik-mit-schwerpunkt-leistungselektronik-soest-888226/1,2026-09-10T14:15:59.716024+00:00
0,Tester | Austria,hays,System Test & Validation Engineer – Onboard Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-test-validation-engineer--onboard-charger-obc-kassel-881860/1,2026-09-10T14:15:59.717568+00:00
0,Tester | Austria,hays,Montage- und Prüftechniker (Elektronik) (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,R,German,,,12.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-montage--und-prueftechniker-elektronik-schleswig-holstein-880939/1,2026-09-10T14:15:59.717740+00:00
0,QA Engineer | Germany,hays,Civil Site Engineer Wilhelmshaven (m/w/d),Hays Client,Wilhelmshaven,On-site,Contract,,,German,,,19.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-civil-site-engineer-wilhelmshaven-wilhelmshaven-890408/1,2026-09-10T14:16:24.492324+00:00
0,QA Engineer | Germany,hays,Quality Engineer (m/w/d),Hays Client,Bern,On-site,Contract,,R,German,,,19.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-quality-engineer-bern-890733/1,2026-09-10T14:16:24.492518+00:00
0,QA Engineer | Germany,hays,Civil Site Engineer Hamm (m/w/d),Hays Client,Hamm,On-site,Contract,,,German,,,18.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-civil-site-engineer-hamm-hamm-890409/1,2026-09-10T14:16:24.492695+00:00
0,QA Engineer | Germany,hays,Softwareentwickler C++ (m/w/d),Hays Client,Jena,On-site,Contract,"C, C++, Pytest","Junior, Scrum",German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-c-jena-880455/1,2026-09-10T14:16:24.493391+00:00
0,QA Engineer | Germany,hays,Project Engineer (m/w/d),Hays Client,Singen,On-site,Contract,C,,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-singen-872232/1,2026-09-10T14:16:24.493882+00:00
0,QA Engineer | Germany,hays,Devops Engineer (m/w/d),Hays Client,Kreis Unna,On-site,Contract,Java,"Intern, Devops, Git, Angular, Docker, Spring Boot",German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-kreis-unna-861212/1,2026-09-10T14:16:24.494048+00:00
0,Test Engineer | Germany,hays,Application Operations Engineer Windows & Automation (m/w/d),Hays Client,Sachsen,On-site,Contract,,R,German,,,10.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-application-operations-engineer-windows-automation-sachsen-893494/1,2026-09-10T14:17:09.932342+00:00
0,Test Engineer | Germany,hays,Optical Engineer (m/w/d),Hays Client,Weßling,On-site,Contract,,"R, Assembly",German,,,08.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-optical-engineer-wessling-892770/1,2026-09-10T14:17:09.932517+00:00
0,Test Engineer | Germany,hays,Identity and Security Engineer – Azure Cloud (m/w/d),Hays Client,Nordrhein-Westfalen,On-site,Contract,,"Terraform, Devops, Azure",German,,,28.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-identity-and-security-engineer--azure-cloud-nordrhein-westfalen-889029/1,2026-09-10T14:17:09.932690+00:00
0,Test Engineer | Germany,hays,Product Safety and Compliance Engineer  (m/w/d),Hays Client,Augsburg,On-site,Contract,,R,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-safety-and-compliance-engineer--augsburg-891402/1,2026-09-10T14:17:09.932865+00:00
0,Test Engineer | Germany,hays,Data Engineer - Consumer Lending Data Products  (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,R,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-engineer-consumer-lending-data-products--frankfurt-am-main-891638/1,2026-09-10T14:17:09.933030+00:00
0,Test Engineer | Germany,hays,Development Engineer Laser (m/w/d),Hays Client,Thüringen,On-site,Contract,,,English,,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-development-engineer-laser-thueringen-889352/1,2026-09-10T14:17:09.933395+00:00
0,Test Engineer | Germany,hays,System Engineer Test Systems & Integration (m/w/d),Hays Client,Ludiwgsburg,On-site,Contract,,R,German,,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-engineer-test-systems-integration-ludiwgsburg-890227/1,2026-09-10T14:17:09.933570+00:00
0,Test Engineer | Germany,hays,ATM Technical Engineer - ATM Techniker - Geldautomat Techniker (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,R,German,,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-atm-technical-engineer-atm-techniker-geldautomat-techniker-frankfurt-am-main-890139/1,2026-09-10T14:17:09.933744+00:00
0,Test Engineer | Germany,hays,Hardware Ingenieur Automotive / Hardware Design Engineer  (m/w/d),Hays Client,Kronach,On-site,Contract,,,German,,,09.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-ingenieur-automotive-hardware-design-engineer--kronach-885058/1,2026-09-10T14:17:09.934265+00:00
0,Test Engineer | Germany,hays,Hardware Test Engineer – Onboard Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-test-engineer--onboard-charger-obc-kassel-881857/1,2026-09-10T14:17:09.934772+00:00
0,Test Engineer | Germany,hays,Functional Test Engineer - Fahrzeugelektronik (m/w/d),Hays Client,Speyer,Remote,Contract,Embedded Systems,"R, Aspice",German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-functional-test-engineer-fahrzeugelektronik-speyer-880198/1,2026-09-10T14:17:09.935519+00:00
0,Testingenieur | Germany,hays,OTX Testreport Ingenieur (m/w/d),Hays Client,Stuttgart,On-site,Contract,Python,R,German,,,24.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-otx-testreport-ingenieur-stuttgart-891314/1,2026-09-10T14:17:39.679635+00:00
0,Testingenieur | Germany,hays,Testingenieur  (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,R,German,,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur--schleswig-holstein-890198/1,2026-09-10T14:17:39.679814+00:00
0,Testingenieur | Germany,hays,Testingenieur für Medizintechnik (m/w/d),Hays Client,Forchheim,Remote,Contract,,R,German,,,11.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-fuer-medizintechnik-forchheim-887346/1,2026-09-10T14:17:39.679987+00:00
0,Test Automation | Germany,hays,Embedded Softwareentwickler für Sichtsysteme (m/w/d),Hays Client,Oberkochen,On-site,Contract,"C, C++",R,German,,,04.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwareentwickler-fuer-sichtsysteme-oberkochen-816480/1,2026-09-10T14:18:04.557013+00:00
0,Test Automation | Germany,hays,iOS Entwickler (m/w/d),Hays Client,Hamburg (remote),Remote,Contract,,R,German,,,04.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ios-entwickler-hamburg-remote-880165/1,2026-09-10T14:18:04.557189+00:00
0,Test Automation | Germany,hays,LabVIEW Entwickler - Production Development Specialist (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,Can,R,German,,,31.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-labview-entwickler-production-development-specialist-frankfurt-am-main-892234/1,2026-09-10T14:18:04.557369+00:00
0,Test Automation | Germany,hays,Teilprojektleitung Elektrotechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,27.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-teilprojektleitung-elektrotechnik-erlangen-887493/1,2026-09-10T14:18:04.557707+00:00
0,Test Automation | Germany,hays,RPA-Entwickler (m/w/d),Hays Client,remote,Remote,Contract,,,German,,,24.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-rpa-entwickler-remote-891294/1,2026-09-10T14:18:04.557873+00:00
0,Test Automation | Germany,hays,IT Projektmanager Digitalisierung & Business Applications (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,07.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-projektmanager-digitalisierung-business-applications-berlin-889171/1,2026-09-10T14:18:04.558392+00:00
0,Test Automation | Germany,hays,Koordinator (m/w/d),Hays Client,Rostock,On-site,Contract,,R,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-koordinator-rostock-887149/1,2026-09-10T14:18:04.558880+00:00
0,Test Automation | Germany,hays,Investment Compliance Specialist  (m/w/d),Hays Client,Bad Homburg,On-site,Contract,,R,German,,,22.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-investment-compliance-specialist--bad-homburg-883179/1,2026-09-10T14:18:04.559048+00:00
0,Test Automation | Germany,hays,Entwicklungsingenieur Automatisierungstechnik (m/w/d),Hays Client,Worms,On-site,Contract,,,German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-automatisierungstechnik-worms-885658/1,2026-09-10T14:18:04.559428+00:00
0,Test Automation | Germany,hays,Technical Documentation Reviewer (m/w/d),Hays Client,Singen,On-site,Contract,,,German,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technical-documentation-reviewer-singen-872597/1,2026-09-10T14:18:04.559923+00:00
0,Python Developer | Germany,hays,Desktop DevEx Engineer (m/f/d),Hays Client,Berlin,On-site,Contract,,Docker,English,,,07.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-desktop-devex-engineer-berlin-892820/1,2026-09-10T14:18:34.622166+00:00
0,Python Developer | Germany,hays,Backend Developer Go / Golang (m/w/d),Hays Client,Frankfurt,On-site,Contract,Go,Golang,German,,,31.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-backend-developer-go-golang-frankfurt-890932/1,2026-09-10T14:18:34.622374+00:00
0,Python Developer | Germany,hays,Embedded Linux Developer (m/w/d),Hays Client,Bocholt,On-site,Contract,Embedded Linux,Linux,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-linux-developer-bocholt-887362/1,2026-09-10T14:18:34.622892+00:00
0,Python Developer | Germany,hays,PLC Developer (m/f/d),Hays Client,Zug,On-site,Contract,Integration Testing,R,English,,,17.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-plc-developer-zug-886420/1,2026-09-10T14:18:34.623055+00:00
0,Python Test | Germany,hays,AI und Data Science Engineer – EUV Metrology (m/w/d),Hays Client,Baden-Württemberg,On-site,Contract,,Data Science,German,,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ai-und-data-science-engineer--euv-metrology-baden-wuerttemberg-889340/1,2026-09-10T14:19:04.639360+00:00
0,Python Test | Germany,hays,Financial Analyst (m/w/d),Hays Client,Sailauf,On-site,Contract,,,German,,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-financial-analyst-sailauf-889755/1,2026-09-10T14:19:04.639532+00:00
0,Python Test | Germany,hays,Data Engineer Actuarial Engine (m/w/d),Hays Client,Hannover,On-site,Contract,Python,,German,,,05.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-engineer-actuarial-engine-hannover-888862/1,2026-09-10T14:19:04.639872+00:00
0,Python Test | Germany,hays,IT-Revision (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-revision-koeln-885970/1,2026-09-10T14:19:04.640384+00:00
0,Python Test | Germany,hays,Embedded Software Engineer (m/w/d),Hays Client,Soest,On-site,Contract,"C, Hil, Python, Sil","C#, R, Mil",German,,,24.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-engineer-soest-887294/1,2026-09-10T14:19:04.640552+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Elektronik  (m/w/d),Hays Client,Großraum München,On-site,Contract,,,German,,,08.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-elektronik--grossraum-muenchen-884427/1,2026-09-10T14:19:04.640887+00:00
0,Python Test | Germany,hays,Manager IT Security  (m/w/d),Hays Client,München,On-site,Contract,,,German,,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manager-it-security--muenchen-867614/1,2026-09-10T14:19:04.641222+00:00
0,Python Test | Germany,hays,Prozessentwicklungsingenieur (m/w/d),Hays Client,Prüm,On-site,Contract,,R,German,,,03.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prozessentwicklungsingenieur-pruem-879595/1,2026-09-10T14:19:04.641399+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-09-10T14:19:04.641564+00:00
0,Firmware Engineer | Germany,hays,Managed Services Engineer  (m/w/d),Hays Client,Eschborn/remote,Remote,Contract,Firmware,,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-managed-services-engineer--eschborn-remote-879323/1,2026-09-10T14:19:37.177862+00:00
