relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,IOT Test Manager (m/w/d),Hays Client,Hinwil,On-site,Contract,,,German,Test Manager,,06.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-iot-test-manager-hinwil-865070/1,2026-03-07T10:27:19.025141+00:00
0,Test Engineer | Germany,hays,Network & Security Engineer  (m/w/d),Hays Client,Remote,Remote,Contract,,,German,,,26.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-network-security-engineer--remote-863410/1,2026-03-07T10:28:03.833635+00:00
0,Test Engineer | Germany,hays,Embedded Software Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,25.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-engineer-muenchen-862756/1,2026-03-07T10:28:03.833897+00:00
0,Test Engineer | Germany,hays,Power Electronics Hardware Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,25.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-power-electronics-hardware-engineer-muenchen-862757/1,2026-03-07T10:28:03.834149+00:00
0,Test Engineer | Germany,hays,Test Engineer Bremssysteme (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,24.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-bremssysteme-erlangen-863233/1,2026-03-07T10:28:03.834398+00:00
0,Test Engineer | Germany,hays,Security Engineer Web (m/w/d),Hays Client,Bayern,On-site,Contract,,,German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-engineer-web-bayern-861381/1,2026-03-07T10:28:03.834646+00:00
0,Test Engineer | Germany,hays,IT System Engineer Network (m/w/d),Hays Client,Nürnberg,On-site,Contract,,,German,,,11.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-system-engineer-network-nuernberg-860757/1,2026-03-07T10:28:03.834937+00:00
0,Test Engineer | Germany,hays,Validation & Qualification Engineer – IT/OT Robotics (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validation-qualification-engineer--it-ot-robotics-mannheim-858088/1,2026-03-07T10:28:03.835463+00:00
0,Test Engineer | Germany,hays,Software Engineer (Fokus: Input Management) (m/w/d),Hays Client,"Nürnberg, Hamburg oder Köln",On-site,Contract,C,C#,German,,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-fokus--input-management-nuernberg-hamburg-oder-koeln-859399/1,2026-03-07T10:28:03.835712+00:00
0,Test Engineer | Germany,hays,Application Engineer (m/w/d),Hays Client,Bundesweit,On-site,Contract,,,German,,,23.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-application-engineer-bundesweit-853495/1,2026-03-07T10:28:03.835994+00:00
0,Test Engineer | Germany,hays,Hardware Engineer (m/w/d),Hays Client,Lippstadt,On-site,Contract,,R,German,,,25.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-engineer-lippstadt-827402/1,2026-03-07T10:28:03.836494+00:00
0,Test Engineer | Switzerland,hays,SAP Basis Engineer - Schwerpunkt Berechtigung (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-basis-engineer-schwerpunkt-berechtigung-berlin-849198/1,2026-03-07T10:28:13.904540+00:00
0,Testingenieur | Germany,hays,Testingenieur - Inbetriebnehmer  (m/w/d),Hays Client,Guxhagen,On-site,Contract,,"Project Manager, R",German,,,03.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-inbetriebnehmer--guxhagen-864290/1,2026-03-07T10:28:28.072914+00:00
0,Testingenieur | Germany,hays,Prüfer Elektrotechnik (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-pruefer-elektrotechnik-frankfurt-am-main-858287/1,2026-03-07T10:28:28.073196+00:00
0,Testingenieur | Germany,hays,Testingenieur Brems- und Pneumatiksysteme (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-brems--und-pneumatiksysteme-erlangen-863797/1,2026-03-07T10:28:28.073460+00:00
0,Test Automation | Germany,hays,Versuchsingenieur (m/w/d),Hays Client,Aschaffenburg,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versuchsingenieur-aschaffenburg-863728/1,2026-03-07T10:28:49.059994+00:00
0,Test Automation | Germany,hays,Technischer Angebotsmanager (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technischer-angebotsmanager-berlin-857493/1,2026-03-07T10:28:49.060277+00:00
0,Test Automation | Germany,hays,Automatisierungstechniker  (m/w/d),Hays Client,Mannheim,On-site,Contract,,,German,,,20.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automatisierungstechniker--mannheim-862607/1,2026-03-07T10:28:49.060843+00:00
0,Test Automation | Germany,hays,Credit Analyst  (m/w/d),Hays Client,Bad Homburg,On-site,Contract,,R,German,,,18.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-analyst--bad-homburg-862311/1,2026-03-07T10:28:49.061113+00:00
0,Test Automation | Germany,hays,Softwareentwickler für Maschinensteuerungen (m/w/d),Hays Client,Chemnitz,On-site,Contract,,R,German,,,16.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-fuer-maschinensteuerungen-chemnitz-861923/1,2026-03-07T10:28:49.061368+00:00
0,Test Automation | Germany,hays,Automatisierungstechniker (m/w/d),Hays Client,Mecklenburg-Vorpomm.,On-site,Contract,,,German,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automatisierungstechniker-mecklenburg-vorpomm-855676/1,2026-03-07T10:28:49.062179+00:00
0,Test Automation | Germany,hays,Teamlead Quality Assurance  (m/w/d),Hays Client,Hamburg,On-site,Contract,,R,German,,,15.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-teamlead-quality-assurance--hamburg-854242/1,2026-03-07T10:28:49.062671+00:00
0,Test Automation | Germany,hays,Teamlead QA  (m/w/d),Hays Client,Dortmund,On-site,Contract,,R,German,,,09.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-teamlead-qa--dortmund-853539/1,2026-03-07T10:28:49.062936+00:00
0,Test Automation | Germany,hays,Elektriker für Automatisierungstechnik (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,18.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektriker-fuer-automatisierungstechnik-mannheim-826448/1,2026-03-07T10:28:49.063181+00:00
0,Test Automation | Austria,hays,Analyst Data Science  (m/w/d),Hays Client,frankfurt,On-site,Contract,,"Data Science, R",German,,,06.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-analyst-data-science--frankfurt-864539/1,2026-03-07T10:28:53.466292+00:00
0,Test Automation | Austria,hays,IT Administrator (m/w/d),Hays Client,Leipzig,On-site,Contract,,R,German,,,05.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-administrator-leipzig-864945/1,2026-03-07T10:28:53.466569+00:00
0,Test Automation | Austria,hays,Finanzbuchhalter Schwerpunkt Kreditoren (m/w/d),Hays Client,Duisburg,On-site,Contract,,,German,,,24.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-finanzbuchhalter-schwerpunkt-kreditoren-duisburg-862726/1,2026-03-07T10:28:53.469126+00:00
0,Test Automation | Austria,hays,Projektingenieur Elektrotechnik (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-projektingenieur-elektrotechnik-berlin-855405/1,2026-03-07T10:28:53.469894+00:00
0,Python Developer | Germany,hays,Full Stack Developer (Nearshore only) (m/f/d),Hays Client,remote,Remote,Contract,"Java, Python","Devops, Kubernetes, Azure, Machine Learning, Redis",English,,,06.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-full-stack-developer-nearshore-only-remote-865059/1,2026-03-07T10:29:11.051802+00:00
0,Python Developer | Germany,hays,Fullstack Developer (m/w/d),Hays Client,Dresden,On-site,Contract,,"Product Owner, R",German,,,02.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer-dresden-854294/1,2026-03-07T10:29:11.052405+00:00
0,Python Developer | Germany,hays,Backend Python Developer  (m/f/d),Hays Client,Basel Stadt,On-site,Contract,Python,Agile,English,,,24.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-backend-python-developer--basel-stadt-863129/1,2026-03-07T10:29:11.052952+00:00
0,Python Developer | Germany,hays,Frontend Entwickler  (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-frontend-entwickler--duesseldorf-854809/1,2026-03-07T10:29:11.053207+00:00
0,Python Developer | Germany,hays,Softwareentwickler (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-duesseldorf-851846/1,2026-03-07T10:29:11.053458+00:00
0,Python Test | Germany,hays,Versicherungsmathematiker/in Leben (m/w/d),Hays Client,München,On-site,Contract,,R,German,,,26.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versicherungsmathematiker-in-leben-muenchen-856545/1,2026-03-07T10:29:32.360243+00:00
0,Python Test | Germany,hays,System Ingenieur- Integration & Tests / Funkkommunikationssysteme / Rohde &Schwarz (m/w/d),Hays Client,Stuttgart,On-site,Contract,,,German,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-ingenieur--integration-tests-funkkommunikationssysteme-rohde--schwarz-stuttgart-860763/1,2026-03-07T10:29:32.361019+00:00
