relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,Testmanager E2E-Testkoordination & Defect Management (m/w/d),Hays Client,Augsburg,On-site,Contract,Go,R,German,Test Manager,,06.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testmanager-e2e-testkoordination-defect-management-augsburg-889012/1,2026-08-13T11:09:21.624728+00:00
0,Test Engineer | Germany,hays,Hardware Ingenieur Automotive / Hardware Design Engineer  (m/w/d),Hays Client,Kronach,On-site,Contract,,,German,,,09.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-ingenieur-automotive-hardware-design-engineer--kronach-885058/1,2026-08-13T11:11:28.434911+00:00
0,Test Engineer | Germany,hays,Software Engineer Cobol (m/w/d),Hays Client,Köln,On-site,Contract,,R,German,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-cobol-koeln-884442/1,2026-08-13T11:11:28.435436+00:00
0,Test Engineer | Germany,hays,ADAS Physical Integration Engineer (m/w/d) (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,01.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-adas-physical-integration-engineer-koeln-883779/1,2026-08-13T11:11:28.435973+00:00
0,Test Engineer | Germany,hays,Hardware Test Engineer – Onboard Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-test-engineer--onboard-charger-obc-kassel-881857/1,2026-08-13T11:11:28.436504+00:00
0,Test Engineer | Germany,hays,Requirements Engineer - Onboard-Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-requirements-engineer-onboard-charger-obc-kassel-881810/1,2026-08-13T11:11:28.437086+00:00
0,Test Engineer | Germany,hays,Functional Test Engineer - Fahrzeugelektronik (m/w/d),Hays Client,Speyer,Remote,Contract,Embedded Systems,"Aspice, R",German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-functional-test-engineer-fahrzeugelektronik-speyer-880198/1,2026-08-13T11:11:28.437903+00:00
0,Test Engineer | Germany,hays,Mechanical Design Engineer (m/w/d),Hays Client,Weilheim in Oberbayern,On-site,Contract,,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mechanical-design-engineer-weilheim-in-oberbayern-877322/1,2026-08-13T11:11:28.438160+00:00
0,Test Engineer | Germany,hays,Microsoft 365 Security Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,06.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-microsoft-365-security-engineer-muenchen-869732/1,2026-08-13T11:11:28.438413+00:00
0,Test Engineer | Germany,hays,Software Engineer (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,31.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-schleswig-holstein-868562/1,2026-08-13T11:11:28.438668+00:00
0,Test Engineer | Austria,hays,System Engineer im Bereich Product Security (m/w/d),Hays Client,Kassel,On-site,Contract,,,German,,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-engineer-im-bereich-product-security-kassel-887920/1,2026-08-13T11:11:47.191269+00:00
0,Testingenieur | Germany,hays,Testingenieur - Hochvolt-Elektrifizierung (m/w/d),Hays Client,Stuttgart,On-site,Contract,,R,German,,,20.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-hochvolt-elektrifizierung-stuttgart-886438/1,2026-08-13T11:12:48.870282+00:00
0,Test Automation | Germany,hays,IT Projektmanager Digitalisierung & Business Applications (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,07.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-projektmanager-digitalisierung-business-applications-berlin-889171/1,2026-08-13T11:14:01.960543+00:00
0,Test Automation | Germany,hays,Retrofit Project Manager (m/w/d),Hays Client,Heidelberg,On-site,Contract,,"Project Manager, R",German,,,05.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-retrofit-project-manager-heidelberg-887756/1,2026-08-13T11:14:01.960822+00:00
0,Test Automation | Germany,hays,Koordinator (m/w/d),Hays Client,Rostock,On-site,Contract,,R,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-koordinator-rostock-887149/1,2026-08-13T11:14:01.961617+00:00
0,Test Automation | Germany,hays,Anlagenplaner (m/w/d),Hays Client,Schopfheim,On-site,Contract,,R,German,,,24.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-anlagenplaner-schopfheim-887492/1,2026-08-13T11:14:01.961898+00:00
0,Test Automation | Germany,hays,Investment Compliance Specialist  (m/w/d),Hays Client,Bad Homburg,On-site,Contract,,R,German,,,22.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-investment-compliance-specialist--bad-homburg-883179/1,2026-08-13T11:14:01.962164+00:00
0,Test Automation | Germany,hays,Entwicklungsingenieur Automatisierungstechnik (m/w/d),Hays Client,Worms,On-site,Contract,,,German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-automatisierungstechnik-worms-885658/1,2026-08-13T11:14:01.962981+00:00
0,Test Automation | Germany,hays,Facharbeiter Inbetriebnahme (m/w/d),Hays Client,Ludwigsburg,On-site,Contract,,,German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-facharbeiter-inbetriebnahme-ludwigsburg-885633/1,2026-08-13T11:14:01.963244+00:00
0,Test Automation | Germany,hays,WMS Application Manager (m/w/d),Hays Client,Heilbronn,On-site,Contract,Go,R,German,,,02.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-wms-application-manager-heilbronn-883959/1,2026-08-13T11:14:01.963754+00:00
0,Test Automation | Germany,hays,Logistikfachkraft (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,"Oracle, R",German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-logistikfachkraft-duesseldorf-880182/1,2026-08-13T11:14:01.964590+00:00
0,Test Automation | Germany,hays,Abteilungsleiter Steuern (m/w/d),Hays Client,Hannover,On-site,Contract,,Head Of,German,,,12.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-abteilungsleiter-steuern-hannover-825018/1,2026-08-13T11:14:01.964853+00:00
0,Test Automation | Germany,hays,Technical Documentation Reviewer (m/w/d),Hays Client,Singen,On-site,Contract,,,German,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technical-documentation-reviewer-singen-872597/1,2026-08-13T11:14:01.965135+00:00
0,Test Automation | Austria,hays,XFT Document Composer (nur SV-Pflichtige) (m/w/d),Hays Client,Remote,Remote,Contract,,,German,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-xft-document-composer-nur-sv-pflichtige-remote-880295/1,2026-08-13T11:14:15.727051+00:00
0,Test Automation | Austria,hays,Finance Manager  (m/w/d),Hays Client,Wittmund,On-site,Contract,,,German,,,22.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-finance-manager--wittmund-877692/1,2026-08-13T11:14:15.727316+00:00
0,Test Automation | Austria,hays,Mitarbeiter Prüfeld (m/w/d),Hays Client,Königswinter,On-site,Contract,,Associate,German,,,30.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mitarbeiter-pruefeld-koenigswinter-868364/1,2026-08-13T11:14:15.728376+00:00
0,Test Automation | Austria,hays,Elektriker für Automatisierungstechnik (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,18.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektriker-fuer-automatisierungstechnik-mannheim-826448/1,2026-08-13T11:14:15.728633+00:00
0,Python Developer | Germany,hays,Fullstack Software Developer (m/f/d),Hays Client,Poing,On-site,Contract,,,English,,,05.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-software-developer-poing-878692/1,2026-08-13T11:15:13.872296+00:00
0,Python Developer | Germany,hays,Embedded Linux Developer (m/w/d),Hays Client,Bocholt,On-site,Contract,Embedded Linux,Linux,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-linux-developer-bocholt-887362/1,2026-08-13T11:15:13.872874+00:00
0,Python Developer | Germany,hays,PLC Developer (m/f/d),Hays Client,Zug,On-site,Contract,Integration Testing,R,English,,,17.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-plc-developer-zug-886420/1,2026-08-13T11:15:13.873146+00:00
0,Python Developer | Germany,hays,DevOps Engineer (m/w/d),Hays Client,Wien,On-site,Contract,,Devops,German,,,27.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-wien-878851/1,2026-08-13T11:15:13.873408+00:00
0,Python Test | Germany,hays,AI-Engineer (Nearshore Only) (m/f/d),Hays Client,Remote,Remote,Contract,"Ci/Cd, Llm, Prompt Engineering",,English,,,12.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ai-engineer-nearshore-only-remote-889882/1,2026-08-13T11:16:32.062729+00:00
0,Python Test | Germany,hays,Test & Mess Techniker (m/w/d),Hays Client,Backnang,On-site,Contract,,,German,,,11.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-mess-techniker-backnang-889551/1,2026-08-13T11:16:32.063316+00:00
0,Python Test | Germany,hays,Data Engineer - Analytics & Data Products (m/f/d),Hays Client,Poing,On-site,Contract,,,English,,,05.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-engineer-analytics-data-products-poing-888818/1,2026-08-13T11:16:32.063576+00:00
0,Python Test | Germany,hays,Data Engineer Actuarial Engine (m/w/d),Hays Client,Hannover,On-site,Contract,Python,,German,,,05.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-engineer-actuarial-engine-hannover-888862/1,2026-08-13T11:16:32.063833+00:00
0,Python Test | Germany,hays,Software Entwickler - Schwerpunkt Integration (m/w/d),Hays Client,Ulm,On-site,Contract,Firmware,"Scrum, R, Safe",German,,,30.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-entwickler-schwerpunkt-integration-ulm-888239/1,2026-08-13T11:16:32.064909+00:00
0,Python Test | Germany,hays,IT-Revision (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-revision-koeln-885970/1,2026-08-13T11:16:32.065177+00:00
0,Python Test | Germany,hays,Embedded Software Engineer (m/w/d),Hays Client,Soest,On-site,Contract,"C, Hil, Python, Sil","R, C#, Mil",German,,,24.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-engineer-soest-887294/1,2026-08-13T11:16:32.065485+00:00
0,Python Test | Germany,hays,Solution Designer für CDM-DIL (m/w/d),Hays Client,Stuttgart,On-site,Contract,Ci/Cd,"Devops, R",German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-solution-designer-fuer-cdm-dil-stuttgart-885762/1,2026-08-13T11:16:32.066027+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Elektronik  (m/w/d),Hays Client,Großraum München,On-site,Contract,,,German,,,08.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-elektronik--grossraum-muenchen-884427/1,2026-08-13T11:16:32.066287+00:00
0,Python Test | Germany,hays,Android App Entwickler (m/f/d),Hays Client,Aachen,On-site,Contract,,R,English,,,02.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-android-app-entwickler-aachen-883534/1,2026-08-13T11:16:32.066547+00:00
0,Python Test | Germany,hays,Manager IT Security  (m/w/d),Hays Client,München,On-site,Contract,,,German,,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manager-it-security--muenchen-867614/1,2026-08-13T11:16:32.067079+00:00
0,Python Test | Germany,hays,Prozessentwicklungsingenieur (m/w/d),Hays Client,Prüm,On-site,Contract,,R,German,,,03.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prozessentwicklungsingenieur-pruem-879595/1,2026-08-13T11:16:32.067343+00:00
0,Python Test | Germany,hays,Embedded Softwaretester  (m/w/d),Hays Client,Dresden,On-site,Contract,"C, C++, Can, Python, Spi",R,English,,,19.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwaretester--dresden-877631/1,2026-08-13T11:16:32.067599+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-08-13T11:16:32.067850+00:00
0,Firmware Engineer | Germany,hays,Managed Services Engineer  (m/w/d),Hays Client,Eschborn/remote,Remote,Contract,Firmware,,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-managed-services-engineer--eschborn-remote-879323/1,2026-08-13T11:17:51.846258+00:00
