relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,(Senior) QA Automation Engineer (m/w/d)  (m/w/d),Hays Client,Raum Düsseldorf,On-site,Contract,"Ci/Cd, Javascript, Playwright","Senior, Azure, Devops, R",German,Senior,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-qa-automation-engineer--raum-duesseldorf-889898/1,2026-09-17T14:53:22.044624+00:00
0,Tester | Germany,hays,V & V  Tester (m/w/d),Hays Client,Pforzheim,On-site,Contract,Test Automation,,German,,,03.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-v-v--tester-pforzheim-892474/1,2026-09-17T14:53:22.043212+00:00
0,Tester | Germany,hays,Business Analyst und UX/UI Tester  (m/w/d),Hays Client,Hamburg,On-site,Contract,,,German,,,31.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-business-analyst-und-ux-ui-tester--hamburg-892042/1,2026-09-17T14:53:22.043497+00:00
0,Tester | Germany,hays,Elektroniker für Geräte und Systeme (m/w/d),Hays Client,Dortmund,On-site,Contract,,R,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektroniker-fuer-geraete-und-systeme-dortmund-891231/1,2026-09-17T14:53:22.043770+00:00
0,Tester | Germany,hays,Solution Designer (m/w/d),Hays Client,Düssseldorf,On-site,Contract,,,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-solution-designer-duessseldorf-891246/1,2026-09-17T14:53:22.044078+00:00
0,Tester | Germany,hays,Entwicklungsingenieur Embedded Softwar (m/w/d),Hays Client,Köln,On-site,Contract,"C, C++","Matlab, R",German,,,18.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-embedded-softwar-koeln-890580/1,2026-09-17T14:53:22.044356+00:00
0,Tester | Germany,hays,Testingenieur für Medizintechnik (m/w/d),Hays Client,Forchheim,Remote,Contract,,R,German,,,11.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-fuer-medizintechnik-forchheim-887346/1,2026-09-17T14:53:22.044893+00:00
0,Tester | Germany,hays,Embedded Softwaretester (m/w/d),Hays Client,Erlangen,On-site,Contract,,,German,,,05.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwaretester-erlangen-888813/1,2026-09-17T14:53:22.045445+00:00
0,Tester | Germany,hays,Software Test Engineer  (m/w/d),Hays Client,Gilching,On-site,Contract,,,German,,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer--gilching-887957/1,2026-09-17T14:53:22.045974+00:00
0,Tester | Germany,hays,Testingeniuer ADAS (m/w/d),Hays Client,Weyhausen,On-site,Contract,,,German,,,10.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingeniuer-adas-weyhausen-885325/1,2026-09-17T14:53:22.046300+00:00
0,Tester | Germany,hays,CPE Tester (m/w/d),Hays Client,Remote,Remote,Contract,Firmware,R,German,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cpe-tester-remote-884484/1,2026-09-17T14:53:22.046572+00:00
0,Tester | Germany,hays,Security Tester / Pentester (m/w/d),Hays Client,München -Garching,On-site,Contract,Test Automation,,German,,,02.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-tester-pentester-muenchen--garching-883849/1,2026-09-17T14:53:22.046836+00:00
0,Tester | Germany,hays,Software Tester (m/w/d),Hays Client,Kassel,On-site,Contract,,,German,,,22.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-tester-kassel-882001/1,2026-09-17T14:53:22.047446+00:00
0,Tester | Germany,hays,Montage- und Prüftechniker (Elektronik) (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,R,German,,,12.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-montage--und-prueftechniker-elektronik-schleswig-holstein-880939/1,2026-09-17T14:53:22.047714+00:00
0,Tester | Germany,hays,Systemingenieur (m/w/d),Hays Client,Großraum Bonn,On-site,Contract,,,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemingenieur-grossraum-bonn-867591/1,2026-09-17T14:53:22.048273+00:00
0,QA Engineer | Germany,hays,Civil Site Engineer Wilhelmshaven (m/w/d),Hays Client,Wilhelmshaven,On-site,Contract,,,German,,,19.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-civil-site-engineer-wilhelmshaven-wilhelmshaven-890408/1,2026-09-17T14:53:53.237858+00:00
0,QA Engineer | Germany,hays,Quality Engineer (m/w/d),Hays Client,Bern,On-site,Contract,,R,German,,,19.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-quality-engineer-bern-890733/1,2026-09-17T14:53:53.238242+00:00
0,QA Engineer | Germany,hays,Civil Site Engineer Hamm (m/w/d),Hays Client,Hamm,On-site,Contract,,,German,,,18.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-civil-site-engineer-hamm-hamm-890409/1,2026-09-17T14:53:53.238523+00:00
0,QA Engineer | Germany,hays,Softwareentwickler C++ (m/w/d),Hays Client,Jena,On-site,Contract,"C, C++, Pytest","Junior, Scrum",German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-c-jena-880455/1,2026-09-17T14:53:53.239623+00:00
0,QA Engineer | Germany,hays,Project Engineer (m/w/d),Hays Client,Singen,On-site,Contract,C,,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-singen-872232/1,2026-09-17T14:53:53.240417+00:00
0,QA Engineer | Germany,hays,Devops Engineer (m/w/d),Hays Client,Kreis Unna,On-site,Contract,Java,"Spring Boot, Angular, Intern, Devops, Git, Docker",German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-kreis-unna-861212/1,2026-09-17T14:53:53.240670+00:00
0,Test Engineer | Germany,hays,Application Operations Engineer Windows & Automation (m/w/d),Hays Client,Sachsen,On-site,Contract,,R,German,,,10.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-application-operations-engineer-windows-automation-sachsen-893494/1,2026-09-17T14:54:34.751437+00:00
0,Test Engineer | Germany,hays,Optical Engineer (m/w/d),Hays Client,Weßling,On-site,Contract,,"R, Assembly",German,,,08.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-optical-engineer-wessling-892770/1,2026-09-17T14:54:34.751692+00:00
0,Test Engineer | Germany,hays,Identity and Security Engineer – Azure Cloud (m/w/d),Hays Client,Nordrhein-Westfalen,On-site,Contract,,"Devops, Azure, Terraform",German,,,28.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-identity-and-security-engineer--azure-cloud-nordrhein-westfalen-889029/1,2026-09-17T14:54:34.751943+00:00
0,Test Engineer | Germany,hays,Product Safety and Compliance Engineer  (m/w/d),Hays Client,Augsburg,On-site,Contract,,R,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-safety-and-compliance-engineer--augsburg-891402/1,2026-09-17T14:54:34.752229+00:00
0,Test Engineer | Germany,hays,Data Engineer - Consumer Lending Data Products  (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,R,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-engineer-consumer-lending-data-products--frankfurt-am-main-891638/1,2026-09-17T14:54:34.752479+00:00
0,Test Engineer | Germany,hays,Development Engineer Laser (m/w/d),Hays Client,Thüringen,On-site,Contract,,,English,,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-development-engineer-laser-thueringen-889352/1,2026-09-17T14:54:34.752979+00:00
0,Test Engineer | Germany,hays,System Engineer Test Systems & Integration (m/w/d),Hays Client,Ludiwgsburg,On-site,Contract,,R,German,,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-engineer-test-systems-integration-ludiwgsburg-890227/1,2026-09-17T14:54:34.753261+00:00
0,Test Engineer | Germany,hays,ATM Technical Engineer - ATM Techniker - Geldautomat Techniker (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,R,German,,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-atm-technical-engineer-atm-techniker-geldautomat-techniker-frankfurt-am-main-890139/1,2026-09-17T14:54:34.753520+00:00
0,Test Engineer | Germany,hays,Hardware Ingenieur Automotive / Hardware Design Engineer  (m/w/d),Hays Client,Kronach,On-site,Contract,,,German,,,09.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-ingenieur-automotive-hardware-design-engineer--kronach-885058/1,2026-09-17T14:54:34.754331+00:00
0,Test Engineer | Germany,hays,Software Engineer Cobol (m/w/d),Hays Client,Köln,On-site,Contract,,R,German,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-cobol-koeln-884442/1,2026-09-17T14:54:34.754830+00:00
0,Test Engineer | Germany,hays,Functional Test Engineer - Fahrzeugelektronik (m/w/d),Hays Client,Speyer,Remote,Contract,Embedded Systems,"Aspice, R",German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-functional-test-engineer-fahrzeugelektronik-speyer-880198/1,2026-09-17T14:54:34.755638+00:00
0,Test Engineer | Germany,hays,Mechanical Design Engineer (m/w/d),Hays Client,Weilheim in Oberbayern,On-site,Contract,,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mechanical-design-engineer-weilheim-in-oberbayern-877322/1,2026-09-17T14:54:34.755883+00:00
0,Testingenieur | Germany,hays,OTX Testreport Ingenieur (m/w/d),Hays Client,Stuttgart,On-site,Contract,Python,R,German,,,24.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-otx-testreport-ingenieur-stuttgart-891314/1,2026-09-17T14:55:14.901857+00:00
0,Testingenieur | Germany,hays,Testingenieur  (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,R,German,,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur--schleswig-holstein-890198/1,2026-09-17T14:55:14.902144+00:00
0,Test Automation | Germany,hays,Embedded Softwareentwickler für Sichtsysteme (m/w/d),Hays Client,Oberkochen,On-site,Contract,"C, C++",R,German,,,04.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwareentwickler-fuer-sichtsysteme-oberkochen-816480/1,2026-09-17T14:55:41.900359+00:00
0,Test Automation | Germany,hays,LabVIEW Entwickler - Production Development Specialist (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,Can,R,German,,,31.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-labview-entwickler-production-development-specialist-frankfurt-am-main-892234/1,2026-09-17T14:55:41.900624+00:00
0,Test Automation | Germany,hays,Teilprojektleitung Elektrotechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,27.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-teilprojektleitung-elektrotechnik-erlangen-887493/1,2026-09-17T14:55:41.901164+00:00
0,Test Automation | Germany,hays,RPA-Entwickler (m/w/d),Hays Client,remote,Remote,Contract,,,German,,,24.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-rpa-entwickler-remote-891294/1,2026-09-17T14:55:41.901416+00:00
0,Test Automation | Germany,hays,IT Projektmanager Digitalisierung & Business Applications (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,07.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-projektmanager-digitalisierung-business-applications-berlin-889171/1,2026-09-17T14:55:41.902212+00:00
0,Test Automation | Germany,hays,Koordinator (m/w/d),Hays Client,Rostock,On-site,Contract,,R,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-koordinator-rostock-887149/1,2026-09-17T14:55:41.902976+00:00
0,Test Automation | Germany,hays,Investment Compliance Specialist  (m/w/d),Hays Client,Bad Homburg,On-site,Contract,,R,German,,,22.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-investment-compliance-specialist--bad-homburg-883179/1,2026-09-17T14:55:41.903256+00:00
0,Test Automation | Germany,hays,Entwicklungsingenieur Automatisierungstechnik (m/w/d),Hays Client,Worms,On-site,Contract,,,German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-automatisierungstechnik-worms-885658/1,2026-09-17T14:55:41.903768+00:00
0,Test Automation | Germany,hays,Facharbeiter Inbetriebnahme (m/w/d),Hays Client,Ludwigsburg,On-site,Contract,,,German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-facharbeiter-inbetriebnahme-ludwigsburg-885633/1,2026-09-17T14:55:41.904041+00:00
0,Test Automation | Germany,hays,Technical Documentation Reviewer (m/w/d),Hays Client,Singen,On-site,Contract,,,German,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technical-documentation-reviewer-singen-872597/1,2026-09-17T14:55:41.904804+00:00
0,Python Developer | Germany,hays,Backend Developer Go / Golang (m/w/d),Hays Client,Frankfurt,On-site,Contract,Go,Golang,German,,,31.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-backend-developer-go-golang-frankfurt-890932/1,2026-09-17T14:56:16.135052+00:00
0,Python Developer | Germany,hays,Embedded Linux Developer (m/w/d),Hays Client,Bocholt,On-site,Contract,Embedded Linux,Linux,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-linux-developer-bocholt-887362/1,2026-09-17T14:56:16.135825+00:00
0,Python Developer | Germany,hays,PLC Developer (m/f/d),Hays Client,Zug,On-site,Contract,Integration Testing,R,English,,,17.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-plc-developer-zug-886420/1,2026-09-17T14:56:16.136092+00:00
0,Python Test | Germany,hays,System-/Softwareingenieur für Radar Testsysteme (m/w/d),Hays Client,Ulm,On-site,Contract,,R,German,,,15.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system--softwareingenieur-fuer-radar-testsysteme-ulm-894135/1,2026-09-17T14:56:42.087415+00:00
0,Python Test | Germany,hays,AI und Data Science Engineer – EUV Metrology (m/w/d),Hays Client,Baden-Württemberg,On-site,Contract,,Data Science,German,,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ai-und-data-science-engineer--euv-metrology-baden-wuerttemberg-889340/1,2026-09-17T14:56:42.089590+00:00
0,Python Test | Germany,hays,Financial Analyst (m/w/d),Hays Client,Sailauf,On-site,Contract,,,German,,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-financial-analyst-sailauf-889755/1,2026-09-17T14:56:42.089850+00:00
0,Python Test | Germany,hays,IT-Revision (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-revision-koeln-885970/1,2026-09-17T14:56:42.090888+00:00
0,Python Test | Germany,hays,Embedded Software Engineer (m/w/d),Hays Client,Soest,On-site,Contract,"C, Hil, Python, Sil","C#, Mil, R",German,,,24.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-engineer-soest-887294/1,2026-09-17T14:56:42.091172+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Elektronik  (m/w/d),Hays Client,Großraum München,On-site,Contract,,,German,,,08.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-elektronik--grossraum-muenchen-884427/1,2026-09-17T14:56:42.091682+00:00
0,Python Test | Germany,hays,Prozessentwicklungsingenieur (m/w/d),Hays Client,Prüm,On-site,Contract,,R,German,,,03.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prozessentwicklungsingenieur-pruem-879595/1,2026-09-17T14:56:42.092228+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-09-17T14:56:42.092487+00:00
0,Firmware Engineer | Germany,hays,HW Integration Engineer (m/f/d),Hays Client,Zug,On-site,Contract,Firmware,R,English,,,11.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hw-integration-engineer-zug-893930/1,2026-09-17T14:57:08.730656+00:00
0,Firmware Engineer | Germany,hays,Junior Cyber Security Engineer – Embedded Systems & Produktsicherheit (m/w/d),Hays Client,Bocholt,On-site,Contract,Embedded Systems,"R, Junior",German,,,11.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-junior-cyber-security-engineer--embedded-systems-produktsicherheit-bocholt-893994/1,2026-09-17T14:57:08.730952+00:00
0,Firmware Engineer | Germany,hays,(Junior) Cyber Security Engineer - Produktsicherheit (m/w/d),Hays Client,Bocholt,On-site,Contract,,"R, Junior",German,,,11.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-junior-cyber-security-engineer-produktsicherheit-bocholt-893978/1,2026-09-17T14:57:08.731247+00:00
0,Firmware Engineer | Germany,hays,Managed Services Engineer  (m/w/d),Hays Client,Eschborn/remote,Remote,Contract,Firmware,,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-managed-services-engineer--eschborn-remote-879323/1,2026-09-17T14:57:08.732295+00:00
