relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Senior Test Manager (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,"Senior, Test Manager",,Recent,https://www.xing.com/jobs/hannover-senior-test-manager-155410504,2026-07-20T13:05:46.368171+00:00
0,Tester | Germany,xing,Messtechniker (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/mannheim-messtechniker-154793570,2026-07-20T13:05:46.368381+00:00
0,Tester | Germany,xing,Rechenkern Entwickler - Mathematik / Aktuar / Test (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/montabaur-rechenkern-entwickler-mathematik-aktuar-test-155643070,2026-07-20T13:05:46.368470+00:00
0,Tester | Germany,xing,IT Testprogramm-Manager:in (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/mannheim-it-testprogramm-manager-155397595,2026-07-20T13:05:46.368560+00:00
0,Tester | Germany,xing,Prüferin / Prüfer (m/w/d) im Testzentrum der Signaltechnik,XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/moenchengladbach-prueferin-pruefer-testzentrum-signaltechnik-155368276,2026-07-20T13:05:46.368743+00:00
0,Tester | Germany,xing,Softwaretester Qualitätssicherung - Automotive / ERP (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/murnau-staffelsee-softwaretester-qualitaetssicherung-automotive-erp-156261211,2026-07-20T13:05:46.368831+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/stuttgart-qa-engineer-156262276,2026-07-20T13:06:42.868337+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d) Web & Mobile,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-web-mobile-154261136,2026-07-20T13:06:42.868403+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-156389178,2026-07-20T13:06:42.868472+00:00
0,QA Engineer | Germany,xing,Quality Assurance Engineer (m/w/d) - remote DE,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/halle-saale-quality-assurance-engineer-remote-de-155999936,2026-07-20T13:06:42.868533+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wallisellen-qa-engineer-156380684,2026-07-20T13:06:42.868656+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bern-test-engineer-155626048,2026-07-20T13:07:39.481815+00:00
0,Test Engineer | Germany,xing,SOFTWARE TEST ENGINEER (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/salzburg-software-test-engineer-155504508,2026-07-20T13:07:39.482159+00:00
0,Test Engineer | Germany,xing,Test Engineer (d/f/m),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/manching-test-engineer-155981523,2026-07-20T13:07:39.482223+00:00
0,Testingenieur | Germany,xing,Entwicklungs- und Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/lueneburg-entwicklungs-testingenieur-156559243,2026-07-20T13:08:38.614191+00:00
0,Testingenieur | Germany,xing,Trainer/Testingenieur für Anwendersoftware Aufklärungssysteme (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,R,English,,,Recent,https://www.xing.com/jobs/ulm-trainer-testingenieur-anwendersoftware-aufklaerungssysteme-156410458,2026-07-20T13:08:38.614280+00:00
0,Testingenieur | Germany,xing,Prüftechniker / Prüfingenieur (m/w/d) am Standort Neumünster,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/neumuenster-prueftechniker-pruefingenieur-standort-neumuenster-155238520,2026-07-20T13:08:38.614352+00:00
0,Testingenieur | Germany,xing,Prüftechniker / Prüfingenieur (m/w/d) am Standort Hamburg,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/hamburg-prueftechniker-pruefingenieur-standort-hamburg-155238524,2026-07-20T13:08:38.614541+00:00
0,Testingenieur | Germany,xing,Prüfmittelentwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/radeburg-pruefmittelentwickler-155516252,2026-07-20T13:08:38.614660+00:00
0,Testingenieur | Germany,xing,Test Engineer (w/m) 100% - Hybrid,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/aarburg-test-engineer-100-hybrid-153687944,2026-07-20T13:08:38.614726+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/wien-test-automation-engineer-152320689,2026-07-20T13:09:35.751989+00:00
0,Test Automation | Germany,xing,Testautomatisierer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/deutschland-testautomatisierer-156277070,2026-07-20T13:09:35.752130+00:00
0,Test Automation | Germany,xing,Testautomatisierer in der Schnittstellenentwicklung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/hagen-testautomatisierer-schnittstellenentwicklung-156134851,2026-07-20T13:09:35.752257+00:00
0,Python Developer | Germany,xing,Fachinformatiker mit Schwerpunkt Programmierung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/hamburg-fachinformatiker-schwerpunkt-programmierung-156130156,2026-07-20T13:10:32.323500+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/herne-python-entwickler-156135106,2026-07-20T13:10:32.323586+00:00
0,Python Developer | Germany,xing,Python-Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-python-entwickler-154251369,2026-07-20T13:10:32.323719+00:00
0,Python Developer | Germany,xing,Intermediate Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-intermediate-python-entwickler-156347206,2026-07-20T13:10:32.323784+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/eschborn-python-entwickler-156072156,2026-07-20T13:10:32.323847+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) Python & Linux // REMOTE,XING Employer,Germany/Remote,Remote,Full-time,Python,Linux,English,,,Recent,https://www.xing.com/jobs/duesseldorf-software-developer-python-linux-remote-151957732,2026-07-20T13:10:32.323913+00:00
0,Python Developer | Germany,xing,Python/Django (Bootstrap) Entwickler (m/w/d) nach Lindau Bodensee,XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/lindau-python-django-bootstrap-entwickler-lindau-bodensee-146731824,2026-07-20T13:10:32.323976+00:00
0,Python Developer | Germany,xing,Software Developer Python (all genders),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/karlsruhe-software-developer-python-all-genders-156430808,2026-07-20T13:10:32.324038+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) - Python/Django,XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/kulmbach-softwareentwickler-python-django-146649194,2026-07-20T13:10:32.324128+00:00
0,Python Developer | Remote,xing,PYTHON DEVELOPER – FOKUS AUF DATENANALYSE (M/W/D),XING Employer,Germany/Remote,Remote,Full-time,Python,,German,,,Recent,https://www.xing.com/jobs/klagenfurt-woerthersee-python-developer-fokus-datenanalyse-155723256,2026-07-20T13:11:13.194241+00:00
0,Python Test | Germany,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-07-20T13:11:27.596334+00:00
0,Python Test | Germany,xing,Software Entwickler Python (m/w/d) - für das Test Engineering,XING Employer,Germany/Remote,Remote,Full-time,Python,R,German,,,Recent,https://www.xing.com/jobs/reichenberg-software-entwickler-python-test-engineering-151929809,2026-07-20T13:11:27.596401+00:00
0,Python Test | Germany,xing,Software Quality Engineer (Testautomatisierung) (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/darmstadt-software-quality-engineer-testautomatisierung-j24300-156303812,2026-07-20T13:11:27.596463+00:00
0,Python Test | Germany,xing,Software Test Engineer System Testing (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,System Testing,,English,,,Recent,https://www.xing.com/jobs/worms-software-test-engineer-system-testing-j24300-155769474,2026-07-20T13:11:27.596526+00:00
0,Python Test | Germany,xing,Software Test Engineer Automation Projects (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/worms-software-test-engineer-automation-projects-j24300-156168170,2026-07-20T13:11:27.596585+00:00
0,Python Test | Germany,xing,Test Automation Engineer Software Systems (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/worms-test-automation-engineer-software-systems-j24300-156230421,2026-07-20T13:11:27.596646+00:00
0,Python Test | Germany,xing,Software Test Engineer für Testautomatisierung und Systemqualität (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,R,German,,,Recent,https://www.xing.com/jobs/worms-software-test-engineer-fuer-testautomatisierung-und-systemqualitaet-j24300-156370422,2026-07-20T13:11:27.596706+00:00
0,Python Test | Germany,xing,Software Development & Test Engineer* (C++/Python),XING Employer,Germany/Remote,Remote,Full-time,"C, C++, Python",,English,,,Recent,https://www.xing.com/jobs/kiel-software-development-test-engineer-python-155908306,2026-07-20T13:11:27.596817+00:00
0,Firmware Engineer | Germany,xing,Firmwareentwickler (m/w/d) Funktionale Sicherheit,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/verl-firmwareentwickler-funktionale-sicherheit-156171716,2026-07-20T13:12:24.932377+00:00
0,Firmware Engineer | Germany,xing,Entwicklungsingenieur Elektronik und FPGA (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Fpga,German,,,Recent,https://www.xing.com/jobs/dresden-entwicklungsingenieur-elektronik-fpga-155685250,2026-07-20T13:12:24.932476+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/saarbruecken-firmware-entwickler-156133744,2026-07-20T13:12:24.932566+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/garching-bei-muenchen-firmware-engineer-156193423,2026-07-20T13:12:24.932659+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer m/w/d,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/aschheim-embedded-software-engineer-156306061,2026-07-20T13:12:24.932821+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d) - Schwerpunkt Produktionssoftware & Testsysteme,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/ravensburg-firmware-entwickler-schwerpunkt-produktionssoftware-testsysteme-155699938,2026-07-20T13:12:24.932916+00:00
