relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Lead Test Connection Energy Data Management (m/f/d),GULP Client,"Location: Remote, Stuttgart/Karlsruhe",Remote,Freelance,,Lead,English,Lead,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/716956cc0cc111f196d7a2d1b5394681,2026-02-27T11:11:50.873828+00:00
14,Python Developer | Germany,gulp,Senior Change Manager (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/1093818213bb11f196d7a2d1b5394681,2026-02-27T11:15:59.210155+00:00
14,Python Developer | Germany,gulp,Expert SAP IS-U network side (m/f/d),GULP Client,Location: D3,On-site,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2256bd9e13bb11f196d7a2d1b5394681,2026-02-27T11:15:59.210631+00:00
14,Python Developer | Germany,gulp,Design Lead / Senior Solution Architect (m/f/d) - SAP FS-PM (P&C) / 100% Remote,GULP Client,Location: Frankfurt am Main,Remote,Freelance,C,"Architect, Lead, Senior, Solution Architect",English,"Architect, Lead, Senior",,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01246762,2026-02-27T11:15:59.211968+00:00
14,Python Developer | Germany,gulp,SAP HCM Consultant (m/f/d) Partner Company,GULP Client,Location: remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69a0583856a1fcd7b653ff8d,2026-02-27T11:15:59.213346+00:00
14,Firmware Engineer | Germany,gulp,HSSE expert (m/f/d),GULP Client,Location: D6,On-site,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/aae80a22127c11f196d7a2d1b5394681,2026-02-27T11:17:38.603942+00:00
0,Tester | Germany,gulp,Test Engineer ICT (m/f/d),GULP Client,Germany,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/bb69b54e127c11f196d7a2d1b5394681,2026-02-27T11:11:50.871838+00:00
0,Tester | Germany,gulp,SoftwareTester(m/f/d),GULP Client,Location: D7,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/a8947742127c11f196d7a2d1b5394681,2026-02-27T11:11:50.872358+00:00
0,Tester | Germany,gulp,4389 Banking applicationtester(m/f/d),GULP Client,Location: Münster,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/028cfdd410b411f196d7a2d1b5394681,2026-02-27T11:11:50.872867+00:00
0,Tester | Germany,gulp,"IT -Test Engineere.g. E2E Tests, Tibco, ActiveMQ, Grafana, Elastic, XRay, TMT, etc. (f/m/d)",GULP Client,Location: Frankfurt am Main,On-site,Freelance,,Grafana,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01244120,2026-02-27T11:11:50.873249+00:00
0,Tester | Germany,gulp,Experienced ManualTester(m/f/d) (iOS/Android),GULP Client,Location: Hamburg,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01242750,2026-02-27T11:11:50.874304+00:00
0,Tester | Germany,gulp,Automotive System Test Engineer (m/f/d),GULP Client,Germany,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f4ffe8dc059811f196d7a2d1b5394681,2026-02-27T11:11:50.875237+00:00
0,Tester | Germany,gulp,Tester/ Test automation engineer (m/f/d),GULP Client,Location: Wien/remote,Remote,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/056c7d267b3d11efb0e1762ed2f8ca94,2026-02-27T11:11:50.876099+00:00
0,QA Engineer | Germany,gulp,Junior AnalyticsEngineer(m/f/d),GULP Client,Location: Munich,On-site,Freelance,,Junior,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01247150,2026-02-27T11:12:41.017032+00:00
0,QA Engineer | Germany,gulp,Site Manager for Pipeline & CivilEngineering(m/f/d),GULP Client,"Location: D8, Amerdingen",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/d3f512e2132c11f196d7a2d1b5394681,2026-02-27T11:12:41.017501+00:00
0,QA Engineer | Germany,gulp,Revit planner civilengineering+ structuralengineering(creation of object and building plans) (m/f/d),GULP Client,"Location: Remote, Schorndorf",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/d5fcd624132c11f196d7a2d1b5394681,2026-02-27T11:12:41.018094+00:00
0,QA Engineer | Germany,gulp,Project Engineer Automation/Manufacturing (m/f/d),GULP Client,Germany,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/c33a61c8132c11f196d7a2d1b5394681,2026-02-27T11:12:41.018573+00:00
0,QA Engineer | Germany,gulp,SAP BTP Fiori Developer (m/f/d),GULP Client,Location: Stuttgart,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01247134,2026-02-27T11:12:41.019494+00:00
0,QA Engineer | Germany,gulp,Sub-project manager for market communications (m/f/d),GULP Client,Location: Köln,On-site,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/69a05a7be83356962745a2e8,2026-02-27T11:12:41.019879+00:00
0,QA Engineer | Germany,gulp,Calculator Pipeline Construction (m/f/d),GULP Client,"Location: D8, remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ad7ef4f4130211f196d7a2d1b5394681,2026-02-27T11:12:41.020423+00:00
0,QA Engineer | Germany,gulp,Scrum Master (m/f/d),GULP Client,Location: Ratisbon,Remote,Freelance,,"Scrum Master, Scrum",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01246842,2026-02-27T11:12:41.020894+00:00
0,QA Engineer | Germany,gulp,EMSR Project Manager (m/f/d),GULP Client,"Location: D5, Leverkusen",On-site,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ffd97a5a12f111f196d7a2d1b5394681,2026-02-27T11:12:41.021349+00:00
0,QA Engineer | Germany,gulp,ElectricalEngineeringManager (m/f/d),GULP Client,"Location: D2, Emden",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/b0f191fe127c11f196d7a2d1b5394681,2026-02-27T11:12:41.021829+00:00
0,Test Automation | Germany,gulp,Cloud Data Engineer (m/f/d) 70% Remote,GULP Client,"Location: Ingolstadt, Donau",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01246458,2026-02-27T11:15:09.701755+00:00
0,Test Automation | Germany,gulp,iOS developer with 50% remote share (22155),GULP Client,Location: Bern und remote (50/50),Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ba09550c10e611f196d7a2d1b5394681,2026-02-27T11:15:09.702312+00:00
0,Test Automation | Germany,gulp,Android developer with 50% remote share (22154),GULP Client,Location: Bern und remote (50/50),Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/bad899e810e611f196d7a2d1b5394681,2026-02-27T11:15:09.702874+00:00
0,Test Automation | Germany,gulp,Metrologist (m/f/d),GULP Client,Location: Stuttgart,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01224138,2026-02-27T11:15:09.704270+00:00
0,Test Automation | Germany,gulp,GIS Developer (m/f/d),GULP Client,Location: Hanover,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01236517,2026-02-27T11:15:09.706339+00:00
0,Test Automation | Germany,gulp,Test automationengineer for archive systems,GULP Client,"Location: Frankfurt, überwiegend remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6978598a7ada91e76a3ef86d,2026-02-27T11:15:09.706822+00:00
0,Python Developer | Germany,gulp,CI/CD Product Owner Service (m/f/d),GULP Client,Location: Remote,Remote,Freelance,Ci/Cd,Product Owner,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69a16c9a9ae026fc1cf80c6d,2026-02-27T11:15:59.207695+00:00
0,Python Developer | Germany,gulp,COBOLDeveloper- Depot A Stocks (m/f/d),GULP Client,"Location: keine Angabe, Frankfurt",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/6f3a0ec413c311f196d7a2d1b5394681,2026-02-27T11:15:59.209110+00:00
0,Python Test | Germany,gulp,Support data migration SAP ECC to S/4 HANA (Finance and Controlling department) (m/f/d),GULP Client,Location: Wiesbaden,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01246934,2026-02-27T11:16:49.449622+00:00
0,Python Test | Germany,gulp,IT Administrator Firewall (m/f/d),GULP Client,Location: Munich,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01247011,2026-02-27T11:16:49.450350+00:00
0,Python Test | Germany,gulp,Qualification engineer (m/f/d),GULP Client,Location: D7,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/a7d2fea0127c11f196d7a2d1b5394681,2026-02-27T11:16:49.451278+00:00
0,Python Test | Germany,gulp,Structural engineer for steel scaffolding systems (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/8fba4b66127c11f196d7a2d1b5394681,2026-02-27T11:16:49.451743+00:00
0,Python Test | Germany,gulp,Software Developer (m/f/d),GULP Client,Location: D7,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/aa36269a127c11f196d7a2d1b5394681,2026-02-27T11:16:49.453181+00:00
0,Python Test | Germany,gulp,Quality Manager on the construction site of a substation (m/f/d),GULP Client,"Location: D2, Büttel",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/9f387e78127c11f196d7a2d1b5394681,2026-02-27T11:16:49.453664+00:00
0,Python Test | Germany,gulp,Programmer for Allen Bradley in Rockwell's Studio 5000 (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/962f51ee127c11f196d7a2d1b5394681,2026-02-27T11:16:49.454215+00:00
0,Python Test | Germany,gulp,Coating Inspector/ Coating Inspector (m/f/d),GULP Client,"Location: keine Angabe, Wilhelmshaven",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/914bf7f4127c11f196d7a2d1b5394681,2026-02-27T11:16:49.454685+00:00
