relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Content Expert (m/f/d) in,GULP Client,Germany,On-site,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/5bed3eece47e11efb0e1762ed2f8ca94,2026-07-30T12:21:03.410972+00:00
0,Tester | Germany,gulp,Business Analyst /TesterDBD depot system (m/f/d),GULP Client,Location: Frankfurt am Main,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01316957,2026-07-30T12:21:03.401600+00:00
0,Tester | Germany,gulp,SeniorTest EngineerSMC network management (m/f/d),GULP Client,Location: D6/remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/887a989e8c0011f194a5c6f993278132,2026-07-30T12:21:03.402809+00:00
0,Tester | Germany,gulp,"IT - Tester including Session-Based, Android, REST-API, E2E, OpenSearch, LOG, JSON, XML, etc. (f/m/d)",GULP Client,Germany,On-site,Freelance,"Ci/Cd, Claude, Github Copilot","Rest Api, Gitlab, Gitlab Ci, Github, Postman",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01316646,2026-07-30T12:21:03.403405+00:00
0,Tester | Germany,gulp,IT ALM & Requirements Engineer (service contract/freelancing),GULP Client,Location: Schweiz,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a637dd85e6aa40b77e94746,2026-07-30T12:21:03.404069+00:00
0,Tester | Germany,gulp,SeniorTester,GULP Client,Location: Berlin,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a622f25356dcf512f2bdd32,2026-07-30T12:21:03.404612+00:00
0,Tester | Germany,gulp,Tester / Verification and Qualification Engineer in Power Electronics (m/f/d),GULP Client,Germany,Remote,Freelance,,Safe,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/917b326c852711f189e08e417b6a1e17,2026-07-30T12:21:03.405108+00:00
0,Tester | Germany,gulp,Verification and Qualification Engineer in Signal Electronics in the Aviation Sector (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/370635de84f511f189e08e417b6a1e17,2026-07-30T12:21:03.405625+00:00
0,Tester | Germany,gulp,"ITtesterincluding test automation, espresso, Android, defect management, AI, etc. (f/m/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01311015,2026-07-30T12:21:03.406111+00:00
0,Tester | Germany,gulp,Project Engineer (m/f/d) for Construction Material Recycling & Process Analysis (Special Foundation Engineering),GULP Client,Location: Bochum,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01310716,2026-07-30T12:21:03.406613+00:00
0,Tester | Germany,gulp,Testerfor an application in the banking sector (m/f/d),GULP Client,"Location: D7, Karlsruhe / Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/8607de3e813111f189e08e417b6a1e17,2026-07-30T12:21:03.407632+00:00
0,Tester | Germany,gulp,MaterialstesterRT2 / UT2 - New LNG terminal construction (m/f/d),GULP Client,Location: D2,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/be5090de7ae111f189e08e417b6a1e17,2026-07-30T12:21:03.408427+00:00
0,Tester | Germany,gulp,QA Automation Engineer (m/f/d) Java / Selenium / Playwright,GULP Client,Location: Cologne,Remote,Freelance,"Java, Playwright, Selenium",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01305530,2026-07-30T12:21:03.409329+00:00
0,Tester | Germany,gulp,"SeniorTester(m/f/d) Application Software - Temporary Employment, 40% Remote",GULP Client,Location: Flintbek,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01290531,2026-07-30T12:21:03.410251+00:00
0,Tester | Germany,gulp,Tester / Test automation engineer (m/f/d),GULP Client,Germany,Hybrid,Freelance,"Java, Selenium, Test Automation","Jira, Git, Sql, Confluence",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/056c7d267b3d11efb0e1762ed2f8ca94,2026-07-30T12:21:03.411927+00:00
0,QA Engineer | Germany,gulp,Test/QualityEngineer(m/f/d),GULP Client,Location: Frankfurt am Main,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01316821,2026-07-30T12:21:53.452762+00:00
0,QA Engineer | Germany,gulp,Railway Construction Supervisor OB/KIB (m/f/d),GULP Client,Location: D9,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f37ad6068c0811f194a5c6f993278132,2026-07-30T12:21:53.453256+00:00
0,QA Engineer | Germany,gulp,Railway Construction Supervisor OB/KIB (m/f/d),GULP Client,"Location: D1, Hamburg, Brandenburg",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ec0b98568c0811f194a5c6f993278132,2026-07-30T12:21:53.453765+00:00
0,QA Engineer | Germany,gulp,Electrical/ElectronicsEngineer(m/f/d),GULP Client,"Location: D6, Speyer",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ecf13fd28c0811f194a5c6f993278132,2026-07-30T12:21:53.454249+00:00
0,QA Engineer | Germany,gulp,Sub-project manager RAM & LCC (m/f/d),GULP Client,Location: CH,On-site,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/917152788bf911f194a5c6f993278132,2026-07-30T12:21:53.455981+00:00
0,QA Engineer | Germany,gulp,Interim Head of IT (m/f/d) - 100% on-site,GULP Client,Location: Frankfurt am Main,Remote,Freelance,,Head Of,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01316852,2026-07-30T12:21:53.456362+00:00
0,QA Engineer | Germany,gulp,Field ServiceEngineer(m/f/d) Building Automation / Building Systems (MEP / MSR),GULP Client,Location: Berlin,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01316701,2026-07-30T12:21:53.456872+00:00
0,QA Engineer | Germany,gulp,AI Platform OperationsEngineer(m/f/d),GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/88de6adc8bd711f194a5c6f993278132,2026-07-30T12:21:53.457968+00:00
0,QA Engineer | Germany,gulp,ResidentEngineer(m/f/d) – Power Electronics / High Voltage,GULP Client,Location: DIngolst,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a6addd5c72c703a51e21f1d,2026-07-30T12:21:53.458962+00:00
0,QA Engineer | Germany,gulp,DesignEngineerfor Special Machine Construction (Creo Elements/Direct) (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/a80414108b6a11f194a5c6f993278132,2026-07-30T12:21:53.459550+00:00
0,Test Automation | Germany,gulp,"IT developer including AWS, Amazon RDS, MySQL, Typescript, HTML, CSS, AWS CDK, Python, etc. (f/m/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,"Python, Typescript","Mysql, Aws",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01316498,2026-07-30T12:24:27.258495+00:00
0,Test Automation | Germany,gulp,Full Stack Developer Angular & NestJS (f/m/d),GULP Client,"Location: Walldorf, Baden",Remote,Freelance,,"Angular, Nestjs",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01315916,2026-07-30T12:24:27.258998+00:00
0,Test Automation | Germany,gulp,"Full-Stack DevOps (React, Mobile, Vue.js, JavaScript etc.) (m/f/d)",GULP Client,Location: Berlin,Remote,Freelance,Javascript,"Devops, React, Vue.Js",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01314710,2026-07-30T12:24:27.259882+00:00
0,Test Automation | Germany,gulp,Integration Developer / DevOps Engineer (m/f/d),GULP Client,Location: Köln,Remote,Freelance,,Devops,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a620f6c5e6aa40b77e87460,2026-07-30T12:24:27.261456+00:00
0,Python Developer | Germany,gulp,IT Project Manager (m/f/d) GKV / Healthcare,GULP Client,Location: Essen,Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01316674,2026-07-30T12:25:17.207963+00:00
0,Python Developer | Germany,gulp,Embedded SoftwareDeveloper(m/f/d),GULP Client,"Location: D8, München & Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/93ea05668c0011f194a5c6f993278132,2026-07-30T12:25:17.209135+00:00
0,Python Test | Germany,gulp,Embedded C++ developer (m/f/d),GULP Client,Location: Remote,Remote,Freelance,"C, C++",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/d132ecb88bf011f194a5c6f993278132,2026-07-30T12:26:06.515223+00:00
0,Python Test | Germany,gulp,"Business Analyst (m/f/d) Telematics, Statutory Health Insurance",GULP Client,Location: Essen,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01316665,2026-07-30T12:26:06.516713+00:00
