relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
33,Test Automation | Germany,hays,Lead Engineer oder Experte Stationsleittechnik in der Energieversorgung(m/w/d),Hays Client,Erlangen,On-site,Contract,,"Lead, R",,"Lead, Expert",,02.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-lead-engineer-oder-experte-stationsleittechnik-in-der-energieversorgung-erlangen-852227/1,2026-02-11T10:53:57.422822+00:00
20,Python Developer | Germany,hays,"Senior Fullstack Engineer (Golang, C++, Python)(m/w/d)",Hays Client,Wien,On-site,Contract,"Python, C, C++","Golang, Senior",,Senior,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-fullstack-engineer-golang-c-python-wien-859612/1,2026-02-11T10:54:15.574915+00:00
20,Python Developer | Germany,hays,(Senior) C++ Developer for Audio Domain for a premium automotive company(m/f/d),Hays Client,Berlin,On-site,Contract,"Ci/Cd, Python, C, C++","Agile, Git, Gitlab, Senior, Scrum, Docker",,Senior,,24.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-c-developer-for-audio-domain-for-a-premium-automotive-company-berlin-813356/1,2026-02-11T10:54:15.576474+00:00
20,Python Test | Germany,hays,Expert Integration & Test von Röntgendetektoren(m/w/d),Hays Client,Forchheim,On-site,Contract,,"R, Expert",,Expert,,02.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-expert-integration-test-von-roentgendetektoren-forchheim-855469/1,2026-02-11T10:54:31.117990+00:00
20,Python Test | Germany,hays,Senior Python Entwickler(m/w/d),Hays Client,München,On-site,Contract,Python,Senior,,Senior,,18.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-python-entwickler-muenchen-833642/1,2026-02-11T10:54:31.121073+00:00
20,Firmware Engineer | Germany,hays,Senior Firmware Engineer(m/w/d),Hays Client,Wien,On-site,Contract,Firmware,Senior,,Senior,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-firmware-engineer-wien-857249/1,2026-02-11T10:54:48.139716+00:00
0,Tester | Germany,hays,Digital Business Solution Professional(m/w/d),Hays Client,Herzogenaurach,On-site,Contract,,,,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-digital-business-solution-professional-herzogenaurach-860968/1,2026-02-11T10:52:45.836712+00:00
0,Tester | Germany,hays,Software Test Engineer(m/w/d),Hays Client,Gilching,On-site,Contract,,R,,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer--gilching-860927/1,2026-02-11T10:52:45.836944+00:00
0,Tester | Germany,hays,Biocomp Manager(m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-biocomp-manager-schleswig-holstein-860740/1,2026-02-11T10:52:45.837161+00:00
0,Tester | Germany,hays,Tester Einführung TAP(m/w/d),Hays Client,remote,Remote,Contract,,,,,,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-tester-einfuehrung-tap-remote-859990/1,2026-02-11T10:52:45.837365+00:00
0,Tester | Germany,hays,OBD Systemvalidierung(m/w/d),Hays Client,Affalterbach,On-site,Contract,Hil,R,,,,03.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-obd-systemvalidierung-affalterbach-859849/1,2026-02-11T10:52:45.837585+00:00
0,Tester | Germany,hays,Entwicklungsingenieur(m/w/d),Hays Client,Großraum Stuttgart,On-site,Contract,,,,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-grossraum-stuttgart-859323/1,2026-02-11T10:52:45.837788+00:00
0,Tester | Germany,hays,Softwareentwickler/ eBike System-Tests(m/w/d),Hays Client,Reutlingen,On-site,Contract,,R,,,,29.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler--ebike-system-tests--reutlingen-857277/1,2026-02-11T10:52:45.837985+00:00
0,Tester | Germany,hays,Embedded Python Tester(m/w/d),Hays Client,München/Stuttgart,On-site,Contract,Python,,,,,28.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-python-tester-muenchen-stuttgart-859116/1,2026-02-11T10:52:45.838180+00:00
0,Tester | Germany,hays,Test Engineer/Operator Dynamic Safety Testing(m/w/d),Hays Client,Oberding,On-site,Contract,,R,,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-operator-dynamic-safety-testing-oberding-856344/1,2026-02-11T10:52:45.838630+00:00
0,Tester | Germany,hays,Software Developer/Tester C++(m/w/d),Hays Client,Wedel,On-site,Contract,"C, C++",,,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-tester-c-wedel-856479/1,2026-02-11T10:52:45.838830+00:00
0,Tester | Germany,hays,Elektroingenieur für Fahrzeugtechnik für Premium-Automobilhersteller(m/w/d),Hays Client,Ludwigsfelde,Remote,Contract,Hil,R,,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektroingenieur-fuer-fahrzeugtechnik-fuer-premium-automobilhersteller-ludwigsfelde-855681/1,2026-02-11T10:52:45.839048+00:00
0,Tester | Germany,hays,SAP Test- und Prozessingenieur(m/w/d),Hays Client,Markkleeberg/Halle (Saale)/Chemnitz,On-site,Contract,,"Confluence, R",,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-test--und-prozessingenieur-markkleeberg-halle-saale-chemnitz-851305/1,2026-02-11T10:52:45.839258+00:00
0,Tester | Germany,hays,Softwaretester für Steuergerätesoftware(m/w/d),Hays Client,Erlangen,On-site,Contract,Sil,R,,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwaretester-fuer-steuergeraetesoftware-erlangen-854576/1,2026-02-11T10:52:45.839451+00:00
0,Tester | Germany,hays,Field Application Engineer - WIFI Specialist(m/w/d),Hays Client,Darmstadt,On-site,Contract,,Specialist,,,,04.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-field-application-engineer-wifi-specialist--darmstadt-849795/1,2026-02-11T10:52:45.839881+00:00
0,Tester | Germany,hays,Entwicklungsingenieur ADAS / AD System Validation(m/w/d),Hays Client,Wolfsburg,On-site,Contract,"Hil, Sil",Mil,,,,21.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-adas-ad-system-validation-wolfsburg-841316/1,2026-02-11T10:52:45.840087+00:00
0,Tester | Germany,hays,Bauüberwacher Tief- und Hochbau(m/w/d),Hays Client,Köln,On-site,Contract,,,,,,10.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-bauueberwacher-tief--und-hochbau-koeln-843837/1,2026-02-11T10:52:45.840291+00:00
0,Tester | Germany,hays,Entwicklungsingenieur ADAS / AD System Validation(m/w/d),Hays Client,Chemnitz,On-site,Contract,"Hil, Sil",Mil,,,,29.08.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-adas-ad-system-validation-chemnitz-837859/1,2026-02-11T10:52:45.840489+00:00
0,Tester | Germany,hays,Sachbearbeiter in der Wertpapierbesteuerung(m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,R,,,,15.08.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sachbearbeiter-in-der-wertpapierbesteuerung-frankfurt-am-main-835583/1,2026-02-11T10:52:45.840745+00:00
0,QA Engineer | Germany,hays,Product Quality Engineer QC(m/w/d),Hays Client,Zug,On-site,Contract,,R,,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-quality-engineer-qc-zug-856384/1,2026-02-11T10:53:06.154832+00:00
0,QA Engineer | Germany,hays,KI-Machbarkeits- & Prompt Engineer – Generative Bild & Video(m/w/d),Hays Client,Remote,Remote,Contract,Go,R,,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ki-machbarkeits--prompt-engineer--generative-bild-video-remote-855004/1,2026-02-11T10:53:06.155028+00:00
0,QA Engineer | Germany,hays,Chief Chemical Engineer / Manager(m/f/d),Hays Client,Denmark,On-site,Contract,,,,,,19.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-chief-chemical-engineer-manager-denmark-855248/1,2026-02-11T10:53:06.155233+00:00
0,QA Engineer | Germany,hays,Qualitätssicherung / QS(m/w/d),Hays Client,Hochtaunuskreis,On-site,Contract,,,,,,18.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-qualitaetssicherung-qs-hochtaunuskreis-836345/1,2026-02-11T10:53:06.156007+00:00
0,Test Engineer | Germany,hays,IT System Engineer(m/w/d),Hays Client,Siesdorf,On-site,Contract,,,,,,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-system-engineer--siesdorf-859011/1,2026-02-11T10:53:21.796274+00:00
0,Test Engineer | Germany,hays,Test Engineer(m/w/d),Hays Client,"Hennigsdorf, Salzgitter",On-site,Contract,,R,,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-hennigsdorf-salzgitter-859796/1,2026-02-11T10:53:21.796466+00:00
0,Test Engineer | Germany,hays,Supplier Quality Engineer(m/w/d),Hays Client,Berlin,On-site,Contract,,,,,,19.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-quality-engineer-berlin-855096/1,2026-02-11T10:53:21.797063+00:00
0,Test Engineer | Germany,hays,IT Engineer(m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,"Ansible, Kubernetes",,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-engineer-frankfurt-am-main-854031/1,2026-02-11T10:53:21.797254+00:00
0,Test Engineer | Germany,hays,Industrial Engineer(m/w/d),Hays Client,Stuttgart,On-site,Contract,,,,,,11.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-industrial-engineer-stuttgart-852431/1,2026-02-11T10:53:21.797440+00:00
0,Test Engineer | Germany,hays,Test Automation Engineer(m/w/d),Hays Client,Dresden,On-site,Contract,"Test Automation, Ci/Cd",R,,,,04.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-automation-engineer-dresden-852634/1,2026-02-11T10:53:21.798024+00:00
0,Test Engineer | Germany,hays,Security Engineer in Kiel(m/w/d),Hays Client,Security Engineer,On-site,Contract,,R,,,,28.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-engineer-in-kiel--security-engineer-846610/1,2026-02-11T10:53:21.798207+00:00
0,Test Engineer | Germany,hays,Software Engineer Cobol(m/w/d),Hays Client,Köln,On-site,Contract,,R,,,,20.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-cobol-koeln-850318/1,2026-02-11T10:53:21.798395+00:00
0,Test Engineer | Germany,hays,Supplier Development Engineer(m/w/d),Hays Client,Kirchheim/Teck-Nabern,On-site,Contract,,,,,,13.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-development-engineer-kirchheim-teck-nabern-833175/1,2026-02-11T10:53:21.798599+00:00
0,Test Engineer | Germany,hays,Quality Engineer(m/w/d),Hays Client,Ludwigshafen,On-site,Contract,,R,,,,24.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-quality-engineer-ludwigshafen-845961/1,2026-02-11T10:53:21.798788+00:00
0,Test Engineer | Germany,hays,Software Test Engineer(m/w/d),Hays Client,Bremen,On-site,Contract,,,,,,16.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer-bremen-821066/1,2026-02-11T10:53:21.799351+00:00
0,Test Engineer | Germany,hays,Test & Commissing Engineer(m/w/d),Hays Client,Berlin,On-site,Contract,,R,,,,08.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-commissing-engineer-berlin-838993/1,2026-02-11T10:53:21.799580+00:00
0,Testingenieur | Germany,hays,Prüfer Elektrotechnik(m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,,,,,23.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-pruefer-elektrotechnik-frankfurt-am-main-858287/1,2026-02-11T10:53:40.782142+00:00
0,Testingenieur | Germany,hays,Ingenieur Testing(m/w/d),Hays Client,Laupheim,On-site,Contract,,,,,,14.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-testing-laupheim-856784/1,2026-02-11T10:53:40.782337+00:00
0,Testingenieur | Germany,hays,Entwicklungsingenieur(m/w/d),Hays Client,Ulm,On-site,Contract,,,,,,21.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-ulm-849555/1,2026-02-11T10:53:40.782767+00:00
0,Testingenieur | Germany,hays,Hardware-Testingenieur Elektronik – Inhouse und Lieferantenqualifikation(m/w/d),Hays Client,München,On-site,Contract,,R,,,,03.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-testingenieur-elektronik--inhouse-und-lieferantenqualifikation-muenchen-834852/1,2026-02-11T10:53:40.783152+00:00
0,Test Automation | Germany,hays,Software and Automation Engineer(m/w/d),Hays Client,Neubiberg // remote,Remote,Contract,"Ci/Cd, Python",R,,,,06.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-and-automation-engineer-neubiberg----remote-860528/1,2026-02-11T10:53:57.420633+00:00
0,Test Automation | Germany,hays,Entwicklungsingenieur Automatisierungstechnik(m/w/d),Hays Client,Worms,On-site,Contract,,,,,,16.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-automatisierungstechnik-worms-857216/1,2026-02-11T10:53:57.421223+00:00
0,Test Automation | Germany,hays,Automation Engineer(m/w/d),Hays Client,Großraum Mainz,On-site,Contract,,R,,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automation-engineer--grossraum-mainz-855783/1,2026-02-11T10:53:57.421411+00:00
0,Test Automation | Germany,hays,Software-Entwickler für Software im Computer Design Umfeld(m/w/d),Hays Client,Erlangen,On-site,Contract,,R,,,,12.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-entwickler-fuer-software-im-computer-design-umfeld-erlangen-853858/1,2026-02-11T10:53:57.422428+00:00
0,Test Automation | Germany,hays,IT Service Operations Manager(m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,"R, Intern",,,,17.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-service-operations-manager-frankfurt-am-main-840199/1,2026-02-11T10:53:57.423592+00:00
0,Test Automation | Germany,hays,Energieanlagenelektroniker/ Elektroniker für Betriebstechnik(m/w/d),Hays Client,Krefeld,On-site,Contract,,R,,,,08.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energieanlagenelektroniker--elektroniker-fuer-betriebstechnik-krefeld-835007/1,2026-02-11T10:53:57.423783+00:00
0,Test Automation | Germany,hays,IT-Architekt(m/w/d),Hays Client,Hamburg,On-site,Contract,,,,,,14.07.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-architekt--hamburg-830234/1,2026-02-11T10:53:57.423978+00:00
0,Test Automation | Germany,hays,IT Architekt für IT-Lösungsdesign(m/w/d),Hays Client,Hamburg,On-site,Contract,,R,,,,21.05.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-architekt-fuer-it-loesungsdesign-hamburg-821502/1,2026-02-11T10:53:57.424167+00:00
0,Python Developer | Germany,hays,Python Developer(m/w/d),Hays Client,Wien,On-site,Contract,Python,,,,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-python-developer-wien-859526/1,2026-02-11T10:54:15.575105+00:00
0,Python Developer | Germany,hays,Frontend Entwickler(m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-frontend-entwickler--duesseldorf-854809/1,2026-02-11T10:54:15.575293+00:00
0,Python Developer | Germany,hays,Softwareentwickler(m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-duesseldorf-851846/1,2026-02-11T10:54:15.575482+00:00
0,Python Developer | Germany,hays,Fullstack Developer(m/w/d),Hays Client,Dresden,On-site,Contract,,"Product Owner, R",,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer-dresden-854294/1,2026-02-11T10:54:15.575687+00:00
0,Python Developer | Germany,hays,Energie Trading Developer (Nearshore)(m/f/d),Hays Client,remote,Remote,Contract,Can,,,,,20.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energie-trading-developer-nearshore-remote-850232/1,2026-02-11T10:54:15.576053+00:00
0,Python Developer | Germany,hays,Software Developer Java(m/w/d),Hays Client,Niedersachsen,On-site,Contract,Java,R,,,,22.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-java-niedersachsen-844951/1,2026-02-11T10:54:15.576242+00:00
0,Python Test | Germany,hays,System Ingenieur- Integration & Tests / Funkkommunikationssysteme / Rohde &Schwarz(m/w/d),Hays Client,Stuttgart,On-site,Contract,,,,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-ingenieur--integration-tests-funkkommunikationssysteme-rohde--schwarz-stuttgart-860763/1,2026-02-11T10:54:31.117339+00:00
0,Python Test | Germany,hays,Prüffeldingenieur - ePropulsion(m/w/d),Hays Client,Nürnberg,On-site,Contract,,R,,,,08.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prueffeldingenieur-epropulsion-nuernberg-855886/1,2026-02-11T10:54:31.117796+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Gesamtfahrzeugperformance Motorsport(m/w/d),Hays Client,Weissach,On-site,Contract,C,Data Science,,,,22.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-gesamtfahrzeugperformance-motorsport-weissach-828561/1,2026-02-11T10:54:31.118186+00:00
0,Python Test | Germany,hays,IT Engineer(m/w/d),Hays Client,Nürnberg,On-site,Contract,,"Ansible, Kubernetes",,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-engineer-nuernberg-854391/1,2026-02-11T10:54:31.118591+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur(m/w/d),Hays Client,Duisburg,On-site,Contract,Python,"R, Matlab",,,,26.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-asic-charakterisierung-duisburg-851288/1,2026-02-11T10:54:31.119558+00:00
0,Python Test | Germany,hays,Design Engineer(m/w/d),Hays Client,Leipzig,On-site,Contract,,,,,,19.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-design-engineer-leipzig-849855/1,2026-02-11T10:54:31.119751+00:00
0,Python Test | Germany,hays,Credit Risk Specialist(m/w/d),Hays Client,Stuttgart,On-site,Contract,,"Specialist, R",,,,17.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-risk-specialist-stuttgart-849578/1,2026-02-11T10:54:31.119938+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung(m/w/d),Hays Client,Hessen,On-site,Contract,,R,,,,29.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-02-11T10:54:31.120498+00:00
0,Python Test | Germany,hays,Datenbankadministrator(m/w/d),Hays Client,Kirchdorf,On-site,Contract,"Java, Python, C","Mysql, Sql, Golang, Postgresql, C#",,,,24.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-datenbankadministrator-kirchdorf-840171/1,2026-02-11T10:54:31.120698+00:00
0,Python Test | Germany,hays,Energy Trader(m/w/d),Hays Client,Bremerhaven,On-site,Contract,,,,,,22.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energy-trader--bremerhaven-840947/1,2026-02-11T10:54:31.120883+00:00
0,Firmware Engineer | Germany,hays,Hardware Design Engineer(m/w/d),Hays Client,Nürnberg,On-site,Contract,Firmware,R,,,,04.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-design-engineer-nuernberg-859548/1,2026-02-11T10:54:48.139482+00:00
