relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,(Senior) Test Automation Engineer – Frontend & API Testing (m/w/d),Hays Client,Berlin,On-site,Contract,Test Automation,Senior,German,Senior,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-test-automation-engineer--frontend-api-testing-berlin-882447/1,2026-06-29T14:15:06.791730+00:00
0,Tester | Germany,hays,Systemintegrationsingenieur Bremsregelsystem(m/w/d),Hays Client,Untertürkheim,On-site,Contract,,,English,,,12.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemintegrationsingenieur-bremsregelsystem-untertuerkheim-880927/1,2026-06-29T14:15:06.793204+00:00
0,Tester | Germany,hays,Montage- und Prüftechniker (Elektronik)(m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,12.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-montage--und-prueftechniker-elektronik-schleswig-holstein-880939/1,2026-06-29T14:15:06.793435+00:00
0,Tester | Germany,hays,Validierungsingenieur eBike Drive Unit(m/w/d),Hays Client,Kusterdingen,On-site,Contract,,,English,,,20.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validierungsingenieur-ebike-drive-unit-kusterdingen-878107/1,2026-06-29T14:15:06.793869+00:00
0,Tester | Germany,hays,Softwareentwickler für Testautomatisierung(m/w/d),Hays Client,Chemnitz,On-site,Contract,Test Automation,R,English,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-fuer-testautomatisierung--chemnitz-877306/1,2026-06-29T14:15:06.794082+00:00
0,Tester | Germany,hays,Software Test Engineer(m/w/d),Hays Client,Gilching,On-site,Contract,,,English,,,10.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer--gilching-860927/1,2026-06-29T14:15:06.794740+00:00
0,Tester | Germany,hays,Systemingenieur(m/w/d),Hays Client,Großraum Bonn,On-site,Contract,,,English,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemingenieur-grossraum-bonn-867591/1,2026-06-29T14:15:06.794955+00:00
0,Tester | Germany,hays,Multifunktionsoperator/Chemielaborant(m/w/d),Hays Client,Rotkreuz,On-site,Contract,,,English,,,24.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-multifunktionsoperator-chemielaborant-rotkreuz-867437/1,2026-06-29T14:15:06.795177+00:00
0,Tester | Germany,hays,BTV Getriebe eBike Systems(m/w/d),Hays Client,Reutlingen,On-site,Contract,,,English,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-btv-getriebe-ebike-systems--reutlingen-865651/1,2026-06-29T14:15:06.795395+00:00
0,Test Engineer | Austria,hays,Hardware Test Engineer – Onboard Charger (OBC)(m/w/d),Hays Client,Kassel,On-site,Contract,,,English,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-test-engineer--onboard-charger-obc-kassel-881857/1,2026-06-29T14:21:09.700784+00:00
0,Test Engineer | Austria,hays,Ingenieur für Anlagenplanung/ Plant Layout Engineer(m/w/d),Hays Client,Berlin,On-site,Contract,,R,English,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-fuer-anlagenplanung--plant-layout-engineer--berlin-880432/1,2026-06-29T14:21:09.701702+00:00
0,Test Engineer | Austria,hays,Functional Test Engineer - Fahrzeugelektronik (m/w/d),Hays Client,Speyer,Remote,Contract,Embedded Systems,"R, Aspice",German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-functional-test-engineer-fahrzeugelektronik-speyer-880198/1,2026-06-29T14:21:09.702133+00:00
0,Test Engineer | Austria,hays,Supplier Quality Engineer - Fluid Systems(m/w/d),Hays Client,Erlangen,On-site,Contract,,,English,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-quality-engineer-fluid-systems-erlangen-879822/1,2026-06-29T14:21:09.702357+00:00
0,Test Engineer | Austria,hays,Systems Engineer(m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,English,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systems-engineer--schleswig-holstein-872533/1,2026-06-29T14:21:09.702574+00:00
0,Test Engineer | Austria,hays,Manufacturing Engineer(m/w/d),Hays Client,Raum Frankfurt am Main,On-site,Contract,,,English,,,29.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manufacturing-engineer-raum-frankfurt-am-main-879192/1,2026-06-29T14:21:09.702788+00:00
0,Test Engineer | Austria,hays,Cyber Security Engineer ASM SIEM(m/w/d),Hays Client,Frankfurt,On-site,Contract,,Asm,English,,,18.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cyber-security-engineer-asm-siem-frankfurt-877659/1,2026-06-29T14:21:09.703447+00:00
0,Test Engineer | Austria,hays,Mechanical Design Engineer(m/w/d),Hays Client,Weilheim in Oberbayern,On-site,Contract,,,English,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mechanical-design-engineer-weilheim-in-oberbayern-877322/1,2026-06-29T14:21:09.703666+00:00
0,Test Engineer | Austria,hays,Microsoft 365 Security Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,06.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-microsoft-365-security-engineer-muenchen-869732/1,2026-06-29T14:21:09.703880+00:00
0,Test Engineer | Austria,hays,Test Engineer Bremssysteme (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-bremssysteme-erlangen-863233/1,2026-06-29T14:21:09.704091+00:00
0,Test Engineer | Austria,hays,Validation Test Engineer (m/w/d),Hays Client,Raunheim,On-site,Contract,,,German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validation-test-engineer-raunheim-871596/1,2026-06-29T14:21:09.704315+00:00
0,Test Engineer | Austria,hays,Software Engineer(m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,English,,,31.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-schleswig-holstein-868562/1,2026-06-29T14:21:09.704739+00:00
0,Testingenieur | Austria,hays,Resident Engineer (m/w/d),Hays Client,Ingolstadt,On-site,Contract,"Hil, Sil",,German,,,22.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-resident-engineer-ingolstadt-882026/1,2026-06-29T14:23:36.010016+00:00
0,Test Automation | Germany,hays,Credit Assessment Analyst / Kreditsachbearbeiter (m/w/d),Hays Client,Köln,On-site,Contract,,R,German,,,29.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-assessment-analyst-kreditsachbearbeiter-koeln-883053/1,2026-06-29T14:25:11.705268+00:00
0,Test Automation | Germany,hays,Manager IT Security  (m/w/d),Hays Client,München,On-site,Contract,,,German,,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manager-it-security--muenchen-867614/1,2026-06-29T14:25:11.706157+00:00
0,Test Automation | Germany,hays,Mitarbeiter Montage(m/w/d),Hays Client,Ludwigsburg,On-site,Contract,,Associate,English,,,25.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mitarbeiter-montage-ludwigsburg-882625/1,2026-06-29T14:25:11.706382+00:00
0,Test Automation | Germany,hays,Controller Group Controlling (m/w/d),Hays Client,Monheim,On-site,Contract,,R,German,,,08.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-controller-group-controlling-monheim-880254/1,2026-06-29T14:25:11.706599+00:00
0,Test Automation | Germany,hays,Logistikfachkraft(m/w/d),Hays Client,Düsseldorf,On-site,Contract,,,English,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-logistikfachkraft-duesseldorf-880182/1,2026-06-29T14:25:11.706809+00:00
0,Test Automation | Germany,hays,High Voltage Engineering Specialist (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,29.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-high-voltage-engineering-specialist-koeln-879015/1,2026-06-29T14:25:11.707246+00:00
0,Test Automation | Germany,hays,Abteilungsleiter Steuern (m/w/d),Hays Client,Hannover,On-site,Contract,,Head Of,German,,,12.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-abteilungsleiter-steuern-hannover-825018/1,2026-06-29T14:25:11.708314+00:00
0,Test Automation | Germany,hays,Technical Documentation Reviewer(m/w/d),Hays Client,Singen,On-site,Contract,,,English,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technical-documentation-reviewer-singen-872597/1,2026-06-29T14:25:11.708525+00:00
0,Test Automation | Germany,hays,Project Engineer (m/w/d),Hays Client,Singen,On-site,Contract,C,,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-singen-872232/1,2026-06-29T14:25:11.708735+00:00
0,Test Automation | Germany,hays,Ingenieur Energietechnik Sekundärtechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-energietechnik-sekundaertechnik-erlangen-830588/1,2026-06-29T14:25:11.709155+00:00
0,Test Automation | Germany,hays,Elektriker für Automatisierungstechnik (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,18.06.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektriker-fuer-automatisierungstechnik-mannheim-826448/1,2026-06-29T14:25:11.709373+00:00
0,Python Developer | Germany,hays,Fullstack Software Developer(m/f/d),Hays Client,Poing,On-site,Contract,,,English,,,01.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-software-developer-poing-878692/1,2026-06-29T14:27:23.024835+00:00
0,Python Developer | Germany,hays,Cloud Developer ADAS  (m/w/d),Hays Client,Ulm,On-site,Contract,"Ci/Cd, Python","Terraform, Gitlab, R, Argocd, Kubernetes, Microservices",German,,,28.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cloud-developer-adas--ulm-879111/1,2026-06-29T14:27:23.025050+00:00
0,Python Developer | Germany,hays,DevOps Engineer(m/w/d),Hays Client,Wien,On-site,Contract,,Devops,English,,,27.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-wien-878851/1,2026-06-29T14:27:23.025274+00:00
0,Python Developer | Germany,hays,Fullstack Developer(m/w/d),Hays Client,Wolfsburg,On-site,Contract,,,English,,,06.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer--wolfsburg-873421/1,2026-06-29T14:27:23.025489+00:00
0,Python Developer | Germany,hays,UI Prototyping Developer (m/w/d),Hays Client,Affalterbach,On-site,Contract,,R,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ui-prototyping-developer-affalterbach-865539/1,2026-06-29T14:27:23.025702+00:00
0,Python Test | Germany,hays,Cloud/DevOps Software Engineer (m/w/d),Hays Client,Berlin,On-site,Contract,"Arm, Ci/Cd","Safe, Scrum, Terraform, R, Azure, Devops",German,,,22.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cloud-devops-software-engineer-berlin-881958/1,2026-06-29T14:28:45.629169+00:00
0,Python Test | Germany,hays,Software-Ingenieur - Verifikation und Dokumentation sicherheitskritischer Embedded Software (m/w/d),Hays Client,Sachsen,On-site,Contract,,R,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-ingenieur-verifikation-und-dokumentation-sicherheitskritischer-embedded-software-sachsen-880663/1,2026-06-29T14:28:45.629818+00:00
0,Python Test | Germany,hays,Data Product Engineer – Microsoft Fabric & OneLake Security (m/w/d),Hays Client,Remote,Remote,Contract,Python,R,German,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-product-engineer--microsoft-fabric-onelake-security-remote-880488/1,2026-06-29T14:28:45.630245+00:00
0,Python Test | Germany,hays,Prozessentwicklungsingenieur (m/w/d),Hays Client,Prüm,On-site,Contract,,R,German,,,03.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prozessentwicklungsingenieur-pruem-879595/1,2026-06-29T14:28:45.630530+00:00
0,Python Test | Germany,hays,Embedded Softwaretester  (m/w/d),Hays Client,Dresden,On-site,Contract,"C, C++, Can, Python, Spi",R,English,,,19.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwaretester--dresden-877631/1,2026-06-29T14:28:45.630741+00:00
0,Python Test | Germany,hays,Embedded Software / Board Controller FW (m/w/d),Hays Client,Dresden,On-site,Contract,Firmware,"Linux, R, Zephyr",German,,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-board-controller-fw-dresden-873829/1,2026-06-29T14:28:45.631611+00:00
0,Python Test | Germany,hays,Scrum Master (m/w/d),Hays Client,Nürnberg,On-site,Contract,,"Scrum Master, R, Scrum",German,,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-scrum-master-nuernberg-873717/1,2026-06-29T14:28:45.631821+00:00
0,Python Test | Germany,hays,ICT Administration & Application Manager (m/w/d),Hays Client,Magdeburg,On-site,Contract,"Ci/Cd, Python","Gitlab, Gitlab Ci, Golang, Openshift, R, Argocd, Kubernetes",German,,,22.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ict-administration-application-manager-magdeburg-871371/1,2026-06-29T14:28:45.632035+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-06-29T14:28:45.632250+00:00
0,Firmware Engineer | Austria,hays,Managed Services Engineer  (m/w/d),Hays Client,Eschborn/remote,Remote,Contract,Firmware,,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-managed-services-engineer--eschborn-remote-879323/1,2026-06-29T14:31:55.308939+00:00
