relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Senior AutomotiveTesting Engineer(m/f/d),GULP Client,"Location: International, Bucharest",On-site,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/a3d4176876cb11f189e08e417b6a1e17,2026-07-16T12:18:32.402476+00:00
14,Python Developer | Germany,gulp,BI Consultant - Oracle Analytics & Data Warehousing (m/f/d),GULP Client,Location: Düsseldorf,Remote,Freelance,,"Oracle, Consultant",English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a54e738dcc9ebb45fcdc8dd,2026-07-16T12:22:50.438861+00:00
14,Python Test | Germany,gulp,"SAP Security Consultant (m/f/d) - Part-time (approx. 30%), remote/Berlin",GULP Client,Location: Remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a55fe50dcc9ebb45fce38f6,2026-07-16T12:23:44.032072+00:00
14,Python Test | Germany,gulp,"SAP Consultant eg SAP EWM, SAP Logistics Execution, Business Design/Model Strategy, etc. (m/f/d)",GULP Client,Location: Bruchsal,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01308071,2026-07-16T12:23:44.035507+00:00
14,Python Test | Germany,gulp,"SAP Consultant eg SAP PP, QM, MM, SD, SAP HANA, Jira, MES, Solutions, Customizing, etc. (m/f/d)",GULP Client,Location: Singen (Hohentwiel),Remote,Freelance,,"Consultant, Jira",English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01307994,2026-07-16T12:23:44.037454+00:00
14,Firmware Engineer | Germany,gulp,Embedded SW expert TF-M (TrustedFirmware) (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/adffbf387ede11f189e08e417b6a1e17,2026-07-16T12:24:34.831047+00:00
0,Tester | Germany,gulp,Frontend Tester/Test Automation (m/f/d),GULP Client,Germany,On-site,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/22e05d427aea11f189e08e417b6a1e17,2026-07-16T12:18:32.400425+00:00
0,Tester | Germany,gulp,MaterialstesterRT2 / UT2 - New LNG terminal construction (m/f/d),GULP Client,Location: D2,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/be5090de7ae111f189e08e417b6a1e17,2026-07-16T12:18:32.400956+00:00
0,Tester | Germany,gulp,Tester/ Verification and Qualification Engineer in Power Electronics (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/67aedba27a2111f189e08e417b6a1e17,2026-07-16T12:18:32.401476+00:00
0,Tester | Germany,gulp,QA Automation Engineer (m/f/d) Java / Selenium / Playwright,GULP Client,Location: Cologne,Remote,Freelance,"Java, Playwright, Selenium",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01305530,2026-07-16T12:18:32.401962+00:00
0,Tester | Germany,gulp,CPETester(m/f/d),GULP Client,Location: keine Angabe,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e2046b78713a11f189e08e417b6a1e17,2026-07-16T12:18:32.402953+00:00
0,Tester | Germany,gulp,EMCTester/Engineer (m/f/d),GULP Client,"Location: D5, Soest",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/1da5127870cc11f189e08e417b6a1e17,2026-07-16T12:18:32.403443+00:00
0,Tester | Germany,gulp,Validation Engineer / Test Engineer Automotive (m/f/d),GULP Client,Germany,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2e3d5d9870cc11f189e08e417b6a1e17,2026-07-16T12:18:32.404009+00:00
0,Tester | Germany,gulp,"SeniorTester(m/f/d) Application Software - Temporary Employment, 40% Remote",GULP Client,Location: Flintbek,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01290531,2026-07-16T12:18:32.404510+00:00
0,Tester | Germany,gulp,Tester/ Test automation engineer (m/f/d),GULP Client,Location: Wien/remote,Remote,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/056c7d267b3d11efb0e1762ed2f8ca94,2026-07-16T12:18:32.405376+00:00
0,QA Engineer | Germany,gulp,Systemsengineeringfor complex projects/products in avionics or defense.,GULP Client,"Location: Ingolstadt, Donau",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a579d559f0e61290f9e78f9,2026-07-16T12:19:25.300652+00:00
0,QA Engineer | Germany,gulp,Interim manager (m/f/d) part time - remote,GULP Client,Location: remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5780627de272303ffff3af,2026-07-16T12:19:25.301232+00:00
0,QA Engineer | Germany,gulp,Remote Wiesbaden: Matrix42 / C# / XML / ITSM / Shell Script POS75933 ONLY RV payers,GULP Client,Germany,Remote,Freelance,"C, Javascript, Shell","Agile, Powershell, C#, Scrum",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5634dfe5bd45e121f9ebe8,2026-07-16T12:19:25.302360+00:00
0,QA Engineer | Germany,gulp,PROFINET Stack Integration,GULP Client,Location: Bielefeld,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01308685,2026-07-16T12:19:25.302734+00:00
0,QA Engineer | Germany,gulp,PLC programmer - S7-300 (m/f/d),GULP Client,Location: keine Angabe,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/aefe316c7ede11f189e08e417b6a1e17,2026-07-16T12:19:25.303207+00:00
0,QA Engineer | Germany,gulp,CAM Specialist (m/f/d),GULP Client,Location: siehe Beschreibung,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/9bc22d067ede11f189e08e417b6a1e17,2026-07-16T12:19:25.303710+00:00
0,QA Engineer | Germany,gulp,Project Manager PlantEngineering(m/f/d),GULP Client,"Location: D5, Köln",On-site,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/8b32098e7ec511f189e08e417b6a1e17,2026-07-16T12:19:25.304777+00:00
0,QA Engineer | Germany,gulp,DesignEngineer/Technical Drafter (m/f/d),GULP Client,"Location: D6, Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/bf327aae7eb411f189e08e417b6a1e17,2026-07-16T12:19:25.305927+00:00
0,QA Engineer | Germany,gulp,Electrical HarnessEngineer(m/f/d),GULP Client,"Location: D8, München",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/4ac7beb67eac11f189e08e417b6a1e17,2026-07-16T12:19:25.306435+00:00
0,QA Engineer | Germany,gulp,Cost Estimator / Tender Manager CivilEngineering(m/f/d),GULP Client,Location: siehe Beschreibung,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2dee04bc7eac11f189e08e417b6a1e17,2026-07-16T12:19:25.306922+00:00
0,QA Engineer | Germany,gulp,"Obsolescence Manager (m/f/d) - Temporary Employment, Part-time (20 hours)",GULP Client,Location: Flintbek,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01308189,2026-07-16T12:19:25.307413+00:00
0,Test Automation | Germany,gulp,Software Development (Unreal Engine) (m/f/d),GULP Client,Location: Hamburg,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/cce7827e7ae111f189e08e417b6a1e17,2026-07-16T12:21:59.353941+00:00
0,Test Automation | Germany,gulp,Technical Project Manager in the field of data platform and intelligence services (m/f/d) 100% remote,GULP Client,Location: Mannheim,Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01306474,2026-07-16T12:21:59.354458+00:00
0,Test Automation | Germany,gulp,Technical Coordinator for Application Operations & IT Process Control (m/f/d),GULP Client,Location: Munich,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01304034,2026-07-16T12:21:59.356056+00:00
0,Test Automation | Germany,gulp,Cloud Data Engineer (m/f/d),GULP Client,"Location: Ingolstadt, Donau",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01302551,2026-07-16T12:21:59.356561+00:00
0,Test Automation | Germany,gulp,Validation Engineer for Testing and Measurement Technology (m/f/d),GULP Client,"Location: D0, Triptis",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/39972c2870cc11f189e08e417b6a1e17,2026-07-16T12:21:59.357091+00:00
0,Test Automation | Germany,gulp,Full Stack Engineer/Developer (m/f/d) - Java/Spring Boot/Kubernetes/Microservices/Cloud/Angular,GULP Client,Location: Frankfurt am Main,Remote,Freelance,Java,"Microservices, Spring Boot, Kubernetes, Angular",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01300164,2026-07-16T12:21:59.358162+00:00
0,Test Automation | Germany,gulp,AI / SAP Automation Engineer (Finance / Accounting),GULP Client,Location: Mannheim,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a339d06ea2688d473fa35fe,2026-07-16T12:21:59.358578+00:00
0,Test Automation | Germany,gulp,Data Migration Engineer / SQL Developer (80-100%) (m/f/d) (16016),GULP Client,Location: Zürich Flughafen,Remote,Freelance,,Sql,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/1bcb11f24a0511f189e08e417b6a1e17,2026-07-16T12:21:59.360039+00:00
0,Python Developer | Germany,gulp,Windows System Administrator (m/f/d) International Environment (Public Sector),GULP Client,Location: München,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a58c9a99f0e61290fad446b,2026-07-16T12:22:50.431087+00:00
0,Python Developer | Germany,gulp,Palantir experts withdeveloperknow-how (m/f/d) - remote (initially based in Zurich),GULP Client,Location: Zürich,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5884f5b70239e61d83d974,2026-07-16T12:22:50.433575+00:00
0,Python Developer | Germany,gulp,Project-based permanent position!!! Project Manager (m/f/d),GULP Client,"Location: Münster, Westfalen",Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5786afd76f37ad9c70c53a,2026-07-16T12:22:50.434160+00:00
0,Python Developer | Germany,gulp,Trainer for the seminar Modern C++ with the updates of C++11/14/17/20,GULP Client,Location: Remote,Remote,Freelance,"C, C++",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a572d7bea2688d473e87f0d,2026-07-16T12:22:50.435095+00:00
0,Python Developer | Germany,gulp,Contract Manager (m/f/d),GULP Client,"Location: D1, Lubmin",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2bec62ec7ed611f189e08e417b6a1e17,2026-07-16T12:22:50.437091+00:00
0,Python Test | Germany,gulp,Microsoft Purview Administrator / Data Security Specialist (m/f/d) 100% Remote,GULP Client,Location: Hamburg,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01308082,2026-07-16T12:23:44.034079+00:00
0,Python Test | Germany,gulp,Go Developer (m/f/d) - mandatory demonstrable experience in the SDN environment,GULP Client,"Location: Heilbronn, Neckar",Remote,Freelance,Go,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01308161,2026-07-16T12:23:44.035021+00:00
0,Python Test | Germany,gulp,Coordinator Onsite Field Assembly & Start-up Management (m/f/d),GULP Client,Location: International,On-site,Freelance,,Assembly,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/88d4be7a7c8b11f189e08e417b6a1e17,2026-07-16T12:23:44.035972+00:00
0,Python Test | Germany,gulp,"Backend Developer (Java, Mobile, Microservices, FCM, REST API, etc.) (m/f/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,Java,"Rest Api, Microservices",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01307830,2026-07-16T12:23:44.036456+00:00
0,Python Test | Germany,gulp,"Full-Stack Developer (FCM, Microservices, Java, Kubernetes, Rest API, Vue.js 3, GitLab, etc.)(m/f/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,Java,"Microservices, Rest Api, Gitlab, Kubernetes, Vue.Js",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01307810,2026-07-16T12:23:44.037935+00:00
0,Python Test | Germany,gulp,"Frontend Developer / Mobile Android Engineer (Kotlin Compose, Appium, FCM & GitLab CI/CD) (m/f/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,Ci/Cd,"Gitlab Ci, Gitlab, Appium, Kotlin",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01307798,2026-07-16T12:23:44.038432+00:00
0,Firmware Engineer | Germany,gulp,Construction manager in the field of specialist foundationengineering(m/f/d),GULP Client,Location: D2,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/08024fc27ea411f189e08e417b6a1e17,2026-07-16T12:24:34.835231+00:00
0,Firmware Engineer | Germany,gulp,Inventory & update of CAD inventory plans (m/f/d),GULP Client,"Location: D2, Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f48436227ea311f189e08e417b6a1e17,2026-07-16T12:24:34.835806+00:00
