relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
86,Firmware Engineer | Czech Republic,linkedin,Senior Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,Senior,,Senior,,1 week ago,https://do.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-4367912659,2026-02-11T10:51:31.716341+00:00
66,Firmware Engineer | Remote,linkedin,Software Engineer,Microsoft,India,On-site,Full-time,,,,,,6 days ago,https://in.linkedin.com/jobs/view/software-engineer-at-microsoft-4369233550,2026-02-11T10:51:26.927676+00:00
66,Firmware Engineer | Remote,linkedin,Embedded Software Engineer,Apple,"Cupertino, CA",On-site,Full-time,,,,,,2 weeks ago,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-apple-4365911923,2026-02-11T10:51:26.927810+00:00
66,Firmware Engineer | Czech Republic,linkedin,AI Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,,,,,1 week ago,https://do.linkedin.com/jobs/view/ai-software-engineer-at-microsoft-4358974601,2026-02-11T10:51:31.716040+00:00
66,Firmware Engineer | Czech Republic,linkedin,Software Engineer II,Microsoft,Dominican Republic,On-site,Full-time,,,,,,1 week ago,https://do.linkedin.com/jobs/view/software-engineer-ii-at-microsoft-4368183682,2026-02-11T10:51:31.717030+00:00
66,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Apple,"Cupertino, CA",On-site,Full-time,,,,,,3 weeks ago,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-apple-4359225274,2026-02-11T10:51:36.855741+00:00
66,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Apple,"Sunnyvale, CA",On-site,Full-time,,,,,,3 weeks ago,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-apple-4360045063,2026-02-11T10:51:36.855902+00:00
66,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Apple,"Cupertino, CA",On-site,Full-time,,,,,,3 weeks ago,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-apple-4359265180,2026-02-11T10:51:36.856180+00:00
66,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Apple,"Cupertino, CA",On-site,Full-time,,,,,,3 weeks ago,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-apple-4359205382,2026-02-11T10:51:36.857023+00:00
33,Tester | Germany,linkedin,Software Test Engineer,Today's Entrepreneur,Germany,On-site,Full-time,,"Junior, Mid-Level, Senior, Lead, Gcp, Aws, Azure, Architect","German, English","Senior, Lead, Architect",,7 minutes ago,https://de.linkedin.com/jobs/view/software-test-engineer-at-today-s-entrepreneur-4371132117,2026-02-11T10:48:45.055571+00:00
33,Tester | Germany,linkedin,Game QA Tester,welevel,"Munich, Bavaria, Germany",On-site,Full-time,,"Regression Testing, Lead, Senior","German, English","Senior, Lead, Expert",,1 week ago,https://de.linkedin.com/jobs/view/game-qa-tester-at-welevel-4356128994,2026-02-11T10:48:45.055722+00:00
33,Tester | Switzerland,linkedin,Senior Test Engineer – Semi-conducteurs,OLM Consultants,"Neuchâtel, Switzerland",On-site,Full-time,,Senior,,"Senior, Consultant",,3 weeks ago,https://ch.linkedin.com/jobs/view/senior-test-engineer-%E2%80%93-semi-conducteurs-at-olm-consultants-4360880867,2026-02-11T10:48:49.805020+00:00
33,Tester | United Kingdom,linkedin,Software Test Engineer,AJ Bell,"Manchester, England, United Kingdom",On-site,Full-time,"Jenkins, Test Automation, Typescript","Git, Agile, Gherkin, Cypress, Bdd, Jira, Manual Testing, Aws",,"Lead, Expert",,1 week ago,https://uk.linkedin.com/jobs/view/software-test-engineer-at-aj-bell-4367185495,2026-02-11T10:49:04.519387+00:00
33,QA Engineer | United Kingdom,linkedin,QA Engineer,Person Centred Software Ltd,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,"Javascript, Unit Testing, Go, Test Automation","Nosql, Agile, Scrum, Expert, Sql, Sql Server, Jira, Postman, Manual Testing, Soapui",,"Lead, Staff, Expert",,4 weeks ago,https://uk.linkedin.com/jobs/view/qa-engineer-at-person-centred-software-ltd-4351829979,2026-02-11T10:49:26.192849+00:00
33,Test Automation | Germany,linkedin,Senior QA & Test Automation Lead (m/f/d),Nagarro,Germany,On-site,Full-time,Test Automation,"Lead, Senior",German,"Senior, Lead",,1 week ago,https://de.linkedin.com/jobs/view/senior-qa-test-automation-lead-m-f-d-at-nagarro-4367528203,2026-02-11T10:50:13.300747+00:00
33,Test Automation | Austria,linkedin,Senior QA & Test Automation Lead (all genders),Nagarro,Austria,On-site,Full-time,Test Automation,"Lead, Senior",,"Senior, Lead",,1 week ago,https://at.linkedin.com/jobs/view/senior-qa-test-automation-lead-all-genders-at-nagarro-4367527238,2026-02-11T10:50:15.670474+00:00
33,Test Automation | Austria,linkedin,Senior Consultant Test Automation Engineer (m/w/d),QESTIT DACH,"Vienna, Austria",On-site,Full-time,Test Automation,"Consultant, Senior",,"Senior, Consultant",,2 hours ago,https://at.linkedin.com/jobs/view/senior-consultant-test-automation-engineer-m-w-d-at-qestit-dach-4353682832,2026-02-11T10:50:15.671656+00:00
33,Python Developer | United Kingdom,linkedin,Python Software Engineer,Prima,"London, England, United Kingdom",On-site,Full-time,"Ci/Cd, Can, Python","Machine Learning, Terraform, Tdd, Senior, Postgresql, Databricks, Lead, Bdd, Kafka, K8S",,"Senior, Lead, Architect",,1 week ago,https://uk.linkedin.com/jobs/view/python-software-engineer-at-prima-4149696449,2026-02-11T10:50:54.928494+00:00
20,Tester | Germany,linkedin,QA Game Tester (f/m/d),HandyGames,"Giebelstadt, Bavaria, Germany",On-site,Full-time,Can,Lead,"German, English",Lead,,1 day ago,https://de.linkedin.com/jobs/view/qa-game-tester-f-m-d-at-handygames-4370882284,2026-02-11T10:48:45.055401+00:00
20,Tester | Germany,linkedin,QA Manager / Software Tester (all genders),JAKALA,"Hamburg, Germany",On-site,Full-time,Selenium,"Appium, Product Owner, R",German,Expert,,1 week ago,https://de.linkedin.com/jobs/view/qa-manager-software-tester-all-genders-at-jakala-4337712341,2026-02-11T10:48:45.055863+00:00
20,Tester | Germany,linkedin,Quality Assurance Tester (m/f/d),TeleClinic,"Munich, Bavaria, Germany",On-site,Full-time,,"Regression Testing, Confluence, Sql, Jira, Datadog","German, English",Lead,,4 days ago,https://de.linkedin.com/jobs/view/quality-assurance-tester-m-f-d-at-teleclinic-4369519951,2026-02-11T10:48:45.056145+00:00
20,Tester | Austria,linkedin,Senior Software Tester*in (m/w/d),Value Dimensions Management Services GmbH,"Vienna, Vienna, Austria",On-site,Full-time,,Senior,,Senior,,2 weeks ago,https://at.linkedin.com/jobs/view/senior-software-tester-in-m-w-d-at-value-dimensions-management-services-gmbh-4365708643,2026-02-11T10:48:47.431682+00:00
20,Tester | Switzerland,linkedin,Test Automation Engineer,MGI Consultants,"Geneva, Switzerland",On-site,Full-time,Test Automation,,,Consultant,,1 week ago,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-mgi-consultants-4368014506,2026-02-11T10:48:49.804742+00:00
20,Tester | Switzerland,linkedin,Senior Avionics Test Engineer,Destinus,"Payerne, Vaud, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-avionics-test-engineer-at-destinus-4368812994,2026-02-11T10:48:49.805482+00:00
20,Tester | Slovakia,linkedin,Senior Quality Assurance Tester,Avenga,"Bratislava, Slovakia",On-site,Full-time,,Senior,,Senior,,6 days ago,https://sk.linkedin.com/jobs/view/senior-quality-assurance-tester-at-avenga-4359843321,2026-02-11T10:48:54.708153+00:00
20,Tester | Czech Republic,linkedin,Senior QA Engineer - ServiceNow (Test Automation) - Finance,Truelogic Software,Dominican Republic,On-site,Full-time,Test Automation,Senior,,Senior,,8 hours ago,https://do.linkedin.com/jobs/view/senior-qa-engineer-servicenow-test-automation-finance-at-truelogic-software-4371242203,2026-02-11T10:48:57.095958+00:00
20,Tester | Czech Republic,linkedin,Senior Industrialization Test Engineer,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,Senior,,Senior,,1 week ago,https://do.linkedin.com/jobs/view/senior-industrialization-test-engineer-at-eaton-4356700885,2026-02-11T10:48:57.096091+00:00
20,QA Engineer | Switzerland,linkedin,Senior Product / Quality Assurance engineer,AYES - Management & Technology Consulting,"Zurich, Switzerland",On-site,Full-time,,Senior,,Senior,,3 weeks ago,https://ch.linkedin.com/jobs/view/senior-product-quality-assurance-engineer-at-ayes-management-technology-consulting-4364820887,2026-02-11T10:49:11.682191+00:00
20,QA Engineer | Slovakia,linkedin,Expert Quality Assurance (QA) Engineer,Qualco Group,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Expert,,Expert,,1 week ago,https://sk.linkedin.com/jobs/view/expert-quality-assurance-qa-engineer-at-qualco-group-4368493997,2026-02-11T10:49:16.572195+00:00
20,QA Engineer | Slovakia,linkedin,Senior QA Engineer,NATEK,"Bratislava, Slovakia",On-site,Full-time,,Senior,,Senior,,2 days ago,https://sk.linkedin.com/jobs/view/senior-qa-engineer-at-natek-4361805031,2026-02-11T10:49:16.572492+00:00
20,QA Engineer | Slovakia,linkedin,Senior Quality Assurance Engineer,NATEK,"Bratislava, Slovakia",On-site,Full-time,,Senior,,Senior,,2 days ago,https://sk.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-natek-4361075753,2026-02-11T10:49:16.572900+00:00
20,QA Engineer | Poland,linkedin,Senior QA Engineer - Mobile App (f/m/n),InPost,"Cracow, Małopolskie, Poland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://pl.linkedin.com/jobs/view/senior-qa-engineer-mobile-app-f-m-n-at-inpost-4357552019,2026-02-11T10:49:21.338799+00:00
20,QA Engineer | United Kingdom,linkedin,Senior Quality Assurance Engineer,Spacelabs Healthcare,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,,Senior,,Senior,,1 day ago,https://uk.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-spacelabs-healthcare-4370274131,2026-02-11T10:49:26.193546+00:00
20,Test Engineer | Remote,linkedin,Senior Software Tester / Senior QA Engineer,Saher Management Consultancies LLC,"Doha, Qatar",On-site,Full-time,,Senior,,Senior,,4 hours ago,https://qa.linkedin.com/jobs/view/senior-software-tester-senior-qa-engineer-at-saher-management-consultancies-llc-4371102276,2026-02-11T10:49:36.315729+00:00
20,Test Engineer | United Kingdom,linkedin,Test Engineer,Amber Labs,"Manchester Area, United Kingdom",On-site,Full-time,"Javascript, Java, Ci/Cd","Aws, Agile, Azure",,Consultant,,1 week ago,https://uk.linkedin.com/jobs/view/test-engineer-at-amber-labs-4368679176,2026-02-11T10:49:48.755269+00:00
20,Testingenieur | Germany,linkedin,(Senior-)Testingenieur (m/w/d) - ADAS,Applus+ IDIADA,"Ingolstadt, Bavaria, Germany",On-site,Full-time,,Senior,German,Senior,,2 weeks ago,https://de.linkedin.com/jobs/view/senior-testingenieur-m-w-d-adas-at-applus%2B-idiada-4366382153,2026-02-11T10:49:51.198756+00:00
20,Testingenieur | Switzerland,linkedin,Senior Testingenieur:in,Coopers Group AG,"Zollikofen, Berne, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-testingenieur-in-at-coopers-group-ag-4357558255,2026-02-11T10:49:55.963102+00:00
20,Testingenieur | Poland,linkedin,"Test Manager / Test Managerka - Warszawa (Mazowieckie), Polska",Astek,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,,Test Manager,,20 hours ago,https://pl.linkedin.com/jobs/view/test-manager-test-managerka-warszawa-mazowieckie-polska-at-astek-4361898679,2026-02-11T10:50:05.738025+00:00
20,Test Automation | Germany,linkedin,Senior QA Automation Engineer,1GLOBAL,"Berlin, Berlin, Germany",On-site,Full-time,,Senior,German,Senior,,22 hours ago,https://de.linkedin.com/jobs/view/senior-qa-automation-engineer-at-1global-4370672251,2026-02-11T10:50:13.301513+00:00
20,Test Automation | Germany,linkedin,Senior QA Analyst,Jobgether,Germany,On-site,Full-time,,Senior,German,Senior,,1 day ago,https://de.linkedin.com/jobs/view/senior-qa-analyst-at-jobgether-4370895999,2026-02-11T10:50:13.301779+00:00
20,Test Automation | Switzerland,linkedin,Team Lead Quality Assurance (m/w/d) 80-100%,selekt,Lucerne Metropolitan Area,On-site,Full-time,,"Lead, Team Lead",,Lead,,1 week ago,https://ch.linkedin.com/jobs/view/team-lead-quality-assurance-m-w-d-80-100%25-at-selekt-4367934120,2026-02-11T10:50:18.050700+00:00
20,Test Automation | Switzerland,linkedin,Senior Quality Analyst,RBW Consulting,"Lachen, Schwyz, Switzerland",On-site,Full-time,,Senior,,Senior,,2 hours ago,https://ch.linkedin.com/jobs/view/senior-quality-analyst-at-rbw-consulting-4353430000,2026-02-11T10:50:18.050843+00:00
20,Test Automation | Switzerland,linkedin,Test Manager,TechFirm Information Systems,"Geneva, Switzerland",On-site,Full-time,,,,Test Manager,,2 weeks ago,https://ch.linkedin.com/jobs/view/test-manager-at-techfirm-information-systems-4361110838,2026-02-11T10:50:18.051114+00:00
20,Test Automation | Switzerland,linkedin,Senior AI/ML Platform Engineer,IMTF - Excellence in RegTech Solutions,"Zurich, Zurich, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-ai-ml-platform-engineer-at-imtf-excellence-in-regtech-solutions-4368300937,2026-02-11T10:50:18.051401+00:00
20,Test Automation | Switzerland,linkedin,Senior AI/ML Platform Engineer,IMTF - Excellence in RegTech Solutions,"Givisiez, Fribourg, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-ai-ml-platform-engineer-at-imtf-excellence-in-regtech-solutions-4368313376,2026-02-11T10:50:18.051819+00:00
20,Test Automation | Slovakia,linkedin,Senior QA Automation Engineer,Deutsche Telekom IT Solutions Slovakia,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,,Senior,German,Senior,,2 weeks ago,https://sk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-deutsche-telekom-it-solutions-slovakia-4366155984,2026-02-11T10:50:23.073262+00:00
20,Test Automation | United Kingdom,linkedin,Test Lead,Legal & General,"Cardiff, Wales, United Kingdom",On-site,Full-time,,Lead,,Lead,,6 days ago,https://uk.linkedin.com/jobs/view/test-lead-at-legal-general-4369217528,2026-02-11T10:50:33.007553+00:00
20,Test Automation | United Kingdom,linkedin,Senior Quality Assurance Tester,G.Digital,"Leeds, England, United Kingdom",On-site,Full-time,,Senior,,Senior,,38 minutes ago,https://uk.linkedin.com/jobs/view/senior-quality-assurance-tester-at-g-digital-4371284618,2026-02-11T10:50:33.008414+00:00
20,Python Developer | Austria,linkedin,Full Stack Software Engineer - in Wien,Instaffo,"Vienna, Vienna, Austria",On-site,Full-time,,,,Staff,,2 weeks ago,https://at.linkedin.com/jobs/view/full-stack-software-engineer-in-wien-at-instaffo-4366283171,2026-02-11T10:50:37.802354+00:00
20,Python Developer | Switzerland,linkedin,(Senior) Python Software Engineer (M/W/D),s-peers AG,"Tägerwilen, Thurgau, Switzerland",On-site,Full-time,Python,Senior,,Senior,,1 day ago,https://ch.linkedin.com/jobs/view/senior-python-software-engineer-m-w-d-at-s-peers-ag-4365253961,2026-02-11T10:50:40.174378+00:00
20,Python Developer | Switzerland,linkedin,Software Engineer - Backend Lead (Python / C#),Manukai,"Zurich, Zurich, Switzerland",On-site,Full-time,"C, Python","Lead, C#",,Lead,,2 weeks ago,https://ch.linkedin.com/jobs/view/software-engineer-backend-lead-python-c%23-at-manukai-4355782586,2026-02-11T10:50:40.174802+00:00
20,Python Developer | Switzerland,linkedin,(Senior) Python Software Engineer (M/W/D),s-peers AG,"Tägerwilen, Thurgau, Switzerland",On-site,Full-time,Python,Senior,,Senior,,1 day ago,https://ch.linkedin.com/jobs/view/senior-python-software-engineer-m-w-d-at-s-peers-ag-4370953201,2026-02-11T10:50:40.174937+00:00
20,Python Developer | Slovakia,linkedin,Senior Python Engineer,AIApply,Bratislava Metropolitan Area,On-site,Full-time,Python,Senior,,Senior,,6 days ago,https://sk.linkedin.com/jobs/view/senior-python-engineer-at-aiapply-4368804402,2026-02-11T10:50:45.149561+00:00
20,Python Developer | Slovakia,linkedin,Python Senior Developer,Deutsche Telekom IT Solutions Slovakia,"Kosice, Slovakia",On-site,Full-time,Python,Senior,German,Senior,,2 weeks ago,https://sk.linkedin.com/jobs/view/python-senior-developer-at-deutsche-telekom-it-solutions-slovakia-4365943329,2026-02-11T10:50:45.149707+00:00
20,Python Developer | Slovakia,linkedin,Senior Python-Entwickler (m/w/d),Deutsche Telekom,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,Python,Senior,German,Senior,,1 week ago,https://sk.linkedin.com/jobs/view/senior-python-entwickler-m-w-d-at-deutsche-telekom-4367990847,2026-02-11T10:50:45.149848+00:00
20,Python Developer | Czech Republic,linkedin,Senior Back-End Engineer (Python/Fast API) - Creative Agency (DR),Truelogic Software,Dominican Republic,On-site,Full-time,Python,Senior,,Senior,,3 weeks ago,https://do.linkedin.com/jobs/view/senior-back-end-engineer-python-fast-api-creative-agency-dr-at-truelogic-software-4363724635,2026-02-11T10:50:47.556468+00:00
20,Python Developer | Czech Republic,linkedin,Remote - Senior Backend Engineer (Python/Django with React exposure) - Mental health care coordination - R Dominicana Base,Truelogic Software,Dominican Republic,Remote,Full-time,Python,"Django, Senior, React, R",,Senior,,1 week ago,https://do.linkedin.com/jobs/view/remote-senior-backend-engineer-python-django-with-react-exposure-mental-health-care-coordination-r-dominicana-base-at-truelogic-software-4368810044,2026-02-11T10:50:47.556612+00:00
20,Python Developer | Czech Republic,linkedin,Senior Full Stack Developer (React / Python) - Software,Truelogic Software,Dominican Republic,On-site,Full-time,Python,"Senior, React",,Senior,,2 weeks ago,https://do.linkedin.com/jobs/view/senior-full-stack-developer-react-python-software-at-truelogic-software-4366161531,2026-02-11T10:50:47.557338+00:00
20,Python Test | Czech Republic,linkedin,Senior SDET,Perform,Dominican Republic,On-site,Full-time,,Senior,,Senior,,1 week ago,https://do.linkedin.com/jobs/view/senior-sdet-at-perform-4344131612,2026-02-11T10:51:09.549579+00:00
20,Python Test | USA,linkedin,Quality Assurance Engineer,Scion Staffing,"Dallas, TX",On-site,Full-time,,,,Staff,,6 days ago,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-scion-staffing-4368783732,2026-02-11T10:51:14.626565+00:00
20,Python Test | United Kingdom,linkedin,Senior Quality Assurance Engineer,G.Digital,"East Midlands, England, United Kingdom",On-site,Full-time,,Senior,,Senior,,1 week ago,https://uk.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-g-digital-4367453313,2026-02-11T10:51:17.084566+00:00
20,Firmware Engineer | Austria,linkedin,Senior Embedded Software Engineer,TriLite Technologies,"Vienna, Vienna, Austria",On-site,Full-time,,Senior,,Senior,,5 days ago,https://at.linkedin.com/jobs/view/senior-embedded-software-engineer-at-trilite-technologies-4360573506,2026-02-11T10:51:21.899962+00:00
20,Firmware Engineer | Austria,linkedin,Senior Embedded Software Engineer,Sqail,"Vienna, Austria",On-site,Full-time,,Senior,,Senior,,2 weeks ago,https://at.linkedin.com/jobs/view/senior-embedded-software-engineer-at-sqail-4356235095,2026-02-11T10:51:21.900252+00:00
20,Firmware Engineer | Austria,linkedin,Freelancer Embedded Software Engineer (m/w/x) - Zeltweg oder Wien,Hoval Romania,"Zeltweg, Styria, Austria",On-site,Contract,,Freelancer,,Freelancer,,3 weeks ago,https://at.linkedin.com/jobs/view/freelancer-embedded-software-engineer-m-w-x-zeltweg-oder-wien-at-hoval-romania-4360988491,2026-02-11T10:51:21.900663+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Geneva, Geneva, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367114772,2026-02-11T10:51:24.313883+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Software Engineer,Ripple,"Geneva, Geneva, Switzerland",On-site,Full-time,,Senior,,Senior,,10 hours ago,https://ch.linkedin.com/jobs/view/senior-software-engineer-at-ripple-4370748789,2026-02-11T10:51:24.314163+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Bern, Berne, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367111860,2026-02-11T10:51:24.314316+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Embedded Software Engineer,Summit Recruitment AG,"Central Switzerland, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-embedded-software-engineer-at-summit-recruitment-ag-4367818468,2026-02-11T10:51:24.314452+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Marin-Epagnier, Neuchâtel, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367116698,2026-02-11T10:51:24.314588+00:00
20,Firmware Engineer | Slovakia,linkedin,Senior Software Engineer,Mühlbauer Group,"Nitra Region, Slovakia",On-site,Full-time,,Senior,,Senior,,4 days ago,https://sk.linkedin.com/jobs/view/senior-software-engineer-at-m%C3%BChlbauer-group-4361461155,2026-02-11T10:51:29.347064+00:00
20,Firmware Engineer | Slovakia,linkedin,Senior Software Engineer,Paymentology,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Senior,,Senior,,2 weeks ago,https://sk.linkedin.com/jobs/view/senior-software-engineer-at-paymentology-4365537340,2026-02-11T10:51:29.347653+00:00
20,Firmware Engineer | Czech Republic,linkedin,Senior Embedded Firmware Engineer - Remote - Latin America,FullStack,"Santo Domingo Oeste, Santo Domingo, Dominican Republic",Remote,Full-time,Firmware,Senior,,Senior,,1 day ago,https://do.linkedin.com/jobs/view/senior-embedded-firmware-engineer-remote-latin-america-at-fullstack-4370563225,2026-02-11T10:51:31.717163+00:00
0,Tester | Germany,linkedin,Test Engineer (Mobile Apps) (m/w/d),Spilberg,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,,"Agile, Gherkin, R, Confluence, Zephyr, Jira",German,,70.000€,1 week ago,https://de.linkedin.com/jobs/view/test-engineer-mobile-apps-m-w-d-at-spilberg-4367218187,2026-02-11T10:48:45.056004+00:00
0,Tester | Germany,linkedin,Software Test Engineer,Guldberg GmbH,"Munich, Bavaria, Germany",On-site,Full-time,"Selenium, Jenkins","Git, Agile, R, Junit, Jira, Testng",German,,,2 days ago,https://de.linkedin.com/jobs/view/software-test-engineer-at-guldberg-gmbh-4361871539,2026-02-11T10:48:45.056304+00:00
0,Tester | Germany,linkedin,Software Tester (m/w/d),Bizerba,"Balingen, Baden-Württemberg, Germany",On-site,Full-time,,"Linux, R",German,,,4 days ago,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-bizerba-4369545776,2026-02-11T10:48:45.056487+00:00
