relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,D365 Testmanager (m/w/d),Hays Client,Baden-Württemberg,On-site,Contract,Test Automation,R,German,Test Manager,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-d365-testmanager-baden-wuerttemberg-887665/1,2026-08-03T13:03:19.053809+00:00
0,Tester | Germany,hays,Systemingenieur (m/w/d),Hays Client,Großraum Bonn,On-site,Contract,,,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemingenieur-grossraum-bonn-867591/1,2026-08-03T13:03:19.057952+00:00
0,Tester | Austria,hays,Entwicklungstechniker (m/w/d),Hays Client,Braunschweig,On-site,Contract,Hil,"Canoe, R",German,,,31.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungstechniker-braunschweig-888343/1,2026-08-03T13:03:25.510720+00:00
0,Tester | Austria,hays,Test Evangelist (w/m/d) (m/w/d),Hays Client,Düsseldorf,On-site,Contract,Test Automation,R,German,,,22.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-evangelist-w-m-d-duesseldorf-887074/1,2026-08-03T13:03:25.512176+00:00
0,QA Engineer | Germany,hays,DevOps Engineer (m/w/d),Hays Client,Wien,Hybrid,Contract,"Ci/Cd, Jenkins","Grafana, Openshift, Azure, Terraform, Ansible, Kubernetes, Gitlab, Devops, Gitlab Ci, R",German,,,24.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-wien-887368/1,2026-08-03T13:03:55.909629+00:00
0,QA Engineer | Germany,hays,Softwareentwickler C++ (m/w/d),Hays Client,Jena,On-site,Contract,"C, C++, Pytest","Junior, Scrum",German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-c-jena-880455/1,2026-08-03T13:03:55.910573+00:00
0,QA Engineer | Germany,hays,MSAT Engineer Process Management (m/f/d),Hays Client,Zug,On-site,Contract,C,,English,,,28.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-msat-engineer-process-management-zug-878730/1,2026-08-03T13:03:55.910829+00:00
0,QA Engineer | Germany,hays,Project Engineer (m/w/d),Hays Client,Singen,On-site,Contract,C,,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-singen-872232/1,2026-08-03T13:03:55.911496+00:00
0,QA Engineer | Germany,hays,Product Quality Engineer QC (m/w/d),Hays Client,Zug,On-site,Contract,,R,German,,,13.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-quality-engineer-qc-zug-869844/1,2026-08-03T13:03:55.911720+00:00
0,QA Engineer | Germany,hays,Devops Engineer (m/w/d),Hays Client,Kreis Unna,On-site,Contract,Java,"Docker, Spring Boot, Angular, Devops, Git, Intern",German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-kreis-unna-861212/1,2026-08-03T13:03:55.911954+00:00
0,Test Engineer | Germany,hays,System Engineer im Bereich Product Security (m/w/d),Hays Client,Kassel,On-site,Contract,,,German,,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-engineer-im-bereich-product-security-kassel-887920/1,2026-08-03T13:04:28.283187+00:00
0,Test Engineer | Germany,hays,Network Engineer (m/w/d),Hays Client,Nordrhein-Westfalen,On-site,Contract,,R,German,,,21.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-network-engineer-nordrhein-westfalen-886526/1,2026-08-03T13:04:28.283644+00:00
0,Test Engineer | Germany,hays,Hardware Ingenieur Automotive / Hardware Design Engineer  (m/w/d),Hays Client,Kronach,On-site,Contract,,,German,,,09.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-ingenieur-automotive-hardware-design-engineer--kronach-885058/1,2026-08-03T13:04:28.283886+00:00
0,Test Engineer | Germany,hays,Software Engineer Cobol (m/w/d),Hays Client,Köln,On-site,Contract,,R,German,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-cobol-koeln-884442/1,2026-08-03T13:04:28.284337+00:00
0,Test Engineer | Germany,hays,ADAS Physical Integration Engineer (m/w/d) (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,01.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-adas-physical-integration-engineer-koeln-883779/1,2026-08-03T13:04:28.284787+00:00
0,Test Engineer | Germany,hays,Hardware Test Engineer – Onboard Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-test-engineer--onboard-charger-obc-kassel-881857/1,2026-08-03T13:04:28.285242+00:00
0,Test Engineer | Germany,hays,Requirements Engineer - Onboard-Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-requirements-engineer-onboard-charger-obc-kassel-881810/1,2026-08-03T13:04:28.285693+00:00
0,Test Engineer | Germany,hays,Quality Engineer (m/w/d),Hays Client,Maintal,Remote,Contract,,R,German,,,16.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-quality-engineer-maintal-881502/1,2026-08-03T13:04:28.286152+00:00
0,Test Engineer | Germany,hays,Functional Test Engineer - Fahrzeugelektronik (m/w/d),Hays Client,Speyer,Remote,Contract,Embedded Systems,"Aspice, R",German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-functional-test-engineer-fahrzeugelektronik-speyer-880198/1,2026-08-03T13:04:28.286601+00:00
0,Test Engineer | Germany,hays,Mechanical Design Engineer (m/w/d),Hays Client,Weilheim in Oberbayern,On-site,Contract,,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mechanical-design-engineer-weilheim-in-oberbayern-877322/1,2026-08-03T13:04:28.286855+00:00
0,Test Engineer | Germany,hays,Microsoft 365 Security Engineer (m/w/d),Hays Client,München,On-site,Contract,,,German,,,06.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-microsoft-365-security-engineer-muenchen-869732/1,2026-08-03T13:04:28.287078+00:00
0,Test Engineer | Germany,hays,Software Engineer (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,31.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-schleswig-holstein-868562/1,2026-08-03T13:04:28.287298+00:00
0,Test Engineer | Austria,hays,Managed Services Engineer  (m/w/d),Hays Client,Eschborn/remote,Remote,Contract,Firmware,,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-managed-services-engineer--eschborn-remote-879323/1,2026-08-03T13:04:35.078319+00:00
0,Testingenieur | Germany,hays,Prüfstandsentwickler (m/w/d),Hays Client,Soest,Remote,Contract,Hil,R,German,,,30.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-pruefstandsentwickler-soest-888226/1,2026-08-03T13:05:03.023451+00:00
0,Testingenieur | Germany,hays,Testingenieur - Hochvolt-Elektrifizierung (m/w/d),Hays Client,Stuttgart,On-site,Contract,,R,German,,,20.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-hochvolt-elektrifizierung-stuttgart-886438/1,2026-08-03T13:05:03.023775+00:00
0,Test Automation | Germany,hays,Koordinator (m/w/d),Hays Client,Rostock,On-site,Contract,,R,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-koordinator-rostock-887149/1,2026-08-03T13:05:28.946575+00:00
0,Test Automation | Germany,hays,Business Analyst Prozessautomatisierung (m/w/d),Hays Client,Hannover,On-site,Contract,Go,R,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-business-analyst-prozessautomatisierung-hannover-880223/1,2026-08-03T13:05:28.946854+00:00
0,Test Automation | Germany,hays,Investment Compliance Specialist  (m/w/d),Hays Client,Bad Homburg,On-site,Contract,,R,German,,,22.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-investment-compliance-specialist--bad-homburg-883179/1,2026-08-03T13:05:28.947103+00:00
0,Test Automation | Germany,hays,Entwicklungsingenieur Automatisierungstechnik (m/w/d),Hays Client,Worms,On-site,Contract,,,German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-automatisierungstechnik-worms-885658/1,2026-08-03T13:05:28.948018+00:00
0,Test Automation | Germany,hays,Facharbeiter Inbetriebnahme (m/w/d),Hays Client,Ludwigsburg,On-site,Contract,,,German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-facharbeiter-inbetriebnahme-ludwigsburg-885633/1,2026-08-03T13:05:28.948237+00:00
0,Test Automation | Germany,hays,Versuchsingenieur (m/w/d),Hays Client,Karlstein am Main,On-site,Contract,,,German,,,07.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versuchsingenieur-karlstein-am-main-863728/1,2026-08-03T13:05:28.948459+00:00
0,Test Automation | Germany,hays,Mitarbeiter Montage (m/w/d),Hays Client,Ludwigsburg,On-site,Contract,,Associate,German,,,25.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mitarbeiter-montage-ludwigsburg-882625/1,2026-08-03T13:05:28.949353+00:00
0,Test Automation | Germany,hays,Finance Manager  (m/w/d),Hays Client,Wittmund,On-site,Contract,,,German,,,22.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-finance-manager--wittmund-877692/1,2026-08-03T13:05:28.949570+00:00
0,Test Automation | Germany,hays,Abteilungsleiter Steuern (m/w/d),Hays Client,Hannover,On-site,Contract,,Head Of,German,,,12.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-abteilungsleiter-steuern-hannover-825018/1,2026-08-03T13:05:28.949820+00:00
0,Test Automation | Germany,hays,Release Train Engineer (m/w/d),Hays Client,Hamburg,On-site,Contract,,"Trainee, Safe, Scrum, Kanban",German,,,04.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-release-train-engineer-hamburg-872022/1,2026-08-03T13:05:28.950058+00:00
0,Test Automation | Germany,hays,Technical Documentation Reviewer (m/w/d),Hays Client,Singen,On-site,Contract,,,German,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technical-documentation-reviewer-singen-872597/1,2026-08-03T13:05:28.950406+00:00
0,Test Automation | Germany,hays,Mitarbeiter Prüfeld (m/w/d),Hays Client,Königswinter,On-site,Contract,,Associate,German,,,30.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mitarbeiter-pruefeld-koenigswinter-868364/1,2026-08-03T13:05:28.950923+00:00
0,Test Automation | Germany,hays,Ingenieur Energietechnik Sekundärtechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-energietechnik-sekundaertechnik-erlangen-830588/1,2026-08-03T13:05:28.951144+00:00
0,Python Developer | Germany,hays,Embedded Linux Developer (m/w/d),Hays Client,Bocholt,On-site,Contract,Embedded Linux,Linux,German,,,28.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-linux-developer-bocholt-887362/1,2026-08-03T13:06:03.930406+00:00
0,Python Developer | Germany,hays,PLC Developer (m/f/d),Hays Client,Zug,On-site,Contract,Integration Testing,R,English,,,17.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-plc-developer-zug-886420/1,2026-08-03T13:06:03.930634+00:00
0,Python Developer | Germany,hays,Embedded Software Developer (m/f/d),Hays Client,Poing,On-site,Contract,,,English,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-developer-poing-884459/1,2026-08-03T13:06:03.930870+00:00
0,Python Developer | Germany,hays,Fullstack Software Developer (m/f/d),Hays Client,Poing,On-site,Contract,,,English,,,01.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-software-developer-poing-878692/1,2026-08-03T13:06:03.931093+00:00
0,Python Developer | Germany,hays,DevOps Engineer (m/w/d),Hays Client,Wien,On-site,Contract,,Devops,German,,,27.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-wien-878851/1,2026-08-03T13:06:03.931313+00:00
0,Python Developer | Germany,hays,UI Prototyping Developer (m/w/d),Hays Client,Affalterbach,On-site,Contract,,R,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ui-prototyping-developer-affalterbach-865539/1,2026-08-03T13:06:03.931534+00:00
0,Python Test | Germany,hays,Software Entwickler - Schwerpunkt Integration (m/w/d),Hays Client,Ulm,On-site,Contract,Firmware,"Scrum, Safe, R",German,,,30.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-entwickler-schwerpunkt-integration-ulm-888239/1,2026-08-03T13:06:36.541922+00:00
0,Python Test | Germany,hays,IT-Revision (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-revision-koeln-885970/1,2026-08-03T13:06:36.542185+00:00
0,Python Test | Germany,hays,Embedded Software Tester (m/w/d),Hays Client,Heerbrugg,On-site,Contract,,R,German,,,27.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-tester-heerbrugg-887349/1,2026-08-03T13:06:36.542414+00:00
0,Python Test | Germany,hays,Product Test Engineer (m/f/d),Hays Client,Rapperswil-Jona,On-site,Contract,,,English,,,24.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-test-engineer-rapperswil-jona-886949/1,2026-08-03T13:06:36.542630+00:00
0,Python Test | Germany,hays,Embedded Software Engineer (m/w/d),Hays Client,Soest,On-site,Contract,"C, Hil, Python, Sil","Mil, C#, R",German,,,24.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-engineer-soest-887294/1,2026-08-03T13:06:36.542870+00:00
0,Python Test | Germany,hays,Solution Designer für CDM-DIL (m/w/d),Hays Client,Stuttgart,On-site,Contract,Ci/Cd,"Devops, R",German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-solution-designer-fuer-cdm-dil-stuttgart-885762/1,2026-08-03T13:06:36.544015+00:00
0,Python Test | Germany,hays,Debitorenbuchhalter  (m/w/d),Hays Client,München,On-site,Contract,,R,German,,,14.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-debitorenbuchhalter--muenchen-884738/1,2026-08-03T13:06:36.544247+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Elektronik  (m/w/d),Hays Client,Großraum München,On-site,Contract,,,German,,,08.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-elektronik--grossraum-muenchen-884427/1,2026-08-03T13:06:36.544471+00:00
0,Python Test | Germany,hays,Android App Entwickler (m/f/d),Hays Client,Aachen,On-site,Contract,,R,English,,,02.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-android-app-entwickler-aachen-883534/1,2026-08-03T13:06:36.544938+00:00
0,Python Test | Germany,hays,Manager IT Security  (m/w/d),Hays Client,München,On-site,Contract,,,German,,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manager-it-security--muenchen-867614/1,2026-08-03T13:06:36.545383+00:00
0,Python Test | Germany,hays,Prozessentwicklungsingenieur (m/w/d),Hays Client,Prüm,On-site,Contract,,R,German,,,03.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prozessentwicklungsingenieur-pruem-879595/1,2026-08-03T13:06:36.545615+00:00
0,Python Test | Germany,hays,Embedded Softwaretester  (m/w/d),Hays Client,Dresden,On-site,Contract,"C, C++, Can, Python, Spi",R,English,,,19.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwaretester--dresden-877631/1,2026-08-03T13:06:36.545844+00:00
0,Python Test | Germany,hays,ICT Administration & Application Manager (m/w/d),Hays Client,Magdeburg,On-site,Contract,"Ci/Cd, Python","Openshift, Golang, Gitlab, Gitlab Ci, Argocd, R, Kubernetes",German,,,22.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ict-administration-application-manager-magdeburg-871371/1,2026-08-03T13:06:36.546070+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-08-03T13:06:36.546288+00:00
