relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,Systems Engineer / Functional Safety Expert (m/w/d),Hays Client,Mannheim,On-site,Contract,,Expert,German,Expert,,23.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systems-engineer-functional-safety-expert-mannheim-858329/1,2026-02-11T20:31:21.064632+00:00
14,Test Automation | Germany,hays,IT Architekt für IT-Lösungsdesign (m/w/d),Hays Client,Hamburg,On-site,Contract,,"R, Architect",German,Architect,,21.05.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-architekt-fuer-it-loesungsdesign-hamburg-821502/1,2026-02-11T20:33:00.260462+00:00
14,Python Developer | Germany,hays,Senior Software Developer (m/w/d),Hays Client,Rheine,On-site,Contract,Python,"Junior, Senior, R",German,Senior,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-software-developer-rheine-852449/1,2026-02-11T20:33:27.385478+00:00
14,Python Developer | Germany,hays,"Senior Fullstack Engineer (Golang, C++, Python) (m/w/d)",Hays Client,Wien,On-site,Contract,"C, C++, Python","Golang, Senior",German,Senior,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-fullstack-engineer-golang-c-python-wien-859612/1,2026-02-11T20:33:27.385749+00:00
14,Python Developer | Germany,hays,(Senior) C++ Developer for Audio Domain for a premium automotive company (m/f/d),Hays Client,Berlin,On-site,Contract,"C, C++, Ci/Cd, Python","Docker, Gitlab, Scrum, Senior, Git, Agile",English,Senior,,24.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-c-developer-for-audio-domain-for-a-premium-automotive-company-berlin-813356/1,2026-02-11T20:33:27.387826+00:00
14,Python Test | Germany,hays,Expert Integration & Test von Röntgendetektoren (m/w/d),Hays Client,Forchheim,On-site,Contract,,"R, Expert",German,Expert,,02.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-expert-integration-test-von-roentgendetektoren-forchheim-855469/1,2026-02-11T20:33:50.194136+00:00
14,Python Test | Germany,hays,Senior Project Manager Clinical Supply Systems (m/w/d),Hays Client,Großraum Ludwigshafen,On-site,Contract,,"R, Project Manager, Senior",German,Senior,,04.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-project-manager-clinical-supply-systems-grossraum-ludwigshafen-800659/1,2026-02-11T20:33:50.196145+00:00
14,Python Test | Germany,hays,Senior Python Entwickler (m/w/d),Hays Client,München,On-site,Contract,Python,Senior,German,Senior,,18.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-python-entwickler-muenchen-833642/1,2026-02-11T20:33:50.197638+00:00
14,Firmware Engineer | Germany,hays,Senior Firmware Engineer (m/w/d),Hays Client,Wien,On-site,Contract,Firmware,Senior,German,Senior,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-firmware-engineer-wien-857249/1,2026-02-11T20:34:15.296740+00:00
0,Tester | Germany,hays,Digital Business Solution Professional (m/w/d),Hays Client,Herzogenaurach,On-site,Contract,,,German,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-digital-business-solution-professional-herzogenaurach-860968/1,2026-02-11T20:31:21.062178+00:00
0,Tester | Germany,hays,Software Test Engineer  (m/w/d),Hays Client,Gilching,On-site,Contract,,R,German,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer--gilching-860927/1,2026-02-11T20:31:21.062513+00:00
0,Tester | Germany,hays,Biocomp Manager (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-biocomp-manager-schleswig-holstein-860740/1,2026-02-11T20:31:21.062783+00:00
0,Tester | Germany,hays,Tester Einführung TAP (m/w/d),Hays Client,remote,Remote,Contract,,,German,,,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-tester-einfuehrung-tap-remote-859990/1,2026-02-11T20:31:21.063045+00:00
0,Tester | Germany,hays,Inbetriebnehmer (m/w/d),Hays Client,Guxhagen,On-site,Contract,,,German,,,03.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-inbetriebnehmer-guxhagen-859882/1,2026-02-11T20:31:21.063313+00:00
0,Tester | Germany,hays,OBD Systemvalidierung (m/w/d),Hays Client,Affalterbach,On-site,Contract,Hil,R,German,,,03.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-obd-systemvalidierung-affalterbach-859849/1,2026-02-11T20:31:21.063587+00:00
0,Tester | Germany,hays,Entwicklungsingenieur (m/w/d),Hays Client,Großraum Stuttgart,On-site,Contract,,,German,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-grossraum-stuttgart-859323/1,2026-02-11T20:31:21.063849+00:00
0,Tester | Germany,hays,Softwareentwickler/ eBike System-Tests  (m/w/d),Hays Client,Reutlingen,On-site,Contract,,R,German,,,29.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler--ebike-system-tests--reutlingen-857277/1,2026-02-11T20:31:21.064102+00:00
0,Tester | Germany,hays,Embedded Python Tester (m/w/d),Hays Client,München/Stuttgart,On-site,Contract,Python,,German,,,28.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-python-tester-muenchen-stuttgart-859116/1,2026-02-11T20:31:21.064372+00:00
0,Tester | Germany,hays,Software Developer/Tester C++ (m/w/d),Hays Client,Wedel,On-site,Contract,"C, C++",,German,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-tester-c-wedel-856479/1,2026-02-11T20:31:21.064883+00:00
0,Tester | Germany,hays,Elektroingenieur für Fahrzeugtechnik für Premium-Automobilhersteller (m/w/d),Hays Client,Ludwigsfelde,Remote,Contract,Hil,R,German,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektroingenieur-fuer-fahrzeugtechnik-fuer-premium-automobilhersteller-ludwigsfelde-855681/1,2026-02-11T20:31:21.065143+00:00
0,Tester | Germany,hays,SAP Test- und Prozessingenieur (m/w/d),Hays Client,Markkleeberg/Halle (Saale)/Chemnitz,On-site,Contract,,"Confluence, R",German,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-test--und-prozessingenieur-markkleeberg-halle-saale-chemnitz-851305/1,2026-02-11T20:31:21.065415+00:00
0,Tester | Germany,hays,Softwaretester für Steuergerätesoftware (m/w/d),Hays Client,Erlangen,On-site,Contract,Sil,R,German,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwaretester-fuer-steuergeraetesoftware-erlangen-854576/1,2026-02-11T20:31:21.065672+00:00
0,Tester | Germany,hays,Field Application Engineer - WIFI Specialist  (m/w/d),Hays Client,Darmstadt,On-site,Contract,,,German,,,04.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-field-application-engineer-wifi-specialist--darmstadt-849795/1,2026-02-11T20:31:21.066177+00:00
0,Tester | Germany,hays,IT-Lager- und Asset Management Spezialist (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,24.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-lager--und-asset-management-spezialist-berlin-837799/1,2026-02-11T20:31:21.066751+00:00
0,Tester | Germany,hays,Entwicklungsingenieur ADAS / AD System Validation (m/w/d),Hays Client,Chemnitz,On-site,Contract,"Hil, Sil",Mil,German,,,29.08.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-adas-ad-system-validation-chemnitz-837859/1,2026-02-11T20:31:21.066995+00:00
0,Tester | Germany,hays,Sachbearbeiter in der Wertpapierbesteuerung (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,R,German,,,15.08.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sachbearbeiter-in-der-wertpapierbesteuerung-frankfurt-am-main-835583/1,2026-02-11T20:31:21.067250+00:00
0,QA Engineer | Germany,hays,Product Quality Engineer QC (m/w/d),Hays Client,Zug,On-site,Contract,,R,German,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-quality-engineer-qc-zug-856384/1,2026-02-11T20:31:46.742941+00:00
0,QA Engineer | Germany,hays,KI-Machbarkeits- & Prompt Engineer – Generative Bild & Video (m/w/d),Hays Client,Remote,Remote,Contract,Go,R,German,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ki-machbarkeits--prompt-engineer--generative-bild-video-remote-855004/1,2026-02-11T20:31:46.743207+00:00
0,QA Engineer | Germany,hays,Chief Chemical Engineer / Manager (m/f/d),Hays Client,Denmark,On-site,Contract,,,English,,,19.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-chief-chemical-engineer-manager-denmark-855248/1,2026-02-11T20:31:46.743497+00:00
0,QA Engineer | Germany,hays,DevOps Engineer / Data Engineer for Data Platform Solutions  (m/w/d),Hays Client,Poing,On-site,Contract,,"R, Devops",German,,,04.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-data-engineer-for-data-platform-solutions--poing-852646/1,2026-02-11T20:31:46.744014+00:00
0,QA Engineer | Germany,hays,Qualitätssicherung / QS (m/w/d),Hays Client,Hochtaunuskreis,On-site,Contract,,,German,,,18.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-qualitaetssicherung-qs-hochtaunuskreis-836345/1,2026-02-11T20:31:46.744533+00:00
0,Test Engineer | Germany,hays,Software and Automation Engineer (m/w/d),Hays Client,Neubiberg // remote,Remote,Contract,"Ci/Cd, Python",R,German,,,06.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-and-automation-engineer-neubiberg----remote-860528/1,2026-02-11T20:32:09.963631+00:00
0,Test Engineer | Germany,hays,IT System Engineer  (m/w/d),Hays Client,Siesdorf,Remote,Contract,,,German,,,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-system-engineer--siesdorf-859011/1,2026-02-11T20:32:09.963894+00:00
0,Test Engineer | Germany,hays,Test Engineer (m/w/d),Hays Client,"Hennigsdorf, Salzgitter",On-site,Contract,,R,German,,,02.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-hennigsdorf-salzgitter-859796/1,2026-02-11T20:32:09.964146+00:00
0,Test Engineer | Germany,hays,Test Engineer/Operator Dynamic Safety Testing (m/w/d),Hays Client,Oberding,On-site,Contract,,R,German,,,13.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-engineer-operator-dynamic-safety-testing-oberding-856344/1,2026-02-11T20:32:09.964666+00:00
0,Test Engineer | Germany,hays,Supplier Quality Engineer (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,19.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-quality-engineer-berlin-855096/1,2026-02-11T20:32:09.964923+00:00
0,Test Engineer | Germany,hays,IT Engineer (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,"Kubernetes, Ansible",German,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-engineer-frankfurt-am-main-854031/1,2026-02-11T20:32:09.965167+00:00
0,Test Engineer | Germany,hays,Industrial Engineer (m/w/d),Hays Client,Stuttgart,On-site,Contract,,,German,,,11.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-industrial-engineer-stuttgart-852431/1,2026-02-11T20:32:09.965426+00:00
0,Test Engineer | Germany,hays,Software Engineer DSL / JetBrainsMPS (m/w/d),Hays Client,Nürnberg,On-site,Contract,,,German,,,08.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-dsl-jetbrainsmps-nuernberg-835102/1,2026-02-11T20:32:09.965672+00:00
0,Test Engineer | Germany,hays,Test Automation Engineer (m/w/d),Hays Client,Dresden,On-site,Contract,"Ci/Cd, Test Automation",R,German,,,04.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-automation-engineer-dresden-852634/1,2026-02-11T20:32:09.966171+00:00
0,Test Engineer | Germany,hays,Security Engineer in Kiel  (m/w/d),Hays Client,Security Engineer,On-site,Contract,,"R, Associate",German,,,28.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-engineer-in-kiel--security-engineer-846610/1,2026-02-11T20:32:09.966436+00:00
0,Test Engineer | Germany,hays,Supplier Development Engineer (m/w/d),Hays Client,Kirchheim/Teck-Nabern,On-site,Contract,,,German,,,13.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-development-engineer-kirchheim-teck-nabern-833175/1,2026-02-11T20:32:09.966689+00:00
0,Test Engineer | Germany,hays,Quality Engineer (m/w/d),Hays Client,Ludwigshafen,On-site,Contract,,R,German,,,24.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-quality-engineer-ludwigshafen-845961/1,2026-02-11T20:32:09.966934+00:00
0,Test Engineer | Germany,hays,Software Test Engineer (m/w/d),Hays Client,Bremen,On-site,Contract,,,German,,,16.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer-bremen-821066/1,2026-02-11T20:32:09.967746+00:00
0,Test Engineer | Germany,hays,Test & Commissing Engineer (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,08.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-test-commissing-engineer-berlin-838993/1,2026-02-11T20:32:09.968000+00:00
0,Testingenieur | Germany,hays,Testingenieur IMU (m/w/d),Hays Client,Kusterdingen,On-site,Contract,,R,German,,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testingenieur-imu-kusterdingen-859228/1,2026-02-11T20:32:37.537757+00:00
0,Testingenieur | Germany,hays,Prüfer Elektrotechnik (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,,German,,,23.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-pruefer-elektrotechnik-frankfurt-am-main-858287/1,2026-02-11T20:32:37.538031+00:00
0,Testingenieur | Germany,hays,Ingenieur Testing (m/w/d),Hays Client,Laupheim,On-site,Contract,,,German,,,14.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-testing-laupheim-856784/1,2026-02-11T20:32:37.538289+00:00
0,Testingenieur | Germany,hays,Entwicklungsingenieur (m/w/d),Hays Client,Ulm,On-site,Contract,,,German,,,21.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-ulm-849555/1,2026-02-11T20:32:37.538808+00:00
0,Testingenieur | Germany,hays,Hardware-Testingenieur Elektronik – Inhouse und Lieferantenqualifikation (m/w/d),Hays Client,München,On-site,Contract,,R,German,,,03.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-testingenieur-elektronik--inhouse-und-lieferantenqualifikation-muenchen-834852/1,2026-02-11T20:32:37.539308+00:00
0,Test Automation | Germany,hays,Validation & Qualification Engineer – IT/OT Robotics (m/w/d),Hays Client,Mannheim,On-site,Contract,,R,German,,,05.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validation-qualification-engineer--it-ot-robotics-mannheim-858088/1,2026-02-11T20:33:00.256128+00:00
0,Test Automation | Germany,hays,Automation Engineer  (m/w/d),Hays Client,Großraum Mainz,On-site,Contract,,R,German,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automation-engineer--grossraum-mainz-855783/1,2026-02-11T20:33:00.256664+00:00
0,Test Automation | Germany,hays,Teamlead Quality Assurance  (m/w/d),Hays Client,Hamburg,On-site,Contract,,R,German,,,15.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-teamlead-quality-assurance--hamburg-854242/1,2026-02-11T20:33:00.257683+00:00
0,Test Automation | Germany,hays,Software-Entwickler für Software im Computer Design Umfeld (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,12.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-entwickler-fuer-software-im-computer-design-umfeld-erlangen-853858/1,2026-02-11T20:33:00.257933+00:00
0,Test Automation | Germany,hays,Teamlead QA  (m/w/d),Hays Client,Dortmund,On-site,Contract,,R,German,,,09.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-teamlead-qa--dortmund-853539/1,2026-02-11T20:33:00.258188+00:00
0,Test Automation | Germany,hays,Entwicklungsingenieur (m/w/d) ASIC-Charakterisierung (m/w/d),Hays Client,Duisburg,On-site,Contract,Python,"Matlab, R",German,,,26.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-asic-charakterisierung-duisburg-851288/1,2026-02-11T20:33:00.258697+00:00
0,Test Automation | Germany,hays,IT Service Operations Manager (m/w/d),Hays Client,Frankfurt am Main,On-site,Contract,,"R, Intern",German,,,17.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-service-operations-manager-frankfurt-am-main-840199/1,2026-02-11T20:33:00.259702+00:00
0,Test Automation | Germany,hays,Energieanlagenelektroniker/ Elektroniker für Betriebstechnik (m/w/d),Hays Client,Krefeld,On-site,Contract,,R,German,,,08.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energieanlagenelektroniker--elektroniker-fuer-betriebstechnik-krefeld-835007/1,2026-02-11T20:33:00.259950+00:00
0,Python Developer | Germany,hays,Python Developer (m/w/d),Hays Client,Wien,On-site,Contract,Python,,German,,,30.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-python-developer-wien-859526/1,2026-02-11T20:33:27.386004+00:00
0,Python Developer | Germany,hays,Frontend Entwickler  (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-frontend-entwickler--duesseldorf-854809/1,2026-02-11T20:33:27.386260+00:00
0,Python Developer | Germany,hays,Softwareentwickler (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-duesseldorf-851846/1,2026-02-11T20:33:27.386549+00:00
0,Python Developer | Germany,hays,Fullstack Developer (m/w/d),Hays Client,Dresden,On-site,Contract,,"Product Owner, R",German,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer-dresden-854294/1,2026-02-11T20:33:27.386802+00:00
0,Python Developer | Germany,hays,Energie Trading Developer (Nearshore) (m/f/d),Hays Client,remote,Remote,Contract,Can,,English,,,20.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energie-trading-developer-nearshore-remote-850232/1,2026-02-11T20:33:27.387297+00:00
0,Python Developer | Germany,hays,Software Developer Java (m/w/d),Hays Client,Niedersachsen,On-site,Contract,Java,R,German,,,22.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-java-niedersachsen-844951/1,2026-02-11T20:33:27.387568+00:00
0,Python Test | Germany,hays,System Ingenieur- Integration & Tests / Funkkommunikationssysteme / Rohde &Schwarz (m/w/d),Hays Client,Stuttgart,On-site,Contract,,,German,,,10.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-ingenieur--integration-tests-funkkommunikationssysteme-rohde--schwarz-stuttgart-860763/1,2026-02-11T20:33:50.192832+00:00
0,Python Test | Germany,hays,Software Ingenieur für das Labor (LabVIEW) (m/w/d),Hays Client,Raum Köln,On-site,Contract,Can,R,German,,,26.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-ingenieur-fuer-das-labor-labview-raum-koeln-858587/1,2026-02-11T20:33:50.193370+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Hochvolt-Batterien Validierung Module (m/w/d),Hays Client,Nürnberg,On-site,Contract,,,German,,,08.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-hochvolt-batterien-validierung-module-nuernberg-855868/1,2026-02-11T20:33:50.193631+00:00
0,Python Test | Germany,hays,Prüffeldingenieur - ePropulsion (m/w/d),Hays Client,Nürnberg,On-site,Contract,,R,German,,,08.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prueffeldingenieur-epropulsion-nuernberg-855886/1,2026-02-11T20:33:50.193888+00:00
0,Python Test | Germany,hays,Entwicklungsingenieur Gesamtfahrzeugperformance Motorsport (m/w/d),Hays Client,Weissach,On-site,Contract,C,Data Science,German,,,22.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-entwicklungsingenieur-gesamtfahrzeugperformance-motorsport-weissach-828561/1,2026-02-11T20:33:50.194406+00:00
0,Python Test | Germany,hays,IT Engineer (m/w/d),Hays Client,Nürnberg,On-site,Contract,,"Kubernetes, Ansible",German,,,16.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-engineer-nuernberg-854391/1,2026-02-11T20:33:50.194653+00:00
0,Python Test | Germany,hays,Credit Risk Specialist (m/w/d),Hays Client,Stuttgart,On-site,Contract,,R,German,,,17.11.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-risk-specialist-stuttgart-849578/1,2026-02-11T20:33:50.195894+00:00
0,Python Test | Germany,hays,Softwareentwickler Interface (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,31.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-interface-schleswig-holstein-846864/1,2026-02-11T20:33:50.196897+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,29.10.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-02-11T20:33:50.197139+00:00
0,Python Test | Germany,hays,Datenbankadministrator (m/w/d),Hays Client,Kirchdorf,On-site,Contract,"C, Java, Python","Golang, Sql, Postgresql, C#, Mysql",German,,,24.09.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-datenbankadministrator-kirchdorf-840171/1,2026-02-11T20:33:50.197394+00:00
0,Firmware Engineer | Germany,hays,Hardware Design Engineer (m/w/d),Hays Client,Nürnberg,On-site,Contract,Firmware,R,German,,,04.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-design-engineer-nuernberg-859548/1,2026-02-11T20:34:15.296468+00:00
