relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,IOT Test Manager (m/w/d),Hays Client,Hinwil,On-site,Contract,,,German,Test Manager,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-iot-test-manager-hinwil-865070/1,2026-03-17T10:55:47.790602+00:00
0,Test Automation | Germany,hays,IT-Projektmanager  (m/w/d),Hays Client,Jettingen-Scheppach,On-site,Contract,,,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-projektmanager--jettingen-scheppach-851307/1,2026-03-17T10:57:29.741140+00:00
0,Test Automation | Germany,hays,Ingenieur Energietechnik Sekundärtechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-energietechnik-sekundaertechnik-erlangen-830588/1,2026-03-17T10:57:29.741389+00:00
0,Test Automation | Germany,hays,Ingenieur Leittechnik Schaltanlagen (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-leittechnik-schaltanlagen-erlangen-852227/1,2026-03-17T10:57:29.741663+00:00
0,Test Automation | Germany,hays,Versuchsingenieur (m/w/d),Hays Client,Aschaffenburg,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versuchsingenieur-aschaffenburg-863728/1,2026-03-17T10:57:29.742412+00:00
0,Test Automation | Germany,hays,Technischer Angebotsmanager (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,27.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technischer-angebotsmanager-berlin-857493/1,2026-03-17T10:57:29.742677+00:00
0,Test Automation | Germany,hays,Automatisierungstechniker  (m/w/d),Hays Client,Mannheim,On-site,Contract,,,German,,,20.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automatisierungstechniker--mannheim-862607/1,2026-03-17T10:57:29.743177+00:00
0,Test Automation | Germany,hays,Credit Analyst  (m/w/d),Hays Client,Bad Homburg,On-site,Contract,,R,German,,,18.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-credit-analyst--bad-homburg-862311/1,2026-03-17T10:57:29.743425+00:00
0,Test Automation | Germany,hays,Automatisierungstechniker (m/w/d),Hays Client,Mecklenburg-Vorpomm.,On-site,Contract,,,German,,,07.01.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-automatisierungstechniker-mecklenburg-vorpomm-855676/1,2026-03-17T10:57:29.743721+00:00
0,Python Developer | Germany,hays,UI Prototyping Developer (m/w/d),Hays Client,Affalterbach,On-site,Contract,,R,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ui-prototyping-developer-affalterbach-865539/1,2026-03-17T10:57:55.958776+00:00
0,Python Developer | Germany,hays,Fullstack Developer (m/w/d),Hays Client,Dresden,On-site,Contract,,"R, Product Owner",German,,,02.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer-dresden-854294/1,2026-03-17T10:57:55.959288+00:00
0,Python Developer | Germany,hays,Backend Python Developer  (m/f/d),Hays Client,Basel Stadt,On-site,Contract,Python,Agile,English,,,24.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-backend-python-developer--basel-stadt-863129/1,2026-03-17T10:57:55.959809+00:00
0,Python Developer | Germany,hays,Frontend Entwickler  (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-frontend-entwickler--duesseldorf-854809/1,2026-03-17T10:57:55.960065+00:00
0,Python Developer | Germany,hays,Softwareentwickler (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,17.12.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-duesseldorf-851846/1,2026-03-17T10:57:55.960310+00:00
0,Python Test | Germany,hays,DevSecOps Engineer 60% (m/w/d),Hays Client,Bern,On-site,Contract,Python,"Ansible, Gitlab",German,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devsecops-engineer-60-bern-865769/1,2026-03-17T10:58:20.642806+00:00
0,Python Test | Germany,hays,Development Engineer Manufacturing Processes (m/f/d),Hays Client,Rotkreuz,On-site,Contract,,R,English,,,11.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-development-engineer-manufacturing-processes-rotkreuz-865639/1,2026-03-17T10:58:20.643313+00:00
0,Python Test | Germany,hays,Analyst Data Science  (m/w/d),Hays Client,frankfurt,On-site,Contract,,"R, Data Science",German,,,06.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-analyst-data-science--frankfurt-864539/1,2026-03-17T10:58:20.643579+00:00
0,Python Test | Germany,hays,Versicherungsmathematiker/in Leben (m/w/d),Hays Client,München,On-site,Contract,,R,German,,,26.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-versicherungsmathematiker-in-leben-muenchen-856545/1,2026-03-17T10:58:20.644858+00:00
