relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Fachlicher Testmanager (m/w/d) für unsere Abteilung Produktdesign und IT-Partnermanagement,XING Employer,Germany/Remote,Remote,Full-time,,R,German,Test Manager,,Recent,https://www.xing.com/jobs/muenchen-fachlicher-testmanager-abteilung-produktdesign-it-partnermanagement-157180310,2026-08-17T11:24:12.379110+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d) Web & Mobile,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-web-mobile-156987175,2026-08-17T11:25:14.477578+00:00
0,QA Engineer | Germany,xing,Software Engineer - QA (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bern-software-engineer-qa-157235865,2026-08-17T11:25:14.477648+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-156389178,2026-08-17T11:25:14.477715+00:00
0,QA Engineer | Germany,xing,Quality Assurance Engineer (m/w/d) - remote DE,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/halle-saale-quality-assurance-engineer-remote-de-155999936,2026-08-17T11:25:14.477803+00:00
0,QA Engineer | Remote,xing,QA Engineer (f/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/hamburg-qa-engineer-157171912,2026-08-17T11:26:00.186236+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/x),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wien-test-engineer-157240409,2026-08-17T11:26:13.785629+00:00
0,Test Engineer | Germany,xing,SOFTWARE TEST ENGINEER (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/salzburg-software-test-engineer-155504508,2026-08-17T11:26:13.785861+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/waidhofen-thaya-test-engineer-156729197,2026-08-17T11:26:13.785959+00:00
0,Test Engineer | Germany,xing,Test Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/moosseedorf-test-engineer-151081165,2026-08-17T11:26:13.786070+00:00
0,Testingenieur | Germany,xing,Entwicklungs- und Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/lueneburg-entwicklungs-testingenieur-156559243,2026-08-17T11:27:15.022627+00:00
0,Testingenieur | Germany,xing,Prüfingenieur*in im Schutztechnik-Gerätelabor,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-pruefingenieur-schutztechnik-geraetelabor-156561816,2026-08-17T11:27:15.022723+00:00
0,Testingenieur | Germany,xing,Prüfmittelentwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/radeburg-pruefmittelentwickler-155516252,2026-08-17T11:27:15.023070+00:00
0,Testingenieur | Germany,xing,Testingenieur*in Elektromechanik / Hardware Test Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/duesseldorf-testingenieur-elektromechanik-hardware-test-engineer-151516155,2026-08-17T11:27:15.023136+00:00
0,Testingenieur | Germany,xing,Test Engineer Schienenfahrzeuge (all gender) (Remote / Mobil möglich),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/salzgitter-test-engineer-schienenfahrzeuge-all-gender-remote-mobil-156483636,2026-08-17T11:27:15.023203+00:00
0,Testingenieur | Germany,xing,Testingenieur Funktionale Typtests (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/salzgitter-testingenieur-funktionale-typtests-157166225,2026-08-17T11:27:15.023267+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/wien-test-automation-engineer-152320689,2026-08-17T11:28:15.980808+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/pforzheim-python-entwickler-157031656,2026-08-17T11:29:17.662757+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/herne-python-entwickler-156135106,2026-08-17T11:29:17.662918+00:00
0,Python Developer | Germany,xing,Intermediate Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-intermediate-python-entwickler-156347206,2026-08-17T11:29:17.662988+00:00
0,Python Developer | Germany,xing,Software Developer: Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/duelmen-software-developer-python-157129881,2026-08-17T11:29:17.663055+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/eschborn-python-entwickler-157138332,2026-08-17T11:29:17.663120+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) Python & Linux // REMOTE,XING Employer,Germany/Remote,Remote,Full-time,Python,Linux,English,,,Recent,https://www.xing.com/jobs/duesseldorf-software-developer-python-linux-remote-151957732,2026-08-17T11:29:17.663188+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) - Python/Django,XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/kulmbach-softwareentwickler-python-django-146649194,2026-08-17T11:29:17.663257+00:00
0,Python Developer | Germany,xing,Software-Entwickler Full-Stack,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bonn-software-entwickler-full-stack-147735258,2026-08-17T11:29:17.663322+00:00
0,Python Developer | Germany,xing,Software Developer Linux Python Integrations (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,Linux,English,,,Recent,https://www.xing.com/jobs/bremen-software-developer-linux-python-integrations-155504639,2026-08-17T11:29:17.663383+00:00
0,Python Test | Germany,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-08-17T11:30:20.398046+00:00
0,Python Test | Germany,xing,Software Test Engineer (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/heidelberg-software-test-engineer-j24300-156625602,2026-08-17T11:30:20.398140+00:00
0,Python Test | Germany,xing,Test Automation Engineer (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/worms-test-automation-engineer-j24300-156688233,2026-08-17T11:30:20.398212+00:00
0,Python Test | Germany,xing,Software tester with focus on billing systems (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wien-software-tester-focus-billing-systems-156775403,2026-08-17T11:30:20.398332+00:00
0,Python Test | Germany,xing,Testautomation Engineer (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/worms-testautomation-engineer-j24300-156758242,2026-08-17T11:30:20.398398+00:00
0,Python Test | Germany,xing,Softwaretester C++ & Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,"C, C++, Python",,English,,,Recent,https://www.xing.com/jobs/erlangen-softwaretester-python-156962229,2026-08-17T11:30:20.398460+00:00
0,Python Test | Germany,xing,Test Automation Engineer / Software Test Automation Engineer (m/w/d) – Python,XING Employer,Germany/Remote,Remote,Full-time,"Python, Test Automation",,English,,,Recent,https://www.xing.com/jobs/memmingen-test-automation-engineer-software-test-automation-engineer-python-157146088,2026-08-17T11:30:20.398525+00:00
0,Python Test | Germany,xing,Engineer* Systemtest,XING Employer,Germany/Remote,Remote,Full-time,System Testing,,English,,,Recent,https://www.xing.com/jobs/paderborn-engineer-systemtest-155429541,2026-08-17T11:30:20.398586+00:00
0,Python Test | Germany,xing,SW Testing Automatisierung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/stuttgart-sw-testing-automatisierung-157254281,2026-08-17T11:30:20.398651+00:00
0,Firmware Engineer | Germany,xing,Firmwareentwickler (m/w/d) Funktionale Sicherheit,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/verl-firmwareentwickler-funktionale-sicherheit-156171716,2026-08-17T11:31:17.840112+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/limburg-lahn-embedded-software-engineer-156865685,2026-08-17T11:31:17.840237+00:00
0,Firmware Engineer | Germany,xing,Softwareingenieur (m/w/d) für Embedded-Vision-Systeme,XING Employer,Germany/Remote,Remote,Full-time,,R,English,,,Recent,https://www.xing.com/jobs/verl-softwareingenieur-embedded-vision-systeme-157148907,2026-08-17T11:31:17.840344+00:00
0,Firmware Engineer | Germany,xing,Entwickler Hardware (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/fuerstenfeldbruck-entwickler-hardware-156967620,2026-08-17T11:31:17.840439+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/saarbruecken-firmware-entwickler-156133744,2026-08-17T11:31:17.840532+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/garching-bei-muenchen-firmware-engineer-156193423,2026-08-17T11:31:17.840737+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer m/w/d,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/aschheim-embedded-software-engineer-156306061,2026-08-17T11:31:17.840866+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d) - Schwerpunkt Produktionssoftware & Testsysteme,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/ravensburg-firmware-entwickler-schwerpunkt-produktionssoftware-testsysteme-155699938,2026-08-17T11:31:17.840968+00:00
0,Firmware Engineer | Germany,xing,Embedded Hardware Engineer m/w/d,HAWE Hydraulik SE,Aschheim,Remote,Full-time,"Embedded Systems, Hil","Fpga, Iso 26262, R",German,,,Recent,https://www.xing.com/jobs/aschheim-embedded-hardware-engineer-156306068,2026-08-17T11:31:17.841064+00:00
