relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Testingenieur | Poland,linkedin,Test Engineer (Android experience required),Intellias,"Cracow, Małopolskie, Poland",On-site,Contract,"Bash, Ci/Cd, Java, Jenkins, Python, Test Automation","Kubernetes, Gitlab, Linux, Regression Testing, Agile, Appium, Kotlin, Unix, Docker, Scrum",English,Lead,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-android-experience-required-at-intellias-4366353203,2026-02-13T10:39:01.798547+00:00
14,QA Engineer | Slovakia,linkedin,Senior QA Automation Engineer,Deutsche Telekom IT Solutions Slovakia,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-deutsche-telekom-it-solutions-slovakia-4366155984,2026-02-13T10:38:13.385376+00:00
14,QA Engineer | Poland,linkedin,QA Lead,GB2B - GamingB2B,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Lead,English,"Lead, QA Lead",,Recent,https://pl.linkedin.com/jobs/view/qa-lead-at-gb2b-gamingb2b-4362200966,2026-02-13T10:38:18.130440+00:00
14,QA Engineer | Poland,linkedin,Senior QA Engineer,GB2B - GamingB2B,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-qa-engineer-at-gb2b-gamingb2b-4363091518,2026-02-13T10:38:18.131725+00:00
14,QA Engineer | USA,linkedin,QA Engineer,MrBeast,United States,On-site,Full-time,"Ci/Cd, Github Actions, Integration Testing, Javascript, Test Automation, Typescript","Gitlab, Safe, Cypress, Regression Testing, Senior, Agile, Manual Testing, Cucumber, Circleci, Bdd",English,"Lead, Senior",,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-mrbeast-4367342975,2026-02-13T10:38:20.724706+00:00
14,QA Engineer | United Kingdom,linkedin,QA Engineer - External Contractor (Immediate Start),Whiteshield,"London, England, United Kingdom",On-site,Contract,,Contractor,English,Contractor,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-external-contractor-immediate-start-at-whiteshield-4371831409,2026-02-13T10:38:23.108730+00:00
14,Test Engineer | Austria,linkedin,Senior Python Engineer - Functional Testing Project via Mindrift,Mindrift,Austria,On-site,Contract,Python,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-python-engineer-functional-testing-project-via-mindrift-at-mindrift-4370871449,2026-02-13T10:38:27.925261+00:00
14,Test Engineer | Austria,linkedin,"Senior Python Engineer - AI Testing Project (Freelance, Mindrift)",Mindrift,Austria,On-site,Contract,Python,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-python-engineer-ai-testing-project-freelance-mindrift-at-mindrift-4370844305,2026-02-13T10:38:27.925416+00:00
14,Test Engineer | Remote,linkedin,Senior Python Engineer - Functional Testing Project via Mindrift,Mindrift,Germany,Remote,Contract,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-functional-testing-project-via-mindrift-at-mindrift-4370869250,2026-02-13T10:38:32.736251+00:00
14,Test Engineer | Remote,linkedin,"Senior Python Engineer - AI Testing Project (Freelance, Mindrift)",Mindrift,Germany,Remote,Contract,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-ai-testing-project-freelance-mindrift-at-mindrift-4370815425,2026-02-13T10:38:32.736570+00:00
14,Test Engineer | Slovakia,linkedin,"Full-Stack Tech Lead (Remote, Contract)",INFUSE,Slovakia,Remote,Contract,,"Lead, Tech Lead",English,Lead,,Recent,https://sk.linkedin.com/jobs/view/full-stack-tech-lead-remote-contract-at-infuse-4370961576,2026-02-13T10:38:35.120816+00:00
14,Testingenieur | Germany,linkedin,(Senior-)Testingenieur (m/w/d) - ADAS,Applus+ IDIADA,"Ingolstadt, Bavaria, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-testingenieur-m-w-d-adas-at-applus%2B-idiada-4366382153,2026-02-13T10:38:47.474945+00:00
14,Testingenieur | Austria,linkedin,Testmanager und Tester (all genders),smart Energy Services GmbH,"Vienna, Vienna, Austria",On-site,Full-time,,,German,Test Manager,,Recent,https://at.linkedin.com/jobs/view/testmanager-und-tester-all-genders-at-smart-energy-services-gmbh-4364070929,2026-02-13T10:38:49.847546+00:00
14,Testingenieur | Switzerland,linkedin,Senior Testingenieur:in,Coopers Group AG,"Zollikofen, Berne, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-testingenieur-in-at-coopers-group-ag-4357558255,2026-02-13T10:38:52.230179+00:00
14,Testingenieur | USA,linkedin,Chief Test Engineer,"Cape Henry Associates, Acquired by JANUS Research Group","Aurora, CO",On-site,Contract,Can,"Senior, Express, Expert, Lead, Contractor",English,"Contractor, Expert, Lead, Senior",,Recent,https://www.linkedin.com/jobs/view/chief-test-engineer-at-cape-henry-associates-acquired-by-janus-research-group-4368738745,2026-02-13T10:39:04.359424+00:00
14,Testingenieur | USA,linkedin,"QA Engineer- Functional Testing(Onsite, Overland Park, KS)",Netsmart,"Overland Park, KS",Remote,Contract,"C, Can, Integration Testing, Java, Test Automation","Agile, Sql, Linux, Contractor, Safe",English,Contractor,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-functional-testing-onsite-overland-park-ks-at-netsmart-4371074059,2026-02-13T10:39:04.359596+00:00
14,Testingenieur | USA,linkedin,Test Engineer,SRC,"Syracuse, NY",On-site,Internship,"C, Python","Internship, Sql, Lead, Safe, Matlab",English,Lead,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-src-4361835953,2026-02-13T10:39:04.359942+00:00
14,Test Automation | Germany,linkedin,Senior QA & Test Automation Lead (m/f/d),Nagarro,Germany,On-site,Full-time,Test Automation,"Senior, Lead",English,"Lead, Senior",,Recent,https://de.linkedin.com/jobs/view/senior-qa-test-automation-lead-m-f-d-at-nagarro-4367528203,2026-02-13T10:39:09.288426+00:00
14,Test Automation | Germany,linkedin,Senior QA Analyst,Jobgether,Germany,On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-qa-analyst-at-jobgether-4370895999,2026-02-13T10:39:09.289242+00:00
14,Test Automation | Austria,linkedin,Senior QA & Test Automation Lead (all genders),Nagarro,Austria,On-site,Full-time,Test Automation,"Senior, Lead",English,"Lead, Senior",,Recent,https://at.linkedin.com/jobs/view/senior-qa-test-automation-lead-all-genders-at-nagarro-4367527238,2026-02-13T10:39:11.628871+00:00
14,Test Automation | Austria,linkedin,Testmanager:in,APC Business Services GmbH,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,Test Manager,,Recent,https://at.linkedin.com/jobs/view/testmanager-in-at-apc-business-services-gmbh-4371827764,2026-02-13T10:39:11.629753+00:00
14,Test Automation | Austria,linkedin,Senior Software Tester*in (m/w/d),Value Dimensions Management Services GmbH,"Vienna, Vienna, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-software-tester-in-m-w-d-at-value-dimensions-management-services-gmbh-4365708643,2026-02-13T10:39:11.629938+00:00
14,Test Automation | Switzerland,linkedin,Team Lead Quality Assurance (m/w/d) 80-100%,selekt,Lucerne Metropolitan Area,Remote,Full-time,,"Lead, Team Lead",English,Lead,,Recent,https://ch.linkedin.com/jobs/view/team-lead-quality-assurance-m-w-d-80-100%25-at-selekt-4367934120,2026-02-13T10:39:14.007346+00:00
14,Test Automation | Switzerland,linkedin,Senior Test automation Engineer,SGI,"Zurich, Zurich, Switzerland",On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-test-automation-engineer-at-sgi-4369374892,2026-02-13T10:39:14.008024+00:00
14,Test Automation | Switzerland,linkedin,Senior Quality Analyst,RBW Consulting,"Lachen, Schwyz, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-quality-analyst-at-rbw-consulting-4353430000,2026-02-13T10:39:14.008347+00:00
14,Test Automation | Switzerland,linkedin,Test Manager,TechFirm Information Systems,"Geneva, Switzerland",On-site,Full-time,,,English,Test Manager,,Recent,https://ch.linkedin.com/jobs/view/test-manager-at-techfirm-information-systems-4361110838,2026-02-13T10:39:14.008503+00:00
14,Test Automation | Slovakia,linkedin,Supply Quality Manager - Senior,Kanadevia Inova,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/supply-quality-manager-senior-at-kanadevia-inova-4371448286,2026-02-13T10:39:18.788996+00:00
14,Test Automation | USA,linkedin,QA Lead,The Value Maximizer,"South Carolina, United States",On-site,Full-time,,Lead,English,"Lead, QA Lead",,Recent,https://www.linkedin.com/jobs/view/qa-lead-at-the-value-maximizer-4372113641,2026-02-13T10:39:26.401686+00:00
14,Test Automation | United Kingdom,linkedin,Test Lead,Legal & General,"Cardiff, Wales, United Kingdom",On-site,Full-time,,Lead,English,Lead,,Recent,https://uk.linkedin.com/jobs/view/test-lead-at-legal-general-4369217528,2026-02-13T10:39:28.868951+00:00
14,Test Automation | United Kingdom,linkedin,Test Manager,i3,"City Of London, England, United Kingdom",On-site,Full-time,,,English,Test Manager,,Recent,https://uk.linkedin.com/jobs/view/test-manager-at-i3-4356540256,2026-02-13T10:39:28.869438+00:00
14,Test Automation | United Kingdom,linkedin,Senior QA Automation Engineer,shangang Keji Industrial CO LTD,"Leicester, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-shangang-keji-industrial-co-ltd-4368800526,2026-02-13T10:39:28.869590+00:00
14,Test Automation | United Kingdom,linkedin,Senior Quality Assurance Tester,G.Digital,"Leeds, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-quality-assurance-tester-at-g-digital-4371284618,2026-02-13T10:39:28.869748+00:00
14,Test Automation | United Kingdom,linkedin,Senior QA Engineer,Swap,United Kingdom,On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-qa-engineer-at-swap-4365091412,2026-02-13T10:39:28.869941+00:00
14,Test Automation | United Kingdom,linkedin,Test Manager,i3,"London Area, United Kingdom",On-site,Full-time,,,English,Test Manager,,Recent,https://uk.linkedin.com/jobs/view/test-manager-at-i3-4357573853,2026-02-13T10:39:28.870107+00:00
14,Python Developer | Germany,linkedin,Senior Software Engineer (Python/AWS),LocalStack,"Berlin, Berlin, Germany",On-site,Full-time,Python,"Senior, Aws",English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-software-engineer-python-aws-at-localstack-4370939762,2026-02-13T10:39:31.335630+00:00
14,Python Developer | Germany,linkedin,Senior Python Engineer - Hybrid,Boost inc,"Munich, Bavaria, Germany",Hybrid,Full-time,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-hybrid-at-boost-inc-4361834481,2026-02-13T10:39:31.336127+00:00
14,Python Developer | Germany,linkedin,"Senior Python developer (w/m/d) - SQL / PLSQL, Python and shell scripting",Luxoft Germany,"Frankfurt, Hesse, Germany",On-site,Full-time,"Python, Shell","Senior, Sql",English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-developer-w-m-d-sql-plsql-python-and-shell-scripting-at-luxoft-germany-4370965398,2026-02-13T10:39:31.336434+00:00
14,Python Developer | Switzerland,linkedin,(Senior) Python Software Engineer (M/W/D),s-peers AG,"Tägerwilen, Thurgau, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-python-software-engineer-m-w-d-at-s-peers-ag-4365253961,2026-02-13T10:39:36.070460+00:00
14,Python Developer | Switzerland,linkedin,(Senior) Python Software Engineer (M/W/D),s-peers AG,"Tägerwilen, Thurgau, Switzerland",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-python-software-engineer-m-w-d-at-s-peers-ag-4370953201,2026-02-13T10:39:36.070631+00:00
14,Python Developer | Switzerland,linkedin,(Senior-) Backend Engineer,Helvetii AI,"Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-backend-engineer-at-helvetii-ai-4370983283,2026-02-13T10:39:36.071767+00:00
14,Python Developer | Remote,linkedin,Senior Python Engineer (m/f/d),Redcare Pharmacy,"Berlin, Berlin, Germany",Remote,Full-time,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-engineer-m-f-d-at-redcare-pharmacy-4326465857,2026-02-13T10:39:38.511755+00:00
14,Python Developer | Remote,linkedin,Senior Python Backend Engineer,ClearML,Germany,Remote,Full-time,Python,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-python-backend-engineer-at-clearml-4370505023,2026-02-13T10:39:38.511926+00:00
14,Python Developer | Remote,linkedin,"Senior Full-Stack Software Engineer, Growth",Jobgether,Germany,Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-full-stack-software-engineer-growth-at-jobgether-4370918000,2026-02-13T10:39:38.512234+00:00
14,Python Developer | Slovakia,linkedin,Senior Python Engineer,AIApply,Bratislava Metropolitan Area,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-python-engineer-at-aiapply-4368804402,2026-02-13T10:39:40.876036+00:00
14,Python Developer | Slovakia,linkedin,Python Senior Developer,Deutsche Telekom IT Solutions Slovakia,"Kosice, Slovakia",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/python-senior-developer-at-deutsche-telekom-it-solutions-slovakia-4365943329,2026-02-13T10:39:40.876194+00:00
14,Python Developer | Slovakia,linkedin,Senior Java Full Stack Engineer,Astro Sirens LLC,Slovakia,On-site,Full-time,Java,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-java-full-stack-engineer-at-astro-sirens-llc-4370810434,2026-02-13T10:39:40.876884+00:00
14,Python Developer | Slovakia,linkedin,Senior Python-Entwickler (m/w/d),Deutsche Telekom,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-python-entwickler-m-w-d-at-deutsche-telekom-4367990847,2026-02-13T10:39:40.877055+00:00
14,Python Developer | Czech Republic,linkedin,Senior Back-End Engineer (Python/Fast API) - Creative Agency (DR),Truelogic Software,Dominican Republic,On-site,Full-time,Python,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-back-end-engineer-python-fast-api-creative-agency-dr-at-truelogic-software-4363724635,2026-02-13T10:39:43.245612+00:00
14,Python Developer | Czech Republic,linkedin,Senior Full-Stack Engineer (Java/JavaScript/ERP) - Global Marketing Industry,Truelogic Software,Dominican Republic,On-site,Full-time,"Java, Javascript",Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-full-stack-engineer-java-javascript-erp-global-marketing-industry-at-truelogic-software-4371063779,2026-02-13T10:39:43.246331+00:00
14,Python Developer | Czech Republic,linkedin,Senior Full Stack Developer (React / Python) - Software,Truelogic Software,Dominican Republic,On-site,Full-time,Python,"Senior, React",English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-full-stack-developer-react-python-software-at-truelogic-software-4366161531,2026-02-13T10:39:43.246490+00:00
14,Python Developer | Czech Republic,linkedin,Senior Data Platform Engineer (Python/AWS) - Finance,Truelogic Software,Dominican Republic,On-site,Full-time,Python,"Senior, Aws",English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-data-platform-engineer-python-aws-finance-at-truelogic-software-4372220045,2026-02-13T10:39:43.246647+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Developer — $70BN AUM Hedge Fund — Private Credit — London  — Up to £350k TC,Mondrian Alpha,"London Area, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-developer-%E2%80%94-%2470bn-aum-hedge-fund-%E2%80%94-private-credit-%E2%80%94-london-%E2%80%94-up-to-%C2%A3350k-tc-at-mondrian-alpha-4363020271,2026-02-13T10:39:50.698331+00:00
14,Python Developer | United Kingdom,linkedin,Senior Python Software Engineer - London,Validus Risk Management,"London, England, United Kingdom",On-site,Full-time,Python,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-python-software-engineer-london-at-validus-risk-management-4370554341,2026-02-13T10:39:50.698901+00:00
14,Python Test | Slovakia,linkedin,Senior QA Automation Engineer (m/w/d),Deutsche Telekom,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-qa-automation-engineer-m-w-d-at-deutsche-telekom-4368106041,2026-02-13T10:40:02.919182+00:00
14,Python Test | Czech Republic,linkedin,Senior SDET,Perform,Dominican Republic,On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-sdet-at-perform-4344131612,2026-02-13T10:40:05.309303+00:00
14,Firmware Engineer | Germany,linkedin,Senior Software Engineer (m/f/d),Buena,"Berlin, Berlin, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-software-engineer-m-f-d-at-buena-4370487592,2026-02-13T10:40:15.362541+00:00
14,Firmware Engineer | Austria,linkedin,Senior Embedded Software Engineer,TriLite Technologies,"Vienna, Vienna, Austria",On-site,Full-time,,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-embedded-software-engineer-at-trilite-technologies-4360573506,2026-02-13T10:40:17.763242+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Geneva, Geneva, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367114772,2026-02-13T10:40:20.196636+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Bern, Berne, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367111860,2026-02-13T10:40:20.197134+00:00
14,Firmware Engineer | Switzerland,linkedin,Senior Software Engineer,Ripple,"Geneva, Geneva, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-engineer-at-ripple-4370748789,2026-02-13T10:40:20.197453+00:00
14,Firmware Engineer | Remote,linkedin,Senior Embedded BMS Engineer (m/f/x) - FREELANCE,requisimus,Germany,Remote,Contract,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior%C2%A0embedded-bms-engineer-m-f-x-freelance-at-requisimus-4367870910,2026-02-13T10:40:22.599472+00:00
14,Firmware Engineer | Remote,linkedin,Senior Software Engineer - 120k€ - 150k€ im ersten Jahr möglich. Starte jetzt mit uns durch!,The Associated Engineers Group,Germany,Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-software-engineer-120k%E2%82%AC-150k%E2%82%AC-im-ersten-jahr-m%C3%B6glich-starte-jetzt-mit-uns-durch%21-at-the-associated-engineers-group-4370959703,2026-02-13T10:40:22.599817+00:00
14,Firmware Engineer | Remote,linkedin,"Senior Full-Stack Software Engineer, Payments",Jobgether,Germany,Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-full-stack-software-engineer-payments-at-jobgether-4370908954,2026-02-13T10:40:22.600158+00:00
14,Firmware Engineer | Remote,linkedin,(Senior) Software Engineer (m/w/d) - Remote,Spilberg,Germany,Remote,Internship,"Ci/Cd, Java, Typescript, Unit Testing","Senior, R, Microservices, Agile, Angular, Spring Boot, Docker, Git",German,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-software-engineer-m-w-d-remote-at-spilberg-4367821311,2026-02-13T10:40:22.600314+00:00
14,Firmware Engineer | Slovakia,linkedin,Java/Kotlin Software Engineer,Innovatrics,"Bratislava, Bratislava, Slovakia",Remote,Contract,"Can, Ci/Cd, Java","Kubernetes, Gitlab, Prometheus, Spring Boot, Junior, Senior, Junit, Grpc, Agile, Grafana",English,"Expert, Senior",,Recent,https://sk.linkedin.com/jobs/view/java-kotlin-software-engineer-at-innovatrics-4365038539,2026-02-13T10:40:24.988513+00:00
14,Firmware Engineer | Slovakia,linkedin,Senior Software Engineer,Mühlbauer Group,"Nitra Region, Slovakia",On-site,Contract,"C, C++, Can, Embedded Systems, Rtos","Senior, Git",English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-software-engineer-at-m%C3%BChlbauer-group-4361461155,2026-02-13T10:40:24.988930+00:00
14,Firmware Engineer | Slovakia,linkedin,Embedded Software Developer (41742),CoolPeople,"Košice, Kosice, Slovakia",On-site,Full-time,"Arm, C, C++, Cortex-M, Firmware, Rtos","Senior, Arduino, Stm32",English,Senior,,Recent,https://sk.linkedin.com/jobs/view/embedded-software-developer-41742-at-coolpeople-4370988870,2026-02-13T10:40:24.989100+00:00
14,Firmware Engineer | Slovakia,linkedin,Software Engineer (Mid-Senior Level),Innovatrics,"Bratislava, Slovakia",Hybrid,Contract,"Can, Ci/Cd, Java, Python","Senior, Kotlin, Sql, Linux, Consultant, Git",English,"Consultant, Senior",,Recent,https://sk.linkedin.com/jobs/view/software-engineer-mid-senior-level-at-innovatrics-4363153037,2026-02-13T10:40:24.989584+00:00
14,Firmware Engineer | Slovakia,linkedin,Software Engineer (iOS) ID48367,AgileEngine,"Bratislava, Bratislava, Slovakia",Remote,Contract,"C, Go","Senior, Swift, Microservices, Expert, Kotlin",English,"Expert, Senior",,Recent,https://sk.linkedin.com/jobs/view/software-engineer-ios-id48367-at-agileengine-4359044616,2026-02-13T10:40:24.989742+00:00
14,Firmware Engineer | Slovakia,linkedin,Senior Software Engineer,Paymentology,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-software-engineer-at-paymentology-4365537340,2026-02-13T10:40:24.989942+00:00
14,Firmware Engineer | Czech Republic,linkedin,Senior Embedded Firmware Engineer - Remote - Latin America,FullStack,"San Cristóbal, San Cristóbal, Dominican Republic",Remote,Full-time,Firmware,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-embedded-firmware-engineer-remote-latin-america-at-fullstack-4370570028,2026-02-13T10:40:27.353115+00:00
14,Firmware Engineer | Poland,linkedin,"Senior Software Engineer, Backend",Nutrient,"Cracow, Małopolskie, Poland",On-site,Full-time,,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-software-engineer-backend-at-nutrient-4370949151,2026-02-13T10:40:29.774536+00:00
14,Firmware Engineer | United Kingdom,linkedin,Senior Software Engineer - Android,FanDuel,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-software-engineer-android-at-fanduel-4363100519,2026-02-13T10:40:34.760950+00:00
0,Tester | Germany,linkedin,Tester,MatchPoint,Germany,Remote,Contract,,,English,,,Recent,https://de.linkedin.com/jobs/view/tester-at-matchpoint-4366823523,2026-02-13T10:37:42.175345+00:00
0,Tester | Germany,linkedin,Software Test Engineer (m/w/d),LACROIX,"Cologne, North Rhine-Westphalia, Germany",Remote,Internship,"Pytest, Python","R, Confluence, Associate, Gitlab, Linux, Jira",German,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-d-at-lacroix-4371758144,2026-02-13T10:37:42.175544+00:00
0,Tester | Germany,linkedin,Software Test Engineer,Guldberg GmbH,"Munich, Bavaria, Germany",On-site,Full-time,"Jenkins, Selenium","Junit, R, Agile, Testng, Jira, Git",German,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-at-guldberg-gmbh-4361871539,2026-02-13T10:37:42.175917+00:00
0,Tester | Germany,linkedin,QA Manager / Software Tester (all genders),JAKALA,"Hamburg, Germany",Remote,Full-time,Selenium,"Appium, R, Product Owner",German,,,Recent,https://de.linkedin.com/jobs/view/qa-manager-software-tester-all-genders-at-jakala-4337712341,2026-02-13T10:37:42.176082+00:00
0,Tester | Germany,linkedin,(Junior) Software Tester (m/w/d),EPG Ehrhardt Partner Group,"Aachen, North Rhine-Westphalia, Germany",On-site,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-software-tester-m-w-d-at-epg-ehrhardt-partner-group-4354087954,2026-02-13T10:37:42.176408+00:00
0,Tester | Germany,linkedin,Software Tester (m/w/d),Bizerba,"Balingen, Baden-Württemberg, Germany",Hybrid,Full-time,Test Automation,"R, Linux",German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-bizerba-4369545776,2026-02-13T10:37:42.176562+00:00
0,Tester | Austria,linkedin,Test Engineer (f/m/d),Hilti Asia IT Services,"Lanzenkirchen, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-f-m-d-at-hilti-asia-it-services-4371564236,2026-02-13T10:37:44.525053+00:00
0,Tester | Austria,linkedin,Testingenieur (m/w/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Internship,"Ci/Cd, Continuous Testing, Test Automation","R, Openshift, Microservices, Agile, Kubernetes, Scrum, Oracle, Jira, Devops, Safe",German,,,Recent,https://at.linkedin.com/jobs/view/testingenieur-m-w-d-at-deutsche-telekom-4367999733,2026-02-13T10:37:44.525227+00:00
0,Tester | Austria,linkedin,Test Engineer,Noir,"Linz, Upper Austria, Austria",Hybrid,Full-time,"Ci/Cd, Jenkins, Selenium, Test Automation","Agile, Scrum, Regression Testing, Jira, Postman",English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-at-noir-4369514721,2026-02-13T10:37:44.525556+00:00
0,Tester | Austria,linkedin,Test Engineer Systems (m/w/d),Vusion,"Fernitz-Mellach, Styria, Austria",Remote,Contract,"C, C++, Can, Embedded Systems, Firmware, Python",Safe,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-systems-m-w-d-at-vusion-4359273756,2026-02-13T10:37:44.525712+00:00
0,Tester | Austria,linkedin,Software Test Engineer & Documentation Writer (w/m/d),Delegate Group,"Vienna, Vienna, Austria",On-site,Full-time,"Ci/Cd, Continuous Testing, Playwright, Selenium, Test Automation","R, Microservices, Kanban, Sql Server, Associate, Scrum, Oracle, Sql, Devops, Docker",German,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-documentation-writer-w-m-d-at-delegate-group-4357368415,2026-02-13T10:37:44.526060+00:00
0,Tester | Austria,linkedin,Test Automation Engineer,STEINER-HITECH GmbH,"Vienna, Austria",Remote,Internship,"Java, Javascript, Selenium, Test Automation","R, React, Cucumber, Associate, Junior, Mid-Level, Docker, Bdd",German,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-at-steiner-hitech-gmbh-4345946658,2026-02-13T10:37:44.526219+00:00
0,Tester | Switzerland,linkedin,Test Engineer,Flexsis Schweiz,"Risch, Zug, Switzerland",Remote,Internship,Python,"R, Git",German,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-flexsis-schweiz-4371290668,2026-02-13T10:37:46.925813+00:00
0,Tester | Switzerland,linkedin,Software Tester,yiuu.io | Sandro Toneatto Consulting,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-tester-at-yiuu-io-sandro-toneatto-consulting-4353680849,2026-02-13T10:37:46.926006+00:00
