relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Senior Test Manager (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,"Senior, Test Manager",,Recent,https://www.xing.com/jobs/hannover-senior-test-manager-155410504,2026-06-22T16:11:35.224441+00:00
0,QA Engineer | Austria,xing,QA Engineer (m/w/d) Web & Mobile,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-web-mobile-154261136,2026-06-22T16:12:43.464784+00:00
0,QA Engineer | Austria,xing,QA Engineer (M/W/D),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wien-qa-engineer-154732283,2026-06-22T16:12:43.464842+00:00
0,QA Engineer | Austria,xing,QA Engineer (m/w/d) Web & Mobile,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-web-mobile-155007818,2026-06-22T16:12:43.464905+00:00
0,QA Engineer | Austria,xing,QA Engineer / Software Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/koeln-qa-engineer-software-tester-152206214,2026-06-22T16:12:43.464995+00:00
0,QA Engineer | Austria,xing,QA Engineer - Filialsysteme (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/ulm-qa-engineer-filialsysteme-153985492,2026-06-22T16:12:43.465058+00:00
0,QA Engineer | Austria,xing,QA Engineer (m/w/d) – Software Testing & Support (Land Management),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-software-testing-support-land-management-154798529,2026-06-22T16:12:43.465117+00:00
0,QA Engineer | Austria,xing,QA Engineer (m/w/d) mit sehr guten Deutschkenntnissen,XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/wien-qa-engineer-guten-deutschkenntnissen-155247276,2026-06-22T16:12:43.465174+00:00
0,QA Engineer | Austria,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/anif-qa-engineer-154463150,2026-06-22T16:12:43.465231+00:00
0,Test Engineer | Germany,xing,Test Engineer Smart Meter Gateways (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.heyjobs.co/de-de/jobs/b0a70eca-86d9-4323-9cc7-8ea57b2eb85a?utm_source=xing&utm_medium=sjm-ff&utm_content=cpc_dynamic,2026-06-22T16:13:24.747373+00:00
0,Test Engineer | Germany,xing,Test Engineer (a) 60 – 100%,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/kriessern-test-engineer-60-100-153294407,2026-06-22T16:13:24.747543+00:00
0,Test Engineer | Germany,xing,Software Test Engineer (m/w/d) im SPIRIT-Team,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/muenchen-software-test-engineer-spirit-team-155245985,2026-06-22T16:13:24.747603+00:00
0,Test Engineer | Germany,xing,Test Engineer Smart Meter Gateways (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/hamburg-test-engineer-smart-meter-gateways-155503167,2026-06-22T16:13:24.747666+00:00
0,Test Engineer | Germany,xing,Test Engineer (*),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/tamm-test-engineer-155499672,2026-06-22T16:13:24.747729+00:00
0,Test Engineer | Germany,xing,Test Engineer (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/stuttgart-test-engineer-154373194,2026-06-22T16:13:24.747786+00:00
0,Test Engineer | Austria,xing,Test Engineer (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/hamburg-test-engineer-155411172,2026-06-22T16:13:37.920713+00:00
0,Test Engineer | Austria,xing,Test Engineer (w/m/d) - POS Solutions,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dierikon-test-engineer-pos-solutions-155403977,2026-06-22T16:13:37.920887+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/cham-testingenieur-155552567,2026-06-22T16:14:21.644018+00:00
0,Testingenieur | Germany,xing,Test Engineer Schienenfahrzeuge (all gender),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/salzgitter-test-engineer-schienenfahrzeuge-all-gender-152851612,2026-06-22T16:14:21.644088+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/koeln-testingenieur-154832331,2026-06-22T16:14:21.644164+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/hamburg-testingenieur-154580123,2026-06-22T16:14:21.644225+00:00
0,Testingenieur | Germany,xing,Testingenieur Systementwicklung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/penzberg-testingenieur-systementwicklung-151629661,2026-06-22T16:14:21.644291+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/muenchen-test-automation-engineer-146718967,2026-06-22T16:15:15.789983+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/muenchen-test-automation-engineer-155246011,2026-06-22T16:15:15.790074+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d) - Teilzeit (20 h/Woche),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/poing-test-automation-engineer-teilzeit-20-woche-153430247,2026-06-22T16:15:15.790140+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/f/d) -20h/week,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/muenchen-test-automation-engineer-20h-week-155393970,2026-06-22T16:15:15.790373+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/dresden-test-automation-engineer-151099508,2026-06-22T16:15:15.790556+00:00
0,Test Automation | Germany,xing,Software-Testautomatisierer/in (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/nuernberg-software-testautomatisierer-146751920,2026-06-22T16:15:15.790615+00:00
0,Test Automation | Switzerland,xing,Test Automation Engineer (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/wien-test-automation-engineer-155278570,2026-06-22T16:15:43.926792+00:00
0,Python Developer | Germany,xing,Python Developer / Data Scientist (m/w/d) – Von Rohdaten zu echten Lösungen,XING Employer,Germany/Remote,Remote,Full-time,Python,,German,,,Recent,https://www.xing.com/jobs/berlin-python-developer-data-scientist-rohdaten-echten-loesungen-152952833,2026-06-22T16:16:10.947484+00:00
0,Python Developer | Germany,xing,Python Entwickler [m/w/d] - 100% Remote,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/hamburg-python-entwickler-100-remote-154157312,2026-06-22T16:16:10.947570+00:00
0,Python Developer | Germany,xing,Python-Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-python-entwickler-154224906,2026-06-22T16:16:10.947635+00:00
0,Python Developer | Germany,xing,Python Developer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/koblenz-python-developer-155126904,2026-06-22T16:16:10.947745+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) Python & Linux // REMOTE,XING Employer,Germany/Remote,Remote,Full-time,Python,Linux,English,,,Recent,https://www.xing.com/jobs/duesseldorf-software-developer-python-linux-remote-151957732,2026-06-22T16:16:10.947812+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/eschborn-python-entwickler-155017477,2026-06-22T16:16:10.947874+00:00
0,Python Developer | Germany,xing,Softwareentwickler :in Backend / Python (all gender),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/erlangen-softwareentwickler-backend-python-all-gender-153355312,2026-06-22T16:16:10.947964+00:00
0,Python Developer | Germany,xing,Python Developer - Django (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/duelmen-python-developer-django-154764230,2026-06-22T16:16:10.948033+00:00
0,Python Developer | Germany,xing,Python Developer - Django (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/duelmen-python-developer-django-155015678,2026-06-22T16:16:10.948092+00:00
0,Python Developer | Austria,xing,Python Entwickler:in - AI & APIs,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-python-entwickler-ai-apis-155285982,2026-06-22T16:16:25.634322+00:00
0,Python Test | Austria,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-06-22T16:17:19.809123+00:00
0,Python Test | Austria,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-embedded-python-tester-149660806,2026-06-22T16:17:19.809208+00:00
0,Python Test | Austria,xing,Python Engineer – Backend & APIs (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/mainz-python-engineer-backend-apis-155126902,2026-06-22T16:17:19.809326+00:00
0,Python Test | Austria,xing,Software Entwickler Python (m/w/d) - für das Test Engineering,XING Employer,Germany/Remote,Remote,Full-time,Python,R,German,,,Recent,https://www.xing.com/jobs/reichenberg-software-entwickler-python-test-engineering-151929809,2026-06-22T16:17:19.809384+00:00
0,Python Test | Austria,xing,Python Engineer – Backend & APIs (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-python-engineer-backend-apis-155126918,2026-06-22T16:17:19.809441+00:00
0,Python Test | Austria,xing,Automation Engineer Software Systems (m/w/d) - J24300,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/darmstadt-automation-engineer-software-systems-j24300-155334411,2026-06-22T16:17:19.809553+00:00
0,Python Test | Austria,xing,Software-Entwickler - Produktionstests (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/rottweil-senior-software-entwickler-146698763,2026-06-22T16:17:19.809608+00:00
0,Python Test | Austria,xing,Python Engineer – Backend & APIs (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/koblenz-python-engineer-backend-apis-155126903,2026-06-22T16:17:19.809663+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/au-der-traun-firmware-engineer-155427112,2026-06-22T16:18:01.411725+00:00
0,Firmware Engineer | Germany,xing,Embedded Linux Entwickler,XING Employer,Germany/Remote,Remote,Full-time,Embedded Linux,Linux,English,,,Recent,https://www.xing.com/jobs/muenchen-embedded-linux-entwickler-154785626,2026-06-22T16:18:01.411792+00:00
0,Firmware Engineer | Germany,xing,Embedded Engineer – Firmware & Systemintegration (m/w/d) - J35811,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/koeln-embedded-engineer-firmware-systemintegration-j35811-155270654,2026-06-22T16:18:01.411854+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer Security (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/berlin-embedded-firmware-engineer-security-154578697,2026-06-22T16:18:01.412124+00:00
0,Firmware Engineer | Germany,xing,Firmware-Entwickler eingebettete Systeme (all gender),XING Employer,Germany/Remote,Remote,Full-time,"Embedded Systems, Firmware",,English,,,Recent,https://www.xing.com/jobs/muenchen-firmware-entwickler-eingebettete-systeme-all-gender-153274168,2026-06-22T16:18:01.412182+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer* Board Controller Firmware,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/dresden-embedded-software-engineer-board-controller-firmware-154189507,2026-06-22T16:18:01.412238+00:00
0,Firmware Engineer | Switzerland,xing,Find your dream job with XING Premium,XING Employer,Germany,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/deutschland-firmware-entwickler-154704593,2026-06-22T16:18:29.093451+00:00
