relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Senior AutomotiveTesting Engineer(m/f/d),GULP Client,"Location: International, Bucharest",On-site,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/a3d4176876cb11f189e08e417b6a1e17,2026-07-20T12:54:38.055545+00:00
14,Python Test | Germany,gulp,SAP S4/Hana expert for public cloud form creation (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/4e39b5c083ae11f189e08e417b6a1e17,2026-07-20T12:59:46.300520+00:00
14,Python Test | Germany,gulp,Consultant (m/f/d),GULP Client,"Location: Remote, Braunschweig",Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5a36bcacfe0dbbf49fe18e,2026-07-20T12:59:46.304308+00:00
14,Python Test | Germany,gulp,Software Architect (m/f/d) Jakarta / EJB Experience >On-site in Wiesbaden,GULP Client,Location: Wiesbaden,On-site,Freelance,,Architect,English,Architect,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5a2e24acfe0dbbf49fddab,2026-07-20T12:59:46.304772+00:00
0,Tester | Germany,gulp,"ITtesterincluding test automation, espresso, Android, defect management, AI, etc. (f/m/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01311015,2026-07-20T12:54:38.051868+00:00
0,Tester | Germany,gulp,Project Engineer (m/f/d) for Construction Material Recycling & Process Analysis (Special Foundation Engineering),GULP Client,Location: Bochum,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01310716,2026-07-20T12:54:38.052420+00:00
0,Tester | Germany,gulp,Testerfor an application in the banking sector (m/f/d),GULP Client,"Location: D7, Karlsruhe / Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/8607de3e813111f189e08e417b6a1e17,2026-07-20T12:54:38.053023+00:00
0,Tester | Germany,gulp,Frontend Tester/Test Automation (m/f/d),GULP Client,Germany,On-site,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/22e05d427aea11f189e08e417b6a1e17,2026-07-20T12:54:38.053553+00:00
0,Tester | Germany,gulp,MaterialstesterRT2 / UT2 - New LNG terminal construction (m/f/d),GULP Client,Location: D2,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/be5090de7ae111f189e08e417b6a1e17,2026-07-20T12:54:38.054058+00:00
0,Tester | Germany,gulp,Tester/ Verification and Qualification Engineer in Power Electronics (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/67aedba27a2111f189e08e417b6a1e17,2026-07-20T12:54:38.054551+00:00
0,Tester | Germany,gulp,QA Automation Engineer (m/f/d) Java / Selenium / Playwright,GULP Client,Location: Cologne,Remote,Freelance,"Java, Playwright, Selenium",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01305530,2026-07-20T12:54:38.055052+00:00
0,Tester | Germany,gulp,CPETester(m/f/d),GULP Client,Location: keine Angabe,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e2046b78713a11f189e08e417b6a1e17,2026-07-20T12:54:38.056050+00:00
0,Tester | Germany,gulp,EMC Tester/Engineer (m/f/d),GULP Client,Germany,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/1da5127870cc11f189e08e417b6a1e17,2026-07-20T12:54:38.056532+00:00
0,Tester | Germany,gulp,"SeniorTester(m/f/d) Application Software - Temporary Employment, 40% Remote",GULP Client,Location: Flintbek,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01290531,2026-07-20T12:54:38.057008+00:00
0,Tester | Germany,gulp,Tester/ Test automation engineer (m/f/d),GULP Client,Location: Wien/remote,Remote,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/056c7d267b3d11efb0e1762ed2f8ca94,2026-07-20T12:54:38.057889+00:00
0,QA Engineer | Germany,gulp,Claim and Contract Manager (m/f/d),GULP Client,Location: siehe Beschreibung,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/81f0cb50842c11f189e08e417b6a1e17,2026-07-20T12:55:31.211752+00:00
0,QA Engineer | Germany,gulp,Accessibility Developer (m/f/d) (Flutter & Spring Boot),GULP Client,Location: Frankfurt am Main,Remote,Freelance,,Spring Boot,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01310855,2026-07-20T12:55:31.212258+00:00
0,QA Engineer | Germany,gulp,VMware Administrator (m/f/d),GULP Client,Location: Hamburg,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01311745,2026-07-20T12:55:31.212633+00:00
0,QA Engineer | Germany,gulp,Hardware Developer / ElectricalEngineer(m/f/d),GULP Client,"Location: D2, / Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/852ac70a841b11f189e08e417b6a1e17,2026-07-20T12:55:31.213723+00:00
0,QA Engineer | Germany,gulp,Machine LearningEngineer(m/f/d),GULP Client,Location: Munich,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01311524,2026-07-20T12:55:31.214123+00:00
0,QA Engineer | Germany,gulp,"Microsoft SystemEngineering(m/f/d) M365, Intune, Entra Join, Powershell, AD/GPO",GULP Client,Location: Bern,Remote,Freelance,,Powershell,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5ddc2d8ef2dcfc79b3757b,2026-07-20T12:55:31.214700+00:00
0,QA Engineer | Germany,gulp,Designer (Defense) (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ee579d1a841211f189e08e417b6a1e17,2026-07-20T12:55:31.215200+00:00
0,QA Engineer | Germany,gulp,Construction Manager HVAC - Heat Pump-Based Heating and Cooling Systems (m/f/d),GULP Client,"Location: D5, Köln",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/382d57e683ae11f189e08e417b6a1e17,2026-07-20T12:55:31.216179+00:00
0,QA Engineer | Germany,gulp,Construction supervisor for civilengineering(m/f/d),GULP Client,Location: D9,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/3b58eb2483ae11f189e08e417b6a1e17,2026-07-20T12:55:31.216653+00:00
0,QA Engineer | Germany,gulp,"Technical System Planner (m/f/d) specializing in Electrical Systems, with a focus on Building Automation/MSR using WSCAD software",GULP Client,Location: Dietenheim (Iller),Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a27bfae5ed5c601b4224d9c,2026-07-20T12:55:31.217152+00:00
0,QA Engineer | Germany,gulp,Construction supervisor for overhead lines and 50 Hz (m/f/d),GULP Client,Location: siehe Beschreibung,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/5d210090834d11f189e08e417b6a1e17,2026-07-20T12:55:31.217612+00:00
0,Test Automation | Germany,gulp,Frontend Developer (m/f/d) Jakarta / EJB Experience > On-site in Wiesbaden,GULP Client,Location: Wiesbaden,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5a2a2aacfe0dbbf49fd064,2026-07-20T12:58:03.723797+00:00
0,Test Automation | Germany,gulp,Partner companytest automation(m/f/d) HP ALM -> X-ray migration / UFT script -> GitLab - remote and in Frankfurt,GULP Client,Location: Frankfurt am Main,Remote,Freelance,,Gitlab,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a58d9277de272303f009bb1,2026-07-20T12:58:03.726185+00:00
0,Test Automation | Germany,gulp,Partner companytest automation(m/f/d) Cypress / Robot / Selenium / Cucumber - Remote and Frankfurt,GULP Client,Location: Remote & Frankfurt am Main,Remote,Freelance,Selenium,"Cucumber, Cypress",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a58d67e7de272303f009af5,2026-07-20T12:58:03.726765+00:00
0,Test Automation | Germany,gulp,Software Developer (m/f/d) with experience in AWS/Java/Spring/TypeScript/Node,GULP Client,Location: Wiesbaden,Remote,Freelance,"Java, Typescript",Aws,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01310236,2026-07-20T12:58:03.727253+00:00
0,Test Automation | Germany,gulp,Software Development (Unreal Engine) (m/f/d),GULP Client,Location: Hamburg,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/cce7827e7ae111f189e08e417b6a1e17,2026-07-20T12:58:03.729174+00:00
0,Test Automation | Germany,gulp,Technical Project Manager in the field of data platform and intelligence services (m/f/d) 100% remote,GULP Client,Location: Mannheim,Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01306474,2026-07-20T12:58:03.729642+00:00
0,Python Developer | Germany,gulp,SAP BW/4HANADeveloperfor building a BW/4HANA reporting template (m/f/d),GULP Client,Location: siehe Beschreibung,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/7d87852e841b11f189e08e417b6a1e17,2026-07-20T12:58:54.266066+00:00
0,Python Developer | Germany,gulp,Data Scientist (m/f/d),GULP Client,Location: Aschheim,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01311518,2026-07-20T12:58:54.266446+00:00
0,Python Developer | Germany,gulp,Navision 2009 R2Developer(m/f/d),GULP Client,"Location: Remote, Frankfurt am Main",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/36bf664283ae11f189e08e417b6a1e17,2026-07-20T12:58:54.267645+00:00
0,Python Developer | Germany,gulp,Mobile full stackdeveloper(m/f/d),GULP Client,"Location: D1, Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ed04a7ee820211f189e08e417b6a1e17,2026-07-20T12:58:54.268723+00:00
0,Python Developer | Germany,gulp,Developmentteam for the conversion of test programs (m/f/d),GULP Client,Location: D2,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/8aaa2a6881fa11f189e08e417b6a1e17,2026-07-20T12:58:54.269692+00:00
0,Python Test | Germany,gulp,SAP Basis Project Manager - Label and Label Printing (m/f/d),GULP Client,"Location: D3, 50% Remote",Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/bed7f5e2842311f189e08e417b6a1e17,2026-07-20T12:59:46.298483+00:00
0,Python Test | Germany,gulp,Interim support CASQ-it (CAQ system),GULP Client,Location: Bamberg,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01311012,2026-07-20T12:59:46.301510+00:00
0,Python Test | Germany,gulp,4426 - Oracle Identity Manager (OIM) Developer (m/f/d),GULP Client,Location: Berlin und Remote,Remote,Freelance,,Oracle,German,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5a470627ab3b66f02f46ae,2026-07-20T12:59:46.302082+00:00
0,Python Test | Germany,gulp,4426 - Oracle Identity Manager (OIM) Developer (m/f/d),GULP Client,Location: Berlin und Remote,Remote,Freelance,,Oracle,German,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/c27c62f081ee11f189e08e417b6a1e17,2026-07-20T12:59:46.302643+00:00
0,Python Test | Germany,gulp,Application Developer (m/f/d),GULP Client,Location: Berlin/Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5a36bcacfe0dbbf49fe19e,2026-07-20T12:59:46.303717+00:00
0,Firmware Engineer | Germany,gulp,Mechnical Designer - UAV/Ground Station (m/f/d),GULP Client,"Location: D8, München",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e6ffef5c820211f189e08e417b6a1e17,2026-07-20T13:00:38.550584+00:00
