relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Senior Business Test Consultant - Lebensversicherung / E2E (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,"Consultant, Senior",English,"Consultant, Senior",,Recent,https://www.xing.com/jobs/montabaur-senior-business-test-consultant-lebensversicherung-e2e-151945000,2026-04-06T11:45:38.772093+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-152939062,2026-04-06T11:47:25.384888+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-150638307,2026-04-06T11:47:25.384972+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/zug-qa-engineer-149012111,2026-04-06T11:47:25.385042+00:00
0,QA Engineer | Germany,xing,WL-1 QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-wl-1-qa-engineer-152939079,2026-04-06T11:47:25.385208+00:00
0,QA Engineer | Germany,xing,FREELANCE // QA Engineer (m/w/d) // 100% Remote // Grüne Wiese // Spannendes Projekt,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-freelance-qa-engineer-100-remote-gruene-wiese-spannendes-projekt-152571625,2026-04-06T11:47:25.385386+00:00
0,QA Engineer | Germany,xing,WL QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-wl-qa-engineer-152939078,2026-04-06T11:47:25.385517+00:00
0,QA Engineer | Germany,xing,QA Engineer (Internship or Junior) (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,,"Junior, Internship",English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-internship-junior-152842409,2026-04-06T11:47:25.385587+00:00
0,QA Engineer | Austria,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/unterhaching-qa-engineer-152196086,2026-04-06T11:47:40.783312+00:00
0,Test Engineer | Germany,xing,Junior Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,Junior,English,,,Recent,https://www.xing.com/jobs/berlin-junior-test-automation-engineer-152017821,2026-04-06T11:48:24.365276+00:00
0,Test Engineer | Germany,xing,Test Engineer (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dresden-test-engineer-152407080,2026-04-06T11:48:24.365368+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dresden-test-engineer-150141846,2026-04-06T11:48:24.365522+00:00
0,Test Engineer | Germany,xing,TEST ENGINEER (M/W/D),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/schweinfurt-test-engineer-152581444,2026-04-06T11:48:24.365587+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bremen-test-engineer-151007778,2026-04-06T11:48:24.365694+00:00
0,Test Engineer | Germany,xing,Test-Engineer - Systemtest,XING Employer,Germany/Remote,Remote,Full-time,System Testing,,English,,,Recent,https://www.xing.com/jobs/zuerich-test-engineer-systemtest-150877142,2026-04-06T11:48:24.365756+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d) - Dresden,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dresden-test-engineer-dresden-150441800,2026-04-06T11:48:24.365822+00:00
0,Testingenieur | Germany,xing,Prüftechniker / Prüfingenieur (m⁠/⁠w⁠/⁠d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/neumuenster-prueftechniker-pruefingenieur-151696615,2026-04-06T11:50:12.988671+00:00
0,Testingenieur | Germany,xing,Test Engineer (Focus ETE) (m/w/x),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/neubrandenburg-test-engineer-focus-ete-150667245,2026-04-06T11:50:12.988979+00:00
0,Testingenieur | Germany,xing,Testingenieur / Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/friedrichshafen-testingenieur-test-engineer-147370768,2026-04-06T11:50:12.989041+00:00
0,Testingenieur | Germany,xing,Testingenieur (w/m/d) Software / Systeme,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/ueberlingen-testingenieur-software-systeme-150668185,2026-04-06T11:50:12.989106+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d) Schwerpunkt Testmanagement und Design,XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/kiel-testingenieur-schwerpunkt-testmanagement-design-150667298,2026-04-06T11:50:12.989210+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/paderborn-testingenieur-152002366,2026-04-06T11:50:12.989291+00:00
0,Testingenieur | Austria,xing,(Junior) Testingenieur / Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Junior,English,,,Recent,https://www.xing.com/jobs/muenchen-junior-testingenieur-test-engineer-151881812,2026-04-06T11:50:27.624753+00:00
0,Test Automation | Germany,xing,Software Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/bern-software-test-automation-engineer-152687497,2026-04-06T11:51:10.480303+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/muenchen-test-automation-engineer-146718967,2026-04-06T11:51:10.480410+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d) - Duisburg [Kziff.OK6968],XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/duisburg-test-automation-engineer-duisburg-kziff-ok6968-137435602,2026-04-06T11:51:10.480596+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/dresden-test-automation-engineer-151099508,2026-04-06T11:51:10.480657+00:00
0,Test Automation | Germany,xing,Testautomatisierer(m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/nuernberg-testautomatisierer-152722708,2026-04-06T11:51:10.480716+00:00
0,Python Developer | Germany,xing,Python - Entwickler:in,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/berlin-python-entwickler-148891004,2026-04-06T11:52:07.528043+00:00
0,Python Developer | Germany,xing,Softwaredeveloper Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-softwaredeveloper-python-152340591,2026-04-06T11:52:07.528110+00:00
0,Python Developer | Germany,xing,Softwareentwickler Python (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-softwareentwickler-python-148391528,2026-04-06T11:52:07.528200+00:00
0,Python Developer | Germany,xing,Software Developer Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-software-developer-python-152567035,2026-04-06T11:52:07.528266+00:00
0,Python Developer | Germany,xing,Python Developer (all genders) 32-35h/Woche,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/berlin-python-developer-all-genders-32-35h-woche-152731752,2026-04-06T11:52:07.528327+00:00
0,Python Developer | Germany,xing,Softwareentwickler Python (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/leipzig-softwareentwickler-python-148391481,2026-04-06T11:52:07.528387+00:00
0,Python Developer | Germany,xing,B126-C02 Junior Python-Entwickler (m/w/d) – Direktvermittlung in Festanstellung,XING Employer,Germany/Remote,Remote,Full-time,Python,Junior,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-b126-c02-junior-python-entwickler-direktvermittlung-festanstellung-152818047,2026-04-06T11:52:07.528448+00:00
0,Python Developer | Germany,xing,Software Developer Python IAM (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/bremen-software-developer-python-iam-151481127,2026-04-06T11:52:07.528507+00:00
0,Python Developer | Remote,xing,PYTHON DEVELOPER (M/W/D),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/wien-python-developer-152456353,2026-04-06T11:52:50.330735+00:00
0,Python Test | Germany,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-04-06T11:53:05.622111+00:00
0,Python Test | Germany,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-embedded-python-tester-149660806,2026-04-06T11:53:05.622204+00:00
0,Python Test | Germany,xing,Python Tester* Embedded Devices (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-python-tester-embedded-devices-150667917,2026-04-06T11:53:05.622272+00:00
0,Python Test | Germany,xing,Python Tester* Embedded Devices,XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-python-tester-embedded-devices-147022468,2026-04-06T11:53:05.622335+00:00
0,Python Test | Germany,xing,Programmierer Python Test-Framework (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/muenchen-programmierer-python-test-framework-151825360,2026-04-06T11:53:05.622401+00:00
0,Python Test | Germany,xing,"Embedded Python Tester (m/w/d) – Munich, Germany – EU/NATO Nationals - Fluent German",XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/berlin-embedded-python-tester-munich-germany-eu-nato-nationals-fluent-german-150952038,2026-04-06T11:53:05.622461+00:00
0,Python Test | Germany,xing,Softwaretester Embedded (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/tettnang-softwaretester-embedded-147370986,2026-04-06T11:53:05.622520+00:00
0,Python Test | Germany,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-embedded-python-tester-151825311,2026-04-06T11:53:05.622582+00:00
0,Python Test | Remote,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-embedded-python-tester-152005269,2026-04-06T11:53:48.904609+00:00
0,Firmware Engineer | Germany,xing,Junior Entwickler - Firmware/Hardware (m/w/d,XING Employer,Germany/Remote,Remote,Full-time,Firmware,Junior,English,,,Recent,https://www.xing.com/jobs/aachen-junior-entwickler-firmware-hardware-151406341,2026-04-06T11:54:02.865480+00:00
0,Firmware Engineer | Germany,xing,"Firmware Engineer Embedded C Wearable Devices (Full Time) Munich, Germany",XING Employer,Germany/Remote,Remote,Full-time,"C, Firmware",,English,,,Recent,https://www.xing.com/jobs/munich-firmware-engineer-embedded-wearable-devices-full-time-munich-germany-151410964,2026-04-06T11:54:02.865616+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d) - J35543,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/rottweil-embedded-firmware-engineer-j35543-152871015,2026-04-06T11:54:02.865684+00:00
0,Firmware Engineer | Germany,xing,Firmware Engineer (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/muenchen-firmware-engineer-150666670,2026-04-06T11:54:02.865757+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer for Device Systems (m/w/d) - J24781,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/duesseldorf-embedded-firmware-engineer-device-systems-j24781-152616488,2026-04-06T11:54:02.865821+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d) - J24781,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/duesseldorf-embedded-firmware-engineer-j24781-152871033,2026-04-06T11:54:02.865887+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d) - J35543,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/rottweil-embedded-firmware-engineer-j35543-151983591,2026-04-06T11:54:02.865952+00:00
0,Firmware Engineer | Germany,xing,Firmware-Entwickler (all gender),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/bremen-firmware-entwickler-all-gender-149577949,2026-04-06T11:54:02.866013+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer (m/w/d) - J35543,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/offenburg-embedded-software-engineer-j35543-152616428,2026-04-06T11:54:02.866073+00:00
0,Firmware Engineer | Switzerland,xing,Entwicklungsingenieur Firmware (m/w/d) 80 - 100 %,AllatNet Recruiting GmbH & Co. KG,Aesch BL,Remote,Full-time,"C, C++, Embedded Systems, Firmware","Freertos, Tdd, R, Stm32",German,,,Recent,https://www.xing.com/jobs/aesch-bl-entwicklungsingenieur-firmware-80-100-147370944,2026-04-06T11:54:32.330799+00:00
