relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Fachlicher Testmanager (m/w/d) für unsere Abteilung Produktdesign und IT-Partnermanagement,XING Employer,Germany/Remote,Remote,Full-time,,R,German,Test Manager,,Recent,https://www.xing.com/jobs/muenchen-fachlicher-testmanager-abteilung-produktdesign-it-partnermanagement-157180310,2026-08-27T20:48:24.594587+00:00
0,Testingenieur | Germany,xing,Test Engineer Schienenfahrzeuge (all gender) (Remote / Mobil möglich),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/salzgitter-test-engineer-schienenfahrzeuge-all-gender-remote-mobil-156483636,2026-08-27T20:51:16.705005+00:00
0,Testingenieur | Germany,xing,Testingenieur Funktionale Typtests (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/salzgitter-testingenieur-funktionale-typtests-157166225,2026-08-27T20:51:16.705048+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wedel-testingenieur-156851066,2026-08-27T20:51:16.705091+00:00
0,Testingenieur | Germany,xing,Testingenieur (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wuerzburg-testingenieur-157263388,2026-08-27T20:51:16.705135+00:00
0,Test Automation | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/wien-test-automation-engineer-152320689,2026-08-27T20:52:13.271415+00:00
0,Test Automation | Germany,xing,Automatisierungsspezialist:in 80-100%,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bremgarten-automatisierungsspezialist-80-100-157076818,2026-08-27T20:52:13.271557+00:00
0,Test Automation | Germany,xing,Software Test Automation Specialist (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/wettingen-software-test-automation-specialist-157409300,2026-08-27T20:52:13.271601+00:00
0,Python Developer | Germany,xing,Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/pforzheim-python-entwickler-157031656,2026-08-27T20:53:11.355661+00:00
0,Python Developer | Germany,xing,Intermediate Python Entwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/stuttgart-intermediate-python-entwickler-156347206,2026-08-27T20:53:11.355739+00:00
0,Python Developer | Germany,xing,Software Developer: Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/duelmen-software-developer-python-157129881,2026-08-27T20:53:11.355792+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) Python & Linux // REMOTE,XING Employer,Germany/Remote,Remote,Full-time,Python,Linux,English,,,Recent,https://www.xing.com/jobs/duesseldorf-software-developer-python-linux-remote-151957732,2026-08-27T20:53:11.355844+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) - Python/Django,XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/kulmbach-softwareentwickler-python-django-146649194,2026-08-27T20:53:11.355939+00:00
0,Python Developer | Germany,xing,Software Developer Linux Python Integrations (m/w/d) REMOTE,XING Employer,Germany/Remote,Remote,Full-time,Python,Linux,English,,,Recent,https://www.xing.com/jobs/duesseldorf-software-developer-linux-python-integrations-remote-157304149,2026-08-27T20:53:11.356029+00:00
0,Python Developer | Germany,xing,Software-Entwickler Full-Stack,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bonn-software-entwickler-full-stack-147735258,2026-08-27T20:53:11.356076+00:00
0,Python Developer | Germany,xing,"Softwareentwickler*in - Python / Fullstack (m/w/d) - Job-ID: WH-26-002 - unbefristet, Vollzeit",XING Employer,Germany/Remote,Remote,Full-time,Python,,English,,,Recent,https://www.xing.com/jobs/wallenhorst-softwareentwickler-python-fullstack-job-id-wh-26-002-unbefristet-vollzeit-157437426,2026-08-27T20:53:11.356125+00:00
0,Python Test | Germany,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-08-27T20:54:07.518449+00:00
0,Python Test | Germany,xing,Testingenieur:in (m/w/d) - Automation & Manual Testing,XING Employer,Germany/Remote,Remote,Full-time,,Manual Testing,English,,,Recent,https://www.xing.com/jobs/berlin-testingenieur-automation-manual-testing-157324365,2026-08-27T20:54:07.518555+00:00
0,Python Test | Germany,xing,Software Test Engineer C++/Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,"C, C++, Python",,English,,,Recent,https://www.xing.com/jobs/kiel-software-test-engineer-python-157368133,2026-08-27T20:54:07.518680+00:00
0,Python Test | Germany,xing,Entwickler Testautomatisierung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/landsberg-lech-entwickler-testautomatisierung-157399899,2026-08-27T20:54:07.518727+00:00
0,Python Test | Germany,xing,Testingenieur:in (m/w/d) - Automation & Manual Testing,XING Employer,Germany/Remote,Remote,Full-time,,Manual Testing,English,,,Recent,https://www.xing.com/jobs/berlin-testingenieur-automation-manual-testing-154989831,2026-08-27T20:54:07.518776+00:00
0,Python Test | Germany,xing,Software tester with focus on billing systems (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wien-software-tester-focus-billing-systems-156775403,2026-08-27T20:54:07.518820+00:00
0,Python Test | Germany,xing,x ANÜ Testablauf/Testreport”,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/sindelfingen-anue-testablauf-testreport-157462407,2026-08-27T20:54:07.518865+00:00
0,Python Test | Germany,xing,Softwaretester C++ & Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,"C, C++, Python",,English,,,Recent,https://www.xing.com/jobs/erlangen-softwaretester-python-156962229,2026-08-27T20:54:07.518908+00:00
0,Firmware Engineer | Germany,xing,Firmwareentwickler (m/w/d) Funktionale Sicherheit,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/verl-firmwareentwickler-funktionale-sicherheit-156171716,2026-08-27T20:55:03.680478+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/limburg-lahn-embedded-software-engineer-156865685,2026-08-27T20:55:03.680558+00:00
0,Firmware Engineer | Germany,xing,Softwareingenieur (m/w/d) für Embedded-Vision-Systeme,XING Employer,Germany/Remote,Remote,Full-time,,R,English,,,Recent,https://www.xing.com/jobs/verl-softwareingenieur-embedded-vision-systeme-157148907,2026-08-27T20:55:03.680616+00:00
0,Firmware Engineer | Germany,xing,Entwickler Hardware (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/fuerstenfeldbruck-entwickler-hardware-156967620,2026-08-27T20:55:03.680681+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d) - Schwerpunkt Produktionssoftware & Testsysteme,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/ravensburg-firmware-entwickler-schwerpunkt-produktionssoftware-testsysteme-155699938,2026-08-27T20:55:03.680776+00:00
0,Firmware Engineer | Germany,xing,Softwareingenieur für Embedded Software (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,R,English,,,Recent,https://www.xing.com/jobs/taufkirchen-softwareingenieur-embedded-software-157323132,2026-08-27T20:55:03.680821+00:00
0,Firmware Engineer | Germany,xing,Embedded Hardware Engineer m/w/d,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/aschheim-embedded-hardware-engineer-156306068,2026-08-27T20:55:03.680866+00:00
0,Firmware Engineer | Germany,xing,WE´RE HIRING FIRMWARE ENGINEER AT STARTUP POWERED ORTHOTICS,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/walldorf-we-re-hiring-firmware-engineer-at-startup-powered-orthotics-157284101,2026-08-27T20:55:03.680911+00:00
0,Firmware Engineer | Germany,xing,Elektronik und Embedded Entwickler für Kamerasysteme (w/m/d),Hensoldt,Oberkochen,Remote,Full-time,"C, C++, Embedded Systems",R,German,,,Recent,https://www.xing.com/jobs/oberkochen-elektronik-embedded-entwickler-kamerasysteme-157423931,2026-08-27T20:55:03.680954+00:00
