relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Senior AutomotiveTesting Engineer(m/f/d),GULP Client,"Location: International, Bucharest",On-site,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/67e4ec945e7c11f189e08e417b6a1e17,2026-06-11T14:41:04.863316+00:00
14,Test Automation | Germany,gulp,Lead Software Engineer – Data Migration (m/f/d) (80–100%) (16017),GULP Client,Location: siehe Beschreibung,Remote,Freelance,,Lead,English,Lead,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/7dd08d104abd11f189e08e417b6a1e17,2026-06-11T14:44:26.380582+00:00
14,Python Developer | Germany,gulp,SAP Basis Consultant (m/f/d) with Dutch or French and English Know How Remote,GULP Client,Location: Remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a2ac777e5bd45e121e718a5,2026-06-11T14:45:15.868402+00:00
14,Python Developer | Germany,gulp,Dynamics 365 Business Central Expert (m/f/d),GULP Client,Location: D4,On-site,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e7ae791e658311f189e08e417b6a1e17,2026-06-11T14:45:15.873755+00:00
14,Python Test | Germany,gulp,SAP FI/CO Consultant (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/eb6ec34c658311f189e08e417b6a1e17,2026-06-11T14:46:06.173824+00:00
14,Python Test | Germany,gulp,FI expert - SAP S/4HANA transformation project (m/f/d),GULP Client,Location: D4,On-site,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e84757d8658311f189e08e417b6a1e17,2026-06-11T14:46:06.177250+00:00
0,Tester | Germany,gulp,HILTesterin the field of E/E (m/f/d),GULP Client,"Location: D3, Großraum Wolfsburg",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ca4bc1d8643411f189e08e417b6a1e17,2026-06-11T14:41:04.861225+00:00
0,Tester | Germany,gulp,Software Test Engineer (m/f/d),GULP Client,Germany,Remote,Freelance,,Agile,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/daef976c643411f189e08e417b6a1e17,2026-06-11T14:41:04.861869+00:00
0,Tester | Germany,gulp,"SeniorTester(m/f/d) Application Software - Temporary Employment, 40% Remote",GULP Client,Location: Flintbek,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01290531,2026-06-11T14:41:04.862351+00:00
0,Tester | Germany,gulp,SeniorTester(m/f/d) Wiesbaden On-site deployment,GULP Client,Location: Wiesbaden,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a1ff98463e9c61f75dfdf3f,2026-06-11T14:41:04.862853+00:00
0,Tester | Germany,gulp,remote: Playwright Test Automation Engineer f/m/d POS73992n Test Automation,GULP Client,Germany,Remote,Freelance,"Java, Playwright, Test Automation, Typescript","Kubernetes, Angular, Azure, Spring Boot",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a195abc1803eda9ada7da63,2026-06-11T14:41:04.863909+00:00
0,Tester | Germany,gulp,Tester / Test automation engineer (m/f/d),GULP Client,Germany,Hybrid,Freelance,"Java, Selenium, Test Automation","Confluence, Sql, Git, Jira",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/056c7d267b3d11efb0e1762ed2f8ca94,2026-06-11T14:41:04.864791+00:00
0,QA Engineer | Germany,gulp,remote Wiesbaden: Java SoftwareEngineerBackend f/m/d POS73995 REST OIDC PostgreSQL Vaadin Quarkus,GULP Client,Location: Wiesbaden,Remote,Freelance,Java,Postgresql,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a27e0a063e9c61f75e442c5,2026-06-11T14:41:55.795123+00:00
0,QA Engineer | Germany,gulp,SoftwareEngineerImage Processing / Vision (m/f/d),GULP Client,Location: Deutschland,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2d3ff9b4658c11f189e08e417b6a1e17,2026-06-11T14:41:55.795618+00:00
0,QA Engineer | Germany,gulp,Designer (Defense) (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2edb2f0a658c11f189e08e417b6a1e17,2026-06-11T14:41:55.796082+00:00
0,QA Engineer | Germany,gulp,Project Manager for the construction of a new production and logistics building for the chemical industry (m/f/d),GULP Client,Germany,Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f7e2e2b6658311f189e08e417b6a1e17,2026-06-11T14:41:55.796653+00:00
0,QA Engineer | Germany,gulp,Construction supervisor HVAC (m/f/d),GULP Client,Location: Penzberg,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/fb77644c658311f189e08e417b6a1e17,2026-06-11T14:41:55.797113+00:00
0,QA Engineer | Germany,gulp,Construction supervisor for sewer rehabilitation (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e91a71f4658311f189e08e417b6a1e17,2026-06-11T14:41:55.797594+00:00
0,QA Engineer | Germany,gulp,Technical Drafter / Revit / CAD Designer Mechanical (m/f/d),GULP Client,"Location: Remote, Grünheide (Mark)",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f2484792658311f189e08e417b6a1e17,2026-06-11T14:41:55.798140+00:00
0,QA Engineer | Germany,gulp,Construction Manager / Site Supervisor (Fiber Optic Expansion) (m/f/d),GULP Client,Location: keine Angabe,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f412fcac658311f189e08e417b6a1e17,2026-06-11T14:41:55.798623+00:00
0,QA Engineer | Germany,gulp,TGAengineerelectrical (clinic construction) (m/f/d),GULP Client,Location: remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f6e0c6c6658311f189e08e417b6a1e17,2026-06-11T14:41:55.799183+00:00
0,QA Engineer | Germany,gulp,Hardware Developer/DevelopmentEngineerPower Electronics (m/f/d),GULP Client,Location: D5,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/fe908456658311f189e08e417b6a1e17,2026-06-11T14:41:55.799662+00:00
0,QA Engineer | Germany,gulp,Civilengineeras project manager (m/f/d),GULP Client,"Location: D8, remote",Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ea6a223e658311f189e08e417b6a1e17,2026-06-11T14:41:55.800801+00:00
0,Test Automation | Germany,gulp,DevOps Engineer (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,Devops,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/d5fa902c643411f189e08e417b6a1e17,2026-06-11T14:44:26.374612+00:00
0,Test Automation | Germany,gulp,DevOps Engineer with Cisco experience (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,Devops,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/cfa79896643411f189e08e417b6a1e17,2026-06-11T14:44:26.375173+00:00
0,Test Automation | Germany,gulp,AI Data Engineer in the field of knowledge management bots (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/0f455fd65e7411f189e08e417b6a1e17,2026-06-11T14:44:26.378041+00:00
0,Test Automation | Germany,gulp,Data Specialist (m/f/d) - AI and Python,GULP Client,Location: Frankfurt am Main,Remote,Freelance,Python,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01289469,2026-06-11T14:44:26.378513+00:00
0,Test Automation | Germany,gulp,Wiesbaden remote: PlaywrightTest AutomationEngineer (m/f/d) POS73992Test Automation,GULP Client,Location: Wiesbaden,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a1702371803eda9ada70948,2026-06-11T14:44:26.379651+00:00
0,Python Developer | Germany,gulp,C++Developer- Azure Container Apps knowledge (m/f/d) - Home office - Fluent German and English,GULP Client,Location: Frankfurt am Main,Remote,Freelance,"C, C++",Azure,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01294137,2026-06-11T14:45:15.868906+00:00
0,Python Developer | Germany,gulp,"Developer(m/f/d) - React, Spring Boot, Java",GULP Client,Location: Frankfurt am Main,Remote,Freelance,Java,"Spring Boot, React",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01294057,2026-06-11T14:45:15.869762+00:00
0,Python Developer | Germany,gulp,HSE Manager (m/f/d),GULP Client,Location: D6,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2c9b2e16658c11f189e08e417b6a1e17,2026-06-11T14:45:15.871246+00:00
0,Python Developer | Germany,gulp,C#/.NET & AngularDeveloper(m/f/d),GULP Client,Location: Remote,Remote,Freelance,C,C#,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f61a4dd4658311f189e08e417b6a1e17,2026-06-11T14:45:15.872259+00:00
0,Python Developer | Germany,gulp,Developerfor industrial robot control systems (m/f/d),GULP Client,Location: D5,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f9fdb1ca658311f189e08e417b6a1e17,2026-06-11T14:45:15.873283+00:00
0,Python Developer | Germany,gulp,Softwaredeveloperembedded C++ (m/f/d),GULP Client,"Location: D3, remote",Remote,Freelance,"C, C++",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/fbc5ec34658311f189e08e417b6a1e17,2026-06-11T14:45:15.874318+00:00
0,Python Developer | Germany,gulp,Systems Engineer - Weapon Integration (UAV / Aerospace & Defense) (m/f/d),GULP Client,"Location: D8, München",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/01d6c3e6658411f189e08e417b6a1e17,2026-06-11T14:45:15.875292+00:00
0,Python Test | Germany,gulp,Systems Engineer - EO/IR Sensing/ Sensor Systems (m/f/d),GULP Client,"Location: D8, München",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e2cc6442658311f189e08e417b6a1e17,2026-06-11T14:46:06.175884+00:00
0,Python Test | Germany,gulp,Team Assistant (m/f/d),GULP Client,Location: Pegnitz,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01293850,2026-06-11T14:46:06.176803+00:00
0,Python Test | Germany,gulp,UX Designer (m/f/d),GULP Client,Location: D4,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/dedac568658311f189e08e417b6a1e17,2026-06-11T14:46:06.177731+00:00
0,Python Test | Germany,gulp,Head of Accounting (m/f/d) - Temporary Staffing,GULP Client,"Location: Beckum, Westfalen",Remote,Freelance,,Head Of,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01294063,2026-06-11T14:46:06.178187+00:00
