relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Senior AutomotiveTesting Engineer(m/f/d),GULP Client,"Location: International, Bucharest",On-site,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/4bb91f182dad11f189e08e417b6a1e17,2026-04-02T11:29:32.171883+00:00
0,Test Automation | Germany,gulp,"Data Platform Engineer (AWS, IaC CDK & GitLab CI/CD) (m/f/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,Ci/Cd,"Gitlab Ci, Gitlab, Aws",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01261757,2026-04-02T11:32:47.946978+00:00
0,Test Automation | Germany,gulp,"Software Developer Microservice Architecture (Kotlin, React, AWS, Spring Boot) (m/f/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,,"Spring Boot, Kotlin, React, Aws",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01259997,2026-04-02T11:32:47.948398+00:00
0,Test Automation | Germany,gulp,Experienced Software Engineer,GULP Client,Location: München,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69c55a9505864ab5b2ebed49,2026-04-02T11:32:47.949449+00:00
0,Test Automation | Germany,gulp,Fullstack Developer (m/f/d) C# (ASP.Net) and Typescript (Angular),GULP Client,Location: Hanover,Remote,Freelance,"C, Typescript","Angular, C#",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01256381,2026-04-02T11:32:47.951436+00:00
0,Python Developer | Germany,gulp,MauiDeveloper(m/f/d) Partner Company,GULP Client,Location: remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69ce35ef5b755535eacceb22,2026-04-02T11:33:36.947964+00:00
0,Python Developer | Germany,gulp,SAP SuccessFactors IntegrationDeveloper(m/f/d),GULP Client,Location: Hamburg,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01262492,2026-04-02T11:33:36.948457+00:00
0,Python Developer | Germany,gulp,Authorization Advisor (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/0a5f8e602dd711f189e08e417b6a1e17,2026-04-02T11:33:36.952577+00:00
0,Python Developer | Germany,gulp,ILS Manager (m/f/d),GULP Client,"Location: D8, Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/033a19342dd711f189e08e417b6a1e17,2026-04-02T11:33:36.953669+00:00
0,Python Developer | Germany,gulp,"ITdeveloperincluding Kubernetes, AWS, Protobuf, CI/CD, Gitlab, Chef, Puppet, Scala, etc. (f/m/d)",GULP Client,Location: Berlin,On-site,Freelance,Ci/Cd,"Scala, Chef, Gitlab, Aws, Puppet, Kubernetes",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01262150,2026-04-02T11:33:36.954038+00:00
0,Python Test | Germany,gulp,"Scala developer (m/f/d) Protobuf, AWS & CI/CD - remote",GULP Client,Location: remote/Berlin,Remote,Freelance,Ci/Cd,"Scala, Aws",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69cce86e05864ab5b2edb6f2,2026-04-02T11:34:25.565068+00:00
0,Python Test | Germany,gulp,Remote Nuremberg: Part-time Database Administrator (m/f/d) POS72301s PostgreSQL Azure DevOps DBA,GULP Client,Location: Nürnberg,Remote,Freelance,,"Devops, Postgresql, Azure",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69ccd71205864ab5b2eda3a0,2026-04-02T11:34:25.567134+00:00
0,Python Test | Germany,gulp,Mainframe System Analyst (m/f/d) P&C Retail Know-How in Brussels,GULP Client,Location: Brüssel,Remote,Freelance,C,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69ccad4905864ab5b2ed8df7,2026-04-02T11:34:25.567706+00:00
