relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
86,Firmware Engineer | Czech Republic,linkedin,Senior Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,Senior,,Senior,,1 week ago,https://do.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-4367912659,2026-02-09T10:57:51.328153+00:00
20,QA Engineer | Czech Republic,linkedin,Senior Software Quality Assurance Engineer,GBH,Dominican Republic,On-site,Full-time,,Senior,,Senior,,1 week ago,https://do.linkedin.com/jobs/view/senior-software-quality-assurance-engineer-at-gbh-4364312820,2026-02-09T10:55:36.379230+00:00
20,QA Engineer | Poland,linkedin,Senior QA Engineer - Mobile App (f/m/n),InPost,"Cracow, Małopolskie, Poland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://pl.linkedin.com/jobs/view/senior-qa-engineer-mobile-app-f-m-n-at-inpost-4357552019,2026-02-09T10:55:38.770989+00:00
20,QA Engineer | United Kingdom,linkedin,Senior QA Engineer,Swap,United Kingdom,On-site,Full-time,,Senior,,Senior,,2 weeks ago,https://uk.linkedin.com/jobs/view/senior-qa-engineer-at-swap-4365091412,2026-02-09T10:55:43.876476+00:00
20,Testingenieur | Germany,linkedin,(Senior-)Testingenieur (m/w/d) - ADAS,Applus+ IDIADA,"Ingolstadt, Bavaria, Germany",On-site,Full-time,,Senior,German,Senior,,1 week ago,https://de.linkedin.com/jobs/view/senior-testingenieur-m-w-d-adas-at-applus%2B-idiada-4366382153,2026-02-09T10:56:09.359496+00:00
20,Testingenieur | Switzerland,linkedin,Senior Testingenieur:in,Coopers Group AG,"Zollikofen, Berne, Switzerland",On-site,Full-time,,Senior,,Senior,,6 days ago,https://ch.linkedin.com/jobs/view/senior-testingenieur-in-at-coopers-group-ag-4357558255,2026-02-09T10:56:14.223964+00:00
20,Testingenieur | Slovakia,linkedin,Application Engineer ( Junior - Senior),Optotune,"Trnava, Trnava Region, Slovakia",On-site,Full-time,"Python, Can, C, Firmware","C#, Junior, Senior",English,Senior,EUR,2 days ago,https://sk.linkedin.com/jobs/view/application-engineer-junior-senior-at-optotune-4361781454,2026-02-09T10:56:19.276413+00:00
20,Test Automation | Germany,linkedin,(Senior) Test Automation Engineer,VisualVest,"Frankfurt am Main, Hesse, Germany",On-site,Full-time,Test Automation,Senior,German,Senior,,2 hours ago,https://de.linkedin.com/jobs/view/senior-test-automation-engineer-at-visualvest-4370386901,2026-02-09T10:56:31.816377+00:00
20,Test Automation | Germany,linkedin,Senior AI/ML Platform Engineer,IMTF - Excellence in RegTech Solutions,"Berlin, Berlin, Germany",On-site,Full-time,,Senior,German,Senior,,6 days ago,https://de.linkedin.com/jobs/view/senior-ai-ml-platform-engineer-at-imtf-excellence-in-regtech-solutions-4368322176,2026-02-09T10:56:31.816847+00:00
20,Test Automation | Germany,linkedin,Senior Tester (w/m/d),inasys,"Sankt Augustin, North Rhine-Westphalia, Germany",On-site,Full-time,,Senior,German,Senior,,2 weeks ago,https://de.linkedin.com/jobs/view/senior-tester-w-m-d-at-inasys-4360942637,2026-02-09T10:56:31.816961+00:00
20,Test Automation | Austria,linkedin,Senior QA Automation Engineer @ 3-S-IT Dienstleistungen GmbH,DEVjobs,"Vienna, Austria",On-site,Full-time,,Senior,,Senior,,3 days ago,https://at.linkedin.com/jobs/view/senior-qa-automation-engineer-%40-3-s-it-dienstleistungen-gmbh-at-devjobs-4369370162,2026-02-09T10:56:34.182648+00:00
20,Test Automation | Switzerland,linkedin,Team Lead Quality Assurance (m/w/d) 80-100%,selekt,Lucerne Metropolitan Area,On-site,Full-time,,"Team Lead, Lead",,Lead,,1 week ago,https://ch.linkedin.com/jobs/view/team-lead-quality-assurance-m-w-d-80-100%25-at-selekt-4367934120,2026-02-09T10:56:36.589975+00:00
20,Test Automation | Switzerland,linkedin,Test Manager,TechFirm Information Systems,"Geneva, Switzerland",On-site,Full-time,,,,Test Manager,,2 weeks ago,https://ch.linkedin.com/jobs/view/test-manager-at-techfirm-information-systems-4361110838,2026-02-09T10:56:36.590225+00:00
20,Test Automation | Switzerland,linkedin,Senior AI/ML Platform Engineer,IMTF - Excellence in RegTech Solutions,"Zurich, Zurich, Switzerland",On-site,Full-time,,Senior,,Senior,,6 days ago,https://ch.linkedin.com/jobs/view/senior-ai-ml-platform-engineer-at-imtf-excellence-in-regtech-solutions-4368300937,2026-02-09T10:56:36.590464+00:00
20,Test Automation | Switzerland,linkedin,Senior Quality Analyst,RBW Consulting,"Lachen, Schwyz, Switzerland",On-site,Full-time,,Senior,,Senior,,3 weeks ago,https://ch.linkedin.com/jobs/view/senior-quality-analyst-at-rbw-consulting-4353430000,2026-02-09T10:56:36.590693+00:00
20,Test Automation | Switzerland,linkedin,Senior AI/ML Platform Engineer,IMTF - Excellence in RegTech Solutions,"Givisiez, Fribourg, Switzerland",On-site,Full-time,,Senior,,Senior,,6 days ago,https://ch.linkedin.com/jobs/view/senior-ai-ml-platform-engineer-at-imtf-excellence-in-regtech-solutions-4368313376,2026-02-09T10:56:36.590947+00:00
20,Test Automation | Remote,linkedin,Lead QA Specialist,Deloitte,"Birkirkara, Malta",On-site,Full-time,,"Specialist, Lead",,Lead,,2 days ago,https://mt.linkedin.com/jobs/view/lead-qa-specialist-at-deloitte-4369767582,2026-02-09T10:56:39.344001+00:00
20,Test Automation | Slovakia,linkedin,Senior QA Automation Engineer,Deutsche Telekom IT Solutions Slovakia,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,,Senior,German,Senior,,1 week ago,https://sk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-deutsche-telekom-it-solutions-slovakia-4366155984,2026-02-09T10:56:41.760623+00:00
20,Test Automation | Czech Republic,linkedin,Quality Analyst (SANTIAGO),One Park Financial,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,Can,Intermediate,English,Lead,,1 week ago,https://do.linkedin.com/jobs/view/quality-analyst-santiago-at-one-park-financial-4366786922,2026-02-09T10:56:44.160971+00:00
20,Test Automation | Czech Republic,linkedin,Senior QA Specialist,Launchpad Technologies Inc.,Dominican Republic,On-site,Full-time,,"Specialist, Senior",,Senior,,5 days ago,https://do.linkedin.com/jobs/view/senior-qa-specialist-at-launchpad-technologies-inc-4368800745,2026-02-09T10:56:44.161331+00:00
20,Test Automation | United Kingdom,linkedin,Test Lead,Legal & General,"Cardiff, Wales, United Kingdom",On-site,Full-time,,Lead,,Lead,,4 days ago,https://uk.linkedin.com/jobs/view/test-lead-at-legal-general-4369217528,2026-02-09T10:56:51.944432+00:00
20,Test Automation | United Kingdom,linkedin,Senior Quality Assurance Engineer,MQube,"Leeds, England, United Kingdom",On-site,Full-time,,Senior,,Senior,,3 weeks ago,https://uk.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-mqube-4361570403,2026-02-09T10:56:51.944789+00:00
20,Python Developer | Austria,linkedin,Full Stack Software Engineer - in Wien,Instaffo,"Vienna, Vienna, Austria",On-site,Full-time,,,,Staff,,1 week ago,https://at.linkedin.com/jobs/view/full-stack-software-engineer-in-wien-at-instaffo-4366283171,2026-02-09T10:56:56.797261+00:00
20,Python Developer | Switzerland,linkedin,Software Engineer - Backend Lead (Python / C#),Manukai,"Zurich, Zurich, Switzerland",On-site,Full-time,"Python, C","C#, Lead",,Lead,,2 weeks ago,https://ch.linkedin.com/jobs/view/software-engineer-backend-lead-python-c%23-at-manukai-4355782586,2026-02-09T10:56:59.164643+00:00
20,Python Developer | Slovakia,linkedin,Senior Python Engineer,AIApply,Bratislava Metropolitan Area,On-site,Full-time,Python,Senior,,Senior,,4 days ago,https://sk.linkedin.com/jobs/view/senior-python-engineer-at-aiapply-4368804402,2026-02-09T10:57:04.256595+00:00
20,Python Developer | Slovakia,linkedin,Python Senior Developer,Deutsche Telekom IT Solutions Slovakia,"Kosice, Slovakia",On-site,Full-time,Python,Senior,German,Senior,,1 week ago,https://sk.linkedin.com/jobs/view/python-senior-developer-at-deutsche-telekom-it-solutions-slovakia-4365943329,2026-02-09T10:57:04.256844+00:00
20,Python Developer | Slovakia,linkedin,Senior Python-Entwickler (m/w/d),Deutsche Telekom,"Košice-Juh, Kosice, Slovakia",On-site,Full-time,Python,Senior,German,Senior,,1 week ago,https://sk.linkedin.com/jobs/view/senior-python-entwickler-m-w-d-at-deutsche-telekom-4367990847,2026-02-09T10:57:04.256971+00:00
20,Python Developer | Czech Republic,linkedin,Senior Back-End Engineer (Python/Fast API) - Creative Agency (DR),Truelogic Software,Dominican Republic,On-site,Full-time,Python,Senior,,Senior,,3 weeks ago,https://do.linkedin.com/jobs/view/senior-back-end-engineer-python-fast-api-creative-agency-dr-at-truelogic-software-4363724635,2026-02-09T10:57:06.651066+00:00
20,Python Developer | Czech Republic,linkedin,Remote - Senior Backend Engineer (Python/Django with React exposure) - Mental health care coordination - R Dominicana Base,Truelogic Software,Dominican Republic,Remote,Full-time,Python,"Django, React, R, Senior",,Senior,,5 days ago,https://do.linkedin.com/jobs/view/remote-senior-backend-engineer-python-django-with-react-exposure-mental-health-care-coordination-r-dominicana-base-at-truelogic-software-4368810044,2026-02-09T10:57:06.651201+00:00
20,Python Test | Switzerland,linkedin,Senior Product Test Engineer - Semiconductors - SWISS,Gramian Consulting,"Bern, Berne, Switzerland",On-site,Full-time,,Senior,,Senior,,4 weeks ago,https://ch.linkedin.com/jobs/view/senior-product-test-engineer-semiconductors-swiss-at-gramian-consulting-4359787587,2026-02-09T10:57:21.325969+00:00
20,Python Test | Czech Republic,linkedin,Senior SDET,Perform,Dominican Republic,On-site,Full-time,,Senior,,Senior,,1 week ago,https://do.linkedin.com/jobs/view/senior-sdet-at-perform-4344131612,2026-02-09T10:57:28.760568+00:00
20,Python Test | USA,linkedin,Quality Assurance Engineer,Scion Staffing,"Dallas, TX",On-site,Full-time,,,,Staff,,4 days ago,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-scion-staffing-4368783732,2026-02-09T10:57:33.967542+00:00
20,Python Test | United Kingdom,linkedin,Senior Quality Assurance Engineer,G.Digital,"East Midlands, England, United Kingdom",On-site,Full-time,,Senior,,Senior,,1 week ago,https://uk.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-g-digital-4367453313,2026-02-09T10:57:36.457953+00:00
20,Firmware Engineer | Germany,linkedin,Senior Software Engineer,Share,"Berlin, Germany",On-site,Full-time,,Senior,German,Senior,,2 hours ago,https://de.linkedin.com/jobs/view/senior-software-engineer-at-share-4361747697,2026-02-09T10:57:38.890421+00:00
20,Firmware Engineer | Austria,linkedin,Senior Firmware Developer (all genders),Viewpointsystem,"Vienna, Vienna, Austria",On-site,Full-time,Firmware,Senior,,Senior,,3 weeks ago,https://at.linkedin.com/jobs/view/senior-firmware-developer-all-genders-at-viewpointsystem-4352840099,2026-02-09T10:57:41.272578+00:00
20,Firmware Engineer | Austria,linkedin,Senior Embedded Software Engineer,TriLite Technologies,"Vienna, Vienna, Austria",On-site,Full-time,,Senior,,Senior,,3 days ago,https://at.linkedin.com/jobs/view/senior-embedded-software-engineer-at-trilite-technologies-4360573506,2026-02-09T10:57:41.272819+00:00
20,Firmware Engineer | Austria,linkedin,Senior Embedded Software Engineer,Sqail,"Vienna, Austria",On-site,Full-time,,Senior,,Senior,,1 week ago,https://at.linkedin.com/jobs/view/senior-embedded-software-engineer-at-sqail-4356235095,2026-02-09T10:57:41.273066+00:00
20,Firmware Engineer | Austria,linkedin,Freelancer Embedded Software Engineer (m/w/x) - Zeltweg oder Wien,Hoval Romania,"Zeltweg, Styria, Austria",On-site,Contract,,Freelancer,,Freelancer,,2 weeks ago,https://at.linkedin.com/jobs/view/freelancer-embedded-software-engineer-m-w-x-zeltweg-oder-wien-at-hoval-romania-4360988491,2026-02-09T10:57:41.273312+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Geneva, Geneva, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367114772,2026-02-09T10:57:43.698165+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Bern, Berne, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367111860,2026-02-09T10:57:43.698426+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Embedded Wireless Software Engineer (Switzerland),Gramian Consulting,"Marin-Epagnier, Neuchâtel, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-embedded-wireless-software-engineer-switzerland-at-gramian-consulting-4367116698,2026-02-09T10:57:43.698545+00:00
20,Firmware Engineer | Switzerland,linkedin,Senior Embedded Software Engineer,Summit Recruitment AG,"Central Switzerland, Switzerland",On-site,Full-time,,Senior,,Senior,,1 week ago,https://ch.linkedin.com/jobs/view/senior-embedded-software-engineer-at-summit-recruitment-ag-4367818468,2026-02-09T10:57:43.698667+00:00
20,Firmware Engineer | Slovakia,linkedin,Senior Software Engineer,Mühlbauer Group,"Nitra Region, Slovakia",On-site,Full-time,,Senior,,Senior,,2 days ago,https://sk.linkedin.com/jobs/view/senior-software-engineer-at-m%C3%BChlbauer-group-4361461155,2026-02-09T10:57:48.926639+00:00
20,Firmware Engineer | Slovakia,linkedin,Senior Software Engineer,Paymentology,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Senior,,Senior,,2 weeks ago,https://sk.linkedin.com/jobs/view/senior-software-engineer-at-paymentology-4365537340,2026-02-09T10:57:48.926999+00:00
20,Firmware Engineer | Slovakia,linkedin,Senior Software Engineer / Backend,Hotovo,"Košice, Kosice, Slovakia",On-site,Full-time,,Senior,,Senior,,4 days ago,https://sk.linkedin.com/jobs/view/senior-software-engineer-backend-at-hotovo-4358093268,2026-02-09T10:57:48.927242+00:00
0,Tester | Germany,linkedin,Software Tester (m/w/d),Narravero,"Münster, North Rhine-Westphalia, Germany",On-site,Full-time,,"Cypress, Jira, R",German,,,1 week ago,https://de.linkedin.com/jobs/view/software-tester-m-w-d-at-narravero-4356081602,2026-02-09T10:55:02.102555+00:00
0,Tester | Germany,linkedin,Software Test Engineer,Guldberg GmbH,"Munich, Bavaria, Germany",On-site,Full-time,"Selenium, Jenkins","Agile, Jira, R, Testng, Git, Junit",German,,,32 minutes ago,https://de.linkedin.com/jobs/view/software-test-engineer-at-guldberg-gmbh-4361871539,2026-02-09T10:55:02.103194+00:00
0,Tester | Germany,linkedin,Test Engineer (Mobile Apps) (m/w/d),Spilberg,"Dortmund, North Rhine-Westphalia, Germany",On-site,Full-time,,"Agile, Jira, Gherkin, R, Confluence, Zephyr",German,,70.000€,1 week ago,https://de.linkedin.com/jobs/view/test-engineer-mobile-apps-m-w-d-at-spilberg-4367218187,2026-02-09T10:55:02.103312+00:00
0,Tester | Austria,linkedin,Testingenieur (m/w/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Full-time,"Ci/Cd, Continuous Testing","Agile, Microservices, Devops, Safe, Jira, Kubernetes, R, Scrum, Git, Openshift",German,,,1 week ago,https://at.linkedin.com/jobs/view/testingenieur-m-w-d-at-deutsche-telekom-4367999733,2026-02-09T10:55:04.492064+00:00
0,Tester | Austria,linkedin,Test Automation Engineer (m/w/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Full-time,Test Automation,,German,,,1 week ago,https://at.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-deutsche-telekom-4367998687,2026-02-09T10:55:04.492221+00:00
0,Tester | Austria,linkedin,Test Engineer Systems (m/w/d),Vusion,"Fernitz-Mellach, Styria, Austria",On-site,Full-time,,,,,,3 weeks ago,https://at.linkedin.com/jobs/view/test-engineer-systems-m-w-d-at-vusion-4359273756,2026-02-09T10:55:04.492348+00:00
