relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Fachlicher Testmanager (m/w/d) für unsere Abteilung Produktdesign und IT-Partnermanagement,XING Employer,Germany/Remote,Remote,Full-time,,R,German,Test Manager,,Recent,https://www.xing.com/jobs/muenchen-fachlicher-testmanager-abteilung-produktdesign-it-partnermanagement-157180310,2026-09-07T16:23:02.407609+00:00
0,Python Developer | Germany,xing,Entwickler – Python/Django (w/m/d) - versicherte Anstellung oder freiberuflich möglich,XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/nonnenhorn-entwickler-python-django-versicherte-anstellung-freiberuflich-157524261,2026-09-07T16:27:58.036817+00:00
0,Python Developer | Germany,xing,Softwareentwickler (m/w/d) - Python/Django,XING Employer,Germany/Remote,Remote,Full-time,Python,Django,English,,,Recent,https://www.xing.com/jobs/kulmbach-softwareentwickler-python-django-146649194,2026-09-07T16:27:58.037019+00:00
0,Python Developer | Germany,xing,Software Developer Linux Python Integrations (m/w/d) REMOTE,XING Employer,Germany/Remote,Remote,Full-time,Python,Linux,English,,,Recent,https://www.xing.com/jobs/duesseldorf-software-developer-linux-python-integrations-remote-157304149,2026-09-07T16:27:58.037144+00:00
0,Python Test | Germany,xing,Tester Python (SIL 2) (w/m/d) in Braunschweig gesucht! ref. Nr. 4061!,XING Employer,Germany/Remote,Remote,Full-time,"Python, Sil",,English,,,Recent,https://www.xing.com/jobs/braunschweig-tester-python-sil-2-braunschweig-gesucht-ref-nr-4061-147001956,2026-09-07T16:28:55.812698+00:00
0,Python Test | Germany,xing,Testingenieur:in (m/w/d) - Automation & Manual Testing,XING Employer,Germany/Remote,Remote,Full-time,,Manual Testing,English,,,Recent,https://www.xing.com/jobs/berlin-testingenieur-automation-manual-testing-157324365,2026-09-07T16:28:55.812819+00:00
0,Python Test | Germany,xing,Software Test Engineer C++/Python (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,"C, C++, Python",,English,,,Recent,https://www.xing.com/jobs/kiel-software-test-engineer-python-157368133,2026-09-07T16:28:55.812876+00:00
0,Python Test | Germany,xing,Entwickler Testautomatisierung (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/landsberg-lech-entwickler-testautomatisierung-157399899,2026-09-07T16:28:55.812933+00:00
0,Python Test | Germany,xing,Testingenieur Software (all gender),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/stuttgart-testingenieur-software-all-gender-157503818,2026-09-07T16:28:55.813015+00:00
0,Python Test | Germany,xing,Testingenieur:in (m/w/d) - Automation & Manual Testing,XING Employer,Germany/Remote,Remote,Full-time,,Manual Testing,English,,,Recent,https://www.xing.com/jobs/berlin-testingenieur-automation-manual-testing-154989831,2026-09-07T16:28:55.813080+00:00
0,Python Test | Germany,xing,Software tester with focus on billing systems (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wien-software-tester-focus-billing-systems-156775403,2026-09-07T16:28:55.813183+00:00
0,Firmware Engineer | Germany,xing,Embedded Software Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/limburg-lahn-embedded-software-engineer-156865685,2026-09-07T16:29:52.326617+00:00
0,Firmware Engineer | Germany,xing,Softwareingenieur (m/w/d) für Embedded-Vision-Systeme,XING Employer,Germany/Remote,Remote,Full-time,,R,English,,,Recent,https://www.xing.com/jobs/verl-softwareingenieur-embedded-vision-systeme-157148907,2026-09-07T16:29:52.326718+00:00
0,Firmware Engineer | Germany,xing,Entwickler Hardware (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/fuerstenfeldbruck-entwickler-hardware-156967620,2026-09-07T16:29:52.326791+00:00
0,Firmware Engineer | Germany,xing,Embedded Softwareentwickler - C/C++ / Linux (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,"C, C++",Linux,English,,,Recent,https://www.xing.com/jobs/oberteuringen-embedded-softwareentwickler-linux-157664141,2026-09-07T16:29:52.326862+00:00
0,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/emmen-embedded-firmware-engineer-157625471,2026-09-07T16:29:52.327015+00:00
0,Firmware Engineer | Germany,xing,Firmware Entwickler (m/w/d) - Schwerpunkt Produktionssoftware & Testsysteme,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/ravensburg-firmware-entwickler-schwerpunkt-produktionssoftware-testsysteme-155699938,2026-09-07T16:29:52.327090+00:00
0,Firmware Engineer | Germany,xing,Embedded Hardware Engineer m/w/d,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/aschheim-embedded-hardware-engineer-156306068,2026-09-07T16:29:52.327157+00:00
0,Firmware Engineer | Germany,xing,WE´RE HIRING FIRMWARE ENGINEER AT STARTUP POWERED ORTHOTICS,XING Employer,Germany/Remote,Remote,Full-time,Firmware,,English,,,Recent,https://www.xing.com/jobs/walldorf-we-re-hiring-firmware-engineer-at-startup-powered-orthotics-157284101,2026-09-07T16:29:52.327221+00:00
0,Firmware Engineer | Germany,xing,Elektronik und Embedded Entwickler für Kamerasysteme (w/m/d),Hensoldt,Oberkochen,Remote,Full-time,"C, C++, Embedded Systems",R,German,,,Recent,https://www.xing.com/jobs/oberkochen-elektronik-embedded-entwickler-kamerasysteme-157423931,2026-09-07T16:29:52.327285+00:00
