relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,(Senior) Test Automation Engineer – Frontend & API Testing (m/w/d),Hays Client,Berlin,On-site,Contract,Test Automation,Senior,German,Senior,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-test-automation-engineer--frontend-api-testing-berlin-882447/1,2026-07-06T13:57:24.286052+00:00
0,Tester | Germany,hays,CPE Tester (m/w/d),Hays Client,Remote,Remote,Contract,Firmware,R,German,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cpe-tester-remote-884484/1,2026-07-06T13:57:24.285504+00:00
0,Tester | Germany,hays,Security Tester / Pentester (m/w/d),Hays Client,München -Garching,On-site,Contract,Test Automation,,German,,,02.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-tester-pentester-muenchen--garching-883849/1,2026-07-06T13:57:24.285778+00:00
0,Tester | Germany,hays,Software Tester (m/w/d),Hays Client,Kassel,On-site,Contract,,,German,,,22.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-tester-kassel-882001/1,2026-07-06T13:57:24.286284+00:00
0,Tester | Germany,hays,Hardware Test Ingenieur (m/w/d),Hays Client,Großraum Karlsruhe,On-site,Contract,"System Testing, Test Automation",,German,,,22.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-test-ingenieur-grossraum-karlsruhe-881512/1,2026-07-06T13:57:24.286568+00:00
0,Tester | Germany,hays,Software Tester and User Enablement Specialist (m/w/d),Hays Client,Berlin,On-site,Contract,,"Scrum, R, Safe, Azure, Jira, Devops",German,,,22.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-tester-and-user-enablement-specialist-berlin-881942/1,2026-07-06T13:57:24.286804+00:00
0,Tester | Germany,hays,System Test & Validation Engineer – Onboard Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-test-validation-engineer--onboard-charger-obc-kassel-881860/1,2026-07-06T13:57:24.287264+00:00
0,Tester | Germany,hays,Systemintegrationsingenieur Bremsregelsystem (m/w/d),Hays Client,Untertürkheim,On-site,Contract,,,German,,,12.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemintegrationsingenieur-bremsregelsystem-untertuerkheim-880927/1,2026-07-06T13:57:24.287492+00:00
0,Tester | Germany,hays,Montage- und Prüftechniker (Elektronik) (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,R,German,,,12.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-montage--und-prueftechniker-elektronik-schleswig-holstein-880939/1,2026-07-06T13:57:24.287719+00:00
0,Tester | Germany,hays,Validierungsingenieur eBike Drive Unit (m/w/d),Hays Client,Kusterdingen,On-site,Contract,,,German,,,20.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validierungsingenieur-ebike-drive-unit-kusterdingen-878107/1,2026-07-06T13:57:24.288172+00:00
0,Tester | Germany,hays,Softwareentwickler für Testautomatisierung  (m/w/d),Hays Client,Chemnitz,On-site,Contract,Test Automation,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-fuer-testautomatisierung--chemnitz-877306/1,2026-07-06T13:57:24.288403+00:00
0,Tester | Germany,hays,Software Test Engineer  (m/w/d),Hays Client,Gilching,On-site,Contract,,R,German,,,10.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-test-engineer--gilching-860927/1,2026-07-06T13:57:24.289082+00:00
0,Tester | Germany,hays,Systemingenieur (m/w/d),Hays Client,Großraum Bonn,On-site,Contract,,,German,,,25.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systemingenieur-grossraum-bonn-867591/1,2026-07-06T13:57:24.289308+00:00
0,Tester | Germany,hays,Multifunktionsoperator/Chemielaborant (m/w/d),Hays Client,Rotkreuz,On-site,Contract,,,German,,,24.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-multifunktionsoperator-chemielaborant-rotkreuz-867437/1,2026-07-06T13:57:24.289535+00:00
0,QA Engineer | Germany,hays,Softwareentwickler C++ (m/w/d),Hays Client,Jena,On-site,Contract,"C, C++, Pytest","Scrum, Junior",German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-softwareentwickler-c-jena-880455/1,2026-07-06T13:57:48.205714+00:00
0,QA Engineer | Germany,hays,Sotwareentwickler Fertigungssoftware (m/w/d),Hays Client,Jena,On-site,Contract,"C, C++, Ci/Cd","Scrum, R, Agile",German,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sotwareentwickler-fertigungssoftware-jena-880479/1,2026-07-06T13:57:48.205963+00:00
0,QA Engineer | Germany,hays,MSAT Engineer Process Management (m/f/d),Hays Client,Zug,On-site,Contract,C,,English,,,28.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-msat-engineer-process-management-zug-878730/1,2026-07-06T13:57:48.206198+00:00
0,QA Engineer | Germany,hays,Project Engineer (m/w/d),Hays Client,Singen,On-site,Contract,C,,German,,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-singen-872232/1,2026-07-06T13:57:48.207118+00:00
0,QA Engineer | Germany,hays,Product Quality Engineer QC (m/w/d),Hays Client,Zug,On-site,Contract,,R,German,,,13.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-product-quality-engineer-qc-zug-869844/1,2026-07-06T13:57:48.207353+00:00
0,QA Engineer | Germany,hays,Devops Engineer (m/w/d),Hays Client,Kreis Unna,On-site,Contract,Java,"Docker, Git, Spring Boot, Angular, Intern, Devops",German,,,13.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-kreis-unna-861212/1,2026-07-06T13:57:48.207803+00:00
0,Test Engineer | Germany,hays,Software Engineer Cobol (m/w/d),Hays Client,Köln,On-site,Contract,,R,German,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-cobol-koeln-884442/1,2026-07-06T13:58:11.907782+00:00
0,Test Engineer | Germany,hays,ADAS Physical Integration Engineer (m/w/d) (m/w/d),Hays Client,Köln,On-site,Contract,,,German,,,01.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-adas-physical-integration-engineer-koeln-883779/1,2026-07-06T13:58:11.908299+00:00
0,Test Engineer | Germany,hays,Hardware Test Engineer – Onboard Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-hardware-test-engineer--onboard-charger-obc-kassel-881857/1,2026-07-06T13:58:11.908758+00:00
0,Test Engineer | Germany,hays,Ingenieur für Anlagenplanung/ Plant Layout Engineer  (m/w/d),Hays Client,Berlin,On-site,Contract,,R,German,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-fuer-anlagenplanung--plant-layout-engineer--berlin-880432/1,2026-07-06T13:58:11.909673+00:00
0,Test Engineer | Germany,hays,Functional Test Engineer - Fahrzeugelektronik (m/w/d),Hays Client,Speyer,Remote,Contract,Embedded Systems,"Aspice, R",German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-functional-test-engineer-fahrzeugelektronik-speyer-880198/1,2026-07-06T13:58:11.909892+00:00
0,Test Engineer | Germany,hays,Supplier Quality Engineer - Fluid Systems (m/w/d),Hays Client,Erlangen,On-site,Contract,,,German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-supplier-quality-engineer-fluid-systems-erlangen-879822/1,2026-07-06T13:58:11.910135+00:00
0,Test Engineer | Germany,hays,Systems Engineer  (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,05.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-systems-engineer--schleswig-holstein-872533/1,2026-07-06T13:58:11.910362+00:00
0,Test Engineer | Germany,hays,Manufacturing Engineer (m/w/d),Hays Client,Raum Frankfurt am Main,On-site,Contract,,R,German,,,29.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manufacturing-engineer-raum-frankfurt-am-main-879192/1,2026-07-06T13:58:11.910591+00:00
0,Test Engineer | Germany,hays,Mechanical Design Engineer (m/w/d),Hays Client,Weilheim in Oberbayern,On-site,Contract,,R,German,,,13.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mechanical-design-engineer-weilheim-in-oberbayern-877322/1,2026-07-06T13:58:11.911293+00:00
0,Test Engineer | Germany,hays,Validation Test Engineer (m/w/d),Hays Client,Raunheim,On-site,Contract,,,German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-validation-test-engineer-raunheim-871596/1,2026-07-06T13:58:11.911513+00:00
0,Test Engineer | Germany,hays,Security Engineer Web (m/w/d),Hays Client,Bayern,On-site,Contract,,,German,,,23.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-security-engineer-web-bayern-861381/1,2026-07-06T13:58:11.911728+00:00
0,Test Engineer | Germany,hays,Software Engineer (m/w/d),Hays Client,Schleswig-Holstein,On-site,Contract,,,German,,,31.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-engineer-schleswig-holstein-868562/1,2026-07-06T13:58:11.912177+00:00
0,Test Engineer | Switzerland,hays,Requirements Engineer - Onboard-Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,,German,,,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-requirements-engineer-onboard-charger-obc-kassel-881810/1,2026-07-06T13:58:22.403872+00:00
0,Test Automation | Germany,hays,WMS Application Manager (m/w/d),Hays Client,Heilbronn,On-site,Contract,Go,R,German,,,02.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-wms-application-manager-heilbronn-883959/1,2026-07-06T13:58:59.823020+00:00
0,Test Automation | Germany,hays,Koordinator elektrische Inbetriebnahme (m/w/d),Hays Client,Mecklenburg-Vorpomm.,On-site,Contract,,"Intern, R",German,,,30.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-koordinator-elektrische-inbetriebnahme-mecklenburg-vorpomm-883409/1,2026-07-06T13:58:59.823252+00:00
0,Test Automation | Germany,hays,Mitarbeiter Montage (m/w/d),Hays Client,Ludwigsburg,On-site,Contract,,Associate,German,,,25.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-mitarbeiter-montage-ludwigsburg-882625/1,2026-07-06T13:58:59.824164+00:00
0,Test Automation | Germany,hays,Fertigungsprozessentwickler (m/w/d),Hays Client,Prüm,On-site,Contract,,R,German,,,12.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fertigungsprozessentwickler-pruem-881097/1,2026-07-06T13:58:59.824606+00:00
0,Test Automation | Germany,hays,Finance Manager  (m/w/d),Hays Client,Wittmund,On-site,Contract,,,German,,,22.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-finance-manager--wittmund-877692/1,2026-07-06T13:58:59.825071+00:00
0,Test Automation | Germany,hays,Abteilungsleiter Steuern (m/w/d),Hays Client,Hannover,On-site,Contract,,Head Of,German,,,12.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-abteilungsleiter-steuern-hannover-825018/1,2026-07-06T13:58:59.825996+00:00
0,Test Automation | Germany,hays,Technical Documentation Reviewer (m/w/d),Hays Client,Singen,On-site,Contract,,,German,,,30.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-technical-documentation-reviewer-singen-872597/1,2026-07-06T13:58:59.826225+00:00
0,Test Automation | Germany,hays,Ingenieur Energietechnik Sekundärtechnik (m/w/d),Hays Client,Erlangen,On-site,Contract,,R,German,,,09.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-energietechnik-sekundaertechnik-erlangen-830588/1,2026-07-06T13:58:59.826895+00:00
0,Test Automation | Austria,hays,Controller Group Controlling (m/w/d),Hays Client,Monheim,On-site,Contract,,R,German,,,08.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-controller-group-controlling-monheim-880254/1,2026-07-06T13:59:04.787896+00:00
0,Test Automation | Austria,hays,Projektingenieur Elektrotechnik (m/w/d),Hays Client,Berlin,On-site,Contract,,,German,,,19.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-projektingenieur-elektrotechnik-berlin-873810/1,2026-07-06T13:59:04.788357+00:00
0,Test Automation | Austria,hays,Network & Security Engineer  (m/w/d),Hays Client,Bayern,Remote,Contract,,R,German,,,20.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-network-security-engineer--bayern-870850/1,2026-07-06T13:59:04.789940+00:00
0,Test Automation | Austria,hays,Steuerfachangestellter (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,R,German,,,16.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-steuerfachangestellter-duesseldorf-870396/1,2026-07-06T13:59:04.790181+00:00
0,Python Developer | Germany,hays,Embedded Software Developer (m/f/d),Hays Client,Poing,On-site,Contract,,,English,,,06.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-developer-poing-884459/1,2026-07-06T13:59:24.481744+00:00
0,Python Developer | Germany,hays,Fullstack Software Developer (m/f/d),Hays Client,Poing,On-site,Contract,,,English,,,01.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-software-developer-poing-878692/1,2026-07-06T13:59:24.482256+00:00
0,Python Developer | Germany,hays,Cloud Developer ADAS  (m/w/d),Hays Client,Ulm,On-site,Contract,"Ci/Cd, Python","Argocd, Terraform, R, Gitlab, Kubernetes, Microservices",German,,,28.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cloud-developer-adas--ulm-879111/1,2026-07-06T13:59:24.482483+00:00
0,Python Developer | Germany,hays,DevOps Engineer (m/w/d),Hays Client,Wien,On-site,Contract,,Devops,German,,,27.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-devops-engineer-wien-878851/1,2026-07-06T13:59:24.482710+00:00
0,Python Developer | Germany,hays,Fullstack Developer  (m/w/d),Hays Client,Wolfsburg,On-site,Contract,,,German,,,06.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-fullstack-developer--wolfsburg-873421/1,2026-07-06T13:59:24.482936+00:00
0,Python Developer | Germany,hays,UI Prototyping Developer (m/w/d),Hays Client,Affalterbach,On-site,Contract,,R,German,,,10.03.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ui-prototyping-developer-affalterbach-865539/1,2026-07-06T13:59:24.483172+00:00
0,Python Test | Germany,hays,Data Engineer (m/w/d),Hays Client,Zürich,On-site,Contract,Python,R,German,,,03.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-engineer-zuerich-884308/1,2026-07-06T13:59:49.345794+00:00
0,Python Test | Germany,hays,Android App Entwickler (m/f/d),Hays Client,Aachen,On-site,Contract,,R,English,,,02.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-android-app-entwickler-aachen-883534/1,2026-07-06T13:59:49.346068+00:00
0,Python Test | Germany,hays,Manager IT Security  (m/w/d),Hays Client,München,On-site,Contract,,,German,,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-manager-it-security--muenchen-867614/1,2026-07-06T13:59:49.346525+00:00
0,Python Test | Germany,hays,Cloud/DevOps Software Engineer (m/w/d),Hays Client,Berlin,On-site,Contract,"Arm, Ci/Cd","Scrum, Terraform, R, Safe, Azure, Devops",German,,,22.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-cloud-devops-software-engineer-berlin-881958/1,2026-07-06T13:59:49.347228+00:00
0,Python Test | Germany,hays,Software-Ingenieur - Verifikation und Dokumentation sicherheitskritischer Embedded Software (m/w/d),Hays Client,Sachsen,On-site,Contract,,R,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-ingenieur-verifikation-und-dokumentation-sicherheitskritischer-embedded-software-sachsen-880663/1,2026-07-06T13:59:49.347903+00:00
0,Python Test | Germany,hays,Data Product Engineer – Microsoft Fabric & OneLake Security (m/w/d),Hays Client,Remote,Remote,Contract,Python,R,German,,,09.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-data-product-engineer--microsoft-fabric-onelake-security-remote-880488/1,2026-07-06T13:59:49.348138+00:00
0,Python Test | Germany,hays,Prozessentwicklungsingenieur (m/w/d),Hays Client,Prüm,On-site,Contract,,R,German,,,03.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-prozessentwicklungsingenieur-pruem-879595/1,2026-07-06T13:59:49.348368+00:00
0,Python Test | Germany,hays,Embedded Softwaretester  (m/w/d),Hays Client,Dresden,On-site,Contract,"C, C++, Can, Python, Spi",R,English,,,19.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-softwaretester--dresden-877631/1,2026-07-06T13:59:49.348591+00:00
0,Python Test | Germany,hays,Embedded Software / Board Controller FW (m/w/d),Hays Client,Dresden,On-site,Contract,Firmware,"Zephyr, R, Linux",German,,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-embedded-software-board-controller-fw-dresden-873829/1,2026-07-06T13:59:49.349495+00:00
0,Python Test | Germany,hays,Scrum Master (m/w/d),Hays Client,Nürnberg,On-site,Contract,,"Scrum, R, Scrum Master",German,,,08.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-scrum-master-nuernberg-873717/1,2026-07-06T13:59:49.349713+00:00
0,Python Test | Germany,hays,ICT Administration & Application Manager (m/w/d),Hays Client,Magdeburg,On-site,Contract,"Ci/Cd, Python","Argocd, R, Openshift, Gitlab, Kubernetes, Golang, Gitlab Ci",German,,,22.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ict-administration-application-manager-magdeburg-871371/1,2026-07-06T13:59:49.349936+00:00
0,Python Test | Germany,hays,Ingenieur Elektrotechnik Schwerpunkt Automatisierung (m/w/d),Hays Client,Hessen,On-site,Contract,,R,German,,,02.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-ingenieur-elektrotechnik-schwerpunkt-automatisierung-hessen-846480/1,2026-07-06T13:59:49.350169+00:00
0,Firmware Engineer | Germany,hays,Managed Services Engineer  (m/w/d),Hays Client,Eschborn/remote,Remote,Contract,Firmware,,German,,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-managed-services-engineer--eschborn-remote-879323/1,2026-07-06T14:00:20.171108+00:00
