relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Lead Test Connection Energy Data Management (m/f/d),GULP Client,"Location: Remote, Stuttgart/Karlsruhe",Remote,Freelance,,Lead,English,Lead,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/716956cc0cc111f196d7a2d1b5394681,2026-03-05T11:13:57.281372+00:00
0,Test Automation | Germany,gulp,Project Manager for SWIFT Implementation (m/f/d),GULP Client,"Location: keine Angabe, Remote",Remote,Freelance,,"Project Manager, Swift",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f62f3d3c17ec11f189e08e417b6a1e17,2026-03-05T11:17:17.855778+00:00
0,Test Automation | Germany,gulp,Software developer Embedded C++ (m/f/d),GULP Client,Location: Remote,Remote,Freelance,"C, C++",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/263c304817ed11f189e08e417b6a1e17,2026-03-05T11:17:17.856344+00:00
0,Test Automation | Germany,gulp,iOS Developer (m/f/d),GULP Client,"Location: Essen, Ruhr",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01247523,2026-03-05T11:17:17.857705+00:00
0,Test Automation | Germany,gulp,Cloud Data Engineer (m/f/d) 70% Remote,GULP Client,"Location: Ingolstadt, Donau",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01246458,2026-03-05T11:17:17.858662+00:00
0,Test Automation | Germany,gulp,GIS Developer (m/f/d),GULP Client,Location: Hanover,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01236517,2026-03-05T11:17:17.860335+00:00
0,Python Developer | Germany,gulp,SeniorPythonSoftwareDeveloper(m/f/d),GULP Client,"Location: D8, remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/7c4691e8187b11f189e08e417b6a1e17,2026-03-05T11:18:06.903870+00:00
0,Python Developer | Germany,gulp,SoftwaredeveloperC#/.NETdeveloperwith IKAROS and debt collection experience (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,C#,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/1c708b3417fe11f189e08e417b6a1e17,2026-03-05T11:18:06.907236+00:00
0,Python Developer | Germany,gulp,AC planner network integration PV rooftop systems (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/173ecd0617fe11f189e08e417b6a1e17,2026-03-05T11:18:06.907779+00:00
0,Python Developer | Germany,gulp,"Data Scientist (m/f/d) - AI Use Cases, LLM",GULP Client,Location: Frankfurt am Main,Remote,Freelance,Llm,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01249672,2026-03-05T11:18:06.908230+00:00
0,Python Test | Germany,gulp,IT Infrastructure Engineer (m/f/d),GULP Client,Location: Luxemburg,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f596f6e417ec11f189e08e417b6a1e17,2026-03-05T11:18:55.267662+00:00
0,Python Test | Germany,gulp,IT Infrastructure Engineer (m/f/d),GULP Client,Location: D60,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f61e0e7c17ec11f189e08e417b6a1e17,2026-03-05T11:18:55.268104+00:00
0,Python Test | Germany,gulp,Construction Manager for PV Systems (m/f/d),GULP Client,"Location: A, Österreich/Wien",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f559a19a17ec11f189e08e417b6a1e17,2026-03-05T11:18:55.268569+00:00
0,Python Test | Germany,gulp,HPC System/Software Engineer (m/f/d),GULP Client,"Location: Remote, D4",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f7eab72817ec11f189e08e417b6a1e17,2026-03-05T11:18:55.269100+00:00
0,Python Test | Germany,gulp,Security Analyst specializing in Automation (m/f/d),GULP Client,"Location: D7, remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/065556c417ed11f189e08e417b6a1e17,2026-03-05T11:18:55.270368+00:00
